tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
1159353,1,455358,Balneola sp. br5_27f,"",bacteria,false,,,,0.08716122610549781,2,,,94.5745,130.0,10^-65.1966,,,,,,,,,,,,,,,,,,0
455304,2,455304,Diphasiastrum,"",eukaryota,false,,,,,,,,,,,,,,,,0.17432245221099563,4,,,86.025,43.75,10^-17.4227,,,,,[34168],0
34168,1,455304,Diphasiastrum complanatum,"",eukaryota,false,,,,,,,,,,,,,,,,0.17432245221099563,4,,,86.025,43.75,10^-17.4227,,,,,,0
455076,2,455076,Rhodocytophaga,"",bacteria,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,58.3,48.0,10^-13.6676,,,,,[455078],0
455078,1,455076,Rhodocytophaga aerolata,"",bacteria,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,58.3,48.0,10^-13.6676,,,,,,0
454159,2,454159,Kiloniella,"",bacteria,false,,,,4.052997013905649,93,,,99.0748,149.857,10^-87.8321,,,,,,,,,,,,,,,,,"[1938587, 1938558, 1673312, 1550907, 1489064, 454162]",0
1938587,1,454159,Kiloniella sp.,"",bacteria,false,,,,0.7408704218967315,17,,,99.3334,150.0,10^-88.459,,,,,,,,,,,,,,,,,,0
1938558,1,454159,Kiloniella majae,"",bacteria,false,,,,2.353353104848441,54,,,99.0387,150.0,10^-87.8526,,,,,,,,,,,,,,,,,,0
1673312,1,454159,Kiloniella sp. B701,"",bacteria,false,,,,0.04358061305274891,1,,,98.0,150.0,10^-85.7143,,,,,,,,,,,,,,,,,,0
1550907,1,454159,Kiloniella antarctica,"",bacteria,false,,,,0.34864490442199125,8,,,99.4231,148.857,10^-87.8742,,,,,,,,,,,,,,,,,,0
1489064,1,454159,Kiloniella spongiae,"",bacteria,false,,,,0.13074183915824672,3,,,99.333,150.0,10^-88.459,,,,,,,,,,,,,,,,,,0
454162,1,454159,Kiloniella laminariae,"",bacteria,false,,,,0.43580613052748907,10,,,98.6589,149.714,10^-86.8914,,,,,,,,,,,,,,,,,,0
453849,2,453849,Henriciella,"",bacteria,false,,,,0.5229673566329869,12,,,93.7335,150.0,10^-76.9311,,,,,,2.39693371790119,55,1,6,82.9511,54.8444,10^-18.8836,,,,,"[2305467, 1977912, 1968823, 545261, 453851]",0
2305467,1,453849,Henriciella mobilis,"",bacteria,false,,,,,,,,,,,,,,,,0.21790306526374453,5,,,54.4,47.8,10^-4.88485,,,,,,0
1977912,1,453849,Henriciella pelagia,"",bacteria,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,62.5,40.0,10^-6.89279,,,,,,0
1968823,1,453849,Henriciella sp.,"",bacteria,false,,,,,,,,,,,,,,,,1.7432245221099563,40,,,87.7133,48.0667,10^-17.7479,,,,,,0
545261,1,453849,Henriciella aquimarina,"",bacteria,false,,,,0.479386743580238,11,,,93.1113,150.0,10^-75.6502,,,,,,0.08716122610549781,2,,,80.6,49.0,10^-18.0679,,,,,,0
453851,1,453849,Henriciella marina,"",bacteria,false,,,,0.04358061305274891,1,,,99.333,150.0,10^-88.459,,,,,,0.30506429136924235,7,1,6,86.5286,92.7143,10^-35.696,,,,,,0
453566,2,453566,Ambispora,"",eukaryota,false,,,,0.17432245221099563,4,,,98.667,150.0,10^-87.0866,,,,,,0.04358061305274891,1,,,58.5,41.0,10^-3.89279,,,,,"[453567, 144679]",0
453567,1,453566,Ambispora fennica,"",eukaryota,false,,,,0.04358061305274891,1,,,98.667,150.0,10^-87.0866,,,,,,,,,,,,,,,,,,0
144679,1,453566,Ambispora leptoticha,"",eukaryota,false,,,,0.13074183915824672,3,,,98.667,150.0,10^-87.0866,,,,,,0.04358061305274891,1,,,58.5,41.0,10^-3.89279,,,,,,0
453161,2,453161,Nitrotoga,"",bacteria,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,56.5,46.0,10^-3.42251,,,,,[2182327],0
2182327,1,453161,Candidatus Nitrotoga fabula,"",bacteria,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,56.5,46.0,10^-3.42251,,,,,,0
452811,2,452811,Mniodendron,"",eukaryota,false,,,,0.04358061305274891,1,,,97.333,150.0,10^-84.3419,,,,,,,,,,,,,,,,,[67636],0
67636,1,452811,Mniodendron dendroides,"",eukaryota,false,,,,0.04358061305274891,1,,,97.333,150.0,10^-84.3419,,,,,,,,,,,,,,,,,,0
451452,2,451452,Boothiomyces,"",eukaryota,false,,,,0.7408704218967315,17,,,96.9234,120.562,10^-64.5824,,,,,,0.43580613052748907,10,,,45.5,44.0,10^-3.92359,,,,,"[2724215, 2170262, 261099]",0
2724215,1,451452,Boothiomyces sp. JEL0866,"",eukaryota,false,,,,,,,,,,,,,,,,0.30506429136924235,7,,,45.5,44.0,10^-3.91261,,,,,,0
2170262,1,451452,Boothiomyces sp.,"",eukaryota,false,,,,0.21790306526374453,5,,,97.131,120.8,10^-65.225,,,,,,,,,,,,,,,,,,0
261099,1,451452,Boothiomyces macroporosus,"",eukaryota,false,,,,0.5229673566329869,12,,,96.829,120.455,10^-64.2903,,,,,,0.13074183915824672,3,,,45.5,44.0,10^-3.94556,,,,,,0
451450,2,451450,Terramyces,"",eukaryota,false,,,,0.04358061305274891,1,,,93.571,140.0,10^-70.6481,,,,,,,,,,,,,,,,,[2040976],0
2040976,1,451450,Terramyces sp.,"",eukaryota,false,,,,0.04358061305274891,1,,,93.571,140.0,10^-70.6481,,,,,,,,,,,,,,,,,,0
451373,2,451373,Rudanella,"",bacteria,false,,,,0.04358061305274891,1,,,95.05,101.0,10^-49.5182,,,,,,,,,,,,,,,,,[1164607],0
1164607,1,451373,uncultured Rudanella sp.,"",bacteria,false,,,,0.04358061305274891,1,,,95.05,101.0,10^-49.5182,,,,,,,,,,,,,,,,,,0
450987,2,450987,Haplothrips,"",eukaryota,false,,,,0.04358061305274891,1,,,94.0,150.0,10^-77.48,,,,,,,,,,,,,,,,,[764495],0
764495,1,450987,Haplothrips chinensis,"",eukaryota,false,,,,0.04358061305274891,1,,,94.0,150.0,10^-77.48,,,,,,,,,,,,,,,,,,0
450803,2,450803,Oceaniserpentilla,"",bacteria,false,,,,162.86075097812267,3737,,,95.3251,149.407,10^-79.7949,,,,,,,,,,,,,,,,,"[2024993, 1038020, 981607, 450804]",0
2024993,1,450803,Oceaniserpentilla sp.,"",bacteria,false,,,,0.04358061305274891,1,,,97.333,150.0,10^-84.3419,,,,,,,,,,,,,,,,,,0
1038020,1,450803,Oceaniserpentilla sp. 94V,"",bacteria,false,,,,0.04358061305274891,1,,,99.333,150.0,10^-88.459,,,,,,,,,,,,,,,,,,0
981607,1,450803,uncultured Oceaniserpentilla sp.,"",bacteria,false,,,,0.8280316480022293,19,,,96.1487,149.588,10^-81.6387,,,,,,,,,,,,,,,,,,0
450804,1,450803,Oceaniserpentilla haliotis,"",bacteria,false,,,,161.94555810401494,3716,,,95.2712,149.395,10^-79.6751,,,,,,,,,,,,,,,,,,0
450195,2,450195,Sterreria,"",eukaryota,false,,,,0.04358061305274891,1,,,96.0,150.0,10^-81.5971,,,,,,,,,,,,,,,,,[1547314],0
1547314,1,450195,Sterreria monolithes,"",eukaryota,false,,,,0.04358061305274891,1,,,96.0,150.0,10^-81.5971,,,,,,,,,,,,,,,,,,0
449972,2,449972,Chelativorans,"",bacteria,false,,,,0.34864490442199125,8,,,97.8664,150.0,10^-85.4398,,,,,,0.5229673566329869,12,,,84.3125,47.0,10^-15.4529,,,,,"[2978478, 1097423]",0
2978478,1,449972,Chelativorans sp. EGI FJ00035,"",bacteria,false,,,,,,,,,,,,,,,,0.5229673566329869,12,,,84.3125,47.0,10^-15.4529,,,,,,0
1097423,1,449972,uncultured Chelativorans sp.,"",bacteria,false,,,,0.34864490442199125,8,,,97.8664,150.0,10^-85.4398,,,,,,,,,,,,,,,,,,0
449810,2,449810,Lutimonas,"",bacteria,false,,,,285.2351124302416,6545,3,5425,98.5453,145.752,10^-68.8361,,,,,,,,,,,,,,,,,"[3060215, 1872403, 1667045, 1616803, 1446477, 1159382, 1159379, 1159377, 1159375, 1159374, 523644, 510350, 483016, 414288]",0
3060215,1,449810,Lutimonas sp. YSD2104,"",bacteria,false,,,,0.26148367831649344,6,,,96.1263,138.333,10^-75.2353,,,,,,,,,,,,,,,,,,0
1872403,1,449810,Lutimonas sp.,"",bacteria,false,,,,236.46840642421557,5426,3,5425,98.6159,144.865,10^-64.9109,,,,,,,,,,,,,,,,,,0
1667045,1,449810,uncultured Lutimonas sp.,"",bacteria,false,,,,15.99408499035885,367,,,97.9217,149.521,10^-85.2344,,,,,,,,,,,,,,,,,,0
1616803,1,449810,Lutimonas sp. PAORIC-13,"",bacteria,false,,,,1.0459347132659738,24,,,98.8794,148.111,10^-86.2538,,,,,,,,,,,,,,,,,,0
1446477,1,449810,Lutimonas halocynthiae,"",bacteria,false,,,,0.8280316480022293,19,,,98.909,150.0,10^-87.5857,,,,,,,,,,,,,,,,,,0
1159382,1,449810,Lutimonas sp. r34,"",bacteria,false,,,,0.08716122610549781,2,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0
1159379,1,449810,Lutimonas sp. g46,"",bacteria,false,,,,0.04358061305274891,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0
1159377,1,449810,Lutimonas sp. 5m75,"",bacteria,false,,,,0.04358061305274891,1,,,98.667,150.0,10^-87.0866,,,,,,,,,,,,,,,,,,0
1159375,1,449810,Lutimonas sp. 5m64,"",bacteria,false,,,,0.04358061305274891,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0
1159374,1,449810,Lutimonas sp. 4m155,"",bacteria,false,,,,0.04358061305274891,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0
523644,1,449810,Lutimonas sp. MOLA 107,"",bacteria,false,,,,1.438160230740714,33,,,99.0372,150.0,10^-87.8491,,,,,,,,,,,,,,,,,,0
510350,1,449810,Lutimonas sp. MOLA 323,"",bacteria,false,,,,0.7408704218967315,17,,,97.7777,150.0,10^-85.2568,,,,,,,,,,,,,,,,,,0
483016,1,449810,Lutimonas saemankumensis,"",bacteria,false,,,,27.8915923537593,640,,,98.3961,149.934,10^-86.4854,,,,,,,,,,,,,,,,,,0
414288,1,449810,Lutimonas vermicola,"",bacteria,false,,,,0.30506429136924235,7,,,97.3333,150.0,10^-84.3419,,,,,,,,,,,,,,,,,,0
449632,2,449632,Parasteatoda,"",eukaryota,false,,,,,,,,,,,,,,,,98.53576611226528,2261,1,2261,73.95,119.0,10^-56.2175,,,,,[114398],0
114398,1,449632,Parasteatoda tepidariorum,common house spider,eukaryota,false,,,,,,,,,,,,,,,,98.53576611226528,2261,1,2261,73.95,119.0,10^-56.2175,,,,,,0
449462,2,449462,Actibacter,"",bacteria,false,,,,2.0047082004264496,46,,,98.71,149.448,10^-86.8043,,,,,,,,,,,,,,,,,"[1872124, 1295005, 527668, 449463]",0
1872124,1,449462,Actibacter sp.,"",bacteria,false,,,,0.30506429136924235,7,,,99.222,150.0,10^-88.2303,,,,,,,,,,,,,,,,,,0
1295005,1,449462,Actibacter haliotis,"",bacteria,false,,,,0.30506429136924235,7,,,99.3208,147.333,10^-86.6371,,,,,,,,,,,,,,,,,,0
527668,1,449462,uncultured Actibacter sp.,"",bacteria,false,,,,1.0459347132659738,24,,,98.0002,150.0,10^-85.7143,,,,,,,,,,,,,,,,,,0
449463,1,449462,Actibacter sediminis,"",bacteria,false,,,,0.34864490442199125,8,,,98.8887,150.0,10^-87.5441,,,,,,,,,,,,,,,,,,0
449403,2,449403,Ardissonea,"",eukaryota,false,,,,0.13074183915824672,3,,,96.2283,150.333,10^-82.2824,,,,,,,,,,,,,,,,,"[2857116, 1003016]",0
2857116,1,449403,Ardissonea sp.,"",eukaryota,false,,,,0.08716122610549781,2,,,96.009,150.5,10^-81.9388,,,,,,,,,,,,,,,,,,0
1003016,1,449403,Ardissonea formosa,"",eukaryota,false,,,,0.04358061305274891,1,,,96.667,150.0,10^-82.9695,,,,,,,,,,,,,,,,,,0
449168,2,449168,Staurosirella,"",eukaryota,false,,,,0.13074183915824672,3,,,99.1113,150.0,10^-88.0015,,,,,,,,,,,,,,,,,[455042],0
455042,1,449168,Staurosirella sp. D-108,"",eukaryota,false,,,,0.13074183915824672,3,,,99.1113,150.0,10^-88.0015,,,,,,,,,,,,,,,,,,0
449146,2,449146,Pseudostaurosira,"",eukaryota,false,,,,0.13074183915824672,3,,,96.4443,150.0,10^-82.5121,,,,,,,,,,,,,,,,,[515462],0
515462,1,449146,Pseudostaurosira brevistriata,"",eukaryota,false,,,,0.13074183915824672,3,,,96.4443,150.0,10^-82.5121,,,,,,,,,,,,,,,,,,0
447792,2,447792,Phytobacter,"",bacteria,false,,,,0.7844510349494803,18,,,98.8191,162.857,10^-91.3329,,,,,,0.34864490442199125,8,,,98.5833,47.0,10^-17.8811,,,,,"[1972431, 395631]",0
1972431,1,447792,Phytobacter ursingii,"",bacteria,false,,,,0.04358061305274891,1,,,98.667,150.0,10^-87.0866,,,,,,0.08716122610549781,2,,,96.8,47.0,10^-17.8627,,,,,,0
395631,1,447792,Phytobacter diazotrophicus,"",bacteria,false,,,,0.7408704218967315,17,,,98.8308,163.846,10^-91.6596,,,,,,0.26148367831649344,6,,,99.475,47.0,10^-17.8903,,,,,,0
447678,2,447678,Ekhidna,"",bacteria,false,,,,35.9975863815706,826,1,743,99.7584,142.749,10^-68.3852,,,,,,0.08716122610549781,2,,,73.5,39.0,10^-9.11071,,,,,"[2608089, 1170455, 447679]",0
2608089,1,447678,Ekhidna sp.,"",bacteria,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,72.0,50.0,10^-14.9626,,,,,,0
1170455,1,447678,Ekhidna sp. KYW 635,"",bacteria,false,,,,35.77968331630685,821,1,743,99.8485,142.669,10^-68.3374,,,,,,,,,,,,,,,,,,0
447679,1,447678,Ekhidna lutea,"",bacteria,false,,,,0.21790306526374453,5,,,91.6665,150.0,10^-72.6767,,,,,,0.04358061305274891,1,,,75.0,28.0,10^-3.25885,,,,,,0
447591,2,447591,Oedothorax,"",eukaryota,false,,,,,,,,,,,,,,,,1.481740843793463,34,,,66.687,43.1739,10^-10.1363,,,,,[931172],0
931172,1,447591,Oedothorax gibbosus,"",eukaryota,false,,,,,,,,,,,,,,,,1.481740843793463,34,,,66.687,43.1739,10^-10.1363,,,,,,0
447467,2,447467,Simiduia,"",bacteria,false,,,,10.895153263187227,250,1,81,98.4413,145.434,10^-77.589,,,,,,0.8280316480022293,19,,,54.5,46.5,10^-6.74944,,,,,"[2909669, 1969461, 1631877, 1510459, 1492769, 679260, 568180]",0
2909669,1,447467,Simiduia sp. 21SJ11W-1,"",bacteria,false,,,,0.479386743580238,11,,,96.5121,130.818,10^-70.1201,,,,,,0.6972898088439825,16,,,44.7,47.0,10^-3.26841,,,,,,0
1969461,1,447467,Simiduia sp.,"",bacteria,false,,,,0.13074183915824672,3,,,95.3333,150.0,10^-80.2248,,,,,,,,,,,,,,,,,,0
1631877,1,447467,Simiduia sp. TM-2,"",bacteria,false,,,,3.5300296572726615,81,1,81,100.0,140.0,10^-65.5591,,,,,,,,,,,,,,,,,,0
1510459,1,447467,Simiduia aestuariiviva,"",bacteria,false,,,,1.8303857482154542,42,,,97.2753,150.0,10^-84.2225,,,,,,0.13074183915824672,3,,,70.8333,45.6667,10^-12.5512,,,,,,0
1492769,1,447467,Simiduia curdlanivorans,"",bacteria,false,,,,2.78915923537593,64,,,98.104,150.0,10^-85.8972,,,,,,,,,,,,,,,,,,0
679260,1,447467,Simiduia areninigrae,"",bacteria,false,,,,0.04358061305274891,1,,,94.667,150.0,10^-78.8524,,,,,,,,,,,,,,,,,,0
568180,1,447467,Simiduia sp. KLE1111,"",bacteria,false,,,,2.0918694265319475,48,,,97.8919,150.0,10^-85.4917,,,,,,,,,,,,,,,,,,0
447237,2,447237,Frondihabitans,"",bacteria,false,,,,0.5665479696857358,13,,,97.8962,142.727,10^-81.253,,,,,,,,,,,,,,,,,"[1978225, 1795630, 1730354, 1727446, 1446794, 1268041]",0
1978225,1,447237,Frondihabitans sp.,"",bacteria,false,,,,0.17432245221099563,4,,,97.5557,150.0,10^-84.7993,,,,,,,,,,,,,,,,,,0
1795630,1,447237,Frondihabitans sp. PAMC 28766,"",bacteria,false,,,,0.04358061305274891,1,,,92.857,70.0,10^-28.4057,,,,,,,,,,,,,,,,,,0
1730354,1,447237,Frondihabitans sp. I15A-00293,"",bacteria,false,,,,0.04358061305274891,1,,,99.333,150.0,10^-88.459,,,,,,,,,,,,,,,,,,0
1727446,1,447237,Frondihabitans sp. 746G130,"",bacteria,false,,,,0.08716122610549781,2,,,98.667,150.0,10^-87.0866,,,,,,,,,,,,,,,,,,0
1446794,1,447237,Frondihabitans sp. 762G35,"",bacteria,false,,,,0.17432245221099563,4,,,98.6667,150.0,10^-87.0866,,,,,,,,,,,,,,,,,,0
1268041,1,447237,Frondihabitans sucicola,"",bacteria,false,,,,0.04358061305274891,1,,,98.667,150.0,10^-87.0866,,,,,,,,,,,,,,,,,,0
446680,2,446680,Eudoraea,"",bacteria,false,,,,34.908071055251874,801,1,12,98.4904,151.57,10^-87.0532,,,,,,,,,,,,,,,,,"[1979955, 1572946, 1481905, 1159359, 1159358, 1159357, 1035614, 510343, 446681]",0
1979955,1,446680,Eudoraea sp.,"",bacteria,false,,,,3.312126592008917,76,,,98.3334,150.0,10^-86.4004,,,,,,,,,,,,,,,,,,0
1572946,1,446680,Eudoraea sp. I14B-01167,"",bacteria,false,,,,4.052997013905649,93,,,98.4259,150.0,10^-86.591,,,,,,,,,,,,,,,,,,0
1481905,1,446680,Eudoraea chungangensis,"",bacteria,false,,,,5.883382762121102,135,,,98.2425,150.0,10^-86.2133,,,,,,,,,,,,,,,,,,0
1159359,1,446680,Eudoraea sp. 5m81,"",bacteria,false,,,,6.493511344859588,149,1,12,98.6863,161.0,10^-90.2506,,,,,,,,,,,,,,,,,,0
1159358,1,446680,Eudoraea sp. 5m66,"",bacteria,false,,,,1.917546974320952,44,,,98.7521,148.31,10^-86.1219,,,,,,,,,,,,,,,,,,0
1159357,1,446680,Eudoraea sp. p25,"",bacteria,false,,,,3.4864490442199125,80,,,98.608,149.429,10^-86.5562,,,,,,,,,,,,,,,,,,0
1035614,1,446680,uncultured Eudoraea sp.,"",bacteria,false,,,,9.413412419393763,216,,,98.4703,150.009,10^-86.6884,,,,,,,,,,,,,,,,,,0
510343,1,446680,Eudoraea sp. MOLA 359,"",bacteria,false,,,,0.26148367831649344,6,,,96.059,143.0,10^-77.5013,,,,,,,,,,,,,,,,,,0
446681,1,446680,Eudoraea adriatica,"",bacteria,false,,,,0.08716122610549781,2,,,99.219,128.0,10^-73.4318,,,,,,,,,,,,,,,,,,0
445670,2,445670,Thiohalophilus,"",bacteria,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,93.6,47.0,10^-18.8268,,,,,[381308],0
381308,1,445670,Thiohalophilus thiocyanatoxydans,"",bacteria,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,93.6,47.0,10^-18.8268,,,,,,0
445219,2,445219,Reyranella,"",bacteria,false,,,,,,,,,,,,,,,,0.13074183915824672,3,,,66.5667,45.6667,10^-9.40276,,,,,"[1929291, 1230389]",0
1929291,1,445219,Reyranella sp.,"",bacteria,false,,,,,,,,,,,,,,,,0.08716122610549781,2,,,72.7,45.5,10^-12.0136,,,,,,0
1230389,1,445219,Reyranella soli,"",bacteria,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,54.3,46.0,10^-4.18111,,,,,,0
444704,2,444704,Andalucia,"",eukaryota,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,56.3,48.0,10^-8.55129,,,,,[505711],0
505711,1,444704,Andalucia godoyi,"",eukaryota,false,,,,,,,,,,,,,,,,0.04358061305274891,1,,,56.3,48.0,10^-8.55129,,,,,,0
444459,2,444459,Flagellimonas,"",bacteria,false,,,,0.13074183915824672,3,,,94.979,142.0,10^-74.7596,,,,,,,,,,,,,,,,,"[2654676, 2058762]",0
2654676,1,444459,Flagellimonas sp. CMM7,"",bacteria,false,,,,0.04358061305274891,1,,,91.791,134.0,10^-63.8053,,,,,,,,,,,,,,,,,,0
2058762,1,444459,Flagellimonas sp.,"",bacteria,false,,,,0.08716122610549781,2,,,96.573,146.0,10^-80.2367,,,,,,,,,,,,,,,,,,0
444432,2,444432,Anderseniella,"",bacteria,false,,,,8.149574640864046,187,,,97.0021,140.347,10^-78.2755,,,,,,1.6124826829517096,37,,,90.7424,42.3636,10^-17.4233,,,,,"[2614934, 1922226, 1872568, 888421, 444440]",0
2614934,1,444432,Anderseniella sp. SWH264,"",bacteria,false,,,,0.5665479696857358,13,,,98.9999,150.0,10^-87.7728,,,,,,,,,,,,,,,,,,0
1922226,1,444432,Anderseniella sp. Alg231-50,"",bacteria,false,,,,1.3509990046352163,31,,,92.8103,113.889,10^-54.889,,,,,,,,,,,,,,,,,,0
1872568,1,444432,Anderseniella sp.,"",bacteria,false,,,,0.26148367831649344,6,,,98.0,150.0,10^-85.7143,,,,,,1.6124826829517096,37,,,90.7424,42.3636,10^-17.4233,,,,,,0
888421,1,444432,Anderseniella sp. BB54,"",bacteria,false,,,,0.6972898088439825,16,,,98.2564,150.0,10^-86.2421,,,,,,,,,,,,,,,,,,0
444440,1,444432,Anderseniella baltica,"",bacteria,false,,,,5.273254179382618,121,,,98.5416,150.0,10^-86.8293,,,,,,,,,,,,,,,,,,0
444051,2,444051,Mesoflavibacter,"",bacteria,false,,,,131.39554835403797,3015,1,46,98.8049,150.073,10^-86.5196,,,,,,0.04358061305274891,1,,,60.8,51.0,10^-7.19518,,,,,"[2779362, 2708110, 2109944, 2109943, 1930902, 1715560, 1563685, 1563684, 886138, 393060]",0
2779362,1,444051,Mesoflavibacter sp. SCSIO 43206,"",bacteria,false,,,,0.04358061305274891,1,,,98.667,150.0,10^-87.0866,,,,,,,,,,,,,,,,,,0
2708110,1,444051,Mesoflavibacter profundi,"",bacteria,false,,,,1.3509990046352163,31,,,98.0055,150.25,10^-85.8851,,,,,,,,,,,,,,,,,,0
2109944,1,444051,Mesoflavibacter sp. HG96,"",bacteria,false,,,,0.13074183915824672,3,,,96.4443,150.0,10^-82.5121,,,,,,,,,,,,,,,,,,0
2109943,1,444051,Mesoflavibacter sp. HG37,"",bacteria,false,,,,0.34864490442199125,8,,,99.3333,150.0,10^-88.459,,,,,,,,,,,,,,,,,,0
1930902,1,444051,Mesoflavibacter sp.,"",bacteria,false,,,,0.5229673566329869,12,,,94.161,108.909,10^-55.3344,,,,,,0.04358061305274891,1,,,60.8,51.0,10^-7.19518,,,,,,0
1715560,1,444051,Mesoflavibacter sp. MMRF592,"",bacteria,false,,,,0.04358061305274891,1,,,99.333,150.0,10^-88.459,,,,,,,,,,,,,,,,,,0
1563685,1,444051,Mesoflavibacter sp. NBRC 110218,"",bacteria,false,,,,6.232027666543094,143,1,46,99.326,158.48,10^-84.8065,,,,,,,,,,,,,,,,,,0
1563684,1,444051,Mesoflavibacter sp. NBRC 110217,"",bacteria,false,,,,5.360415405488116,123,,,98.9301,149.795,10^-87.4914,,,,,,,,,,,,,,,,,,0
886138,1,444051,Mesoflavibacter sp. N71(2010),"",bacteria,false,,,,0.04358061305274891,1,,,96.0,150.0,10^-81.5971,,,,,,,,,,,,,,,,,,0
393060,1,444051,Mesoflavibacter zeaxanthinifaciens,"",bacteria,false,,,,117.31901033800006,2692,,,98.8068,149.624,10^-87.0948,,,,,,,,,,,,,,,,,,0
442869,2,442869,Acanthopleuribacter,"",bacteria,false,,,,0.04358061305274891,1,,,97.959,147.0,10^-83.6645,,,,,,,,,,,,,,,,,[442870],0
442870,1,442869,Acanthopleuribacter pedis,"",bacteria,false,,,,0.04358061305274891,1,,,97.959,147.0,10^-83.6645,,,,,,,,,,,,,,,,,,0
442727,2,442727,Antarcticimonas,"",bacteria,false,,,,1.2638377785297183,29,,,96.6785,149.28,10^-82.5326,,,,,,,,,,,,,,,,,[442728],0
442728,1,442727,Antarcticimonas flava,"",bacteria,false,,,,1.2638377785297183,29,,,96.6785,149.28,10^-82.5326,,,,,,,,,,,,,,,,,,0
442664,2,442664,Myzocytiopsis,"",eukaryota,false,,,,2.353353104848441,54,,,96.2315,149.824,10^-81.8802,,,,,,,,,,,,,,,,,"[1702227, 1702226, 1702225, 485446, 442665, 135482]",0
1702227,1,442664,Myzocytiopsis subuliformis,"",eukaryota,false,,,,0.17432245221099563,4,,,95.3333,150.0,10^-80.2248,,,,,,,,,,,,,,,,,,0
1702226,1,442664,Myzocytiopsis lenticularis,"",eukaryota,false,,,,0.21790306526374453,5,,,95.6665,150.0,10^-80.911,,,,,,,,,,,,,,,,,,0
1702225,1,442664,Myzocytiopsis humicola,"",eukaryota,false,,,,1.525321456846212,35,,,96.6637,149.667,10^-82.2843,,,,,,,,,,,,,,,,,,0
485446,1,442664,Myzocytiopsis sp. venatrix,"",eukaryota,false,,,,0.04358061305274891,1,,,97.333,150.0,10^-84.3419,,,,,,,,,,,,,,,,,,0
442665,1,442664,Myzocytiopsis glutinospora,"",eukaryota,false,,,,0.26148367831649344,6,,,96.6665,150.0,10^-82.9695,,,,,,,,,,,,,,,,,,0
135482,1,442664,Myzocytiopsis humana,"",eukaryota,false,,,,0.13074183915824672,3,,,96.6395,149.0,10^-82.2862,,,,,,,,,,,,,,,,,,0
442431,2,442431,Persicitalea,"",bacteria,false,,,,7.800929736442055,179,,,97.6343,147.537,10^-83.4348,,,,,,,,,,,,,,,,,"[1936127, 1265704, 402147]",0
1936127,1,442431,uncultured Persicitalea sp.,"",bacteria,false,,,,0.08716122610549781,2,,,94.928,138.0,10^-72.0268,,,,,,,,,,,,,,,,,,0
1265704,1,442431,Persicitalea sp. KMM 6743,"",bacteria,false,,,,1.2638377785297183,29,,,97.6826,150.0,10^-85.0607,,,,,,,,,,,,,,,,,,0
402147,1,442431,Persicitalea jodogahamensis,"",bacteria,false,,,,6.449930731806838,148,,,97.6697,147.274,10^-83.3434,,,,,,,,,,,,,,,,,,0
442430,2,442430,Coraliomargarita,"",bacteria,false,,,,1.0023541002132248,23,1,11,89.5367,170.381,10^-57.8475,,,,,,10.502927745712487,241,1,155,85.3773,83.1162,10^-44.5855,,,,,"[3014050, 2174842, 2024828, 1262866, 395922]",0
3014050,1,442430,Coraliomargarita parva,"",bacteria,false,,,,,,,,,,,,,,,,0.13074183915824672,3,,,87.4333,47.6667,10^-19.5744,,,,,,0
2174842,1,442430,Coraliomargarita sinensis,"",bacteria,false,,,,,,,,,,,,,,,,9.718476710763007,223,1,155,85.174,85.6865,10^-46.335,,,,,,0
2024828,1,442430,Coraliomargarita sp.,"",bacteria,false,,,,0.04358061305274891,1,,,98.667,150.0,10^-87.0866,,,,,,0.04358061305274891,1,,,87.8,49.0,10^-20.7235,,,,,,0
1262866,1,442430,uncultured Coraliomargarita sp.,"",bacteria,false,,,,0.08716122610549781,2,,,97.059,102.0,10^-52.9449,,,,,,,,,,,,,,,,,,0
