Genus,ocean,pam_rel_abd
Valsa,75,4.749242828215898e-06
Desulfotomaculum,75,4.749242828215898e-06
Candidatus Hepatincola,75,4.749242828215898e-06
Fibrella,74,4.6859195905063525e-06
Goniadera,74,4.6859195905063525e-06
Candidatus Paracaedibacter,74,4.6859195905063525e-06
Trichonosema,74,4.6859195905063525e-06
Flavicella,74,4.6859195905063525e-06
Epsilonema,74,4.6859195905063525e-06
Fructilactobacillus,74,4.6859195905063525e-06
Blastococcus,74,4.6859195905063525e-06
Opisthorchis,74,4.6859195905063525e-06
Leptotrichia,74,4.6859195905063525e-06
Melanotaenium,74,4.6859195905063525e-06
Xanthomonas,74,4.6859195905063525e-06
Xenococcus,74,4.6859195905063525e-06
Leuconostoc,73,4.622596352796807e-06
Pterostichus,73,4.622596352796807e-06
Xenorhabdus,73,4.622596352796807e-06
Aplanochytrium,72,4.559273115087262e-06
Azospirillum,72,4.559273115087262e-06
Sphaerozoum,72,4.559273115087262e-06
Aurantiochytrium,72,4.559273115087262e-06
Nelumbo,72,4.559273115087262e-06
Haematobacter,72,4.559273115087262e-06
Notoplana,72,4.559273115087262e-06
Paraflabellula,72,4.559273115087262e-06
Allobaculum,71,4.4959498773777166e-06
Globigerinita,71,4.4959498773777166e-06
Bathycoccus,71,4.4959498773777166e-06
Zizania,71,4.4959498773777166e-06
Sericytochromatia,71,4.4959498773777166e-06
Belnapia,71,4.4959498773777166e-06
Saccharina,71,4.4959498773777166e-06
Oropetium,71,4.4959498773777166e-06
Woesearchaeales,71,4.4959498773777166e-06
Orpinomyces,71,4.4959498773777166e-06
Puncturella,71,4.4959498773777166e-06
Gallitellia,70,4.432626639668171e-06
Macellibacteroides,70,4.432626639668171e-06
Anseongella,70,4.432626639668171e-06
Gemella,70,4.432626639668171e-06
Scapteriscus,70,4.432626639668171e-06
Aestuariibacter,70,4.432626639668171e-06
Tetramitia,70,4.432626639668171e-06
Bartonella,70,4.432626639668171e-06
Nitrospina,70,4.432626639668171e-06
WCHB1-32,69,4.369303401958626e-06
Roseateles,69,4.369303401958626e-06
Endozoicomonas,69,4.369303401958626e-06
Anaerococcus,69,4.369303401958626e-06
Utaperla,69,4.369303401958626e-06
Grania,69,4.369303401958626e-06
Haloplanus,69,4.369303401958626e-06
Hyaloraphidium,69,4.369303401958626e-06
Ferroplasma,69,4.369303401958626e-06
Amphidiniella,68,4.305980164249081e-06
Sulfolobus,68,4.305980164249081e-06
028H05-P-BN-P5,68,4.305980164249081e-06
UBA12409,68,4.305980164249081e-06
Phacoides,67,4.242656926539535e-06
Phoronopsis,67,4.242656926539535e-06
Kordiimonas,67,4.242656926539535e-06
Leucoagaricus,67,4.242656926539535e-06
Chaunocanthida,67,4.242656926539535e-06
Acharax,67,4.242656926539535e-06
Brevibacillus,67,4.242656926539535e-06
Jakoba,67,4.242656926539535e-06
Streptosyllis,67,4.242656926539535e-06
Halomicroarcula,67,4.242656926539535e-06
Vagococcus,67,4.242656926539535e-06
Shigella,66,4.17933368882999e-06
Euciroa,66,4.17933368882999e-06
Abditibacterium,66,4.17933368882999e-06
Geobacter,66,4.17933368882999e-06
Amphitrite,66,4.17933368882999e-06
Gemmatirosa,66,4.17933368882999e-06
Lamellodiscus,66,4.17933368882999e-06
Gymnosporangium,66,4.17933368882999e-06
Bravocotyle,66,4.17933368882999e-06
Enteractinococcus,66,4.17933368882999e-06
Polaromonas,65,4.116010451120445e-06
Halobacterium,65,4.116010451120445e-06
Heterophrynus,65,4.116010451120445e-06
Scoloplos,65,4.116010451120445e-06
Pelagibacterium,65,4.116010451120445e-06
Hemiselmis,65,4.116010451120445e-06
Halosimplex,64,4.052687213410899e-06
Characiopodium,64,4.052687213410899e-06
Dicranaceae,64,4.052687213410899e-06
Ulkenia,64,4.052687213410899e-06
Gregarina,64,4.052687213410899e-06
Paraperlucidibaca,64,4.052687213410899e-06
Methylibium,64,4.052687213410899e-06
Solitalea,64,4.052687213410899e-06
Ascidiimonas,64,4.052687213410899e-06
Rhizopus,64,4.052687213410899e-06
Acetoanaerobium,63,3.989363975701354e-06
Thecamonas,63,3.989363975701354e-06
Natronomonas,63,3.989363975701354e-06
Aglaophamus,63,3.989363975701354e-06
Sinomicrobium,63,3.989363975701354e-06
Oxytricha,63,3.989363975701354e-06
Hydrogenispora,62,3.926040737991809e-06
Eisenbergiella,62,3.926040737991809e-06
Exobasidium,62,3.926040737991809e-06
Myrianida,62,3.926040737991809e-06
Persicaria,62,3.926040737991809e-06
Spongiibacter,62,3.926040737991809e-06
Gluconacetobacter,62,3.926040737991809e-06
Oblongichytrium,62,3.926040737991809e-06
Mendicula,62,3.926040737991809e-06
Ignisphaera,62,3.926040737991809e-06
Nocardiopsis,62,3.926040737991809e-06
Entorrhiza,62,3.926040737991809e-06
Exiguobacterium,61,3.862717500282263e-06
Nocardia,61,3.862717500282263e-06
Alexandrium,61,3.862717500282263e-06
Paralamyctes,61,3.862717500282263e-06
Apolemia,61,3.862717500282263e-06
Tinotus,61,3.862717500282263e-06
Effusibacillus,61,3.862717500282263e-06
Fusarium,61,3.862717500282263e-06
Quadrisphaera,61,3.862717500282263e-06
Erwinia,60,3.799394262572718e-06
Weissella,60,3.799394262572718e-06
Sphingorhabdus,60,3.799394262572718e-06
Sediminispirochaeta,60,3.799394262572718e-06
Zoogloea,60,3.799394262572718e-06
Dioscorea,60,3.799394262572718e-06
Dietzia,60,3.799394262572718e-06
Maritalea,60,3.799394262572718e-06
M2PB4-61,60,3.799394262572718e-06
Isthmia,60,3.799394262572718e-06
Grubeulepis,59,3.7360710248631728e-06
TM7a,59,3.7360710248631728e-06
Dorea,59,3.7360710248631728e-06
Marinococcus,59,3.7360710248631728e-06
Pedinellales,59,3.7360710248631728e-06
Pelagicoccus,59,3.7360710248631728e-06
Blumeria,59,3.7360710248631728e-06
Scytonema,59,3.7360710248631728e-06
Flustrellidra,59,3.7360710248631728e-06
Angiostrongylus,59,3.7360710248631728e-06
Halisarca,59,3.7360710248631728e-06
Ensifer,59,3.7360710248631728e-06
Neobodo,58,3.6727477871536275e-06
Leptocylindrus,58,3.6727477871536275e-06
Aggregatibacter,58,3.6727477871536275e-06
Calorithrix,58,3.6727477871536275e-06
Sporacetigenium,58,3.6727477871536275e-06
Terasakiella,58,3.6727477871536275e-06
Ignavigranum,58,3.6727477871536275e-06
Platanus,58,3.6727477871536275e-06
Desulfobacter,58,3.6727477871536275e-06
Coscinodiscus,58,3.6727477871536275e-06
Rhodobaca,57,3.609424549444082e-06
Dinobryon,57,3.609424549444082e-06
Diatrype,57,3.609424549444082e-06
Elev-16S-573,57,3.609424549444082e-06
Ascidiaceihabitans,57,3.609424549444082e-06
Azospira,57,3.609424549444082e-06
Tepidibacter,57,3.609424549444082e-06
Agarophyton,57,3.609424549444082e-06
Melampsora,57,3.609424549444082e-06
Oceanibaculum,57,3.609424549444082e-06
Jatrophihabitans,57,3.609424549444082e-06
Luteostriata,56,3.546101311734537e-06
Monsonia,56,3.546101311734537e-06
Aminobacter,56,3.546101311734537e-06
Halomarina,56,3.546101311734537e-06
Babeliales,56,3.546101311734537e-06
Kitasatospora,56,3.546101311734537e-06
Paludibacter,55,3.4827780740249915e-06
Syntrophus,55,3.4827780740249915e-06
Veillonellaceae,55,3.4827780740249915e-06
Pseudomuriella,55,3.4827780740249915e-06
Ptolemeba,55,3.4827780740249915e-06
endosymbiont,55,3.4827780740249915e-06
Milano-WF1B-44,55,3.4827780740249915e-06
Argulus,55,3.4827780740249915e-06
Elev-16S-1166,54,3.419454836315446e-06
Aureisphaera,54,3.419454836315446e-06
Pyura,54,3.419454836315446e-06
Sedimentibacter,54,3.419454836315446e-06
Talaromyces,54,3.419454836315446e-06
Trichococcus,54,3.419454836315446e-06
Candidatus Rubidus,54,3.419454836315446e-06
Thermocladium,54,3.419454836315446e-06
Acidithiobacillus,54,3.419454836315446e-06
rhabditoid,53,3.356131598605901e-06
Isoptericola,53,3.356131598605901e-06
Phyllodocida,53,3.356131598605901e-06
Muricauda,53,3.356131598605901e-06
Olsenella,53,3.356131598605901e-06
Colletotrichum,53,3.356131598605901e-06
Novel,53,3.356131598605901e-06
Eucyrtidium,53,3.356131598605901e-06
Arcicella,53,3.356131598605901e-06
AT-s3-28,53,3.356131598605901e-06
Waddlia,53,3.356131598605901e-06
Moritella,52,3.2928083608963556e-06
Thysanotohaptor,52,3.2928083608963556e-06
Vigna,52,3.2928083608963556e-06
A4b,52,3.2928083608963556e-06
Mimulus,52,3.2928083608963556e-06
Pelosinus,52,3.2928083608963556e-06
Halohasta,52,3.2928083608963556e-06
Parietichytrium,52,3.2928083608963556e-06
Auxenochlorella,52,3.2928083608963556e-06
Sphaerochaeta,52,3.2928083608963556e-06
Cystofilobasidium,52,3.2928083608963556e-06
Paenarthrobacter,52,3.2928083608963556e-06
Arachnitis,51,3.2294851231868102e-06
Halarcobacter,51,3.2294851231868102e-06
Zunongwangia,51,3.2294851231868102e-06
EV818SWSAP88,51,3.2294851231868102e-06
Dermatophilus,51,3.2294851231868102e-06
Methanolobus,51,3.2294851231868102e-06
Dorylaimida,51,3.2294851231868102e-06
Heterobranchia,51,3.2294851231868102e-06
Eel-36e1D6,51,3.2294851231868102e-06
Candidatus Puniceispirillum,51,3.2294851231868102e-06
Fonticella,51,3.2294851231868102e-06
Pseudahrensia,51,3.2294851231868102e-06
Methyloparacoccus,50,3.166161885477265e-06
Notocomplana,50,3.166161885477265e-06
Halocella,50,3.166161885477265e-06
Silene,50,3.166161885477265e-06
Nucleophaga,50,3.166161885477265e-06
Desulfomicrobium,50,3.166161885477265e-06
Dyadobacter,50,3.166161885477265e-06
Tremella,50,3.166161885477265e-06
Haloterrigena,49,3.1028386477677196e-06
Haloparvum,49,3.1028386477677196e-06
Globoturborotalita,49,3.1028386477677196e-06
Natronobacterium,49,3.1028386477677196e-06
Nebalia,49,3.1028386477677196e-06
Arachis,49,3.1028386477677196e-06
Blfdi19,49,3.1028386477677196e-06
Saccharomycopsis,49,3.1028386477677196e-06
AT-s16,49,3.1028386477677196e-06
Lithobius,49,3.1028386477677196e-06
Desulfopila,49,3.1028386477677196e-06
Anaeroplasma,49,3.1028386477677196e-06
Plesiomonas,49,3.1028386477677196e-06
Phrictopyga,48,3.0395154100581743e-06
Acetitomaculum,48,3.0395154100581743e-06
Psorospermium,48,3.0395154100581743e-06
Gromochytrium,48,3.0395154100581743e-06
MSBL7,48,3.0395154100581743e-06
UBA12411,48,3.0395154100581743e-06
Pseudorhizidium,48,3.0395154100581743e-06
Aeromicrobium,48,3.0395154100581743e-06
Odoribacter,48,3.0395154100581743e-06
Tectarius,47,2.976192172348629e-06
Dasania,47,2.976192172348629e-06
Helcococcus,47,2.976192172348629e-06
Aminicenantales,47,2.976192172348629e-06
Decapodiformes,47,2.976192172348629e-06
Peribacillus,47,2.976192172348629e-06
Sterigmatomyces,47,2.976192172348629e-06
Kofoidinium,47,2.976192172348629e-06
P.palmC41,47,2.976192172348629e-06
Amphisorus,47,2.976192172348629e-06
Paucibacter,47,2.976192172348629e-06
Aecidium,47,2.976192172348629e-06
Diaporthales,47,2.976192172348629e-06
Planococcus,47,2.976192172348629e-06
Anaeromyxobacter,47,2.976192172348629e-06
Usazoros,47,2.976192172348629e-06
Butyricicoccus,46,2.9128689346390837e-06
Leucobacter,46,2.9128689346390837e-06
Desulfurispora,46,2.9128689346390837e-06
Scirtes,46,2.9128689346390837e-06
Terrisporobacter,46,2.9128689346390837e-06
Halomicrobium,46,2.9128689346390837e-06
Baclozygum,46,2.9128689346390837e-06
Cocleimonas,46,2.9128689346390837e-06
Spongospora,46,2.9128689346390837e-06
Myxidium,46,2.9128689346390837e-06
Ideonella,46,2.9128689346390837e-06
Metapseudomonas,46,2.9128689346390837e-06
Rhopalophorus,46,2.9128689346390837e-06
Actinoptychus,46,2.9128689346390837e-06
Family,46,2.9128689346390837e-06
24-Nov,46,2.9128689346390837e-06
Arsenophonus,46,2.9128689346390837e-06
Flavobacteriaceae,46,2.9128689346390837e-06
Prorocentrum,45,2.8495456969295384e-06
Labyrinthuloides,45,2.8495456969295384e-06
Melita,45,2.8495456969295384e-06
Lachnospira,45,2.8495456969295384e-06
Methermicoccus,45,2.8495456969295384e-06
Fretibacterium,45,2.8495456969295384e-06
Hungatella,45,2.8495456969295384e-06
Urinympha,45,2.8495456969295384e-06
Baldwinema,45,2.8495456969295384e-06
Digenea,45,2.8495456969295384e-06
Paguristes,45,2.8495456969295384e-06
Desulfatitalea,45,2.8495456969295384e-06
Aggregata,45,2.8495456969295384e-06
Halovivax,45,2.8495456969295384e-06
Pachyneura,45,2.8495456969295384e-06
Cyanobacterium,45,2.8495456969295384e-06
Araucarietius,45,2.8495456969295384e-06
Candidatus Sumerlaea,45,2.8495456969295384e-06
Roseospirillum,45,2.8495456969295384e-06
Hoploplana,45,2.8495456969295384e-06
Phocoenobacter,44,2.786222459219993e-06
Haloferax,44,2.786222459219993e-06
Teleaulax,44,2.786222459219993e-06
Albidovulum,44,2.786222459219993e-06
Thalassomonas,44,2.786222459219993e-06
Dysnectes,44,2.786222459219993e-06
Medusetta,44,2.786222459219993e-06
Pasteuria,44,2.786222459219993e-06
Gymnosiphon,44,2.786222459219993e-06
Paraprevotella,44,2.786222459219993e-06
Baujardia,43,2.7228992215104477e-06
Natrinema,43,2.7228992215104477e-06
Coriolopsis,43,2.7228992215104477e-06
Zymoseptoria,43,2.7228992215104477e-06
Paramecium,43,2.7228992215104477e-06
Acetobacterium,43,2.7228992215104477e-06
Spathulospora,43,2.7228992215104477e-06
Margulisbacteria,43,2.7228992215104477e-06
Merlinius,43,2.7228992215104477e-06
Mastigamoeba,43,2.7228992215104477e-06
Tylopilus,43,2.7228992215104477e-06
Propeamussium,43,2.7228992215104477e-06
Pterulicium,43,2.7228992215104477e-06
Polychoerus,43,2.7228992215104477e-06
Pneumocystis,43,2.7228992215104477e-06
Epichloe,43,2.7228992215104477e-06
Lishizhenia,43,2.7228992215104477e-06
Folsomia,43,2.7228992215104477e-06
Curtobacterium,43,2.7228992215104477e-06
Tintinnopsis,43,2.7228992215104477e-06
Hirsutella,43,2.7228992215104477e-06
Metaplanococcus,43,2.7228992215104477e-06
SAR202,42,2.659575983800903e-06
Strobilidium,42,2.659575983800903e-06
possible,42,2.659575983800903e-06
Azadinium,42,2.659575983800903e-06
Sulfurifustis,42,2.659575983800903e-06
Nostoc,42,2.659575983800903e-06
Tarenaya,42,2.659575983800903e-06
JTB23,42,2.659575983800903e-06
Callopora,42,2.659575983800903e-06
Marvinbryantia,42,2.659575983800903e-06
Lyngbya,42,2.659575983800903e-06
Microplana,42,2.659575983800903e-06
Conidiobolus,42,2.659575983800903e-06
Kirchneriella,42,2.659575983800903e-06
Lepidozamia,42,2.659575983800903e-06
Phoenix,42,2.659575983800903e-06
Saccharofermentans,42,2.659575983800903e-06
Aestuariispira,41,2.5962527460913575e-06
E222,41,2.5962527460913575e-06
Yuhushiella,41,2.5962527460913575e-06
Thalassoalaimus,41,2.5962527460913575e-06
Methylobacter,41,2.5962527460913575e-06
Ceratocystiopsis,41,2.5962527460913575e-06
Austrodecus,41,2.5962527460913575e-06
Syntrophococcus,41,2.5962527460913575e-06
Oribacterium,41,2.5962527460913575e-06
Chloroidium,41,2.5962527460913575e-06
Catinella,41,2.5962527460913575e-06
Devescovina,41,2.5962527460913575e-06
Gloeochaete,41,2.5962527460913575e-06
Apteropanorpa,40,2.532929508381812e-06
BSV13,40,2.532929508381812e-06
Gyrinus,40,2.532929508381812e-06
Dyella,40,2.532929508381812e-06
Eunotia,40,2.532929508381812e-06
Knoxdaviesia,40,2.532929508381812e-06
Amphibacillus,40,2.532929508381812e-06
Chlorokybus,40,2.532929508381812e-06
Gimesia,40,2.532929508381812e-06
Pseudohaliea,39,2.469606270672267e-06
Lissodendoryx,39,2.469606270672267e-06
Mariniflexile,39,2.469606270672267e-06
Aphelidium,39,2.469606270672267e-06
Hordeum,39,2.469606270672267e-06
Rosenbergiella,39,2.469606270672267e-06
Malawimonas,39,2.469606270672267e-06
Methanospirillum,39,2.469606270672267e-06
Panax,39,2.469606270672267e-06
Dethiobacter,39,2.469606270672267e-06
Palmaria,39,2.469606270672267e-06
Algibacter,39,2.469606270672267e-06
Tetraphis,39,2.469606270672267e-06
Actinophytocola,39,2.469606270672267e-06
Microplitis,39,2.469606270672267e-06
Alternaria,38,2.4062830329627216e-06
Scaphinotus,38,2.4062830329627216e-06
Dehalobacter,38,2.4062830329627216e-06
Goniomonas,38,2.4062830329627216e-06
Paracoccidioides,38,2.4062830329627216e-06
Pseudoxanthomonas,38,2.4062830329627216e-06
Aquilaria,38,2.4062830329627216e-06
Granulicella,38,2.4062830329627216e-06
Candidatus Udaeobacter,38,2.4062830329627216e-06
Tricladida,38,2.4062830329627216e-06
Ciceribacter,38,2.4062830329627216e-06
Edaphobaculum,38,2.4062830329627216e-06
Endobacter,38,2.4062830329627216e-06
Mariaglaja,38,2.4062830329627216e-06
Acanthamoeba,38,2.4062830329627216e-06
Protroctopsocus,38,2.4062830329627216e-06
0319-6G20,38,2.4062830329627216e-06
Ramlibacter,37,2.3429597952531763e-06
Caldilinea,37,2.3429597952531763e-06
Caldicellulosiruptor,37,2.3429597952531763e-06
Ischnoptera,37,2.3429597952531763e-06
Jeotgalibacillus,37,2.3429597952531763e-06
Ophiostoma,37,2.3429597952531763e-06
Aerococcus,37,2.3429597952531763e-06
Natronorubrum,37,2.3429597952531763e-06
Candidatus Midichloria,37,2.3429597952531763e-06
Fervidobacterium,37,2.3429597952531763e-06
WPS-2,37,2.3429597952531763e-06
Oceanisphaera,37,2.3429597952531763e-06
Tunicatimonas,37,2.3429597952531763e-06
Allochromatium,37,2.3429597952531763e-06
Saccharicrinis,37,2.3429597952531763e-06
Uliginosibacterium,37,2.3429597952531763e-06
Flexibacter,37,2.3429597952531763e-06
Duganella,37,2.3429597952531763e-06
Chromohalobacter,37,2.3429597952531763e-06
Proceraea,36,2.279636557543631e-06
Geodermatophilus,36,2.279636557543631e-06
Timspurckia,36,2.279636557543631e-06
Thecotheus,36,2.279636557543631e-06
Trochilia,36,2.279636557543631e-06
Citreitalea,36,2.279636557543631e-06
Pirsonia,36,2.279636557543631e-06
Atopobium,36,2.279636557543631e-06
Zymomonas,36,2.279636557543631e-06
Calliarthron,36,2.279636557543631e-06
Stenotrophobacter,36,2.279636557543631e-06
Zachvatkinella,36,2.279636557543631e-06
Ocyusa,36,2.279636557543631e-06
JTB215,36,2.279636557543631e-06
Sinocyclocheilus,36,2.279636557543631e-06
Calothrix,36,2.279636557543631e-06
Eucalyptus,35,2.2163133198340856e-06
Isoetes,35,2.2163133198340856e-06
Flavimarina,35,2.2163133198340856e-06
Acmopyle,35,2.2163133198340856e-06
Bosea,35,2.2163133198340856e-06
Nubsella,35,2.2163133198340856e-06
Pseudoplatystomum,35,2.2163133198340856e-06
Methyloprofundus,35,2.2163133198340856e-06
Osmoporus,35,2.2163133198340856e-06
Palleronia,35,2.2163133198340856e-06
Methanomicrobium,35,2.2163133198340856e-06
Metarhizium,35,2.2163133198340856e-06
Caulerpa,35,2.2163133198340856e-06
Microlunatus,35,2.2163133198340856e-06
Aphanizomenon,35,2.2163133198340856e-06
Spumella,35,2.2163133198340856e-06
Olax,35,2.2163133198340856e-06
Beauchampia,35,2.2163133198340856e-06
Halioglobus,35,2.2163133198340856e-06
Pseudobutyrivibrio,35,2.2163133198340856e-06
Degeneria,35,2.2163133198340856e-06
Dactylosporangium,35,2.2163133198340856e-06
Natronococcus,35,2.2163133198340856e-06
Candidatus Solibacter,35,2.2163133198340856e-06
Nitrosopumilus,34,2.1529900821245403e-06
Ignavibacterium,34,2.1529900821245403e-06
Nannochloropsis,34,2.1529900821245403e-06
Olleya,34,2.1529900821245403e-06
Curvibacter,34,2.1529900821245403e-06
Paucidesulfovibrio,34,2.1529900821245403e-06
Cibicides,34,2.1529900821245403e-06
Eggerthella,34,2.1529900821245403e-06
Acineta,34,2.1529900821245403e-06
Bacillaceae,34,2.1529900821245403e-06
MBNT15,34,2.1529900821245403e-06
Pelodera,34,2.1529900821245403e-06
Fastidiosipila,34,2.1529900821245403e-06
Caldicoprobacter,34,2.1529900821245403e-06
Silanimonas,34,2.1529900821245403e-06
Gracilaria,34,2.1529900821245403e-06
Haematospirillum,33,2.089666844414995e-06
Harveya,33,2.089666844414995e-06
Acanthocasuarina,33,2.089666844414995e-06
Bipalium,33,2.089666844414995e-06
Gymnochlora,33,2.089666844414995e-06
Agfa,33,2.089666844414995e-06
ZD0417,33,2.089666844414995e-06
Pyrobaculum,33,2.089666844414995e-06
Halapricum,33,2.089666844414995e-06
Desulfitobacterium,33,2.089666844414995e-06
Conexibacter,33,2.089666844414995e-06
Prototheca,33,2.089666844414995e-06
Salinarchaeum,33,2.089666844414995e-06
Mariniradius,33,2.089666844414995e-06
Gottfriedia,33,2.089666844414995e-06
Zygnematophyceae,33,2.089666844414995e-06
Seirospora,33,2.089666844414995e-06
Fibrobacter,33,2.089666844414995e-06
Roussoellaceae,33,2.089666844414995e-06
Nitriliruptoraceae,33,2.089666844414995e-06
Prodesmodora,33,2.089666844414995e-06
Preussia,33,2.089666844414995e-06
Piesma,33,2.089666844414995e-06
Placusa,33,2.089666844414995e-06
Methanococcoides,33,2.089666844414995e-06
NRL2,33,2.089666844414995e-06
Chromulinales,33,2.089666844414995e-06
Silvanigrella,32,2.0263436067054497e-06
Mucor,32,2.0263436067054497e-06
Teratorhabditis,32,2.0263436067054497e-06
Rubellisphaeria,32,2.0263436067054497e-06
Desulfobacterium,32,2.0263436067054497e-06
Saccharopolyspora,32,2.0263436067054497e-06
Caligus,32,2.0263436067054497e-06
Candidatus Endobugula,32,2.0263436067054497e-06
Friedmanniella,32,2.0263436067054497e-06
Eothinia,32,2.0263436067054497e-06
Hesiolyra,32,2.0263436067054497e-06
E6aC02,32,2.0263436067054497e-06
Tissierella,32,2.0263436067054497e-06
Paramoritella,32,2.0263436067054497e-06
Ozolaimus,32,2.0263436067054497e-06
Elphidium,32,2.0263436067054497e-06
Dirofilaria,32,2.0263436067054497e-06
Solicoccozyma,32,2.0263436067054497e-06
Flagellimonas,32,2.0263436067054497e-06
Septobasidium,32,2.0263436067054497e-06
Cylindrospermosis,32,2.0263436067054497e-06
Tolypocladium,31,1.9630203689959044e-06
Lacinutrix,31,1.9630203689959044e-06
Ahnfeltia,31,1.9630203689959044e-06
Aneulophus,31,1.9630203689959044e-06
Acidicaldus,31,1.9630203689959044e-06
SBZC-1223,31,1.9630203689959044e-06
Vreelandella,31,1.9630203689959044e-06
Xystretrum,31,1.9630203689959044e-06
Companilactobacillus,31,1.9630203689959044e-06
Ascaridia,31,1.9630203689959044e-06
Gracilimonas,31,1.9630203689959044e-06
Manihot,31,1.9630203689959044e-06
Cronobacter,31,1.9630203689959044e-06
Akkermansia,31,1.9630203689959044e-06
Avitellina,31,1.9630203689959044e-06
Donghicola,31,1.9630203689959044e-06
Schekmanbacteria,31,1.9630203689959044e-06
Trochammina,31,1.9630203689959044e-06
Garritya,31,1.9630203689959044e-06
Dysgonomonas,31,1.9630203689959044e-06
Thermobacillus,31,1.9630203689959044e-06
Turborotalita,31,1.9630203689959044e-06
Granulobasidium,31,1.9630203689959044e-06
Salinibacter,31,1.9630203689959044e-06
Saccharomycodes,31,1.9630203689959044e-06
Blvii28,31,1.9630203689959044e-06
Mobilitalea,31,1.9630203689959044e-06
Cucumis,31,1.9630203689959044e-06
Thermodesulfovibrio,31,1.9630203689959044e-06
Phaseoleae,31,1.9630203689959044e-06
Closterium,31,1.9630203689959044e-06
Roseofilum,30,1.899697131286359e-06
Capronia,30,1.899697131286359e-06
Eragrostis,30,1.899697131286359e-06
Puccinia,30,1.899697131286359e-06
wastewater,30,1.899697131286359e-06
Streptomonospora,30,1.899697131286359e-06
Sterreria,30,1.899697131286359e-06
Herrmannella,30,1.899697131286359e-06
Salinirepens,30,1.899697131286359e-06
Tsukubamonas,30,1.899697131286359e-06
Conticribra,30,1.899697131286359e-06
Halobacillus,30,1.899697131286359e-06
Colimenopon,30,1.899697131286359e-06
Styrax,30,1.899697131286359e-06
Sediminimonas,30,1.899697131286359e-06
Boudemos,30,1.899697131286359e-06
Cnuella,30,1.899697131286359e-06
Gilvibacter,30,1.899697131286359e-06
Crossota,30,1.899697131286359e-06
Glutamicibacter,29,1.8363738935768137e-06
Trichosporon,29,1.8363738935768137e-06
Abedinium,29,1.8363738935768137e-06
Aspidisca,29,1.8363738935768137e-06
Nitrosovibrio,29,1.8363738935768137e-06
Haloplasma,29,1.8363738935768137e-06
Raoultella,29,1.8363738935768137e-06
AKYG1722,29,1.8363738935768137e-06
Chlorophyta,29,1.8363738935768137e-06
Filimonas,29,1.8363738935768137e-06
Candidatus Rhabdochlamydia,29,1.8363738935768137e-06
DSGM-50,29,1.8363738935768137e-06
Vahlkampfia,29,1.8363738935768137e-06
Dialister,29,1.8363738935768137e-06
Opiliones,29,1.8363738935768137e-06
Opilia,29,1.8363738935768137e-06
Oceanobacillus,29,1.8363738935768137e-06
Verticillium,29,1.8363738935768137e-06
Rubellimicrobium,29,1.8363738935768137e-06
Bilophila,29,1.8363738935768137e-06
Selaginella,29,1.8363738935768137e-06
Microsporomyces,29,1.8363738935768137e-06
Methylomonas,29,1.8363738935768137e-06
Borrelia,29,1.8363738935768137e-06
Scolelepis,29,1.8363738935768137e-06
Sediminibacter,29,1.8363738935768137e-06
Asparagopsis,28,1.7730506558672684e-06
Lepra,28,1.7730506558672684e-06
Codium,28,1.7730506558672684e-06
Macrococcus,28,1.7730506558672684e-06
Aneurinibacillus,28,1.7730506558672684e-06
Jannaschia,28,1.7730506558672684e-06
Stenophora,28,1.7730506558672684e-06
Corsia,28,1.7730506558672684e-06
Kaistia,28,1.7730506558672684e-06
Bryocoris,28,1.7730506558672684e-06
Hutchinsoniella,28,1.7730506558672684e-06
Brachybacterium,28,1.7730506558672684e-06
UA11,28,1.7730506558672684e-06
Megasphaera,28,1.7730506558672684e-06
Amphimedon,28,1.7730506558672684e-06
Advenella,28,1.7730506558672684e-06
Paracamallanus,28,1.7730506558672684e-06
Tolumonas,28,1.7730506558672684e-06
Coccophagus,28,1.7730506558672684e-06
Toxocara,28,1.7730506558672684e-06
Tomthompsonia,28,1.7730506558672684e-06
Pseudotrichonympha,28,1.7730506558672684e-06
Latteuria,28,1.7730506558672684e-06
Araneae,28,1.7730506558672684e-06
Koralionastes,28,1.7730506558672684e-06
Acantharea,28,1.7730506558672684e-06
Arabidopsis,27,1.709727418157723e-06
Cladosporium,27,1.709727418157723e-06
Hillenburgia,27,1.709727418157723e-06
Methyloversatilis,27,1.709727418157723e-06
Methylophilus,27,1.709727418157723e-06
Kistimonas,27,1.709727418157723e-06
Candidatus Neoehrlichia,27,1.709727418157723e-06
Pedomicrobium,27,1.709727418157723e-06
Minchinia,27,1.709727418157723e-06
Plagiopyla,27,1.709727418157723e-06
Spongovostox,27,1.709727418157723e-06
Ceratomyxa,27,1.709727418157723e-06
IMCC26256,27,1.709727418157723e-06
Rice,27,1.709727418157723e-06
Stereotydeus,27,1.709727418157723e-06
Croceimarina,27,1.709727418157723e-06
Limosilactobacillus,27,1.709727418157723e-06
Saccharospirillum,27,1.709727418157723e-06
Pedosphaera,26,1.6464041804481778e-06
Thauera,26,1.6464041804481778e-06
Hypothenemus,26,1.6464041804481778e-06
Microsomacanthus,26,1.6464041804481778e-06
Strongylocentrotus,26,1.6464041804481778e-06
Calomicrus,26,1.6464041804481778e-06
Lasallia,26,1.6464041804481778e-06
Tetramorium,26,1.6464041804481778e-06
Pyropelta,26,1.6464041804481778e-06
endosymbionts1,26,1.6464041804481778e-06
