,class,read count,relative error
655,Jungermanniopsida,10000,0.34910006583196773
656,Kickxellomycetes,10000,0.919064956878301
657,Kinetoplastea,10000,0.317110667311452
658,Kiritimatiellia,10000,1.2074655191588344
659,Klebsormidiophyceae,10000,0.224120713226471
660,Ktedonobacteria,10000,0.44868925945499843
661,Laboulbeniomycetes,10000,
662,Lecanoromycetes,10000,2.215534775174563
663,Lentisphaeria,10000,0.1670674583051339
664,Leotiomycetes,10000,1.7051488091820397
665,Lichinomycetes,10000,
666,Limnochordia,10000,0.5861470470729452
667,Lingulata,10000,0.6963643428688259
668,Lipomycetes,10000,0.4935117008049474
669,Litostomatea,10000,0.6500419246971377
670,Longimicrobiia,10000,0.7930462750378079
671,Lycopodiopsida,10000,1.1545134895223796
672,Magnoliopsida,10000,0.28555116233330574
673,Malacostraca,10000,0.41344034455812134
674,Malasseziomycetes,10000,0.26708422249072145
675,Malgrandaviricetes,10000,0.7908547033265323
676,Mamiellophyceae,10000,0.14594766096559258
677,Marchantiopsida,10000,0.7206857189852283
678,Maveriviricetes,10000,
679,Mediophyceae,10000,0.2806200557819909
680,Megaviricetes,10000,0.7565129135298536
681,Merostomata,10000,0.7330682656101556
682,Mesostigmatophyceae,10000,0.304192553653882
683,Methanobacteria,10000,0.5176838446370225
684,Methanococci,10000,0.7424856493633345
685,Methanomicrobia,10000,0.2960809885383667
686,Methanonatronarchaeia,10000,
687,Methanopyri,10000,
688,Methylacidiphilae,10000,0.43775022078367776
689,Microbotryomycetes,10000,0.6024814165525293
690,Mixiomycetes,10000,0.002074471000440622
691,Mollicutes,10000,0.44691213352606685
692,Moniliellomycetes,10000,
693,Monoblepharidomycetes,10000,
694,Monogenea,10000,0.20751673006059465
695,Mortierellomycetes,10000,0.3256011706242385
696,Mucoromycetes,10000,0.9112822540391818
697,Myxococcia,10000,0.18242601540358042
698,Myxozoa,10000,
699,Naldaviricetes,10000,0.4982347289060924
700,Nanobdellia,10000,
701,Nassophorea,10000,0.7314433108209705
702,Nebulidea,10000,0.5766397894948229
703,Negativicutes,10000,0.5647828146005688
704,Neocallimastigomycetes,10000,0.20766317869434792
705,Neolectomycetes,10000,
706,Nephroselmidophyceae,10000,2.1234345446942102
707,Nitriliruptoria,10000,1.4735662442590527
708,Nitrososphaeria,10000,0.2512194472864532
709,Nitrospinia,10000,0.5538478922472174
710,Nitrospiria,10000,0.6982388249494234
711,Oligoflexia,10000,1.3985917882526884
712,Oligohymenophorea,10000,0.5838520636974732
713,Oligosphaeria,10000,
714,Olisthodiscophyceae,10000,0.25594430736486906
715,Olpidiomycetes,10000,
716,Opitutia,10000,0.2793179196856659
717,Orbiliomycetes,10000,1.2952458798236994
718,Ostracoda,10000,0.12976081244015408
719,Palaeacanthocephala,10000,
720,Palmophyllophyceae,10000,1.9721084062029894
721,Papovaviricetes,10000,
722,Pararotatoria,10000,
723,Pauropoda,10000,
724,Pedinophyceae,10000,0.603808264244992
725,Pelagophyceae,10000,1.2008959316437677
726,Pezizomycetes,10000,0.9550083027719877
727,Phaeophyceae,10000,0.830666367183276
728,Phaeosacciophyceae,10000,
729,Phaeothamniophyceae,10000,
730,Phycisphaerae,10000,0.19807367567095494
731,Phylactolaemata,10000,
732,Phyllopharyngea,10000,1.1604189694814293
733,Physodermatomycetes,10000,
734,Phytomyxea,10000,0.5458108939296362
735,Pichiomycetes,10000,0.39240709400061063
736,Picocystophyceae,10000,
737,Picomonadea,10000,
738,Pilidiophora,10000,0.4309948040064995
739,Pinguiophyceae,10000,
740,Pinopsida,10000,1.5144281856444441
741,Pisoniviricetes,10000,
742,Planctomycetia,10000,0.09397051098250724
743,Pneumocystomycetes,10000,0.7059456741691891
744,Pokkesviricetes,10000,1.3902627011707465
745,Polintoviricetes,10000,
746,Polychaeta,10000,0.6655853062571012
747,Polycystinea,10000,0.22031463451691716
748,Polyplacophora,10000,
749,Polypodiopsida,10000,0.6585695423894565
750,Polytrichopsida,10000,0.991352297148581
751,Prasinodermophyceae,10000,
752,Priapulimorpha,10000,1.254391119450641
753,Promethearchaeia,10000,0.32192053585796776
754,Prostomatea,10000,0.39715598264230345
755,Protura,10000,
756,Pucciniomycetes,10000,0.7089045112284851
757,Pycnogonida,10000,0.26849746880372444
758,Pyramimonadophyceae,10000,0.9983859593244784
759,Quintoviricetes,10000,
760,Raphidophyceae,10000,0.4618524578394013
761,Remipedia,10000,0.2717712326785005
762,Repensiviricetes,10000,
763,Revtraviricetes,10000,0.7022269177978523
764,Rhabditophora,10000,0.4072924179714795
765,Rhodellophyceae,10000,0.3939088405838263
766,Rhodothermia,10000,0.2768842946640278
767,Rhynchonellata,10000,0.27136339739528964
768,Rubrobacteria,10000,0.40121135303519906
769,Saccharomycetes,10000,1.1825692286610308
770,Sagittoidea,10000,
771,Saprospiria,10000,0.31209193791572165
772,Sareomycetes,10000,
773,Schizosaccharomycetes,10000,0.7929383286484147
774,Scyphozoa,10000,0.35508329773242564
775,Sipuncula,10000,0.2074120049057421
776,Sordariomycetes,10000,0.22395567143781703
777,Spartobacteria,10000,
778,Sphagnopsida,10000,0.33803809838543974
779,Sphingobacteriia,10000,0.1147467116981234
780,Spirochaetia,10000,0.5787579951816972
781,Spirotrichea,10000,0.37644098711912644
782,Staurozoa,10000,1.1933239873918546
783,Stelpaviricetes,10000,0.20488552932460416
784,Stylonematophyceae,10000,0.888867349787492
785,Symphyla,10000,0.2701463730485866
786,Synergistia,10000,0.5139774340214969
787,Syntrophia,10000,0.9278664271206337
788,Syntrophobacteria,10000,0.4842836142274083
789,Syntrophorhabdia,10000,
790,Synurophyceae,10000,0.39839266309087557
791,Taphrinomycetes,10000,0.4382036101334489
792,Tectiliviricetes,10000,1.584781757860984
793,Tentaculata,10000,
794,Tepidiformia,10000,0.6834037603806709
795,Terriglobia,10000,0.47925587444700724
796,Terrimicrobiia,10000,
797,Tetraphidopsida,10000,
798,Thecofilosea,10000,0.9007956059254807
799,Thecostraca,10000,0.32606738159206095
800,Theionarchaea,10000,
801,Thermoanaerobaculia,10000,0.4058501684308682
802,Thermococci,10000,2.3574597141027525
803,Thermodesulfobacteria,10000,2.0228206044158243
804,Thermodesulfobiia,10000,1.2633657198568764
805,Thermodesulfovibrionia,10000,1.176490414916983
806,Thermoflexia,10000,0.4170909404123555
807,Thermoleophilia,10000,0.4158697755441708
808,Thermomicrobia,10000,0.5575928948353234
809,Thermoplasmata,10000,0.48168440323326916
810,Thermoprotei,10000,0.8998647611777818
811,Thermosulfidibacteria,10000,0.6757993974970103
812,Thermotogae,10000,1.1044828577121768
813,Tichowtungiia,10000,1.2749098463128288
814,Tissierellia,10000,0.4878390105225329
815,Trebouxiophyceae,10000,0.41339030307984104
816,Trematoda,10000,0.3734158578419166
817,Tremellomycetes,10000,0.9169714477563827
818,Trigonopsidomycetes,10000,
819,Udeonychophora,10000,
820,Ulvophyceae,10000,0.6092753570871361
821,Umbelopsidomycetes,10000,0.5369475181778738
822,Uniplacotomia,10000,0.8352118319736722
823,Ustilaginomycetes,10000,0.30179080471575565
824,Vampirovibriophyceae,10000,
825,Variosea,10000,0.233566165907284
826,Verrucomicrobiia,10000,0.3052100121235376
827,Vicinamibacteria,10000,0.4506221932843319
828,Vulcanimicrobiia,10000,1.025776799805489
829,Wallemiomycetes,10000,0.49035885950170566
830,Xanthophyceae,10000,0.2099705511063239
831,Xylobotryomycetes,10000,
832,Xylonomycetes,10000,0.2981300862613743
833,Zetaproteobacteria,10000,1.2805666701697391
834,Zoopagomycetes,10000,
835,Zygnemophyceae,10000,0.6709014806501906
836,Abditibacteriia,100000,
837,Acantharea,100000,0.004076515377874032
838,Acidimicrobiia,100000,0.0786388660700051
839,Acidithiobacillia,100000,0.3283804656773766
840,Aconoidasida,100000,0.3159015631874053
841,Actinomycetes,100000,0.031035332026680407
842,Actinophryidae,100000,
843,Agaricomycetes,100000,0.15947224540141336
844,Agaricostilbomycetes,100000,0.5733899028859462
845,Alphaproteobacteria,100000,0.013495749907505388
846,Anaerolineae,100000,0.17879563521933645
847,Andreaeopsida,100000,
848,Anthocerotopsida,100000,
849,Anthozoa,100000,0.22283736506169632
850,Aphelidea,100000,1.2588132528010925
851,Aquificia,100000,0.422695719437018
852,Arachnida,100000,0.2686376234037603
853,Archaeoglobi,100000,
854,Ardenticatenia,100000,0.6864086631300078
855,Arfiviricetes,100000,0.21001067185959674
856,Armatimonadia,100000,0.4936078268699777
857,Armophorea,100000,0.0004234497305475272
858,Arthoniomycetes,100000,
859,Ascetosporea,100000,0.5706528039321416
860,Atractiellomycetes,100000,
861,Atribacteria,100000,0.2102886748248835
862,Bacillariophyceae,100000,0.04253113272203155
863,Bacilli,100000,0.07672413239948299
864,Bacteriovoracia,100000,0.4482060077497752
865,Bacteroidia,100000,0.12362285462115202
866,Balneolia,100000,0.3325066095424521
867,Bangiophyceae,100000,0.4341035898004869
868,Bartheletiomycetes,100000,
869,Basidiobolomycetes,100000,
870,Bdellovibrionia,100000,0.45877549604851536
871,Betaproteobacteria,100000,0.013967902411559435
872,Bigyra,100000,0.3599392315210603
873,Bivalvia,100000,0.08987540243101669
874,Blastocatellia,100000,
875,Blastocladiomycetes,100000,0.0009116858903559783
876,Bolidophyceae,100000,1.4648280466541268
877,Branchiopoda,100000,0.30649602069904197
878,Breviatea,100000,
879,Bryopsida,100000,0.5930872519174833
880,Calcarea,100000,
881,Caldilineae,100000,0.429236905915431
882,Caldisericia,100000,
883,Calditrichia,100000,0.45547700842976097
884,Candelariomycetes,100000,
885,Candidatus Abyssobacteria,100000,
886,Candidatus Altiarchaeia,100000,
887,Candidatus Aminicenantia,100000,
888,Candidatus Aquicultoria,100000,
889,Candidatus Asgardarchaeia (ex Tamarit et al. 2024),100000,
890,Candidatus Auribacteria,100000,
891,Candidatus Babeliae,100000,0.5332775233554031
892,Candidatus Bathyarchaeia,100000,0.6030257742891718
893,Candidatus Binatia,100000,0.36976151186306566
894,Candidatus Bipolaricaulia,100000,0.25906262293136334
895,Candidatus Borrarchaeia,100000,
896,Candidatus Brocadiia,100000,0.3678218120400409
897,Candidatus Cloacimonadia,100000,0.5856289957927031
898,Candidatus Cryosericia,100000,
899,Candidatus Culexarchaeia,100000,
900,Candidatus Dadabacteria,100000,1.3221457350229187
901,Candidatus Deferrimicrobia,100000,
902,Candidatus Desulfofervidia,100000,0.5732041414596758
903,Candidatus Dormibacteria,100000,
904,Candidatus Elulimicrobia,100000,
905,Candidatus Entotheonellia,100000,0.5332080198425058
906,Candidatus Fermentibacteria (class),100000,
907,Candidatus Fermentithermobacillia,100000,
908,Candidatus Geothermincolia,100000,
909,Candidatus Hadarchaeia,100000,
910,Candidatus Hydrogenedentia,100000,
911,Candidatus Izimaplasma,100000,0.8010381531472182
912,Candidatus Jordarchaeia,100000,
913,Candidatus Korarchaeia,100000,
914,Candidatus Krumholzibacteriia,100000,
915,Candidatus Lambdaproteobacteria,100000,
916,Candidatus Limnocylindria,100000,
917,Candidatus Marinamargulisbacteria,100000,
918,Candidatus Mcinerneyibacteria,100000,
919,Candidatus Methanofastidiosia,100000,
920,Candidatus Methanoliparia,100000,1.3081192010121343
921,Candidatus Methanomethylicia,100000,
922,Candidatus Methylomirabilia,100000,1.3988096165707549
923,Candidatus Micrarchaeia,100000,
924,Candidatus Moduliflexia,100000,
925,Candidatus Muproteobacteria,100000,
926,Candidatus Nanoarchaeia,100000,
927,Candidatus Nanohaloarchaea,100000,
928,Candidatus Nanosyncoccalia,100000,
929,Candidatus Odinarchaeia,100000,
930,Candidatus Ozemobacteria,100000,
931,Candidatus Paceibacteria,100000,
932,Candidatus Peribacteria,100000,0.4658477240699655
933,Candidatus Phoenicimicrobiia,100000,
934,Candidatus Polarisedimenticolia,100000,
935,Candidatus Poseidoniia,100000,1.1818580295391192
936,Candidatus Saccharimonadia,100000,0.4808071879590227
937,Candidatus Sericytochromatia,100000,
938,Candidatus Sumerlaeia,100000,0.2077448024156805
939,Candidatus Tariuqbacteria,100000,
940,Candidatus Termititenacia,100000,
941,Candidatus Tharpellia,100000,
942,Candidatus Thermofonsia,100000,0.9115833552292291
943,Candidatus Uabimicrobiia,100000,0.9280889590381411
944,Candidatus Undinarchaeia,100000,
945,Candidatus Vecturitrichia,100000,
946,Caudoviricetes,100000,0.10093568579399247
947,Centroplasthelida,100000,0.5872224678712541
948,Cephalocarida,100000,
949,Cephalopoda,100000,0.2925719909129881
950,Cestoda,100000,0.788859486136593
951,Charophyceae,100000,1.2537561717325478
952,Chilopoda,100000,0.4386355624566711
953,Chitinispirillia,100000,
954,Chitinivibrionia,100000,
955,Chitinophagia,100000,0.13160820209861784
956,Chlamydiia,100000,0.3690700741449522
957,Chlorarachniophyceae,100000,0.9591296718686313
958,Chlorobiia,100000,0.238364245558296
959,Chlorodendrophyceae,100000,0.7802064300231661
960,Chloroflexia,100000,0.3851423385047749
961,Chlorokybophyceae,100000,0.8276019483721039
962,Chlorophyceae,100000,0.22349306299747299
963,Chloropicophyceae,100000,0.40911333403742584
964,Choanoflagellata,100000,0.25478964075113275
965,Chromadorea,100000,0.3537240794853339
966,Chrymotiviricetes,100000,
967,Chrysiogenia,100000,0.535816733960601
968,Chrysomerophyceae,100000,0.2697296940415159
969,Chrysophyceae,100000,0.562763081813858
970,Chthonomonadia,100000,0.6887504697376975
971,Chytridiomycetes,100000,0.4277992730019109
972,Clitellata,100000,0.17921532504478518
973,Clostridia,100000,0.14323201707601194
974,Coleochaetophyceae,100000,0.5982543409083342
975,Collembola,100000,0.2819705426839398
976,Colpodea,100000,0.7899175642753392
977,Compsopogonophyceae,100000,0.9141736683893235
978,Conexivisphaeria,100000,
979,Coniocybomycetes,100000,
980,Conoidasida,100000,0.3099296031325294
981,Coprothermobacteria,100000,
982,Coriobacteriia,100000,0.2539594588812257
983,Coscinodiscophyceae,100000,0.03796400488579633
984,Craniata,100000,
985,Cryptophyceae,100000,0.1611281854639057
986,Cubozoa,100000,0.003003520765417551
987,Culicoidibacteria,100000,
988,Cyanophyceae,100000,0.06498558003731307
989,Cystobasidiomycetes,100000,0.2673304241075859
990,Cytophagia,100000,0.030523545818381303
991,Dacrymycetes,100000,0.5207918283906431
992,Deferribacteres,100000,0.30312316986374505
993,Deferrisomatia,100000,
994,Dehalococcoidia,100000,0.74754823608526
995,Deinococci,100000,0.18049295626789844
996,Deltaproteobacteria,100000,0.16130566529193008
997,Demospongiae,100000,0.35038171194906836
998,Desulfarculia,100000,0.48247649760477057
999,Desulfobaccia,100000,0.754217857704313
1000,Desulfobacteria,100000,0.04760517030300368
1001,Desulfobulbia,100000,0.184600814569477
1002,Desulfomonilia,100000,0.4320388389358068
1003,Desulfovibrionia,100000,0.24157098851699002
1004,Desulfurellia,100000,1.2198165763778739
1005,Desulfuribacillia,100000,
1006,Desulfuromonadia,100000,0.13359980398901172
1007,Dethiobacteria,100000,0.6890040165461078
1008,Developea,100000,0.3884597662894647
1009,Dictyochophyceae,100000,0.3960791765654152
1010,Dictyoglomia,100000,0.6594731870358201
1011,Dimargaritomycetes,100000,
1012,Dinophyceae,100000,0.18986485951446225
1013,Diplonemea,100000,1.1934235400239879
1014,Diplopoda,100000,
1015,Dipodascomycetes,100000,0.60394318574981
1016,Dissulfuribacteria,100000,
1017,Dothideomycetes,100000,0.33550208332166576
1018,Duplopiviricetes,100000,
1019,Echinamoebida,100000,1.3083227453653934
1020,Elardia,100000,0.7054472790066502
1021,Ellioviricetes,100000,0.0028540493296628166
1022,Elusimicrobia,100000,0.20420981803486757
1023,Endogonomycetes,100000,
1024,Endomicrobiia,100000,0.4584959306194443
1025,Enopla,100000,
1026,Enoplea,100000,1.3830493783546198
1027,Entomophthoromycetes,100000,0.2122791136970162
1028,Epsilonproteobacteria,100000,0.1355249724147111
1029,Erysipelotrichia,100000,0.250804082899041
1030,Euglenida,100000,0.19721275930673884
1031,Eumycetozoa,100000,0.448392751803632
1032,Eurotatoria,100000,0.3226432017280961
1033,Eurotiomycetes,100000,0.18047027772197177
1034,Eustigmatophyceae,100000,0.3526907137560479
1035,Eutardigrada,100000,0.4354604386701478
1036,Exobasidiomycetes,100000,0.3715994978350984
1037,Faserviricetes,100000,0.6039837204627001
1038,Fibrobacteria,100000,1.1761983767515791
1039,Filasterea,100000,0.7591085832725345
1040,Fimbriimonadia,100000,0.42140334616774794
1041,Flabellinia,100000,0.5683782067352512
1042,Flavobacteriia,100000,0.01366387546807423
1043,Florideophyceae,100000,0.3091978657384043
1044,Fragilariophyceae,100000,0.22132825190263392
1045,Fusobacteriia,100000,0.19605849796614194
1046,Gammaproteobacteria,100000,0.010252311970044583
1047,Gastropoda,100000,0.12727607250123538
1048,Gemmatimonadia,100000,0.323079990316182
1049,Geoglossomycetes,100000,0.4712172426522159
1050,Glaucocystophyceae,100000,0.3729959330957332
1051,Glomeromycetes,100000,0.93869793271205
1052,Gnetopsida,100000,0.18507977208356724
1053,Gordioida,100000,0.43707881184180536
1054,Gymnolaemata,100000,0.41546023221457445
1055,Halobacteria,100000,0.22741856562472076
1056,Haplomitriopsida,100000,0.2677387196932574
1057,Harpellomycetes,100000,0.20488552932460416
1058,Herviviricetes,100000,0.4707614514804169
1059,Heterotrichea,100000,1.1345691522886772
1060,Hexactinellida,100000,
1061,Hexanauplia,100000,0.3098685895270047
1062,Holophagae,100000,0.2827107992944539
1063,Homoscleromorpha,100000,1.1443486941940497
1064,Hydrogenophilia,100000,0.7872529383706527
1065,Hydrozoa,100000,0.45049872245794037
1066,Hyphochytriomycetes,100000,0.2695369881328393
1067,Ichthyosporea,100000,1.3757279582114996
1068,Ichthyostraca,100000,1.3706640336118858
1069,Ignavibacteria,100000,0.269888247770937
1070,Imbricatea,100000,0.4365700135912585
1071,Insecta,100000,0.07649157590233115
1072,Insthoviricetes,100000,
1073,Jungermanniopsida,100000,0.34910006583196773
1074,Kickxellomycetes,100000,0.919064956878301
1075,Kinetoplastea,100000,0.3171106673114521
1076,Kiritimatiellia,100000,0.46696676303218015
1077,Klebsormidiophyceae,100000,0.224120713226471
1078,Ktedonobacteria,100000,0.4486892594549985
1079,Laboulbeniomycetes,100000,
1080,Lecanoromycetes,100000,1.1922056936839582
1081,Lentisphaeria,100000,0.1670674583051339
1082,Leotiomycetes,100000,0.3435209849279522
1083,Lichinomycetes,100000,
1084,Limnochordia,100000,0.5861470470729452
1085,Lingulata,100000,0.6963643428688259
1086,Lipomycetes,100000,0.4935117008049474
1087,Litostomatea,100000,0.6500419246971377
1088,Longimicrobiia,100000,0.2958815644515076
1089,Lycopodiopsida,100000,1.1545134895223796
1090,Magnoliopsida,100000,0.11354176591282834
1091,Malacostraca,100000,0.34285270692166425
1092,Malasseziomycetes,100000,0.26708422249072156
1093,Malgrandaviricetes,100000,0.7908547033265323
1094,Mamiellophyceae,100000,0.030328794832280074
1095,Marchantiopsida,100000,0.7206857189852279
1096,Maveriviricetes,100000,
1097,Mediophyceae,100000,0.20608972440085804
1098,Megaviricetes,100000,0.3338709420874985
1099,Merostomata,100000,0.7330682656101555
1100,Mesostigmatophyceae,100000,0.304192553653882
1101,Methanobacteria,100000,0.5176838446370225
1102,Methanococci,100000,0.7424856493633345
1103,Methanomicrobia,100000,0.2960809885383667
1104,Methanonatronarchaeia,100000,
1105,Methanopyri,100000,
1106,Methylacidiphilae,100000,0.43775022078367776
1107,Microbotryomycetes,100000,0.6024814165525292
1108,Mixiomycetes,100000,0.002074471000440622
1109,Mollicutes,100000,0.23595655514813202
1110,Moniliellomycetes,100000,
1111,Monoblepharidomycetes,100000,
1112,Monogenea,100000,0.20751673006059462
1113,Mortierellomycetes,100000,0.3256011706242385
1114,Mucoromycetes,100000,0.2646785518746312
1115,Myxococcia,100000,0.054890870386263085
1116,Myxozoa,100000,
1117,Naldaviricetes,100000,0.4982347289060924
1118,Nanobdellia,100000,
1119,Nassophorea,100000,0.7314433108209705
1120,Nebulidea,100000,0.5766397894948228
1121,Negativicutes,100000,0.5436243227922691
1122,Neocallimastigomycetes,100000,0.20766317869434792
1123,Neolectomycetes,100000,
1124,Nephroselmidophyceae,100000,1.0563479839703158
1125,Nitriliruptoria,100000,0.23518562033458237
1126,Nitrososphaeria,100000,0.131964860352503
1127,Nitrospinia,100000,0.5538478922472172
1128,Nitrospiria,100000,0.19807773645036936
1129,Oligoflexia,100000,1.3985917882526888
1130,Oligohymenophorea,100000,0.4372654191916631
1131,Oligosphaeria,100000,
1132,Olisthodiscophyceae,100000,0.255944307364869
1133,Olpidiomycetes,100000,
1134,Opitutia,100000,0.13266674653456054
1135,Orbiliomycetes,100000,1.2952458798236992
1136,Ostracoda,100000,0.09572702026577704
1137,Palaeacanthocephala,100000,
1138,Palmophyllophyceae,100000,1.9721084062029894
1139,Papovaviricetes,100000,
1140,Pararotatoria,100000,
1141,Pauropoda,100000,
1142,Pedinophyceae,100000,0.6038082642449919
1143,Pelagophyceae,100000,0.23428424209888443
1144,Pezizomycetes,100000,0.9550083027719877
1145,Phaeophyceae,100000,0.3175586752843633
1146,Phaeosacciophyceae,100000,
1147,Phaeothamniophyceae,100000,
1148,Phycisphaerae,100000,0.17626844305056388
1149,Phylactolaemata,100000,
1150,Phyllopharyngea,100000,0.4296161771146428
1151,Physodermatomycetes,100000,
1152,Phytomyxea,100000,0.5458108939296362
1153,Pichiomycetes,100000,0.2454478549777969
1154,Picocystophyceae,100000,
1155,Picomonadea,100000,
1156,Pilidiophora,100000,0.4309948040064995
1157,Pinguiophyceae,100000,
1158,Pinopsida,100000,0.28243622097311716
1159,Pisoniviricetes,100000,
1160,Planctomycetia,100000,0.08933062183202636
1161,Pneumocystomycetes,100000,0.7059456741691891
1162,Pokkesviricetes,100000,1.3902627011707465
1163,Polintoviricetes,100000,
1164,Polychaeta,100000,0.1949779497892256
1165,Polycystinea,100000,0.22031463451691716
1166,Polyplacophora,100000,
1167,Polypodiopsida,100000,0.6585695423894565
1168,Polytrichopsida,100000,0.9913522971485812
1169,Prasinodermophyceae,100000,
1170,Priapulimorpha,100000,1.254391119450641
1171,Promethearchaeia,100000,0.32192053585796776
1172,Prostomatea,100000,0.39715598264230345
1173,Protura,100000,
1174,Pucciniomycetes,100000,0.7089045112284852
1175,Pycnogonida,100000,0.26849746880372444
1176,Pyramimonadophyceae,100000,0.8849369240603765
1177,Quintoviricetes,100000,
1178,Raphidophyceae,100000,0.47790213929941566
1179,Remipedia,100000,0.2717712326785005
1180,Repensiviricetes,100000,
1181,Revtraviricetes,100000,0.7022269177978523
1182,Rhabditophora,100000,0.4072924179714795
1183,Rhodellophyceae,100000,0.3939088405838263
1184,Rhodothermia,100000,0.1342218192356161
1185,Rhynchonellata,100000,0.27136339739528964
1186,Rubrobacteria,100000,0.32111396566035744
1187,Saccharomycetes,100000,0.3857246149934292
1188,Sagittoidea,100000,
1189,Saprospiria,100000,0.21142182863446848
1190,Sareomycetes,100000,
1191,Schizosaccharomycetes,100000,0.7929383286484147
1192,Scyphozoa,100000,0.35508329773242564
1193,Sipuncula,100000,0.2074120049057421
1194,Sordariomycetes,100000,0.14869364424104178
1195,Spartobacteria,100000,
1196,Sphagnopsida,100000,0.33803809838543974
1197,Sphingobacteriia,100000,0.08814576367196754
1198,Spirochaetia,100000,0.3713400278257504
1199,Spirotrichea,100000,0.223730188454157
1200,Staurozoa,100000,1.1933239873918546
1201,Stelpaviricetes,100000,0.20488552932460416
1202,Stylonematophyceae,100000,0.888867349787492
1203,Symphyla,100000,0.2701463730485866
1204,Synergistia,100000,0.5139774340214969
1205,Syntrophia,100000,0.9278664271206337
1206,Syntrophobacteria,100000,0.4842836142274083
1207,Syntrophorhabdia,100000,
1208,Synurophyceae,100000,0.3983926630908756
1209,Taphrinomycetes,100000,0.438203610133449
1210,Tectiliviricetes,100000,1.584781757860984
1211,Tentaculata,100000,
1212,Tepidiformia,100000,0.6834037603806709
1213,Terriglobia,100000,0.465848928058539
1214,Terrimicrobiia,100000,
1215,Tetraphidopsida,100000,
1216,Thecofilosea,100000,0.9007956059254807
1217,Thecostraca,100000,0.32606738159206095
1218,Theionarchaea,100000,
1219,Thermoanaerobaculia,100000,0.4058501684308681
1220,Thermococci,100000,0.8490303852634533
1221,Thermodesulfobacteria,100000,0.8851479862172127
1222,Thermodesulfobiia,100000,1.263365719856877
1223,Thermodesulfovibrionia,100000,1.1764904149169828
1224,Thermoflexia,100000,0.41709094041235556
1225,Thermoleophilia,100000,0.33166204015329953
1226,Thermomicrobia,100000,0.5575928948353234
1227,Thermoplasmata,100000,0.48168440323326916
1228,Thermoprotei,100000,0.8998647611777819
1229,Thermosulfidibacteria,100000,0.6757993974970103
1230,Thermotogae,100000,0.35038924331287524
1231,Tichowtungiia,100000,0.6050725480848081
1232,Tissierellia,100000,0.48783901052253287
1233,Trebouxiophyceae,100000,0.25697419090881163
1234,Trematoda,100000,0.3734158578419165
1235,Tremellomycetes,100000,0.625106943192423
1236,Trigonopsidomycetes,100000,
1237,Udeonychophora,100000,
1238,Ulvophyceae,100000,0.4657920748609579
1239,Umbelopsidomycetes,100000,0.5369475181778738
1240,Uniplacotomia,100000,0.835211831973672
1241,Ustilaginomycetes,100000,0.30179080471575565
1242,Vampirovibriophyceae,100000,
1243,Variosea,100000,0.233566165907284
1244,Verrucomicrobiia,100000,0.09386706137499136
1245,Vicinamibacteria,100000,0.29154723377700587
1246,Vulcanimicrobiia,100000,1.025776799805489
1247,Wallemiomycetes,100000,0.4903588595017057
1248,Xanthophyceae,100000,0.20997055110632382
1249,Xylobotryomycetes,100000,
1250,Xylonomycetes,100000,0.2981300862613743
1251,Zetaproteobacteria,100000,0.32779128608762054
1252,Zoopagomycetes,100000,
1253,Zygnemophyceae,100000,0.6709014806501906
1254,Abditibacteriia,1000000,
1255,Acantharea,1000000,0.004076515377874032
1256,Acidimicrobiia,1000000,0.045694872294050046
1257,Acidithiobacillia,1000000,0.21169957187858696
1258,Aconoidasida,1000000,0.10505794103925822
1259,Actinomycetes,1000000,0.016537507157655083
1260,Actinophryidae,1000000,
1261,Agaricomycetes,1000000,0.16834289144500575
1262,Agaricostilbomycetes,1000000,0.5733899028859462
1263,Alphaproteobacteria,1000000,0.004788311939270425
1264,Anaerolineae,1000000,0.11874687463319118
1265,Andreaeopsida,1000000,
1266,Anthocerotopsida,1000000,
1267,Anthozoa,1000000,0.10722103135528523
1268,Aphelidea,1000000,0.43483805303588635
1269,Aquificia,1000000,0.3554224834293479
1270,Arachnida,1000000,0.144180382965195
1271,Archaeoglobi,1000000,
1272,Ardenticatenia,1000000,0.3354112673736946
1273,Arfiviricetes,1000000,0.21001067185959674
1274,Armatimonadia,1000000,0.49360782686997756
1275,Armophorea,1000000,0.0004234497305475272
1276,Arthoniomycetes,1000000,
1277,Ascetosporea,1000000,0.5706528039321415
1278,Atractiellomycetes,1000000,
1279,Atribacteria,1000000,0.21028867482488345
1280,Bacillariophyceae,1000000,0.019159489096667714
1281,Bacilli,1000000,0.02086430236981504
1282,Bacteriovoracia,1000000,0.12064199820322999
1283,Bacteroidia,1000000,0.03936089395145207
1284,Balneolia,1000000,0.15766267076446625
1285,Bangiophyceae,1000000,0.334133714755773
1286,Bartheletiomycetes,1000000,
1287,Basidiobolomycetes,1000000,
1288,Bdellovibrionia,1000000,0.19124070809461116
1289,Betaproteobacteria,1000000,0.008718117612819522
1290,Bigyra,1000000,0.3901196895742216
1291,Bivalvia,1000000,0.06218157433925909
1292,Blastocatellia,1000000,
1293,Blastocladiomycetes,1000000,0.0009116858903559783
1294,Bolidophyceae,1000000,0.3517114030778161
1295,Branchiopoda,1000000,0.21689186671445587
1296,Breviatea,1000000,
1297,Bryopsida,1000000,0.256854745398997
1298,Calcarea,1000000,
1299,Caldilineae,1000000,0.15761217785685297
1300,Caldisericia,1000000,
