,Class,read count,relative error
841,Hydrogenedentia,10000,
842,Harpellomycetes,10000,
843,uncultured eukaryote  ,10000,
844,Pla4 lineage,10000,
845,Sva0485,10000,
846,Palaeacanthocephala,10000,
847,Thermoprotei,10000,
848,uncultured bacterium  ,10000,
849,Omnitrophica Unknown Order,10000,
850,Bacteroidetes Order III,10000,
851,Group C3,10000,
852,Bdellovibrionia,10000,
853,R76-B128,10000,
854,Kickxellomycetes,10000,
855,Ktedonobacteria,10000,
856,Pucciniomycetes,10000,
857,Balneolia,10000,
858,Colpodea,10000,
859,uncultured archaeon,10000,
860,Sericytochromatia,10000,
861,Gastropoda,10000,
862,uncultured candidate division SR1,10000,
863,PAUC43f marine benthic group,10000,
864,Lecanoromycetes,10000,
865,Mollusca,10000,
866,Chloroflexia,10000,
867,Endogonales,10000,
868,uncultured organism   ,10000,
869,Kiritimatiellia,10000,
870,Demospongiae,10000,
871,Lepidosauria,10000,
872,Imbricatea,10000,
873,Anthozoa,10000,
874,Amphibia,10000,
875,Candidatus Pacebacteria,10000,
876,Ulvophyceae,10000,
877,Dacrymycetes,10000,
878,Chlorodendrophyceae,10000,
879,Blastocladiomycetes,10000,
880,Agaricomycotina,10000,
881,Fibrobacteria,10000,
882,uncultured crenarchaeote   ,10000,
883,Bacteroidetes BD2-2,10000,
884,Polychaeta,10000,
885,WCHB1-32,10000,
886,Verrucomicrobia Unknown Order,10000,
887,Bryopsida,10000,
888,uncultured,10000,
889,Microbotryomycetes,10000,
890,Subgroup 22,10000,
891,Florideophyceae,10000,
892,SBXY-6786,10000,
893,NB1-j,10000,
894,Latescibacterota,10000,
895,Candidatus Shapirobacteria,10000,
896,Chitinivibrionia,10000,
897,vadinHA49,10000,
898,Parcubacteria group bacterium GW2011_GWA2_44_12 ,10000,
899,Bacteroidetes vadinHA17,10000,
900,Candidatus Falkowbacteria,10000,
901,Eurotatoria,10000,
902,Rubrobacteria,10000,
903,Bryozoa,10000,
904,OPB41,10000,
905,Terriglobia,10000,
906,Aquificae,10000,
907,ARKICE-90,10000,
908,Parcubacteria bacterium SCGC AAA010-E09 ,10000,
909,Calditrichia,10000,
910,Myxococcia,10000,
911,Subgroup 2,10000,
912,Candidatus Woesebacteria,10000,
913,Marinimicrobia (SAR406 clade),10000,
914,Subgroup 21,10000,
915,Thermotogae,10000,
916,11B-2,10000,
917,Ardenticatenia,10000,
918,Ministeriida,10000,
919,uncultured euryarchaeote   ,10000,
920,uncultured soil bacterium  ,10000,
921,Nanoarchaeia,10000,
922,Saccharomycotina,10000,
923,Kiritimatiellae,10000,
924,Ignavibacteria,10000,
925,Embryophyta,10000,
926,Candidatus Poseidoniia,10000,
927,Acidobacteriae,10000,
928,RCP2-54,10000,
929,Subgroup 26,10000,
930,FHMa11 terrestrial group,10000,
931,Brachiopoda,10000,
932,Eumycetozoa,10000,
933,Ichthyophonae,10000,
934,Dictyochophyceae,10000,
935,SAR324 clade(Marine group B),10000,
936,Pla3 lineage,10000,
937,Pedinophyceae,10000,
938,pItb-vmat-80,10000,
939,Variosea,10000,
940,Heterotrichea,10000,
941,Palaeonemertea,10000,
942,Metamonada,10000,
943,Vicinamibacteria,10000,
944,Synergistia,10000,
945,Deferrisomatia,10000,
946,Dadabacteriia,10000,
947,Thermomicrobia,10000,
948,Omnitrophia,10000,
949,Phytomyxea,10000,
950,Chlorobia,10000,
951,Polyplacophora,10000,
952,Ustilaginomycetes,10000,
953,Desulfovibrionia,10000,
954,Elusimicrobia,10000,
955,Gemmatimonadia,10000,
956,uncultured euryarchaeote  ,10000,
957,SB-5,10000,
958,Cephalopoda,10000,
959,LD1-PB3,10000,
960,Dehalococcoidia,10000,
961,Candidatus Roizmanbacteria,10000,
962,Longimicrobia,10000,
963,Gymnolaemata,10000,
964,Zetaproteobacteria,10000,
965,Entomophthoromycetes,10000,
966,Candidatus Beckwithbacteria,10000,
967,LD1-PA32,10000,
968,FGL7S,10000,
969,uncultured candidate division JS1 bacterium,10000,
970,S0134 terrestrial group,10000,
971,Nitrospinia,10000,
972,Nitriliruptoria,10000,
973,Nucleophaga,10000,
974,Bangiophyceae,10000,
975,19c-33,10000,
976,Raphidophyceae,10000,
977,bacterium enrichment culture clone,10000,
978,AT-s3-28,10000,
979,Terrestrial Hot Spring Gp(THSCG),10000,
980,Subgroup 17,10000,
981,Fimbriimonadia,10000,
982,Subgroup 15,10000,
983,Ichthyostraca,10000,
984,uncultured organism  ,10000,
985,Saccharimonadia,10000,
986,Pseudonosematidae,10000,
987,WCHA1-57,10000,
988,Monoblepharidomycetes,10000,
989,Defferrisomatia,10000,
990,Candidatus Azambacteria,10000,
991,Priapulimorpha,10000,
992,Dipodascomycetes,10000,
993,Plagiopylea,10000,
994,Limnochordia,10000,
995,Latescibacteria,10000,
996,AK31,10000,
997,uncultured euryarchaeote,10000,
998,Aphelidea,10000,
999,uncultured Microgenomates group bacterium ,10000,
1000,Kazan-3A-21,10000,
1001,Candidatus Giovannonibacteria,10000,
1002,Ichthyosporea,10000,
1003,SJA-15,10000,
1004,uncultured Candidatus Saccharibacteria bacterium ,10000,
1005,uncultured archaeon Arc.212  ,10000,
1006,SPOTSOCT00m83,10000,
1007,TK10,10000,
1008,Deferribacteres,10000,
1009,Aigarchaeota Unknown Order,10000,
1010,marine sediment,10000,
1011,SBR2076,10000,
1012,Collembola,10000,
1013,20a-9,10000,
1014,Eutardigrada,10000,
1015,Thaumarchaeota Unknown Order,10000,
1016,Wallemiomycetes,10000,
1017,ML635J-21,10000,
1018,South African Gold Mine Gp,10000,
1019,P1-31,10000,
1020,AK59,10000,
1021,uncultured bacterium ,10000,
1022,MD2898-B26,10000,
1023,uncultured archaeon ,10000,
1024,marine metagenome ,10000,
1025,Umbelopsidomycetes,10000,
1026,Glomeromycetes,10000,
1027,Candidatus Peribacteria,10000,
1028,Charophyceae,10000,
1029,Mucoromycetes,10000,
1030,Abditibacteriia,10000,
1031,Mamiellophyceae,10000,
1032,Exobasidiomycetes,10000,
1033,Glaucocystophyceae,10000,
1034,WPS-2,10000,
1035,Vampirivibrionia,10000,
1036,Chrysophyceae,10000,
1037,Kapabacteria,10000,
1038,Abditibacteria,10000,
1039,Diapherotrites Unknown Order,10000,
1040,028H05-P-BN-P5,10000,
1041,SM1A07,10000,
1042,H26-1,10000,
1043,uncultured candidate division WS6 bacterium,10000,
1044,Deferribacteres Unknown Order,10000,
1045,Subgroup 9,10000,
1046,Taphrinomycetes,10000,
1047,MAST-12C,10000,
1048,uncultured opisthokont  ,10000,
1049,AKAU4049,10000,
1050,Enoplea,10000,
1051,Subulatomonas,10000,
1052,Pneumocystomycetes,10000,
1053,Sumerlaeia,10000,
1054,Echinoidea,10000,
1055,Neocallimastigomycetes,10000,
1056,Tissierellia,10000,
1057,Nitrososphaeria,10000,
1058,Eustigmatophyceae,10000,
1059,Parcubacteria group bacterium GW2011_GWC2_49_9 ,10000,
1060,014H09-A-SD-P15,10000,
1061,Ostracoda,10000,
1062,Fe-A-9,10000,
1063,059A02-A-SD-P93,10000,
1064,Candidatus Curtissbacteria,10000,
1065,Maxillopoda,10000,
1066,Candidatus Moranbacteria,10000,
1067,S085,10000,
1068,Homoscleromorpha,10000,
1069,WWE3,10000,
1070,Cestoda,10000,
1071,MSBL8,10000,
1072,Hydrogenophilia,10000,
1073,Parvarchaeota Unknown Order,10000,
1074,Armatimonadia,10000,
1075,uncultured KB1 group bacterium ,10000,
1076,Pezizomycetes,10000,
1077,Thecostraca,10000,
1078,unidentified archaeon   ,10000,
1079,SJA-68,10000,
1080,uncultured crenarchaeote  ,10000,
1081,d142,10000,
1082,JG30-KF-CM66,10000,
1083,uncultured marine eukaryote ,10000,
1084,Tetraphidopsida,10000,
1085,Phaeophyceae,10000,
1086,Pilidiophora,10000,
1087,uncultured microorganism  ,10000,
1088,Candidatus Babeliae,10000,
1089,Rotifera,10000,
1090,Marinimicrobia bacterium JGI,10000,
1091,Armophorea,10000,
1092,archaeon enrichment culture clone C1-1C-A,10000,
1093,Clitellata,10000,
1094,Korarchaeota Unknown Order,10000,
1095,Chlorobiia,10000,
1096,Gnathostomulida,10000,
1097,Pauropoda,10000,
1098,MBNT15,10000,
1099,SAR202 clade,10000,
1100,Monogononta,10000,
1101,Lichinomycetes,10000,
1102,MB-A2-108,10000,
1103,Schekmanbacteria,10000,
1104,Cystobasidiomycetes,10000,
1105,uncultured archaeon WCHD3-30 ,10000,
1106,Archaeoglobi,10000,
1107,uncultured eukaryote   ,10000,
1108,Aves,10000,
1109,SHA-26,10000,
1110,Margulisbacteria,10000,
1111,Candidatus Nomurabacteria,10000,
1112,Monogenea,10000,
1113,Methylomirabilia,10000,
1114,Archamoebae,10000,
1115,Thermodesulfovibrionia,10000,
1116,Methanococci,10000,
1117,Candidatus Sumerlaeia,10000,
1118,Bivalvia,10000,
1119,Priapulida,10000,
1120,Candidatus Magasanikbacteria,10000,
1121,uncultured candidate division WWE3 bacterium,10000,
1122,Candidatus Aminicenantia,10000,
1123,Marosporida,10000,
1124,uncultured Nitrospirae bacterium  ,10000,
1125,uncultured fungus   ,10000,
1126,OPPD003,10000,
1127,Harpellales,10000,
1128,uncultured archaeon 19a-29  ,10000,
1129,Cloacimonetes Unknown Order,10000,
1130,Zygnemophyceae,10000,
1131,Synurophyceae,10000,
1132,Agaricostilbomycetes,10000,
1133,uncultured eubacterium WCHB1-60  ,10000,
1134,Nephroselmidophyceae,10000,
1135,Lycopodiopsida,10000,
1136,Subgroup 18,10000,
1137,Chlorokybophyceae,10000,
1138,Parcubacteria group bacterium GW2011_GWA2_46_7 ,10000,
1139,WCHB1-81,10000,
1140,uncultured Latescibacteria bacterium  ,10000,
1141,Candidatus Kuenenbacteria,10000,
1142,Zixibacteria,10000,
1143,uncultured organism ,10000,
1144,Candidatus Daviesbacteria,10000,
1145,Candidatus Izimaplasma,10000,
1146,Terrimicrobiia,10000,
1147,Z7ME43,10000,
1148,RBG-16-55-12,10000,
1149,Phylactolaemata,10000,
1150,MACA-EFT26,10000,
1151,candidate division TM6 bacterium,10000,
1152,Candidatus Wolfebacteria bacterium GW2011_GWA2_47_9b ,10000,
1153,Thermococci,10000,
1154,AEGEAN-245,10000,
1155,uncultured crenarchaeote pBRKC135  ,10000,
1156,uncultured anaerobic bacterium  ,10000,
1157,marine metagenome   ,10000,
1158,Chilopoda,10000,
1159,Polypodiopsida,10000,
1160,Mesozoa,10000,
1161,Moduliflexia,10000,
1162,uncultured candidate division AC1 bacterium,10000,
1163,uncultured archaeon PENDANT-33 ,10000,
1164,Candidatus Sericytochromatia,10000,
1165,Longimicrobiia,10000,
1166,LCP-89,10000,
1167,Arctic97B-4 marine group,10000,
1168,Holothuroidea,10000,
1169,Breviata,10000,
1170,Planomonas micra  ,10000,
1171,Opalinata,10000,
1172,Aminicenantia,10000,
1173,Crinoidea,10000,
1174,Rozella,10000,
1175,UA11,10000,
1176,Kryptonia,10000,
1177,ABY1,10000,
1178,Cloacimonadia,10000,
1179,Enteropneusta,10000,
1180,marine metagenome  ,10000,
1181,Kathablepharidae,10000,
1182,SJA-28,10000,
1183,H15-6,10000,
1184,Methanonatronarchaeia,10000,
1185,SL56 marine group,10000,
1186,Leptospirae,10000,
1187,Lineage IIb,10000,
1188,Picomonadida,10000,
1189,Atribacteria,10000,
1190,archaeon GW2011_AR18  ,10000,
1191,archaeon GW2011_AR13  ,10000,
1192,S-BQ2-57 soil group,10000,
1193,Catenulida,10000,
1194,Subgroup 5,10000,
1195,groundwater metagenome   ,10000,
1196,Basidiobolomycetes,10000,
1197,Pterobranchia,10000,
1198,Jungermanniopsida,10000,
1199,uncultured cyanobacterium   ,10000,
1200,Thermodesulfobacteria,10000,
1201,Palmophyllophyceae,10000,
1202,Rhodellophyceae,10000,
1203,Candidatus Nanoarchaeia,10000,
1204,SPG12-401-411-B72,10000,
1205,Malawimonas,10000,
1206,uncultured candidate division BRC1 bacterium,10000,
1207,Mesostigmatophyceae,10000,
1208,Orbiliomycetes,10000,
1209,Candidatus Wolfebacteria,10000,
1210,Berkelbacteria,10000,
1211,PBS-18,10000,
1212,KIST-JJY010,10000,
1213,D-F10,10000,
1214,Diplopoda,10000,
1215,Dictyoglomia,10000,
1216,Nassophorea,10000,
1217,Enopla,10000,
1218,Geoglossomycetes,10000,
1219,uncultured euryarchaeote ,10000,
1220,uncultured marine,10000,
1221,Senoma,10000,
1222,Flabellinia,10000,
1223,Candidatus Adlerbacteria,10000,
1224,Sagittoidea,10000,
1225,Tubulinea,10000,
1226,Candidatus Bathyarchaeia,10000,
1227,Subgroup 13,10000,
1228,W5,10000,
1229,Chondrichthyes,10000,
1230,Cryptomonadales,10000,
1231,Chthonomonadetes,10000,
1232,Thecofilosea,10000,
1233,Nephridiophaga,10000,
1234,Leptocardii,10000,
1235,uncultured deep-sea bacterium  ,10000,
1236,MVP-15,10000,
1237,Candidatus Yanofskybacteria,10000,
1238,terrestrial metagenome   ,10000,
1239,uncultured Candidatus Dependentiae bacterium,10000,
1240,Acantharea,10000,
1241,Heterophryidae,10000,
1242,bacterium RFB D08  ,10000,
1243,Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17 ,10000,
1244,BMS9AB35,10000,
1245,Parcubacteria group bacterium GW2011_GWA2_47_8 ,10000,
1246,Nanoarchaeota archaeon SCGC AAA011-D5,10000,
1247,uncultured crenarchaeote,10000,
1248,Acanthoecida,10000,
1249,Marchantiopsida,10000,
1250,Pinguiophyceae,10000,
1251,Pavlovophyceae,10000,
1252,Taphrinomycotina,10000,
1253,Caudofoveata,10000,
1254,Scalidophora,10000,
1255,Schizosaccharomycetes,10000,
1256,Compsopogonophyceae,10000,
1257,Candidatus Amesbacteria,10000,
1258,uncultured methanogenic archaeon  ,10000,
1259,Actinopterygii,10000,
1260,Cubozoa,10000,
1261,uncultured marine bacterium ,10000,
1262,Gitt-GS-136,10000,
1263,Paramicrosporidium,10000,
1264,metal-contaminated soil clone K20-27 ,10000,
1265,uncultured Caldiserica bacterium  ,10000,
1266,Hyphochytriomycetes,10000,
1267,Parcubacteria group bacterium GW2011_GWC2_44_22 ,10000,
1268,Stenolaemata,10000,
1269,Mortierellomycetes,10000,
1270,SHA-4,10000,
1271,Andreaeopsida,10000,
1272,uncultured microorganism   ,10000,
1273,uncultured crenarchaeote ,10000,
1274,uncultured Parcubacteria group bacterium ,10000,
1275,Asteroidea,10000,
1276,uncultured bacterium I025  ,10000,
1277,Cycadopsida,10000,
1278,Amblyospora sp.,10000,
1279,SHA-41,10000,
1280,Rhynchonellata,10000,
1281,uncultured bacterium 'KTK 14' ,10000,
1282,uncultured Telonemida  ,10000,
1283,Alloascoideomycetes,10000,
1284,uncultured methanogenic archaeon ,10000,
1285,Amblyosporidae,10000,
1286,Coprothermobacteria,10000,
1287,Coleochaetophyceae,10000,
1288,Ancyromonas,10000,
1289,Appendicularia,10000,
1290,C10-SB1A,10000,
1291,Dimargaritomycetes,10000,
1292,Elev-1554,10000,
1293,Bacillidium sp.,10000,
1294,Parcubacteria group bacterium GW2011_GWF2_42_7 ,10000,
1295,Parcubacteria Unknown Order,10000,
1296,Tectomicrobia Unknown Order,10000,
1297,Pelagophyceae,10000,
1298,Gracilipodida,10000,
1299,Eoacanthocephala,10000,
1300,Euryarchaeota archaeon SCGC AAA286-E23,10000,
1301,TOTO-A6-15,10000,
1302,Syntrophia,10000,
1303,Chlorarachniophyceae,10000,
1304,Mitosporidium daphniae   ,10000,
1305,Stylonematophyceae,10000,
1306,Candidatus Uhrbacteria,10000,
1307,Thermoflexia,10000,
1308,archaeon GW2011_AR17  ,10000,
1309,candidate division WS6 bacterium OLB21,10000,
1310,Candidatus Jorgensenbacteria,10000,
1311,crenarchaeote enrichment culture clone 61-23f,10000,
1312,hydrothermal vent metagenome  ,10000,
1313,Trematoda,10000,
1314,Zoopagomycetes,10000,
1315,Z273FA48,10000,
1316,uncultured Aminicenantes bacterium  ,10000,
1317,pSL12,10000,
1318,Ika33,10000,
1319,Nutomonas,10000,
1320,miscellaneous Crenarchaeota group archaeon SMTZ-80,10000,
1321,LK-44f,10000,
1322,uncultured Microgenomates group bacterium,10000,
1323,Archiacanthocephala,10000,
1324,uncultured planctomycete   ,10000,
1325,unidentified archaeon  ,10000,
1326,Magnoliopsida,100000,0.008907548017830455
1327,Rhizaria,100000,0.005813315812354942
1328,Gammaproteobacteria,100000,0.00948201877948039
1329,Alveolata,100000,0.010244672211093745
1330,Flavobacteriia,100000,0.019844801548833783
1331,Alphaproteobacteria,100000,0.027992208971228904
1332,Arthropoda,100000,0.005729525280723501
1333,Cyanobacteriia,100000,0.014698518569775833
1334,Chloroplast,100000,0.012151557243921406
1335,Conoidasida,100000,0.007350165374482504
1336,Bacillariophyceae,100000,0.03619032729319208
1337,uncultured bacterium   ,100000,0.016543242126075882
1338,Rhabditophora,100000,0.03957109203695077
1339,Nematoda,100000,0.034055436608937055
1340,Chordata,100000,0.023175921556997596
1341,Coscinodiscophyceae,100000,0.03712835332781026
1342,Gastrotricha,100000,0.017975891803810703
1343,Betaproteobacteria,100000,0.06965319761896493
1344,Litostomatea,100000,0.06619446546854607
1345,Gnetopsida,100000,0.037392574489363936
1346,Arachnida,100000,0.0396800530795302
1347,Chromadorea,100000,0.04689363640964762
1348,LKM74,100000,0.06549012787351673
1349,Chlorophyceae,100000,0.07567633230611326
1350,Insecta,100000,0.043263385484408064
1351,Dinophyceae,100000,0.10168752812132825
1352,Aconoidasida,100000,0.040773329844892285
1353,Pinopsida,100000,0.037443385047629875
1354,Bacilli,100000,0.10448168340534414
1355,Bacteroidia,100000,0.12388684944579555
1356,Actinobacteria,100000,0.11897261683644253
1357,Clostridia,100000,0.37683651839294285
1358,Stramenopiles,100000,0.12773541853690323
1359,Xenacoelomorpha,100000,0.056288131407747445
1360,Actinomycetes,100000,0.07935891419465788
1361,Coriobacteriia,100000,0.3961566605775537
1362,Tremellomycetes,100000,0.020931444973045252
1363,Cytophagia,100000,0.051528180596042215
1364,Pichiomycetes,100000,0.10267270748023578
1365,Deltaproteobacteria,100000,0.071395686661444
1366,Sphingobacteriia,100000,0.06271055754278579
1367,Sordariomycetes,100000,0.13285036495018182
1368,Methanomicrobia,100000,0.13184720238157893
1369,Klebsormidiophyceae,100000,0.1279545982568741
1370,Verrucomicrobiae,100000,0.05413079261007347
1371,Saccharomycetes,100000,0.1371861975316913
1372,Chloroplastida,100000,0.12163310200140678
1373,Platyhelminthes,100000,0.06740702460316944
1374,Methanobacteria,100000,0.08430003110175836
1375,uncultured archaeon   ,100000,0.20758479172686567
1376,Planctomycetacia,100000,0.15840173598560606
1377,Zygnematophyceae,100000,0.47899988390549453
1378,Verrucomicrobiia,100000,0.17016333787562077
1379,Thermoplasmata,100000,0.11698184122652491
1380,Aenigmarchaeota Unknown Order,100000,0.12282702870258427
1381,Desulfuromonadia,100000,0.05266399192144436
1382,Candidatus Collierbacteria,100000,0.14398328034497285
1383,Eurotiomycetes,100000,0.1500732619991626
1384,Planctomycetia,100000,0.14163537797963918
1385,Acidimicrobiia,100000,0.2506260148140827
1386,Desulfobulbia,100000,0.0746268656716418
1387,Craspedida,100000,0.1437765484508975
1388,Mediophyceae,100000,0.14671754876774679
1389,Bacteroidetes Order II,100000,0.03751838684010148
1390,Elardia,100000,0.13824104097783277
1391,Desulfobacteria,100000,0.10311015468706851
1392,Scyphozoa,100000,0.18174403097078307
1393,Marine Benthic Group A,100000,0.11067940087239636
1394,Fragilariophyceae,100000,0.215655276537251
1395,Euglenida,100000,0.17568209223157666
1396,Amoeboaphelidium,100000,0.15882933409677985
1397,Annelida,100000,0.24301950905330985
1398,Kickxellales,100000,0.23460850850574075
1399,Intramacronucleata,100000,0.2357548474308503
1400,Discosea,100000,0.08015152828126423
1401,Prymnesiophyceae,100000,0.16120081383626603
1402,Karyorelictea,100000,0.18691400411461281
1403,Acanthocystidae,100000,0.13812813706360827
1404,Bigyra,100000,0.1592310986478001
1405,Epsilonproteobacteria,100000,0.2389393707237302
1406,uncultured Epsilonproteobacteria bacterium  ,100000,0.11907012119681222
1407,Oligohymenophorea,100000,0.1515216297535266
1408,Endogonomycetes,100000,0.09913530452584432
1409,Gracilibacteria,100000,0.25864656069234704
1410,Bacteriovoracia,100000,0.20887603673940974
1411,Prostomatea,100000,0.1511130906171932
1412,Diplonemea,100000,0.1812648274254867
1413,Cryptophyceae,100000,0.07422696190252054
1414,Kinetoplastea,100000,0.09175416528021116
1415,OM190,100000,0.17389633850575148
1416,Phycisphaerae,100000,0.37702353272665445
1417,Agaricomycetes,100000,0.6499999999999999
1418,Opitutae,100000,0.44407726520727236
1419,Chytridiomycetes,100000,0.2877112750272012
1420,Actinopteri,100000,0.3410111814941125
1421,Entomophthoromycotina,100000,0.08038620562452675
1422,Marine Group I,100000,0.15974933105107683
1423,Anthocerotopsida,100000,0.2435638751242988
1424,Choanoflagellata,100000,0.23297389204979574
1425,Pezizomycotina,100000,0.9605057104818813
1426,Polycystinea,100000,0.13556643376566044
1427,Soil Crenarchaeotic Group(SCG),100000,0.3930886643760435
1428,Thermoleophilia,100000,0.282842712474619
1429,Erysipelotrichia,100000,0.7243558228002943
1430,Spirochaetes,100000,0.4448782605013046
1431,Mollicutes,100000,0.3278489945747044
1432,Cyanophyceae,100000,0.4160126469767051
1433,Saprospiria,100000,0.409839907768875
1434,Halobacteria,100000,0.2669931913432585
1435,Cyanobacteria,100000,0.5110181189510551
1436,uncultured archaeon  ,100000,0.2210192869431909
1437,Discoba,100000,0.2802221804503746
1438,Proteobacteria Unknown Order,100000,0.2876127403911429
1439,Hydrozoa,100000,0.2568505834570406
1440,Phyllopharyngea,100000,0.2710925211930905
1441,Rhodothermia,100000,0.2020305089104422
1442,Anaerolineae,100000,0.4824734316466534
1443,Spartobacteria,100000,0.6779951469994122
1444,Chitinophagia,100000,0.27893278391466797
1445,Malacostraca,100000,0.5271458979557453
1446,Lentisphaeria,100000,0.17801277160299483
1447,Cnidaria,100000,0.31266215243817014
1448,Hexanauplia,100000,0.41160841536988246
1449,LKM11,100000,0.49254801826406536
1450,Fusobacteriia,100000,0.5239183779923731
1451,Gemmatimonadetes,100000,0.2838422206966399
1452,uncultured fungus  ,100000,0.24176854432381348
1453,uncultured marine eukaryote  ,100000,0.23570226039551587
1454,Chlamydiae,100000,0.4124643915286789
1455,Leotiomycetes,100000,0.562507938266396
1456,Subgroup 6,100000,
1457,Planctomycetes,100000,0.17137643513759376
1458,Oligoflexia,100000,0.1753778805882188
1459,Dothideomycetes,100000,0.2780787768285256
1460,Babeliae,100000,0.4714045207910317
1461,Solibacteres,100000,0.3767961101736259
1462,Polyangia,100000,0.13856406460551027
1463,Chlamydiia,100000,0.17833266514160784
1464,uncultured microeukaryote   ,100000,0.24835966018793706
1465,Pucciniomycotina,100000,0.15713484026367722
1466,Nitrospira,100000,0.30584217691149584
1467,WCHB1-41,100000,0.0
1468,Candidatus Levybacteria,100000,
1469,Bacteroidetes VC2.1 Bac22,100000,0.45580284409707306
1470,Melainabacteria,100000,
1471,Blastocatellia,100000,0.4714045207910317
1472,Candidatus Campbellbacteria,100000,
1473,Thermoanaerobaculia,100000,0.282842712474619
1474,Spirotrichea,100000,0.28284271247461895
1475,Caldilineae,100000,0.6614378277661477
1476,Pyramimonadophyceae,100000,0.24490188229013327
1477,Trebouxiophyceae,100000,0.10878565864408415
1478,Branchiopoda,100000,
1479,Ascetosporea,100000,0.4668117437070199
1480,Sphagnopsida,100000,0.5075605663680502
1481,Ascidiacea,100000,
1482,OPB35 soil group,100000,
1483,Rhodophyceae,100000,0.7071067811865476
1484,BD2-11 terrestrial group,100000,0.4714045207910316
1485,Syntrophobacteria,100000,0.24988518943137336
1486,Acidobacteria,100000,
1487,Parcubacteria,100000,
1488,Myxozoa,100000,
1489,Negativicutes,100000,0.47140452079103173
1490,Ustilaginomycotina,100000,0.6666666666666667
1491,Oligosphaeria,100000,0.12856486930664499
1492,KD4-96,100000,0.1732050807568878
1493,Nitrospiria,100000,0.7614996105085896
1494,Holophagae,100000,
1495,Caldisericia,100000,0.42127085800286385
1496,Deinococci,100000,0.27216552697590873
1497,Entorrhizomycetes,100000,
1498,Deep Sea Euryarchaeotic Group(DSEG),100000,
1499,Spirochaetia,100000,
1500,Opitutia,100000,
1501,BD7-11,100000,0.0
1502,Mammalia,100000,
1503,Candidatus Saccharimonadia,100000,
1504,Hydrogenedentia,100000,0.27216552697590873
1505,Harpellomycetes,100000,
1506,uncultured eukaryote  ,100000,
1507,Pla4 lineage,100000,0.0
1508,Sva0485,100000,
1509,Palaeacanthocephala,100000,
1510,Thermoprotei,100000,
1511,uncultured bacterium  ,100000,0.5677270907634908
1512,Omnitrophica Unknown Order,100000,0.13323467750529822
1513,Bacteroidetes Order III,100000,0.1333333333333334
1514,Group C3,100000,0.28284271247461895
1515,Bdellovibrionia,100000,
1516,R76-B128,100000,
1517,Kickxellomycetes,100000,
1518,Ktedonobacteria,100000,0.3464101615137754
1519,Pucciniomycetes,100000,
1520,Balneolia,100000,
1521,Colpodea,100000,
1522,uncultured archaeon,100000,0.2474358296526967
1523,Sericytochromatia,100000,
1524,Gastropoda,100000,
1525,uncultured candidate division SR1,100000,0.0
1526,PAUC43f marine benthic group,100000,
1527,Lecanoromycetes,100000,0.0
1528,Mollusca,100000,
1529,Chloroflexia,100000,
1530,Endogonales,100000,
1531,uncultured organism   ,100000,
1532,Kiritimatiellia,100000,
1533,Demospongiae,100000,
1534,Lepidosauria,100000,
1535,Imbricatea,100000,
1536,Anthozoa,100000,
1537,Amphibia,100000,
1538,Candidatus Pacebacteria,100000,
1539,Ulvophyceae,100000,0.0
1540,Dacrymycetes,100000,
1541,Chlorodendrophyceae,100000,
1542,Blastocladiomycetes,100000,
1543,Agaricomycotina,100000,
1544,Fibrobacteria,100000,0.0
1545,uncultured crenarchaeote   ,100000,
1546,Bacteroidetes BD2-2,100000,
1547,Polychaeta,100000,
1548,WCHB1-32,100000,
1549,Verrucomicrobia Unknown Order,100000,
1550,Bryopsida,100000,
1551,uncultured,100000,0.0
1552,Microbotryomycetes,100000,
1553,Subgroup 22,100000,
1554,Florideophyceae,100000,
1555,SBXY-6786,100000,
1556,NB1-j,100000,
1557,Latescibacterota,100000,
1558,Candidatus Shapirobacteria,100000,
1559,Chitinivibrionia,100000,
1560,vadinHA49,100000,
1561,Parcubacteria group bacterium GW2011_GWA2_44_12 ,100000,
1562,Bacteroidetes vadinHA17,100000,
1563,Candidatus Falkowbacteria,100000,
1564,Eurotatoria,100000,
1565,Rubrobacteria,100000,
1566,Bryozoa,100000,
1567,OPB41,100000,
1568,Terriglobia,100000,
1569,Aquificae,100000,
1570,ARKICE-90,100000,
1571,Parcubacteria bacterium SCGC AAA010-E09 ,100000,
1572,Calditrichia,100000,
1573,Myxococcia,100000,
1574,Subgroup 2,100000,
1575,Candidatus Woesebacteria,100000,
1576,Marinimicrobia (SAR406 clade),100000,0.0
1577,Subgroup 21,100000,
1578,Thermotogae,100000,
1579,11B-2,100000,
1580,Ardenticatenia,100000,
1581,Ministeriida,100000,
1582,uncultured euryarchaeote   ,100000,
1583,uncultured soil bacterium  ,100000,
1584,Nanoarchaeia,100000,
1585,Saccharomycotina,100000,
1586,Kiritimatiellae,100000,
1587,Ignavibacteria,100000,
1588,Embryophyta,100000,
1589,Candidatus Poseidoniia,100000,
1590,Acidobacteriae,100000,
1591,RCP2-54,100000,
1592,Subgroup 26,100000,
1593,FHMa11 terrestrial group,100000,
1594,Brachiopoda,100000,
1595,Eumycetozoa,100000,
1596,Ichthyophonae,100000,
1597,Dictyochophyceae,100000,
1598,SAR324 clade(Marine group B),100000,
1599,Pla3 lineage,100000,
