,phylum,read count,relative error
636,Candidatus Jorgensenbacteria,100000,
637,Candidatus Kaiserbacteria,100000,0.9955202229588883
638,Candidatus Kapaibacteriota,100000,0.6956668233637441
639,Candidatus Kerfeldiibacteriota,100000,
640,Candidatus Komeiliibacteriota,100000,
641,Candidatus Krumholzibacteriota,100000,
642,Candidatus Kryptoniota,100000,
643,Candidatus Kuenenbacteria,100000,
644,Candidatus Latescibacterota,100000,0.4119303019991046
645,Candidatus Levyibacteriota,100000,0.23726909763641857
646,Candidatus Lindowiibacteriota,100000,
647,Candidatus Liptoniibacteriota,100000,
648,Candidatus Lithacetigenota,100000,
649,Candidatus Lloydiibacteriota,100000,
650,Candidatus Magasanikiibacteriota,100000,
651,Candidatus Margulisiibacteriota,100000,
652,Candidatus Marsarchaeota,100000,
653,Candidatus Mcinerneyibacteriota,100000,
654,Candidatus Melainabacteria,100000,0.9402812418185674
655,Candidatus Methanomethylicota,100000,
656,Candidatus Methylomirabilota,100000,1.3982748118463464
657,Candidatus Micrarchaeota,100000,
658,Candidatus Microgenomates,100000,
659,Candidatus Moduliflexota,100000,
660,Candidatus Moraniibacteriota,100000,0.5877886721552319
661,Candidatus Muiribacteriota,100000,
662,Candidatus Nanohalarchaeota,100000,
663,Candidatus Nealsoniibacteriota,100000,1.2437321453769445
664,Candidatus Nezhaarchaeota,100000,
665,Candidatus Niyogiibacteriota,100000,0.0004925061852794371
666,Candidatus Nomurabacteria,100000,0.4395841640709027
667,Candidatus Odinarchaeota,100000,
668,Candidatus Omnitrophota,100000,1.2848518107277578
669,Candidatus Paceibacterota,100000,1.2397536354274041
670,Candidatus Parcubacteria,100000,1.3691138406644292
671,Candidatus Parvarchaeota,100000,
672,Candidatus Peregrinibacteria,100000,0.4217553950442321
673,Candidatus Poribacteria,100000,0.43518381748296964
674,Candidatus Portnoyibacteriota,100000,
675,Candidatus Pyropristinus,100000,
676,Candidatus Ratteibacteria,100000,
677,Candidatus Raymondiibacteriota,100000,
678,Candidatus Rifleibacteriota,100000,
679,Candidatus Roizmanbacteria,100000,0.49076139219830067
680,Candidatus Rokuibacteriota,100000,
681,Candidatus Ryaniibacteriota,100000,
682,Candidatus Saccharibacteria,100000,0.7272113060547449
683,Candidatus Schekmaniibacteriota,100000,
684,Candidatus Shapirobacteria,100000,
685,Candidatus Spechtiibacteriota,100000,
686,Candidatus Staskawicziibacteriota,100000,
687,Candidatus Sumerlaeota,100000,0.20772923569815216
688,Candidatus Sungiibacteriota,100000,
689,Candidatus Sysuimicrobiota,100000,
690,Candidatus Tagaibacteriota,100000,
691,Candidatus Tayloriibacteriota,100000,
692,Candidatus Tectimicrobiota,100000,0.5328167193953796
693,Candidatus Terryibacteriota,100000,
694,Candidatus Tharpellota,100000,
695,Candidatus Thorarchaeota,100000,1.1780815419780388
696,Candidatus Uhrbacteria,100000,0.16672023692967955
697,Candidatus Undinarchaeota,100000,
698,Candidatus Vogeliibacteriota,100000,
699,Candidatus Walliibacteriota,100000,
700,Candidatus Wildermuthiibacteriota,100000,
701,Candidatus Wirthbacteria,100000,
702,Candidatus Woesearchaeota,100000,0.48404441282506294
703,Candidatus Woesebacteria,100000,0.3355636076528759
704,Candidatus Wolfebacteria,100000,0.0006546336977862343
705,Candidatus Woykeibacteriota,100000,
706,Candidatus Yanofskyibacteriota,100000,
707,Candidatus Yonathiibacteriota,100000,
708,Candidatus Zambryskiibacteriota,100000,
709,Candidatus Zixiibacteriota,100000,0.7379253125829205
710,Cercozoa,100000,0.4073659755037518
711,Chaetognatha,100000,
712,Chlamydiota,100000,0.36869905334138564
713,Chlorobiota,100000,0.24537328273334763
714,Chloroflexota,100000,0.140613997772092
715,Chlorophyta,100000,0.04228829618021938
716,Chrysiogenota,100000,0.5355724336876024
717,Chytridiomycota,100000,0.415417963946109
718,Ciliophora,100000,0.23927251316914358
719,Cnidaria,100000,0.2107259626621402
720,Coprothermobacterota,100000,
721,Cossaviricota,100000,
722,Cressdnaviricota,100000,0.6073797494603055
723,Cryptomycota,100000,0.4696563568766195
724,Ctenophora,100000,
725,Cyanobacteriota,100000,0.0652352377345329
726,Deferribacterota,100000,0.30316300629171805
727,Deinococcota,100000,0.1807869771641232
728,Dictyoglomota,100000,0.6597019379686607
729,Discosea,100000,0.7409231304949517
730,Duplornaviricota,100000,
731,Elusimicrobiota,100000,0.785040471743101
732,Endomyxa,100000,0.3904379537340534
733,Entoprocta,100000,
734,Euglenozoa,100000,0.17130793755946788
735,Evosea,100000,0.4571889228904
736,Fibrobacterota,100000,0.6052835160409838
737,Fidelibacterota,100000,0.8420429339767592
738,Foraminifera,100000,1.2205163042191642
739,Fornicata,100000,0.17452950967381992
740,Fusobacteriota,100000,0.185125634598485
741,Gastrotricha,100000,
742,Gemmatimonadota,100000,0.1693977136604673
743,Gnathostomulida,100000,
744,Haptophyta,100000,0.37986606528499717
745,Heterolobosea,100000,0.64300169890853
746,Hofneiviricota,100000,0.6040475035378869
747,Ignavibacteriota,100000,0.24943238181833557
748,Kiritimatiellota,100000,0.3728988219515102
749,Lentisphaerota,100000,0.24070723158500154
750,Methanobacteriota,100000,0.1367355093158532
751,Microsporidia,100000,1.137689345049256
752,Mollusca,100000,0.06067818499416519
753,Mucoromycota,100000,0.4089121220692844
754,Mycoplasmatota,100000,0.19371360177866664
755,Myxococcota,100000,0.0619635342686634
756,Nanobdellota,100000,
757,Nebulidia,100000,0.5763575976710783
758,Negarnaviricota,100000,0.0021866752930456185
759,Nematoda,100000,0.28637219495282845
760,Nematomorpha,100000,0.43697710397317524
761,Nemertea,100000,0.416088418904
762,Nitrososphaerota,100000,0.12314847299691747
763,Nitrospinota,100000,0.5543182731497059
764,Nitrospirota,100000,0.16121699319052027
765,Nucleocytoviricota,100000,0.31632695351668233
766,Olpidiomycota,100000,
767,Onychophora,100000,
768,Oomycota,100000,0.20373103900469328
769,Orthonectida,100000,
770,Parabasalia,100000,1.9012942017729013
771,Peploviricota,100000,0.4708262063120698
772,Perkinsozoa,100000,1.127609072726741
773,Phixviricota,100000,0.7908269197721092
774,Phoronida,100000,1.1408532855509572
775,Picozoa,100000,0.8105429402016044
776,Pisuviricota,100000,0.20481137918639844
777,Placozoa,100000,0.834610098868905
778,Planctomycetota,100000,0.07985995786439151
779,Platyhelminthes,100000,0.32558914623978985
780,Porifera,100000,0.36177964657306744
781,Prasinodermophyta,100000,
782,Preaxostyla,100000,0.21896793827136557
783,Preplasmiviricota,100000,1.4730431015025527
784,Priapulida,100000,1.2550490028670225
785,Promethearchaeota,100000,0.5298385702935683
786,Pseudomonadota,100000,0.0029200880334061645
787,Rhodophyta,100000,0.23360111252910287
788,Rhodothermota,100000,0.13394667294578666
789,Rotifera,100000,0.3225414071916633
790,Spirochaetota,100000,0.4287466223410138
791,Streptophyta,100000,0.10123332844838105
792,Synergistota,100000,0.49381491130155436
793,Tardigrada,100000,0.43550445741112975
794,Thermodesulfobacteriota,100000,0.051717337786808946
795,Thermodesulfobiota,100000,1.2638382382007294
796,Thermomicrobiota,100000,0.5572738383256578
797,Thermoplasmatota,100000,0.6042233105918481
798,Thermoproteota,100000,0.8217368176285025
799,Thermosulfidibacterota,100000,0.6757848613396842
800,Thermotogota,100000,0.34973375149595215
801,Tubulinea,100000,1.237357031755987
802,Uroviricota,100000,0.10070001367591297
803,Verrucomicrobiota,100000,0.055360853128896166
804,Vulcanimicrobiota,100000,0.9933290046081833
805,Xenacoelomorpha,100000,
806,Zoopagomycota,100000,0.8050724358831064
807,candidate division CPR1,100000,
808,candidate division CPR2,100000,
809,candidate division CPR3,100000,
810,candidate division CSSED10-310,100000,
811,candidate division FCPU426,100000,
812,candidate division KD3-62,100000,
813,candidate division LCP-89,100000,
814,candidate division WOR-3,100000,0.3749331972150817
815,candidate division WWE3,100000,
816,Abditibacteriota,1000000,0.3133471329548415
817,Acanthocephala,1000000,
818,Acidobacteriota,1000000,0.05898028977281155
819,Actinomycetota,1000000,0.01653810466857353
820,Annelida,1000000,0.04152850076099963
821,Apicomplexa,1000000,0.11953076745108948
822,Aquificota,1000000,0.3814222630768317
823,Armatimonadota,1000000,0.21118814697641985
824,Arthropoda,1000000,0.019343087305820617
825,Artverviricota,1000000,0.7023029819470902
826,Ascomycota,1000000,0.04847109194272306
827,Atribacterota,1000000,0.1923934491675875
828,Bacillariophyta,1000000,0.01051477837960703
829,Bacillota,1000000,0.018153566967153766
830,Bacteroidota,1000000,0.005230361283612992
831,Balneolota,1000000,0.1576600055335341
832,Basidiomycota,1000000,0.08155968320728874
833,Bdellovibrionota,1000000,0.11061065394464122
834,Blastocladiomycota,1000000,0.0006546336977862343
835,Brachiopoda,1000000,0.639036920864247
836,Bryozoa,1000000,0.2990245040913566
837,Caldisericota,1000000,
838,Calditrichota,1000000,0.4555080447285212
839,Campylobacterota,1000000,0.036589070387840684
840,Candidatus Abawacaibacteriota,1000000,
841,Candidatus Absconditibacteriota,1000000,0.42914669722984916
842,Candidatus Adlerbacteria,1000000,
843,Candidatus Aenigmatarchaeota,1000000,0.7069686200524657
844,Candidatus Aerophobetes,1000000,0.2749914983949974
845,Candidatus Altarchaeota,1000000,
846,Candidatus Amesbacteria,1000000,
847,Candidatus Aminicenantota,1000000,0.26867672541762216
848,Candidatus Anderseniibacteriota,1000000,
849,Candidatus Auribacterota,1000000,
850,Candidatus Azambacteria,1000000,
851,Candidatus Bathyarchaeota,1000000,0.35318099707536754
852,Candidatus Beckwithbacteria,1000000,
853,Candidatus Berkelbacteria,1000000,
854,Candidatus Binatota,1000000,0.12785754590529305
855,Candidatus Bipolaricaulota,1000000,0.39379331195659634
856,Candidatus Blackallbacteria,1000000,
857,Candidatus Blackburniibacteriota,1000000,
858,Candidatus Borrarchaeota,1000000,
859,Candidatus Brenneribacteriota,1000000,
860,Candidatus Brockarchaeota,1000000,
861,Candidatus Buchananiibacteriota,1000000,
862,Candidatus Calescamantes,1000000,
863,Candidatus Campbellbacteria,1000000,0.3726147619650561
864,Candidatus Cerribacteria,1000000,
865,Candidatus Chisholmiibacteriota,1000000,
866,Candidatus Cloacimonadota,1000000,0.5857075244877606
867,Candidatus Coatesiibacteriota,1000000,0.5255644862607843
868,Candidatus Collierbacteria,1000000,
869,Candidatus Colwelliibacteriota,1000000,
870,Candidatus Cryosericota,1000000,
871,Candidatus Culexarchaeota,1000000,
872,Candidatus Curtissbacteria,1000000,
873,Candidatus Daviesbacteria,1000000,0.00042251579047507503
874,Candidatus Deferrimicrobiota,1000000,
875,Candidatus Delongiibacteriota,1000000,
876,Candidatus Desantisbacteria,1000000,
877,Candidatus Dormiibacterota,1000000,
878,Candidatus Doudnaibacteriota,1000000,
879,Candidatus Edwardsiibacteriota,1000000,
880,Candidatus Eiseniibacteriota,1000000,1.0978471027622958
881,Candidatus Electryoneota,1000000,
882,Candidatus Elulimicrobiota,1000000,
883,Candidatus Falkowbacteria,1000000,
884,Candidatus Fermentibacterota,1000000,
885,Candidatus Fervidibacterota,1000000,0.33499170216064966
886,Candidatus Firestoneibacteriota,1000000,
887,Candidatus Fischeribacteriota,1000000,
888,Candidatus Fraseribacteriota,1000000,
889,Candidatus Geothermarchaeota,1000000,
890,Candidatus Gerdarchaeota,1000000,
891,Candidatus Giovannonibacteria,1000000,0.0018642318796994093
892,Candidatus Glassiibacteriota,1000000,
893,Candidatus Goldiibacteriota,1000000,
894,Candidatus Gottesmanbacteria,1000000,
895,Candidatus Gracilibacteria,1000000,0.13091163914989162
896,Candidatus Gribaldobacteria,1000000,
897,Candidatus Hadarchaeota,1000000,
898,Candidatus Handelsmaniibacteriota,1000000,
899,Candidatus Harrisoniibacteriota,1000000,
900,Candidatus Heimdallarchaeota,1000000,0.6374060830818002
901,Candidatus Helarchaeota,1000000,
902,Candidatus Hinthialibacterota,1000000,
903,Candidatus Hydrogenedentota,1000000,0.5755217549362251
904,Candidatus Hydrothermarchaeota,1000000,
905,Candidatus Hydrothermota,1000000,
906,Candidatus Iainarchaeota,1000000,
907,Candidatus Jacksoniibacteriota,1000000,
908,Candidatus Jorgensenbacteria,1000000,
909,Candidatus Kaiserbacteria,1000000,0.3887158380453744
910,Candidatus Kapaibacteriota,1000000,0.6979212603748544
911,Candidatus Kerfeldiibacteriota,1000000,
912,Candidatus Komeiliibacteriota,1000000,
913,Candidatus Krumholzibacteriota,1000000,
914,Candidatus Kryptoniota,1000000,
915,Candidatus Kuenenbacteria,1000000,
916,Candidatus Latescibacterota,1000000,0.2221508344370501
917,Candidatus Levyibacteriota,1000000,0.23726909763641857
918,Candidatus Lindowiibacteriota,1000000,
919,Candidatus Liptoniibacteriota,1000000,
920,Candidatus Lithacetigenota,1000000,
921,Candidatus Lloydiibacteriota,1000000,
922,Candidatus Magasanikiibacteriota,1000000,
923,Candidatus Margulisiibacteriota,1000000,
924,Candidatus Marsarchaeota,1000000,
925,Candidatus Mcinerneyibacteriota,1000000,
926,Candidatus Melainabacteria,1000000,0.5589794244902871
927,Candidatus Methanomethylicota,1000000,
928,Candidatus Methylomirabilota,1000000,0.5166255829395401
929,Candidatus Micrarchaeota,1000000,
930,Candidatus Microgenomates,1000000,
931,Candidatus Moduliflexota,1000000,
932,Candidatus Moraniibacteriota,1000000,0.5877886721552319
933,Candidatus Muiribacteriota,1000000,
934,Candidatus Nanohalarchaeota,1000000,
935,Candidatus Nealsoniibacteriota,1000000,0.21261628681280173
936,Candidatus Nezhaarchaeota,1000000,
937,Candidatus Niyogiibacteriota,1000000,0.0004925061852794371
938,Candidatus Nomurabacteria,1000000,0.32634505569670136
939,Candidatus Odinarchaeota,1000000,
940,Candidatus Omnitrophota,1000000,0.39590843724467445
941,Candidatus Paceibacterota,1000000,
942,Candidatus Parcubacteria,1000000,0.531431444732744
943,Candidatus Parvarchaeota,1000000,
944,Candidatus Peregrinibacteria,1000000,0.3647428943278109
945,Candidatus Poribacteria,1000000,0.3643683980666883
946,Candidatus Portnoyibacteriota,1000000,
947,Candidatus Pyropristinus,1000000,
948,Candidatus Ratteibacteria,1000000,
949,Candidatus Raymondiibacteriota,1000000,
950,Candidatus Rifleibacteriota,1000000,
951,Candidatus Roizmanbacteria,1000000,0.49076139219830056
952,Candidatus Rokuibacteriota,1000000,
953,Candidatus Ryaniibacteriota,1000000,
954,Candidatus Saccharibacteria,1000000,0.32655182025906154
955,Candidatus Schekmaniibacteriota,1000000,
956,Candidatus Shapirobacteria,1000000,
957,Candidatus Spechtiibacteriota,1000000,
958,Candidatus Staskawicziibacteriota,1000000,
959,Candidatus Sumerlaeota,1000000,0.20772923569815216
960,Candidatus Sungiibacteriota,1000000,
961,Candidatus Sysuimicrobiota,1000000,
962,Candidatus Tagaibacteriota,1000000,
963,Candidatus Tayloriibacteriota,1000000,
964,Candidatus Tectimicrobiota,1000000,0.31120554500564057
965,Candidatus Terryibacteriota,1000000,
966,Candidatus Tharpellota,1000000,
967,Candidatus Thorarchaeota,1000000,0.5863626079790307
968,Candidatus Uhrbacteria,1000000,0.16672023692967955
969,Candidatus Undinarchaeota,1000000,
970,Candidatus Vogeliibacteriota,1000000,
971,Candidatus Walliibacteriota,1000000,
972,Candidatus Wildermuthiibacteriota,1000000,
973,Candidatus Wirthbacteria,1000000,
974,Candidatus Woesearchaeota,1000000,0.484044412825063
975,Candidatus Woesebacteria,1000000,0.3355636076528759
976,Candidatus Wolfebacteria,1000000,0.0006546336977862343
977,Candidatus Woykeibacteriota,1000000,
978,Candidatus Yanofskyibacteriota,1000000,
979,Candidatus Yonathiibacteriota,1000000,
980,Candidatus Zambryskiibacteriota,1000000,
981,Candidatus Zixiibacteriota,1000000,0.2914949241528254
982,Cercozoa,1000000,0.34465383403756567
983,Chaetognatha,1000000,
984,Chlamydiota,1000000,0.217756204375849
985,Chlorobiota,1000000,0.22516505270401105
986,Chloroflexota,1000000,0.07844926161431938
987,Chlorophyta,1000000,0.0348174283487026
988,Chrysiogenota,1000000,0.46448432012701957
989,Chytridiomycota,1000000,0.2621234957584471
990,Ciliophora,1000000,0.14941509595187552
991,Cnidaria,1000000,0.08731744503786248
992,Coprothermobacterota,1000000,
993,Cossaviricota,1000000,
994,Cressdnaviricota,1000000,0.6073797494603055
995,Cryptomycota,1000000,0.4696563568766195
996,Ctenophora,1000000,
997,Cyanobacteriota,1000000,0.022282486795946268
998,Deferribacterota,1000000,0.30316300629171805
999,Deinococcota,1000000,0.09755625685535627
1000,Dictyoglomota,1000000,0.6597019379686606
1001,Discosea,1000000,0.5326971098964032
1002,Duplornaviricota,1000000,
1003,Elusimicrobiota,1000000,0.686182920985345
1004,Endomyxa,1000000,0.3904379537340534
1005,Entoprocta,1000000,
1006,Euglenozoa,1000000,0.0718199835711036
1007,Evosea,1000000,0.23742488197030528
1008,Fibrobacterota,1000000,0.47066668539552003
1009,Fidelibacterota,1000000,0.5612725000507957
1010,Foraminifera,1000000,0.4187635626111271
1011,Fornicata,1000000,0.17452950967381992
1012,Fusobacteriota,1000000,0.07856738903848834
1013,Gastrotricha,1000000,
1014,Gemmatimonadota,1000000,0.07434904367990229
1015,Gnathostomulida,1000000,
1016,Haptophyta,1000000,0.13764040519748325
1017,Heterolobosea,1000000,0.46981565896422844
1018,Hofneiviricota,1000000,0.6040475035378869
1019,Ignavibacteriota,1000000,0.18151991524488648
1020,Kiritimatiellota,1000000,0.19247421361035727
1021,Lentisphaerota,1000000,0.17905630184660806
1022,Methanobacteriota,1000000,0.07645663675809083
1023,Microsporidia,1000000,0.9008475660110824
1024,Mollusca,1000000,0.05968531402029993
1025,Mucoromycota,1000000,0.17762366785013947
1026,Mycoplasmatota,1000000,0.11439359165979428
1027,Myxococcota,1000000,0.04699234293081638
1028,Nanobdellota,1000000,
1029,Nebulidia,1000000,0.5763575976710783
1030,Negarnaviricota,1000000,0.0021866752930456185
1031,Nematoda,1000000,0.18460745110705043
1032,Nematomorpha,1000000,0.3898869820702191
1033,Nemertea,1000000,0.474599553722927
1034,Nitrososphaerota,1000000,0.07409517552435146
1035,Nitrospinota,1000000,0.31426753261996315
1036,Nitrospirota,1000000,0.0833777373589576
1037,Nucleocytoviricota,1000000,0.12822878973135435
1038,Olpidiomycota,1000000,
1039,Onychophora,1000000,
1040,Oomycota,1000000,0.19679671011833494
1041,Orthonectida,1000000,
1042,Parabasalia,1000000,0.6956115299392677
1043,Peploviricota,1000000,0.4708262063120697
1044,Perkinsozoa,1000000,0.5870465097689408
1045,Phixviricota,1000000,0.7908269197721092
1046,Phoronida,1000000,0.9314057074570211
1047,Picozoa,1000000,1.0091526269102764
1048,Pisuviricota,1000000,0.20481137918639844
1049,Placozoa,1000000,0.41957502880594294
1050,Planctomycetota,1000000,0.03167449961369557
1051,Platyhelminthes,1000000,0.24123934500209498
1052,Porifera,1000000,0.23134725977299098
1053,Prasinodermophyta,1000000,
1054,Preaxostyla,1000000,0.21896793827136557
1055,Preplasmiviricota,1000000,0.5379755674405041
1056,Priapulida,1000000,0.48310876998368807
1057,Promethearchaeota,1000000,0.5298385702935682
1058,Pseudomonadota,1000000,0.0020381102814871596
1059,Rhodophyta,1000000,0.13807127194587157
1060,Rhodothermota,1000000,0.06224551518172506
1061,Rotifera,1000000,0.244803363837229
1062,Spirochaetota,1000000,0.11485747686472583
1063,Streptophyta,1000000,0.05213533432487971
1064,Synergistota,1000000,0.4681791812512753
1065,Tardigrada,1000000,0.43550445741112975
1066,Thermodesulfobacteriota,1000000,0.030169056962694455
1067,Thermodesulfobiota,1000000,0.4584754167777393
1068,Thermomicrobiota,1000000,0.39955652914476386
1069,Thermoplasmatota,1000000,0.37923279619322037
1070,Thermoproteota,1000000,0.3722885876080104
1071,Thermosulfidibacterota,1000000,0.6757848613396842
1072,Thermotogota,1000000,0.24517180103729358
1073,Tubulinea,1000000,0.682505116443798
1074,Uroviricota,1000000,0.06387940019985126
1075,Verrucomicrobiota,1000000,0.040636996181081825
1076,Vulcanimicrobiota,1000000,0.514209339266456
1077,Xenacoelomorpha,1000000,
1078,Zoopagomycota,1000000,0.27195331792867544
1079,candidate division CPR1,1000000,
1080,candidate division CPR2,1000000,
1081,candidate division CPR3,1000000,
1082,candidate division CSSED10-310,1000000,
1083,candidate division FCPU426,1000000,
1084,candidate division KD3-62,1000000,
1085,candidate division LCP-89,1000000,
1086,candidate division WOR-3,1000000,0.3384726915708802
1087,candidate division WWE3,1000000,
1088,Abditibacteriota,10000000,0.39124070143980594
1089,Acanthocephala,10000000,
1090,Acidobacteriota,10000000,0.06577635634067953
1091,Actinomycetota,10000000,0.022502525396589212
1092,Annelida,10000000,0.031097301087526924
1093,Apicomplexa,10000000,0.06676622554211603
1094,Aquificota,10000000,0.16020443964925493
1095,Armatimonadota,10000000,0.21505925165427578
1096,Arthropoda,10000000,0.015523298702308726
1097,Artverviricota,10000000,0.97092454603042
1098,Ascomycota,10000000,0.041616003997890075
1099,Atribacterota,10000000,0.001801952678905725
1100,Bacillariophyta,10000000,0.005306315553212478
1101,Bacillota,10000000,0.0164884295076955
1102,Bacteroidota,10000000,0.005215442659587097
1103,Balneolota,10000000,0.10769550142762722
1104,Basidiomycota,10000000,0.10726954000292012
1105,Bdellovibrionota,10000000,0.1597437184813074
1106,Blastocladiomycota,10000000,0.0006546336977862343
1107,Brachiopoda,10000000,0.38005819364738713
1108,Bryozoa,10000000,0.21699108990327895
1109,Caldisericota,10000000,
1110,Calditrichota,10000000,0.29466855981036627
1111,Campylobacterota,10000000,0.026139942817533488
1112,Candidatus Abawacaibacteriota,10000000,
1113,Candidatus Absconditibacteriota,10000000,0.40107057485236436
1114,Candidatus Adlerbacteria,10000000,
1115,Candidatus Aenigmatarchaeota,10000000,0.7069686200524657
1116,Candidatus Aerophobetes,10000000,0.47218476629117195
1117,Candidatus Altarchaeota,10000000,
1118,Candidatus Amesbacteria,10000000,
1119,Candidatus Aminicenantota,10000000,0.3443377189437279
1120,Candidatus Anderseniibacteriota,10000000,
1121,Candidatus Auribacterota,10000000,
1122,Candidatus Azambacteria,10000000,
1123,Candidatus Bathyarchaeota,10000000,0.3252212309776743
1124,Candidatus Beckwithbacteria,10000000,
1125,Candidatus Berkelbacteria,10000000,
1126,Candidatus Binatota,10000000,0.12201110670388275
1127,Candidatus Bipolaricaulota,10000000,0.45173554437016467
1128,Candidatus Blackallbacteria,10000000,
1129,Candidatus Blackburniibacteriota,10000000,
1130,Candidatus Borrarchaeota,10000000,
1131,Candidatus Brenneribacteriota,10000000,
1132,Candidatus Brockarchaeota,10000000,
1133,Candidatus Buchananiibacteriota,10000000,
1134,Candidatus Calescamantes,10000000,
1135,Candidatus Campbellbacteria,10000000,0.3460886268867821
1136,Candidatus Cerribacteria,10000000,
1137,Candidatus Chisholmiibacteriota,10000000,
1138,Candidatus Cloacimonadota,10000000,0.6918052587542091
1139,Candidatus Coatesiibacteriota,10000000,0.5725897812630973
1140,Candidatus Collierbacteria,10000000,
1141,Candidatus Colwelliibacteriota,10000000,
1142,Candidatus Cryosericota,10000000,
1143,Candidatus Culexarchaeota,10000000,
1144,Candidatus Curtissbacteria,10000000,
1145,Candidatus Daviesbacteria,10000000,0.00042251579047507503
1146,Candidatus Deferrimicrobiota,10000000,
1147,Candidatus Delongiibacteriota,10000000,
1148,Candidatus Desantisbacteria,10000000,
1149,Candidatus Dormiibacterota,10000000,
1150,Candidatus Doudnaibacteriota,10000000,
1151,Candidatus Edwardsiibacteriota,10000000,
1152,Candidatus Eiseniibacteriota,10000000,0.00042251579047507503
1153,Candidatus Electryoneota,10000000,
1154,Candidatus Elulimicrobiota,10000000,
1155,Candidatus Falkowbacteria,10000000,
1156,Candidatus Fermentibacterota,10000000,
1157,Candidatus Fervidibacterota,10000000,0.46968532443982997
1158,Candidatus Firestoneibacteriota,10000000,
1159,Candidatus Fischeribacteriota,10000000,
1160,Candidatus Fraseribacteriota,10000000,
1161,Candidatus Geothermarchaeota,10000000,
1162,Candidatus Gerdarchaeota,10000000,
1163,Candidatus Giovannonibacteria,10000000,0.0018642318796994093
1164,Candidatus Glassiibacteriota,10000000,
1165,Candidatus Goldiibacteriota,10000000,
1166,Candidatus Gottesmanbacteria,10000000,
1167,Candidatus Gracilibacteria,10000000,0.15935842383096338
1168,Candidatus Gribaldobacteria,10000000,
1169,Candidatus Hadarchaeota,10000000,
1170,Candidatus Handelsmaniibacteriota,10000000,
1171,Candidatus Harrisoniibacteriota,10000000,
1172,Candidatus Heimdallarchaeota,10000000,0.6687308705187005
1173,Candidatus Helarchaeota,10000000,
1174,Candidatus Hinthialibacterota,10000000,
1175,Candidatus Hydrogenedentota,10000000,0.5133548199428318
1176,Candidatus Hydrothermarchaeota,10000000,
1177,Candidatus Hydrothermota,10000000,
1178,Candidatus Iainarchaeota,10000000,
1179,Candidatus Jacksoniibacteriota,10000000,
1180,Candidatus Jorgensenbacteria,10000000,
1181,Candidatus Kaiserbacteria,10000000,0.29813668972295604
1182,Candidatus Kapaibacteriota,10000000,0.9031791821179797
1183,Candidatus Kerfeldiibacteriota,10000000,
1184,Candidatus Komeiliibacteriota,10000000,
1185,Candidatus Krumholzibacteriota,10000000,
1186,Candidatus Kryptoniota,10000000,
1187,Candidatus Kuenenbacteria,10000000,
1188,Candidatus Latescibacterota,10000000,0.06022265417883363
1189,Candidatus Levyibacteriota,10000000,0.00040020935602247556
1190,Candidatus Lindowiibacteriota,10000000,
1191,Candidatus Liptoniibacteriota,10000000,
1192,Candidatus Lithacetigenota,10000000,
1193,Candidatus Lloydiibacteriota,10000000,
1194,Candidatus Magasanikiibacteriota,10000000,
1195,Candidatus Margulisiibacteriota,10000000,
1196,Candidatus Marsarchaeota,10000000,
1197,Candidatus Mcinerneyibacteriota,10000000,
1198,Candidatus Melainabacteria,10000000,0.6432973270819827
1199,Candidatus Methanomethylicota,10000000,
1200,Candidatus Methylomirabilota,10000000,0.3328874495167752
1201,Candidatus Micrarchaeota,10000000,
1202,Candidatus Microgenomates,10000000,
1203,Candidatus Moduliflexota,10000000,
1204,Candidatus Moraniibacteriota,10000000,0.3426845822357197
1205,Candidatus Muiribacteriota,10000000,
1206,Candidatus Nanohalarchaeota,10000000,
1207,Candidatus Nealsoniibacteriota,10000000,
1208,Candidatus Nezhaarchaeota,10000000,
1209,Candidatus Niyogiibacteriota,10000000,0.0004925061852794371
1210,Candidatus Nomurabacteria,10000000,0.2882623695547772
1211,Candidatus Odinarchaeota,10000000,
1212,Candidatus Omnitrophota,10000000,0.5282532237328763
1213,Candidatus Paceibacterota,10000000,
1214,Candidatus Parcubacteria,10000000,0.5586198236668585
1215,Candidatus Parvarchaeota,10000000,
1216,Candidatus Peregrinibacteria,10000000,0.43367908078862333
1217,Candidatus Poribacteria,10000000,0.3334709451210509
1218,Candidatus Portnoyibacteriota,10000000,
1219,Candidatus Pyropristinus,10000000,
1220,Candidatus Ratteibacteria,10000000,
1221,Candidatus Raymondiibacteriota,10000000,
1222,Candidatus Rifleibacteriota,10000000,
1223,Candidatus Roizmanbacteria,10000000,0.49537891620739477
1224,Candidatus Rokuibacteriota,10000000,
1225,Candidatus Ryaniibacteriota,10000000,
1226,Candidatus Saccharibacteria,10000000,0.32458508988691737
1227,Candidatus Schekmaniibacteriota,10000000,
1228,Candidatus Shapirobacteria,10000000,
1229,Candidatus Spechtiibacteriota,10000000,
1230,Candidatus Staskawicziibacteriota,10000000,
1231,Candidatus Sumerlaeota,10000000,
1232,Candidatus Sungiibacteriota,10000000,
1233,Candidatus Sysuimicrobiota,10000000,
1234,Candidatus Tagaibacteriota,10000000,
1235,Candidatus Tayloriibacteriota,10000000,
1236,Candidatus Tectimicrobiota,10000000,0.3086865635630194
1237,Candidatus Terryibacteriota,10000000,
1238,Candidatus Tharpellota,10000000,
1239,Candidatus Thorarchaeota,10000000,0.7089189126759331
