,Family,read count,relative error
3332,Trebouxiophyceae,10000,
3333,Longimicrobiaceae,10000,
3334,Acidaminococcaceae,10000,
3335,Entomophthoraceae,10000,
3336,Melioribacteraceae,10000,
3337,Anomalodesmata,10000,
3338,UASB-TL25,10000,
3339,OPB56,10000,
3340,Halanaerobiaceae,10000,
3341,Pentatomidae,10000,
3342,RAD B,10000,
3343,Gromiidae,10000,
3344,Rhodovibrionaceae,10000,
3345,Schizotrichaceae,10000,
3346,Leptocylindraceae,10000,
3347,Hahellaceae,10000,
3348,Eubacteriaceae,10000,
3349,Moritellaceae,10000,
3350,T34,10000,
3351,Solirubrobacteraceae,10000,
3352,Mariprofundaceae,10000,
3353,Chlamydiales uncultured organism ,10000,
3354,vadinHA49,10000,
3355,Menoponidae,10000,
3356,Butyricicoccaceae,10000,
3357,Gracilibacteraceae,10000,
3358,Devosiaceae,10000,
3359,Lyophyllaceae,10000,
3360,Chthoniobacteraceae,10000,
3361,Cupressaceae,10000,
3362,Opalinea,10000,
3363,P3OB-42,10000,
3364,Conexibacteraceae,10000,
3365,Malvaceae,10000,
3366,Lycidae,10000,
3367,Filinidae,10000,
3368,Polygonaceae,10000,
3369,Nitrospinaceae,10000,
3370,Notoplanidae,10000,
3371,Plakobranchidae,10000,
3372,Neochloridaceae,10000,
3373,Ustilaginaceae,10000,
3374,Tylenchidae,10000,
3375,Hydrophilidae,10000,
3376,Camallanidae,10000,
3377,Glissomonadida,10000,
3378,Haplozoon,10000,
3379,Amoebidae,10000,
3380,CCM11a,10000,
3381,Paraspirulinaceae,10000,
3382,Curculionidae,10000,
3383,Rhizobiales Phreatobacter,10000,
3384,Chattonellaceae,10000,
3385,Desulfarculaceae,10000,
3386,Priapulidae,10000,
3387,Cestodaria,10000,
3388,Orbaceae,10000,
3389,Scenopinidae,10000,
3390,Euzebyaceae,10000,
3391,0319-6G20,10000,
3392,Wickerhamomycetaceae,10000,
3393,Limnochordia,10000,
3394,Dipodascaceae,10000,
3395,Algiphilaceae,10000,
3396,Delphacidae,10000,
3397,Pseudococcidae,10000,
3398,Fimbriimonadaceae,10000,
3399,Bittacidae,10000,
3400,Tofieldiaceae,10000,
3401,09D2Z46,10000,
3402,Argulidae,10000,
3403,Pseudonosematidae,10000,
3404,Potamogetonaceae,10000,
3405,Pla3 lineage,10000,
3406,Opitutaceae,10000,
3407,AT-s3-28,10000,
3408,Trichocomaceae,10000,
3409,Hyaloraphidium,10000,
3410,Isochrysidaceae,10000,
3411,Geobacteraceae,10000,
3412,Berkeleyaceae,10000,
3413,Pleuronematidae,10000,
3414,Defferrisomataceae,10000,
3415,Orussidae,10000,
3416,Rotaliidae,10000,
3417,Diplogasteroididae,10000,
3418,Pteromalidae,10000,
3419,Protobranchia,10000,
3420,Cinetochilidae,10000,
3421,DA111,10000,
3422,Coleoidea,10000,
3423,Chlorarachniophyta,10000,
3424,Agfidae,10000,
3425,Nelumbonaceae,10000,
3426,Plagiopylidae,10000,
3427,AT-s16,10000,
3428,Corticiaceae,10000,
3429,Holophagaceae,10000,
3430,Leptotrichiaceae,10000,
3431,Pachytroctidae,10000,
3432,Rhizobiales Candidatus Hodgkinia,10000,
3433,Leuciscidae,10000,
3434,KF-JG30-B3,10000,
3435,Latescibacteraceae,10000,
3436,Copepoda,10000,
3437,Ulvophyceae,10000,
3438,Biddulphiaceae,10000,
3439,Cafeteria,10000,
3440,Selenastraceae,10000,
3441,Chloroperlidae,10000,
3442,Pteriomorphia,10000,
3443,0319-6A21,10000,
3444,SBR1031,10000,
3445,Novel Clade 12,10000,
3446,Malacosporea,10000,
3447,Hados.Sed.Eubac.3,10000,
3448,Novel Apicomplexa Class 2,10000,
3449,uncultured eukaryote  ,10000,
3450,Aphelidiaceae,10000,
3451,Hypocreales,10000,
3452,Candidatus Pelagibacteraceae,10000,
3453,Oxytrichidae,10000,
3454,Aerococcaceae,10000,
3455,Kineosporiaceae,10000,
3456,Acidothermaceae,10000,
3457,Iamiaceae,10000,
3458,Family XVIII,10000,
3459,Novel Clade 2,10000,
3460,Geminigeraceae,10000,
3461,MgMjR-022,10000,
3462,Piesmatidae,10000,
3463,Coelosphaeridae,10000,
3464,Fissurellidae,10000,
3465,Helotiales,10000,
3466,Ichthyobodonidae,10000,
3467,Gregarinidae,10000,
3468,Xanthophyceae,10000,
3469,Cristamonadea,10000,
3470,Candidatus Hepatincolaceae,10000,
3471,Epsilonematidae,10000,
3472,Hoploplanidae,10000,
3473,20c-4,10000,
3474,Tricladiaceae,10000,
3475,Flabellulidae,10000,
3476,Nocardiopsaceae,10000,
3477,Batrachospermaceae,10000,
3478,Erwiniaceae,10000,
3479,Rickettsiales uncultured,10000,
3480,Morganellaceae,10000,
3481,AKYG1722,10000,
3482,Microlaimidae,10000,
3483,Family XVII,10000,
3484,Geraniaceae,10000,
3485,Flustrellidridae,10000,
3486,Gymnosporangiaceae,10000,
3487,BSV26,10000,
3488,Isotomidae,10000,
3489,Leptosphaeriaceae,10000,
3490,Saccharomycetaceae,10000,
3491,Desertifilaceae,10000,
3492,Heterolobosea,10000,
3493,Psorospermium,10000,
3494,Poritidae,10000,
3495,uncultured delta,10000,
3496,Deferribacteraceae,10000,
3497,Candidatus Midichloriaceae,10000,
3498,S-BQ2-57 soil group,10000,
3499,Diplotriaenidae,10000,
3500,Leptospiraceae,10000,
3501,Olacaceae,10000,
3502,Cladosporiaceae,10000,
3503,Abditibacteriaceae,10000,
3504,Dinophysaceae,10000,
3505,Sphaeromatidae,10000,
3506,BIrii41,10000,
3507,Dysteriidae,10000,
3508,Wallemiaceae,10000,
3509,Orchidaceae,10000,
3510,Clade II,10000,
3511,Clostridiales vadinBB60 group,10000,
3512,ABS-19,10000,
3513,Nycteribiidae,10000,
3514,BD2-3,10000,
3515,Ellin6055,10000,
3516,Phaeogromia,10000,
3517,Silvanigrellaceae,10000,
3518,Tricholomataceae,10000,
3519,Dicranaceae,10000,
3520,Hypsibiidae,10000,
3521,Chloroflexales Candidatus Chlorothrix,10000,
3522,Carpediomonas-like organisms,10000,
3523,Family XIV,10000,
3524,Schoepfiaceae,10000,
3525,Pseudomuriellaceae,10000,
3526,A0839,10000,
3527,Cleomaceae,10000,
3528,Alicyclobacillaceae,10000,
3529,Pirsonia diadema  ,10000,
3530,Flexibacteraceae,10000,
3531,Galdieriaceae,10000,
3532,Actinidiaceae,10000,
3533,Symbiodiniaceae,10000,
3534,Surface 2,10000,
3535,Marine Group III,10000,
3536,Spongiphoridae,10000,
3537,Scirtidae,10000,
3538,FukuN18 freshwater group,10000,
3539,Umbelopsidaceae,10000,
3540,Ajellomycetaceae,10000,
3541,Malacostraca,10000,
3542,Brevibacteriaceae,10000,
3543,Aphanizomenonaceae,10000,
3544,Characeae,10000,
3545,Rhizobiales Rhizomicrobium,10000,
3546,Leuctridae,10000,
3547,Poecilostomatoida,10000,
3548,Rhodospirillales Reyranella,10000,
3549,Melanotaeniaceae,10000,
3550,Gymnodiniaceae,10000,
3551,Lamiaceae,10000,
3552,Vetigastropoda,10000,
3553,Nitriliruptoraceae,10000,
3554,FFCH12655,10000,
3555,Agaricaceae,10000,
3556,Sulfurospirillaceae,10000,
3557,Heliobacteriaceae,10000,
3558,Ophiocordycipitaceae,10000,
3559,Acinetidae,10000,
3560,Desulfuromonadaceae,10000,
3561,Entomoplasmatales Candidatus Hepatoplasma,10000,
3562,Brachyspiraceae,10000,
3563,Formicidae,10000,
3564,Glypheidae,10000,
3565,Calloporidae,10000,
3566,Prorocentraceae,10000,
3567,Apteropanorpidae,10000,
3568,Sainouridae,10000,
3569,Saccharomycopsidaceae,10000,
3570,Saccharomycodaceae,10000,
3571,Sorodiplophrys,10000,
3572,Cardiobacteriaceae,10000,
3573,WPS-2,10000,
3574,Peronosporaceae,10000,
3575,Styracaceae,10000,
3576,Chthoniobacterales Terrimicrobium,10000,
3577,Acidiferrobacteraceae,10000,
3578,Kapabacteriales,10000,
3579,uncultured stramenopile   ,10000,
3580,Maricaulaceae,10000,
3581,Protroctopsocidae,10000,
3582,Haloferacaceae,10000,
3583,Acidobacteriae,10000,
3584,Ceratopogonidae,10000,
3585,Rhamnaceae,10000,
3586,Exobasidiaceae,10000,
3587,Zorotypidae,10000,
3588,Cercomonadidae,10000,
3589,Vahlkampfiidae,10000,
3590,bacteriap25,10000,
3591,Achilidae,10000,
3592,AKIW781,10000,
3593,Trentepohliaceae,10000,
3594,Aphelinidae,10000,
3595,Candidatus Puniceispirillaceae,10000,
3596,Kofoidiniaceae,10000,
3597,CMW-169,10000,
3598,R103-B20,10000,
3599,Terasakiellaceae,10000,
3600,Fervidobacteriaceae,10000,
3601,Codiaceae,10000,
3602,Caldithrix,10000,
3603,Trichonymphea,10000,
3604,UBA12411,10000,
3605,Chromulinaceae,10000,
3606,TK34,10000,
3607,Reyranellaceae,10000,
3608,VC2.1 Arc6,10000,
3609,MAT-CR-H6-H10,10000,
3610,Hemiselmidaceae,10000,
3611,Yersiniaceae,10000,
3612,Thripidae,10000,
3613,Flectobacillaceae,10000,
3614,MAST-12C,10000,
3615,Goniomonadaceae,10000,
3616,Littorinidae,10000,
3617,KD1-131,10000,
3618,Notocomplanidae,10000,
3619,Hydrophyllaceae,10000,
3620,Polyopisthocotylea,10000,
3621,Diogenidae,10000,
3622,Pneumocystaceae,10000,
3623,Diaporthales,10000,
3624,Taphrinaceae,10000,
3625,Spathulosporaceae,10000,
3626,P.palmC41,10000,
3627,Ceratocombidae,10000,
3628,Tremellaceae,10000,
3629,Phenacolepadidae,10000,
3630,PHOS-HE51,10000,
3631,Tsukubamonadidae,10000,
3632,Bathycoccaceae,10000,
3633,Sympoventuriaceae,10000,
3634,Archangiaceae,10000,
3635,Sumerlaeaceae,10000,
3636,Hildenbrandiophycidae,10000,
3637,Corsiaceae,10000,
3638,Solibacteraceae,10000,
3639,Neocallimastigaceae,10000,
3640,Boreidae,10000,
3641,Paraisotrichidae,10000,
3642,Strongylocentrotidae,10000,
3643,Jakobida,10000,
3644,Thermoactinomycetaceae,10000,
3645,Seriata,10000,
3646,TAGIRI-17,10000,
3647,Eucnemidae,10000,
3648,Nitrosopumilaceae,10000,
3649,Roseiflexaceae,10000,
3650,Thiotrichales Candidatus Endoecteinascidia,10000,
3651,Stenophoridae,10000,
3652,Myrtaceae,10000,
3653,Bodonidae,10000,
3654,Septobasidiaceae,10000,
3655,Caulerpaceae,10000,
3656,Haloarculaceae,10000,
3657,Candidatus Paracaedibacteraceae,10000,
3658,Hemiaulaceae,10000,
3659,Cyanophoraceae,10000,
3660,Kinnaridae,10000,
3661,Pycnogonida,10000,
3662,Family III,10000,
3663,Monodopsidaceae,10000,
3664,Babeliaceae,10000,
3665,Peptostreptococcales-Tissierellales,10000,
3666,Obscuribacteraceae,10000,
3667,KD3-93,10000,
3668,Streptosporangiaceae,10000,
3669,Isosphaeraceae,10000,
3670,uncultured Banisveld eukaryote  ,10000,
3671,Ascaridiidae,10000,
3672,Oscarellidae,10000,
3673,Chaetothyriales,10000,
3674,Caryophyllaceae,10000,
3675,Onagraceae,10000,
3676,Dietziaceae,10000,
3677,Liliaceae,10000,
3678,Helotiaceae,10000,
3679,Nectriaceae,10000,
3680,WWE3,10000,
3681,PeH08,10000,
3682,SJA-28,10000,
3683,ANME-2a-2b,10000,
3684,Torulaceae,10000,
3685,Herpotrichiellaceae,10000,
3686,Notaeolidiidae,10000,
3687,Cephalocarida,10000,
3688,Leiodidae,10000,
3689,C86,10000,
3690,Pyropeltidae,10000,
3691,Gyrinidae,10000,
3692,Thermogemmatisporaceae,10000,
3693,Pleurobranchidae,10000,
3694,Lampyridae,10000,
3695,Hirschioporaceae,10000,
3696,Taxaceae,10000,
3697,Stenopsocidae,10000,
3698,Deep Sea Hydrothermal Vent Gp,10000,
3699,028H05-P-BN-P5,10000,
3700,SZB50,10000,
3701,Dilleniaceae,10000,
3702,Microcystaceae,10000,
3703,Tenderiaceae,10000,
3704,Filobacteriaceae,10000,
3705,Dictyopharidae,10000,
3706,Mysidae,10000,
3707,Balaenopteridae,10000,
3708,Culicidae,10000,
3709,Phaffomycetaceae,10000,
3710,Globanomalinidae,10000,
3711,C2U,10000,
3712,Zygnemataceae,10000,
3713,Actinopolysporaceae,10000,
3714,Machaerotidae,10000,
3715,Ptinidae,10000,
3716,Hydrochidae,10000,
3717,Acidilobaceae,10000,
3718,Arthrodermataceae,10000,
3719,Oceanibaculaceae,10000,
3720,Onchidorididae,10000,
3721,Botryllophilidae,10000,
3722,Thermomicrobiaceae,10000,
3723,Bryopsidaceae,10000,
3724,Braconidae,10000,
3725,GOM Arc I,10000,
3726,Rhizobiales Nordella,10000,
3727,Gomphaceae,10000,
3728,Heterobranchia,10000,
3729,Chroococcidiopsidaceae,10000,
3730,Dajidae,10000,
3731,Tetraphidaceae,10000,
3732,Baseodiscidae,10000,
3733,Oligosphaeraceae,10000,
3734,Typhaceae,10000,
3735,Pachyneuridae,10000,
3736,Cambaridae,10000,
3737,Frankiaceae,10000,
3738,Promicromonosporaceae,10000,
3739,Muribaculaceae,10000,
3740,Teloschistaceae,10000,
3741,uncultured eukaryotic picoplankton ,10000,
3742,SUP05 cluster,10000,
3743,Thermofilaceae,10000,
3744,Rhizopodaceae,10000,
3745,Savoryellales,10000,
3746,p-2534-18B5 gut group,10000,
3747,Oxyrrhis,10000,
3748,Gsoil-1167,10000,
3749,Chaoboridae,10000,
3750,Pseudocaeciliidae,10000,
3751,MAST-1A,10000,
3752,Celleporidae,10000,
3753,Thermotogaceae,10000,
3754,Nostocaceae,10000,
3755,Pratylenchidae,10000,
3756,1921-2,10000,
3757,Bangiaceae,10000,
3758,Loxoconchidae,10000,
3759,insect metagenome  ,10000,
3760,Enoploteuthidae,10000,
3761,MAST-3E,10000,
3762,Linaceae,10000,
3763,Caryophanaceae,10000,
3764,Melampsoraceae,10000,
3765,Nummulitidae,10000,
3766,Apodanthaceae,10000,
3767,Demequinaceae,10000,
3768,Chenopodiaceae,10000,
3769,Sebdeniaceae,10000,
3770,Mitrastemonaceae,10000,
3771,Chlorobiaceae,10000,
3772,Mesoaciditogaceae,10000,
3773,Rubrobacteraceae,10000,
3774,Kordiimonadaceae,10000,
3775,Liposcelididae,10000,
3776,Gelidiaceae,10000,
3777,Phacotaceae,10000,
3778,Chlamydodontidae,10000,
3779,Vespidae,10000,
3780,Melitidae,10000,
3781,Surirellaceae,10000,
3782,Ostreopsidaceae,10000,
3783,Pseudostomidae,10000,
3784,Microsporomycetaceae,10000,
3785,Cyphellaceae,10000,
3786,Marsupiomonadaceae,10000,
3787,Asilidae,10000,
3788,Endomychidae,10000,
3789,Cryptotermes symbiont group,10000,
3790,Thelebolaceae,10000,
3791,Anaeroplasmataceae,10000,
3792,Chloroflexaceae,10000,
3793,Lythraceae,10000,
3794,CCW10,10000,
3795,Rosaceae,10000,
3796,Fusibacteraceae,10000,
3797,Corylophidae,10000,
3798,Harpacticoida,10000,
3799,Capilloventridae,10000,
3800,Methermicoccaceae,10000,
3801,Rice Cluster II,10000,
3802,Asparagaceae,10000,
3803,Cuniculitremaceae,10000,
3804,288-2,10000,
3805,Rapismatidae,10000,
3806,Clambidae,10000,
3807,Ostracoda,10000,
3808,Cystofilobasidiaceae,10000,
3809,Myerslopiidae,10000,
3810,Atherospermataceae,10000,
3811,Trichinellidae,10000,
3812,Acoraceae,10000,
3813,Xenotrichulidae,10000,
3814,Cafeteriaceae,10000,
3815,Oxyuridae,10000,
3816,Monhysterida,10000,
3817,F2apm1A36,10000,
3818,Candidatus Moranbacteria,10000,
3819,Histeridae,10000,
3820,Dinobryaceae,10000,
3821,Caecitellus,10000,
3822,uncultured bacterium adhufec279 ,10000,
3823,uncultured Planctomycetales bacterium  ,10000,
3824,Xanthomonadales Candidatus Competibacter,10000,
3825,Proteromonadea,10000,
3826,Barbulanymphidae,10000,
3827,Archigregarinorida,10000,
3828,UA11,10000,
3829,Glomerellaceae,10000,
3830,Ceratocystidaceae,10000,
3831,Mesognathariidae,10000,
3832,Acytosteliaceae,10000,
3833,Leadbetterellaceae,10000,
3834,LD12 freshwater group,10000,
3835,Eubacteriales Family XII. Incertae Sedis,10000,
3836,Ascobolaceae,10000,
3837,Atractosporaceae,10000,
3838,Cavenderiaceae,10000,
3839,Philometridae,10000,
3840,Neo-b11,10000,
3841,fungal sp.   ,10000,
3842,WW2-159,10000,
3843,Chlorocystidaceae,10000,
3844,Pauropodidae,10000,
3845,Stratiomyidae,10000,
3846,Stemonaceae,10000,
3847,Sacculinidae,10000,
3848,Savoryellaceae,10000,
3849,Planariidae,10000,
3850,4572-13,10000,
3851,uncultured mycorrhizal fungus ,10000,
3852,MBNT15,10000,
3853,Phrymaceae,10000,
3854,Paracaedibacteraceae,10000,
3855,Bryobacteraceae,10000,
3856,Aquificaceae,10000,
3857,SAR202 clade,10000,
3858,Nautiliaceae,10000,
3859,uncultured organism,10000,
3860,Pasteuriaceae,10000,
3861,Dioscoreaceae,10000,
3862,GoM-GC232-4463-Bac1,10000,
3863,vadinBE97,10000,
3864,Schekmanbacteria,10000,
3865,Porphyridiaceae,10000,
3866,Pucciniaceae,10000,
3867,Archaeoglobaceae,10000,
3868,Aminicenantales,10000,
3869,OCS116 clade,10000,
3870,Platanaceae,10000,
3871,Lichinaceae,10000,
3872,Bacillariophyceae,10000,
3873,Mastigamoebidae,10000,
3874,Merliniidae,10000,
3875,Mycosphaerellaceae,10000,
3876,Gven-D09,10000,
3877,Scytonemataceae,10000,
3878,Laminariaceae,10000,
3879,Uteriporidae,10000,
3880,Botryosphaeriales,10000,
3881,Triozidae,10000,
3882,Strobilidiidae,10000,
3883,Polyangiaceae,10000,
3884,Rivulariaceae,10000,
3885,Candidatus Azambacteria,10000,
3886,Margulisbacteria,10000,
3887,Nematoda environmental sample ,10000,
3888,09D2Z48,10000,
3889,Anomoeoneidaceae,10000,
3890,Milano-WF1B-44,10000,
3891,Thiotrichales Caedibacter,10000,
3892,Methylomirabilaceae,10000,
3893,Chitinibacteraceae,10000,
3894,Cyanidiaceae,10000,
3895,Branchiopoda,10000,
3896,MAST-1C,10000,
3897,Acidithiobacillaceae,10000,
3898,uncultured compost bacterium  ,10000,
3899,Lophiostomataceae,10000,
3900,Prasiolaceae,10000,
3901,Halisarcidae,10000,
3902,Noctilucales,10000,
3903,Hippolytidae,10000,
3904,Rhizomastix libera  ,10000,
3905,PHOS-HE36,10000,
3906,Apusomonadidae,10000,
3907,Eunotiaceae,10000,
3908,Chlamydiales uncultured bacterium ,10000,
3909,EV818SWSAP88,10000,
3910,uncultured rumen bacterium ,10000,
3911,Novispirillaceae,10000,
3912,Babeliales,10000,
3913,Pharyngodonidae,10000,
3914,JTB23,10000,
3915,Araliaceae,10000,
3916,Nemertodermatida,10000,
3917,Kaistiaceae,10000,
3918,Dorvilleidae,10000,
3919,Janiridae,10000,
3920,Sporormiaceae,10000,
3921,Uronychiidae,10000,
3922,Chirostylidae,10000,
3923,Magnetospirillaceae,10000,
3924,Candidatus Sumerlaeaceae,10000,
3925,Ommastrephidae,10000,
3926,Methanospirillaceae,10000,
3927,Aglajidae,10000,
3928,Oxystominidae,10000,
3929,Candidatus Berkiellaceae,10000,
3930,Corallinophycidae,10000,
3931,Nitrobacteraceae,10000,
3932,Selenomonadaceae,10000,
3933,Catinella,10000,
3934,Opiliaceae,10000,
3935,Candaciidae,10000,
3936,Opisthonectidae,10000,
3937,Endozoicomonadaceae,10000,
3938,Physaraceae,10000,
3939,Gryllidae,10000,
3940,SB-5,10000,
3941,Halophytophthora,10000,
3942,Chaetophoraceae,10000,
3943,Limisphaeraceae,10000,
3944,Aconoidasida,10000,
3945,Haloplasmataceae,10000,
3946,Trachylinae,10000,
3947,Azospirillaceae,10000,
3948,uncultured crenarchaeote ,10000,
3949,Methylomonadaceae,10000,
3950,uncultured Bacteroidetes,10000,
3951,Dytiscidae,10000,
3952,Reduviidae,10000,
3953,Ignavibacteriaceae,10000,
3954,Cibicididae,10000,
3955,Iridaceae,10000,
3956,Aphrophoridae,10000,
3957,Caldicoprobacteraceae,10000,
3958,Physodermataceae,10000,
3959,Steroidobacteraceae,10000,
3960,Blastodinium,10000,
3961,Barbatosporaceae,10000,
3962,Selaginellaceae,10000,
3963,Hildenbrandiaceae,10000,
3964,Nebaliidae,10000,
3965,Cocculinidae,10000,
3966,Rickettsiales Candidatus Finniella,10000,
3967,P13-46,10000,
3968,Gloeochaetaceae,10000,
3969,Izemoplasmatales,10000,
3970,BSN166,10000,
3971,Scenedesmaceae,10000,
3972,Oocystaceae,10000,
3973,Parcubacteria,10000,
3974,Marine Methylotrophic Group 1,10000,
3975,Aggregatidae,10000,
3976,Ancylodiscoididae,10000,
3977,basidiomycete INF1-A   ,10000,
3978,Kathlaniidae,10000,
3979,Ulvaceae,10000,
3980,Leidyanidae,10000,
3981,Kondoaceae,10000,
3982,Brocadiaceae,10000,
3983,Oplophoridae,10000,
3984,Bicosoecidae,10000,
3985,Rhizobiales Agaricicola,10000,
3986,Parmeliaceae,10000,
3987,Saprolegniaceae,10000,
3988,Cleridae,10000,
3989,ADurb.Bin180,10000,
3990,uncultured marine bacterium ,10000,
3991,Azonexaceae,10000,
3992,MB-A2-108,10000,
3993,SBYZ-1154,10000,
3994,Ornithinimicrobiaceae,10000,
3995,FD035,10000,
3996,ANME-1b,10000,
3997,Glycomycetaceae,10000,
3998,Clastopteridae,10000,
3999,Candidatus Peregrinibacteria,10000,
4000,Malawimonadidae,10000,
4001,Notommatidae,10000,
4002,uncultured organism  ,10000,
4003,Mediophyceae,10000,
4004,Nephroselmidaceae,10000,
4005,Plectidae,10000,
4006,Paludibacteraceae,10000,
4007,Candidatus Obscuribacteraceae,10000,
4008,Droseraceae,10000,
4009,Notonemouridae,10000,
4010,Phlaeothripidae,10000,
4011,S15A-MN91,10000,
4012,Mucoraceae,10000,
4013,Munidopsidae,10000,
4014,Bartonellaceae,10000,
4015,Clade IV,10000,
4016,Derbidae,10000,
4017,LWQ8,10000,
4018,Pompilidae,10000,
4019,Physciaceae,10000,
4020,IMCC26256,10000,
4021,Chlorokybaceae,10000,
4022,Bicosoecida,10000,
4023,Chrysochromulinaceae,10000,
4024,Hypericaceae,10000,
4025,uncultured rumen bacterium  ,10000,
4026,uncultured soil fungus  ,10000,
4027,Tisbidae,10000,
4028,Methanococcaceae,10000,
4029,Rissoellidae,10000,
4030,uncultured Rhizaria   ,10000,
4031,Glomeraceae,10000,
4032,Pseudokeronopsidae,10000,
4033,Copromyxa sp. PKD 2011 ,10000,
4034,EF100-94H03,10000,
4035,HSB OF53-F07,10000,
4036,Salinibacteraceae,10000,
4037,WCHB1-02,10000,
4038,Centramoebida,10000,
4039,Kalyptorhynchia,10000,
4040,R7C24,10000,
4041,Trochamminidae,10000,
4042,Desulfobacteriaceae,10000,
4043,uncultured SAR11 cluster alpha,10000,
4044,Capnodiales,10000,
4045,SC-I-84,10000,
4046,WCHB1-81,10000,
4047,Tepidisphaerales,10000,
4048,Rhinocerotidae,10000,
4049,Laetiporaceae,10000,
4050,Oceanococcaceae,10000,
4051,Blattellidae,10000,
4052,Tetratomidae,10000,
4053,Subgroup 18,10000,
4054,Victivallaceae,10000,
4055,Andalucia,10000,
4056,Macrodasyidae,10000,
4057,Philopteridae,10000,
4058,Ranunculaceae,10000,
4059,Pertusariaceae,10000,
4060,Wohlfahrtiimonadaceae,10000,
4061,pLW-89,10000,
4062,Micavibrionales,10000,
4063,FFCH9454,10000,
4064,uncultured beta proteobacterium  ,10000,
4065,Zixibacteria,10000,
4066,JG30-KF-CM45,10000,
4067,Xenococcaceae,10000,
4068,Ascoideaceae,10000,
4069,Notothyladaceae,10000,
4070,Tissierellaceae,10000,
4071,Chitinivibrionaceae,10000,
4072,Teratocephalidae,10000,
4073,SS1-B-06-26,10000,
4074,Pyrochroidae,10000,
4075,Nit5Au0613-695,10000,
4076,Elateridae,10000,
4077,Acoela,10000,
4078,Gomphonemataceae,10000,
4079,Nemaliophycidae,10000,
4080,Coreidae,10000,
4081,Nymphaeaceae,10000,
4082,Sparassidaceae,10000,
4083,FFCH7168,10000,
4084,Licnophoridae,10000,
4085,Rhodymeniaceae,10000,
4086,Candidatus Izemoplasmataceae,10000,
4087,Trichodinidae,10000,
4088,Terrimicrobiaceae,10000,
4089,Fervidicoccaceae,10000,
4090,Thioalkalispiraceae,10000,
4091,Peltigeraceae,10000,
4092,37-13,10000,
4093,RBG-16-55-12,10000,
4094,Noteridae,10000,
4095,Crustomastigaceae,10000,
4096,B01R012,10000,
4097,Degeneriaceae,10000,
4098,Pulleniatinidae,10000,
4099,1G93,10000,
4100,Nesameletidae,10000,
4101,Dryopteridaceae,10000,
4102,Scoliidae,10000,
4103,Oedogoniaceae,10000,
4104,Ahnfeltiaceae,10000,
4105,Psocidae,10000,
4106,Micropepsaceae,10000,
4107,Cellulosilyticaceae,10000,
4108,Acanthamoebidae,10000,
4109,Marivirgaceae,10000,
4110,Plumatellidae,10000,
4111,BD72BR169,10000,
4112,Philinidae,10000,
4113,Candidatus Nomurabacteria,10000,
4114,Chlorodendrophyceae,10000,
4115,Trachelophyllidae,10000,
4116,Bitectiporidae,10000,
4117,Thermococcaceae,10000,
4118,Ambisporaceae,10000,
4119,uncultured deep-sea bacterium ,10000,
4120,Clade VII,10000,
4121,Umbilicariaceae,10000,
4122,Lichtheimiaceae,10000,
4123,Octoknemaceae,10000,
4124,Dorylaimida,10000,
4125,Cuthonidae,10000,
4126,Defluviicoccaceae,10000,
4127,Cimicidae,10000,
4128,Sididae,10000,
4129,Syncephalastraceae,10000,
4130,Corallinaceae,10000,
4131,PS1 clade,10000,
4132,Actinospicaceae,10000,
4133,Bonnemaisoniaceae,10000,
4134,Cyrenidae,10000,
4135,Asteraceae,10000,
4136,Proteaceae,10000,
4137,Cerylonidae,10000,
4138,Clostridia vadinBB60 group,10000,
4139,Schizopteridae,10000,
4140,Izemoplasmataceae,10000,
4141,Haliplidae,10000,
4142,Erythroxylaceae,10000,
4143,Mallomonadaceae,10000,
4144,JG37-AG-20,10000,
4145,Jakobidae,10000,
4146,Rhopaluridae,10000,
4147,uncultured microorganism   ,10000,
4148,Calotrichaceae,10000,
4149,Plagiostomidae,10000,
4150,Papaveraceae,10000,
4151,Hexamitidae,10000,
4152,Moduliflexaceae,10000,
4153,Gigasporaceae,10000,
4154,Hydrodictyaceae,10000,
4155,Celastraceae,10000,
4156,uncultured sediment bacterium  ,10000,
4157,Candidatus Yonathbacteria,10000,
4158,Family X,10000,
4159,Gnathostomatidae,10000,
4160,Tryonicidae,10000,
4161,Dehalococcoidales Dehalobium,10000,
4162,Hemerobiidae,10000,
4163,Monstrillidae,10000,
4164,Planomonadidae,10000,
4165,Cyanothecaceae,10000,
4166,Cyprididae,10000,
4167,Ochromonadaceae,10000,
4168,Brentidae,10000,
4169,Onygenaceae,10000,
4170,LCP-89,10000,
4171,Moraceae,10000,
4172,Cucumariidae,10000,
4173,Henicopidae,10000,
4174,Acidimicrobiales Aciditerrimonas,10000,
4175,Calliphoridae,10000,
4176,Thaumastodermatidae,10000,
4177,Heliopeltaceae,10000,
4178,Adoxaceae,10000,
4179,Hemistasiidae,10000,
4180,Opalinata,10000,
4181,Pelecinidae,10000,
4182,Dendrogastridae,10000,
4183,Austrobaileyaceae,10000,
4184,Brachybasidiaceae,10000,
4185,Cladoniaceae,10000,
4186,Hyocrinidae,10000,
4187,Remipedia,10000,
4188,Ardenticatenaceae,10000,
4189,Claroideoglomeraceae,10000,
4190,Austrophasmatidae,10000,
4191,Aphelenchidae,10000,
4192,VHS-B4-70,10000,
4193,Clostridiales Dethiosulfatibacter,10000,
4194,Halymeniaceae,10000,
