,Species,read count,relative error
6979,Odontochlamys alpestris,1000,
6980,Lutzomyia longipalpis,1000,
6981,Oedogoniomyces sp. CR84,1000,
6982,Oedogonium rugulosum,1000,
6983,Pseudochrobactrum sp. IR7  ,1000,
6984,Dickeya chrysanthemi   ,1000,
6985,Dichanthelium oligosanthes,1000,
6986,bacterium YC-LK-LKJ15   ,1000,
6987,bacterium WB3   ,1000,
6988,bacterium TC8  ,1000,
6989,bacterium SNISO_C6   ,1000,
6990,Musculus cupreus  ,1000,
6991,bacterium RFB D04  ,1000,
6992,Mychonastes sp. LBMa-1,1000,
6993,Mycobacteriaceae bacterium KVD-unk-22  ,1000,
6994,Oocystis sp. KMMCC 251,1000,
6995,Mycobacterium celatum  ,1000,
6996,Oncerometopus sp. WCW-2003b,1000,
6997,Omoglymmius hamatus,1000,
6998,Ommatius sp. D035,1000,
6999,Drosera adelae,1000,
7000,Rhodopseudomonas harwoodiae   ,1000,
7001,bacterium P2-20-7   ,1000,
7002,bacterium PA4   ,1000,
7003,bacterium R60   ,1000,
7004,Didymodactylos carnosus,1000,
7005,Rhodoplanes sp. Wai3R3  ,1000,
7006,Rhodopirellula sp. SM44  ,1000,
7007,Mycobacterium neoaurum   ,1000,
7008,Opisthocystis goettei  ,1000,
7009,Orbinia bioreti  ,1000,
7010,Pseudo-nitzschia sabit,1000,
7011,Pseudoalteromonadaceae bacterium AS4  ,1000,
7012,Pseudoalteromonas sp. 114Z-24  ,1000,
7013,Pseudoalteromonas sp. 2019  ,1000,
7014,Pseudoalteromonas sp. 8050  ,1000,
7015,Pseudoalteromonas sp. AS1  ,1000,
7016,Dinenympha sp. Rc52  ,1000,
7017,Pseudaphelenchus sp. NKTW63,1000,
7018,Pseudo-nitzschia cf. cuspidata,1000,
7019,Madapolystoma sp. DNA-Mi19 ,1000,
7020,Macrothrips papuensis,1000,
7021,Ophiostoma novo-ulmi,1000,
7022,Ophryoglena catenula,1000,
7023,Diachasma alloeum,1000,
7024,Dictyostelium clavatum,1000,
7025,Diatrypasimilis australiensis  ,1000,
7026,bacterium enrichment culture clone BW2RDX,1000,
7027,bacterium enrichment culture clone EB39.2,1000,
7028,bacterium enrichment culture clone LQ-6,1000,
7029,bacterium enrichment culture clone LQ-C,1000,
7030,bacterium enrichment culture clone auto12_4W,1000,
7031,bacterium ii1327   ,1000,
7032,bacterium str. 47077  ,1000,
7033,Macrolabrum sp. KK-2011,1000,
7034,Dicyrtomina saundersi  ,1000,
7035,bacterium YT0325   ,1000,
7036,bacterium endosymbiont of Strebla diphyllae,1000,
7037,bacterium endosymbiont of Trichobius cf.,1000,
7038,bacterium enrichment culture,1000,
7039,Magnoteuthis magna,1000,
7040,Devescovina sp. WIO-2007  ,1000,
7041,Maehrenthalia agilis  ,1000,
7042,Dhysores cf. thoreyi DRM-2008,1000,
7043,Oridorsalis umbonatus,1000,
7044,Orius minutus,1000,
7045,Ornithobacterium rhinotracheale   ,1000,
7046,Orthotylus pallens  ,1000,
7047,Provortex balticus  ,1000,
7048,Psalteriomonas magna,1000,
7049,Psammosa atlantica,1000,
7050,Maeotias marginata  ,1000,
7051,Doenitzius peniculus  ,1000,
7052,Dokdonella ginsengisoli   ,1000,
7053,Dolerocypria mukaishimensis,1000,
7054,Sinuolinea phyllopteryxa  ,1000,
7055,Dolichomastix tenuilepis,1000,
7056,Dolichospermum circinale   ,1000,
7057,Sinorhizobium sp. CCBAU 83638 ,1000,
7058,bacterium ODP-193-27   ,1000,
7059,Donax trunculus (truncated wedgeshell),1000,
7060,bacterium KR 1979/21_170  ,1000,
7061,Sinophysis grandis,1000,
7062,Sinistrostrombidium cupiformum,1000,
7063,Discocoris drakei,1000,
7064,Makinoella tosaensis,1000,
7065,Moraxella sp. feline oral taxon,1000,
7066,Disolenia zanguebarica,1000,
7067,Doliolum nationalis  ,1000,
7068,Lytocarpia sp. LL-2009 ,1000,
7069,bacterium ASP36   ,1000,
7070,bacterium Ah4   ,1000,
7071,bacterium BTEP20   ,1000,
7072,bacterium CYCU-0210   ,1000,
7073,bacterium CYCU-0215   ,1000,
7074,Lysinibacillus sp. COPE42  ,1000,
7075,Ditylenchus halictus,1000,
7076,bacterium DD2   ,1000,
7077,bacterium DD3   ,1000,
7078,bacterium DEN D7  ,1000,
7079,bacterium E1-164   ,1000,
7080,bacterium EBAD21   ,1000,
7081,bacterium EFRP610   ,1000,
7082,Ditylenchus destructor,1000,
7083,Ditylenchus drepanocercus,1000,
7084,Siphonosphaera abyssi,1000,
7085,bacterium NLAE-zl-G499   ,1000,
7086,bacterium NLAE-zl-G5   ,1000,
7087,bacterium NLAE-zl-H174   ,1000,
7088,bacterium NLAE-zl-H355   ,1000,
7089,bacterium NLAE-zl-H73   ,1000,
7090,bacterium NLAE-zl-P105   ,1000,
7091,Diophrys japonica,1000,
7092,Dispira parvispora,1000,
7093,Diplocoelus sp. UPOL 002159,1000,
7094,Diploneis subovalis,1000,
7095,Diplopeltula sp. DiPeSp1,1000,
7096,Diplopsalopsis bomba,1000,
7097,Diploschistes,1000,
7098,bacterium NLAE-zl-P116   ,1000,
7099,bacterium NLAE-zl-P343   ,1000,
7100,bacterium NLAE-zl-P347   ,1000,
7101,Diopisthoporus longitubus,1000,
7102,Moorella mulderi   ,1000,
7103,Distromium decumbens,1000,
7104,Ditangium cerasi,1000,
7105,Ditylenchus brevicauda,1000,
7106,bacterium NLAE-zl-C244  ,1000,
7107,bacterium NLAE-zl-C336   ,1000,
7108,Rhopilema esculentum,1000,
7109,bacterium NLAE-zl-G48   ,1000,
7110,bacterium NLAE-zl-C438   ,1000,
7111,bacterium NLAE-zl-C516   ,1000,
7112,bacterium NLAE-zl-C602   ,1000,
7113,bacterium NLAE-zl-G149   ,1000,
7114,bacterium NLAE-zl-G167   ,1000,
7115,bacterium NLAE-zl-G25   ,1000,
7116,bacterium NLAE-zl-G290   ,1000,
7117,Rhodosorus marinus,1000,
7118,bacterium NLAE-zl-C411   ,1000,
7119,Flavobacteriaceae bacterium CZ1127  ,1000,
7120,Flavitalea sp. AQ6-291  ,1000,
7121,Tumidella tumida,1000,
7122,Tubulipora flabellaris,1000,
7123,Tubakiella galerita,1000,
7124,Trypanosomatidae sp. GMO-05,1000,
7125,Trypanosomatidae sp. G09,1000,
7126,Trypanosoma vivax,1000,
7127,Trypanosoma sp. pseudobagri,1000,
7128,Trypanosoma sp. ex Esox lucius,1000,
7129,Flavobacterium sp. B3_1  ,1000,
7130,Flavobacterium sp. ARS150-11  ,1000,
7131,Rhodoferax ferrireducens   ,1000,
7132,Flavobacterium sp. 1028  ,1000,
7133,Flavobacterium saccharophilum   ,1000,
7134,Wolbachia endosymbiont of Tuberolachnus salignus,1000,
7135,Linguatula serrata,1000,
7136,Trioxys cirsii,1000,
7137,Flavobacterium sp. EP241  ,1000,
7138,Flavobacterium sp. GENT6  ,1000,
7139,Flavobacterium sp. KOPRI 25178 ,1000,
7140,Limulus polyphemus (Atlantic horseshoe,1000,
7141,Flavobacterium sp. R30-29  ,1000,
7142,Muscodor vitigenus,1000,
7143,Flavobacterium sp. WB4.1-56  ,1000,
7144,Flavobacterium sp. WB4.3-66  ,1000,
7145,Trogium pulsatorium,1000,
7146,Trypanosoma chelodinae,1000,
7147,Trypanosoma cruzi,1000,
7148,Trypanosoma sp. 610,1000,
7149,Trypanosoma sp. 910,1000,
7150,Flavobacterium aquatile   ,1000,
7151,Flavobacterium sp. Va-sym  ,1000,
7152,Pseudomonas sp. B8(2014),1000,
7153,Pseudomonas sp. BAM591  ,1000,
7154,Pseudomonas sp. BM1  ,1000,
7155,Pseudomonas sp. BSw21402  ,1000,
7156,Pseudomonas sp. Egypt-1  ,1000,
7157,Pseudomonas sp. H-121  ,1000,
7158,Notospermus sp. MCZ IZ,1000,
7159,Flavobacteriaceae bacterium KHS1  ,1000,
7160,Novistrombidium apsheronicum,1000,
7161,Rhodococcus sp. JH  ,1000,
7162,Nucleocercomonas sp. HFCC 919 ,1000,
7163,Nudifila producta   ,1000,
7164,Firmicutes oral clone FM046,1000,
7165,Fischerella sp. IAM M-263,1000,
7166,Rhodococcus sp. G2-9  ,1000,
7167,Flabellina sp. VV-2003,1000,
7168,Notothixos leiophyllus,1000,
7169,Flavobacteriaceae bacterium TJD809  ,1000,
7170,Rhodococcus sp. TN101  ,1000,
7171,Flavobacteriaceae bacterium enrichment culture clone,1000,
7172,Rhodococcus sp. R-43119  ,1000,
7173,Flavobacteriales endosymbiont of Chionaspis,1000,
7174,Flavobacteriales endosymbiont of Parlatoria,1000,
7175,Flavobacteriales endosymbiont of Pinnaspis,1000,
7176,Pseudomonas sp. Anaero3  ,1000,
7177,Turbanella sp. JP-2011,1000,
7178,Rhodococcus sp. KKDK-9  ,1000,
7179,Tuxedo sp. WCW-2003a ,1000,
7180,Tylenchida cf. Helionema sp.,1000,
7181,Tylenchorhynchus teeni,1000,
7182,Ulianinia mollissima,1000,
7183,Ulkenia aff. visurgensis BAFCcult 3540,1000,
7184,Filisoma rizalinum,1000,
7185,Tunicothrix brachysticha,1000,
7186,Trichinella britovi  ,1000,
7187,Triactinomyxon ignotum  ,1000,
7188,Sphenophorus brunnipennis,1000,
7189,Treponema sp. canine oral,1000,
7190,Fructobacillus ficulneus   ,1000,
7191,Frontonia tchibisovae,1000,
7192,Frankliniella sp. KY-2004,1000,
7193,Fragilariophyceae sp. TN-2014,1000,
7194,Leptothrips sp. TH99,1000,
7195,Trentepohlia cf. annulata TreFl83,1000,
7196,Leptotrichia-like sp. oral clone BB002,1000,
7197,Lethal wilt oil palm phytoplasma,1000,
7198,Letharia columbiana,1000,
7199,Trebouxiophyceae sp. CCAP 211/53,1000,
7200,Trametes sp. CPCC 1400023,1000,
7201,Trigonostomum setigerum  ,1000,
7202,Toxorhynchites rutilus,1000,
7203,Tracheleuglypha dentata,1000,
7204,Trachelomonas bernardinensis,1000,
7205,Trachelomonas hispida,1000,
7206,Sphingobacterium sp. Bac_CS_30  ,1000,
7207,Trachelomonas sp. Jakeun081409A,1000,
7208,Trachelomonas sp. Pungcheon093006C,1000,
7209,Leucoagaricus sp. SymC.cos,1000,
7210,Fuligo sp. BX-2002,1000,
7211,Funaria hygrometrica,1000,
7212,Fusarium oxysporum,1000,
7213,Fusarium verticillioides,1000,
7214,Fusobacterium nucleatum subsp. animalis ,1000,
7215,Sphingobacterium sp. 62  ,1000,
7216,Leuconostoc carnosum,1000,
7217,Trachelomonas zorensis,1000,
7218,Trachelomonas sp. Yeonhwaji091109F,1000,
7219,Trichoderma viride,1000,
7220,Sphaerozoum punctatum,1000,
7221,Trichodina hypsilepis,1000,
7222,Sphaeromyxa kenti  ,1000,
7223,Trichodina sp. FT-2011c,1000,
7224,Trichodorus primitivus  ,1000,
7225,Flavobacterium sp. YO19  ,1000,
7226,Trichinella nativa,1000,
7227,Fluviicola sp. YS 1.2.4 ,1000,
7228,Fomitiporia mediterranea,1000,
7229,Fonsecaea monophora,1000,
7230,Trichophaea woolhopeia,1000,
7231,Trichormus fertilissimus,1000,
7232,Trichuris suis (pig whipworm),1000,
7233,Sphaeromopsis amathitis,1000,
7234,Trieres sp. TN-2014,1000,
7235,Sphaeromyxa balbianii  ,1000,
7236,Trichinella nelsoni,1000,
7237,Trichinella sp. T8 ,1000,
7238,Trichobius corynorhini,1000,
7239,Trichocera saltator,1000,
7240,Nutomonas longa,1000,
7241,Nyctotheroides deslierresae,1000,
7242,Nyctotherus ovalis,1000,
7243,Trichoderma reesei,1000,
7244,Pseudomonas sp. ISTDF  ,1000,
7245,Sphaerularia bombi,1000,
7246,Pseudomonas sp. L25  ,1000,
7247,Pseudomonas sp. NP15b  ,1000,
7248,Pseudomonas sp. NT 2-02 ,1000,
7249,Pseudomonas sp. QLX20  ,1000,
7250,Pseudomonas sp. SLI  ,1000,
7251,Trichoceridae sp. BV-2014,1000,
7252,Pseudomonas sp. HB02  ,1000,
7253,Epipogium aphyllum,1000,
7254,Escherichia sp. 4B  ,1000,
7255,Erwinia tracheiphila   ,1000,
7256,Sphaerodorum flavum  ,1000,
7257,Vibrionaceae bacterium VTS1  ,1000,
7258,Vibrionaceae bacterium TUN6  ,1000,
7259,Vibrionaceae bacterium PaD2.04b  ,1000,
7260,Vibrionaceae bacterium GAS5  ,1000,
7261,Vibrionaceae bacterium DS7  ,1000,
7262,Vibrio zhuhaiensis   ,1000,
7263,Vibrio sp. LS10  ,1000,
7264,Eucheilota sp. JRH-2014 ,1000,
7265,Eubacterium sp. cL-10-1-3  ,1000,
7266,Euastacus eungella,1000,
7267,Euastacus balanensis,1000,
7268,Flatbergium sp. BlS-2016,1000,
7269,Ochrobactrum sp. MVSV6  ,1000,
7270,Pseudomonas mosselii   ,1000,
7271,Pseudomonas reactans   ,1000,
7272,Pseudomonas rhizosphaerae   ,1000,
7273,Pseudomonas sabulinigri   ,1000,
7274,Pseudomonas sp. 1001  ,1000,
7275,Pseudomonas sp. 3040  ,1000,
7276,Vibrio sp. GAS7  ,1000,
7277,Pseudomonas sp. 85B  ,1000,
7278,Eudiagogus rosenschoeldi,1000,
7279,Eudistoma gilboviride  ,1000,
7280,Euglena longa,1000,
7281,Euglena schmitzii,1000,
7282,Euglena sociabilis,1000,
7283,Vibrio sp. CSMCRI-1031  ,1000,
7284,Vibrio sp. ED121  ,1000,
7285,Pseudomonas sp. 7070  ,1000,
7286,Ochrobactrum sp. p38(2011),1000,
7287,Ochrolechia szatalaensis,1000,
7288,Epicyliosoma sp. GG-2001 ,1000,
7289,Weissella salipiscis   ,1000,
7290,Liparochrus sculptilis,1000,
7291,Weissella viridescens   ,1000,
7292,Sorites sp. P27_1382x,1000,
7293,Spathula agelaea,1000,
7294,Sorites sp. FII74_1334x,1000,
7295,Wickerhamomyces sp. SN-2013,1000,
7296,Wilbertia typica,1000,
7297,Winogradskyella multivorans   ,1000,
7298,Winogradskyella sp. KLE1078  ,1000,
7299,Winogradskyella sp. MOLA 326 ,1000,
7300,Withiidae sp. JA-2011 ,1000,
7301,Loxosporopsis corallifera,1000,
7302,Wickerhamiella infanticola,1000,
7303,Litorimonas sp. HME8110  ,1000,
7304,Virgibacillus marismortui   ,1000,
7305,Virgibacillus sp. A14  ,1000,
7306,Virgisporangium ochraceum   ,1000,
7307,Weeksella sp. FF8  ,1000,
7308,Ephelota sp. OOS-2003,1000,
7309,Epiactis japonica  ,1000,
7310,Ochrobactrum sp. enrichment culture clone,1000,
7311,Oedogonium undulatum,1000,
7312,Oigolaimella sp. RGD884,1000,
7313,Pseudomonadales bacterium S5A  ,1000,
7314,Litorimicrobium taeanense   ,1000,
7315,Lipoptena cervi,1000,
7316,Pseudomonas indica   ,1000,
7317,Ochrobactrum sp. X-4  ,1000,
7318,Ochrobactrum sp. c279  ,1000,
7319,Epichloe brachyelytri,1000,
7320,Exiguobacterium profundum  ,1000,
7321,Exiguobacterium sp. A2 ,1000,
7322,Exiguobacterium sp. K01-16 ,1000,
7323,Exochomus nigropictus,1000,
7324,Exophiala jeanselmei,1000,
7325,Exophiala mansonii,1000,
7326,Vahinius sp. New Caledonia-RJH-2004,1000,
7327,Ochrobactrum grignonense   ,1000,
7328,Vallisneria natans,1000,
7329,Vannella sp. ASL3  ,1000,
7330,Vannella sp. strain 4362V/II ,1000,
7331,Varicosporium elodeae,1000,
7332,Mycoplasma insons   ,1000,
7333,Eurhynchus laevior,1000,
7334,Euricania ocella,1000,
7335,Mycoplasma fastidiosum   ,1000,
7336,Valgoperuvia paradoxa  ,1000,
7337,Ulkenia sp. EMRG503  ,1000,
7338,Uncinocarpus reesii,1000,
7339,Unicauda caudatus  ,1000,
7340,Urastoma cyprinae  ,1000,
7341,Fahrenholzia reducta  ,1000,
7342,Falcicyclidium fangi,1000,
7343,Falcomonas daucoides,1000,
7344,Exiguobacterium aurantiacum  ,1000,
7345,Filenchus andrassyi,1000,
7346,Filifactor alocis   ,1000,
7347,Ureibacillus sp. S22-47  ,1000,
7348,Urocentrum turbo,1000,
7349,Uroglenopsis americana,1000,
7350,Uromyces appendiculatus,1000,
7351,Urosporidium parasite of Stictodora lari,1000,
7352,Ustilentyloma fluitans,1000,
7353,Felimida krohni,1000,
7354,Licmophora remulus,1000,
7355,Eulimnichus sp. IR-2002,1000,
7356,Euphilomedes sordida,1000,
7357,Euphronia guianensis,1000,
7358,Vespertiliibacter genomosp. 1  ,1000,
7359,Vibrio aestuarianus   ,1000,
7360,Vibrio campbellii   ,1000,
7361,Euryarchaeota archaeon SCGC AAA286-E23,1000,
7362,Eucocconeis laevis,1000,
7363,Eucomonympha sp. HsL4,1000,
7364,Euconnus sp. TJH-2004,1000,
7365,Ochromonas danica,1000,
7366,Ochthebius exsculptus,1000,
7367,Libnetis sp. UPOL 001002,1000,
7368,Obelia bidentata  ,1000,
7369,Oceanrickettsia ariakensis   ,1000,
7370,Vibrio natriegens   ,1000,
7371,Euteratocephalus palustris,1000,
7372,Eutrema salsugineum,1000,
7373,Eutreptia viridis,1000,
7374,Euplotes balteatus,1000,
7375,Mycoplasma corogypsi   ,1000,
7376,Euplotes cristatus,1000,
7377,Euplotes nobilii,1000,
7378,Euglenaria clavata,1000,
7379,Euplotes sp. aAcq1,1000,
7380,Euprymna scolopes  ,1000,
7381,Variovorax sp. THG-SQL3  ,1000,
7382,Mycobacterium sp. VIMS L30 ,1000,
7383,Verrucomicrobium sp. KLE1210  ,1000,
7384,Euglena sp. MI32,1000,
7385,Euglenaformis proxima,1000,
7386,Euglenaria anabaena,1000,
7387,Euplotes sp. EdPoA02,1000,
7388,Phaseoleae environmental sample,10000,0.027331167114250262
7389,Hastigerina pelagica,10000,0.049144414840452094
7390,Remanella sp. 2 WS-2012 ,10000,0.07951193475948962
7391,Poduridae environmental sample ,10000,0.036057953140748694
7392,uncultured bacterium,10000,0.05879379811944233
7393,Reticulamoeba minor,10000,0.06019149947985085
7394,uncultured bacterium   ,10000,0.14000219015040088
7395,Burmannia sp. Dessein 1021,10000,0.08075380911108569
7396,Sarcocystis sp.,10000,0.07159165632889564
7397,Cymbella cymbiformis,10000,0.043986578429378295
7398,Solanum pennellii,10000,0.09383497598091992
7399,uncultured proteobacterium   ,10000,0.06029520856489679
7400,uncultured organism,10000,0.0344421879097742
7401,Embryophyta,10000,0.07368029349571809
7402,Globigerinoides ruber,10000,0.10174996195300912
7403,Globorotalia truncatulinoides,10000,0.06272066064756873
7404,uncultured eukaryote ,10000,0.05649200308233607
7405,Dendrodoa grossularia  ,10000,0.13834811331883515
7406,Bothrioplana semperi,10000,0.18471137863865725
7407,Lepidodasys sp. NP-2005,10000,0.17351489291412547
7408,Alteromonas stellipolaris,10000,0.03195246521872093
7409,Melosira varians,10000,0.15546370964533734
7410,uncultured bacterium ,10000,0.2506412711148299
7411,Cuscuta gronovii,10000,0.08101886282831915
7412,Gnetum africanum,10000,0.11899009574326479
7413,Anticomidae sp. Cr38 ,10000,0.12303137303140625
7414,marine metagenome,10000,0.17659473261815223
7415,Meloidoderita salina,10000,0.1877736695712985
7416,Chlamydomonas sp. NIES-3905,10000,0.19658171127450866
7417,Oleibacter marinus   ,10000,0.30811801125664556
7418,Neptunomonas sp. MA_3  ,10000,0.2921502828578236
7419,uncultured eukaryote,10000,0.26253624483949684
7420,Dokdonia eikasta   ,10000,0.13340804736067308
7421,Lutimonas saemankumensis   ,10000,0.2227105745132
7422,uncultured marine eukaryote,10000,0.48210713054105264
7423,Plasmodium vivax,10000,0.20600551353041666
7424,Polaribacter sp. Hel_I_88 ,10000,0.0642824346533211
7425,uncultured Flavobacteriales bacterium  ,10000,0.3527963278302107
7426,Araucaria luxurians,10000,0.21660061208035714
7427,Arthurdendyus testaceus,10000,0.1919445607498196
7428,Serinthea sp.,10000,0.14430345703641304
7429,uncultured dinoflagellate,10000,0.1692915000611111
7430,Trichodorus sparsus  ,10000,0.14809107422140308
7431,uncultured Bacteroidetes bacterium  ,10000,
7432,marine metagenome ,10000,0.7993381004717391
7433,Octadecabacter sp. LPB0143  ,10000,
7434,Convoluta niphoni,10000,0.19308278532084905
7435,marine bacterium IVA010  ,10000,0.09448119427829711
7436,uncultured Pseudoalteromonas sp.  ,10000,0.2359323261021875
7437,Piskurozyma taiwanensis,10000,0.21222092527322578
7438,unidentified    ,10000,0.306186217847875
7439,uncultured stramenopile,10000,0.3303998082985593
7440,uncultured Micrococcineae bacterium ,10000,0.2606585284974831
7441,Oxystomina sp. TCR68 ,10000,
7442,Yamadazyma sp. 14Y124,10000,0.31426968052733334
7443,Erythrobacter sp. REDSEA-S41_B1  ,10000,0.07105898933871854
7444,uncultured Rickettsia sp.  ,10000,0.2591307784315909
7445,Eutreptiella pomquetensis,10000,0.3303998082985593
7446,Chaetoceros calcitrans,10000,0.33159901071138553
7447,uncultured archaeon   ,10000,0.34467615654772726
7448,Halovibrio sp. HB29  ,10000,0.3779644730091429
7449,uncultured archaeon,10000,0.3095051201653061
7450,Klebsormidium crenulatum,10000,0.24162732971441508
7451,Pentapharsodinium tyrrhenicum,10000,0.23030565563177777
7452,uncultured marine bacterium,10000,0.21902908640016855
7453,Candida albicans,10000,0.11198853296124589
7454,uncultured eukaryote   ,10000,0.33840090062219513
7455,uncultured ciliate,10000,0.3912303982179503
7456,Sulfitobacter sp. DFL-23  ,10000,0.1813094310734359
7457,uncultured Streptomyces sp.  ,10000,
7458,Neurospora crassa,10000,
7459,Cosmarium protractum,10000,
7460,uncultured organism   ,10000,0.8485281374238
7461,Streptococcus caballi   ,10000,0.16661708562526828
7462,Xylariaceae sp.,10000,0.2802225681238322
7463,Glaciecola sp. ANT9183b  ,10000,0.21650635094610543
7464,Oceanococcus atlanticus   ,10000,0.34019881809075864
7465,Candidatus Collierbacteria bacterium GW2011_GWA2_42_17,10000,0.19999999999989998
7466,uncultured Gammaproteobacteria bacterium,10000,0.2920044871206579
7467,Telamona unicolor,10000,0.05656854249492226
7468,uncultured Novosphingobium sp.  ,10000,0.20203050891044225
7469,uncultured marine bacterium  ,10000,
7470,uncultured Methanomassiliicoccales archaeon,10000,0.5555555555554446
7471,Cymbella cistula,10000,
7472,Ctenophora dorsalis,10000,0.2828427124746189
7473,Verrucaria hochstetteri,10000,0.07401656182502249
7474,uncultured bacterium  ,10000,
7475,uncultured Chytridiomycota,10000,0.10825317547306154
7476,Dimeregramma sp. SZCZP43,10000,
7477,Eutreptiella gymnastica,10000,0.27325202042544
7478,uncultured Actinomycetales bacterium,10000,
7479,uncultured Hartmannellidae,10000,0.5656854249491999
7480,Loktanella sp. PAMC 27126 ,10000,
7481,Sorites sp. 1368,10000,0.6599663291073333
7482,uncultured marine,10000,0.6599663291073333
7483,Archigregarinorida,10000,0.26490647141289786
7484,Echinococcus multilocularis  ,10000,0.4269562819148806
7485,uncultured crenarchaeote,10000,0.23999999999999996
7486,Pseudorhodobacter ferrugineus,10000,0.15745916432441626
7487,Globorotalia hirsuta,10000,0.2695632761737376
7488,uncultured rumen bacterium ,10000,
7489,Brunetorhynchus microstylis  ,10000,0.0
7490,Ulnaria acus,10000,0.0
7491,uncultured gamma,10000,0.44410790795705224
7492,Meloidogyne incognita,10000,
7493,Polaribacter gangjinensis  ,10000,
7494,uncultured planctomycete   ,10000,0.37216146378235493
7495,wallaby gut metagenome  ,10000,0.28284271247459997
7496,Ramicandelaber sp. KYK00187,10000,
7497,uncultured marine microorganism  ,10000,
7498,Haptophyta environmental samples,10000,
7499,Loxodes vorax,10000,
7500,uncultured gamma proteobacterium ,10000,
7501,Sinorsillus piliferus,10000,
7502,unidentified archaeon   ,10000,0.521730772378353
7503,Methylobacterium sp. MNW 60 ,10000,0.0
7504,uncultured marine bacterium ,10000,0.3263569759321539
7505,Endogone pisiformis,10000,
7506,marine bacterium IIA005  ,10000,
7507,Nolandia orientalis,10000,0.4714045207908889
7508,uncultured Flavobacterium sp.  ,10000,
7509,Lewinella cohaerens,10000,
7510,Cryomorphaceae bacterium,10000,
7511,Placus salinus,10000,
7512,uncultured Tubiluchidae sp. ,10000,
7513,Vibrio sp. hMe-34  ,10000,
7514,Cryptomonas curvata,10000,
7515,uncultured delta proteobacterium  ,10000,
7516,Jatropha curcas,10000,
7517,unidentified,10000,
7518,Algoriphagus yeomjeoni   ,10000,0.17320508075690513
7519,uncultured Peredibacter,10000,
7520,Glaciecola sp.,10000,
7521,Borya septentrionalis,10000,
7522,uncultured Pseudomonadota bacterium,10000,
7523,Conidiobolus osmodes  ,10000,
7524,Diplonema sp. ATCC 50225,10000,0.11764705882352942
7525,Trypanosoma binneyi,10000,0.4165977904503485
7526,Nothoceros giganteus,10000,0.34815531191139565
7527,Aliiglaciecola litoralis   ,10000,
7528,Euglena viridis,10000,
7529,Sphaeroeca volvox,10000,
7530,Bernardetia litoralis,10000,
7531,Actinopterygii,10000,
7532,uncultured fungus,10000,
7533,uncultured Kozakia sp.  ,10000,0.20203050891044225
7534,Sphingomonas paucimobilis   ,10000,
7535,Desulfotalea sp. NA22,10000,0.33333333333333337
7536,Marivirga sericea,10000,
7537,uncultured marine alveolate,10000,
7538,uncultured marine picoeukaryote,10000,0.35355339059333835
7539,Paralia sol,10000,
7540,Carchesium polypinum,10000,
7541,uncultured Bacteroidetes bacterium,10000,
7542,Procryptobia sorokini,10000,0.1285648693066683
7543,Protoperidinium thorianum,10000,
7544,Rictus lutensis,10000,
7545,Knema latericia,10000,0.4330127018922333
7546,uncultured Alphaproteobacteria bacterium,10000,
7547,Ectothiorhodospira sp. C2T-PN-L2  ,10000,
7548,Dokdonia pacifica   ,10000,
7549,uncultured planctomycete ,10000,0.247435829652732
7550,Collozoum pelagicum,10000,0.2828427124746189
7551,uncultured Aspergillus,10000,
7552,Gyrodactylus superbus  ,10000,0.4330127018922333
7553,Trichinella pseudospiralis  ,10000,
7554,Tenacibaculum soleae   ,10000,
7555,uncultured Bacteroidetes/Chlorobi,10000,
7556,Hydrocleys nymphoides,10000,
7557,Marsupiomonas pelliculata,10000,
7558,uncultured Rickettsiales,10000,
7559,uncultured gamma proteobacterium  ,10000,
7560,Blackfordia virginica,10000,
7561,Cytophaga sp. MBIC04665  ,10000,
7562,uncultured Beijerinckia sp.  ,10000,
7563,Mesorhizobium sp. C-13-Coimbra  ,10000,
7564,Capsicum annuum,10000,
7565,Quercus lobata,10000,
7566,Pseudomonas monteilii   ,10000,
7567,Pelagodileptus trachelioides,10000,
7568,uncultured alpha proteobacterium  ,10000,
7569,Vibrio ichthyoenteri   ,10000,
7570,Paradiopatra fiordica  ,10000,
7571,Ephelota gigantea,10000,
7572,Nerita polita,10000,
7573,uncultured deep-sea,10000,
7574,Parauronema cf. virginianum,10000,
7575,Spionidae sp. RCV-2003 ,10000,
7576,Convoluta convoluta,10000,
7577,uncultured Actinomycetes bacterium,10000,
7578,Leeuwenhoekiella sp.,10000,
7579,Karlodinium veneficum ,10000,
7580,Bacillus cereus   ,10000,
7581,uncultured alveolate   ,10000,
7582,alpha proteobacterium,10000,
7583,Amphifilidae sp. H-1,10000,
7584,Acinetobacter johnsonii   ,10000,
7585,Hydra vulgaris  ,10000,
7586,uncultured Treponema sp.,10000,
7587,Chlorophyta symbiont,10000,
7588,hydrothermal vent metagenome,10000,
7589,uncultured Pseudonocardiaceae bacterium,10000,
7590,Oithona davisae,10000,
7591,Trizocheles spinosus,10000,
7592,Sphingomonas sp. OSG-47  ,10000,
7593,Niastella vici   ,10000,
7594,Kupea martinetugei,10000,
7595,uncultured sediment,10000,
7596,Pythium insidiosum,10000,
7597,Amphinome rostrata  ,10000,
7598,uncultured Bacteroidetes,10000,
7599,uncultured cyanobacterium,10000,
7600,uncultured Flavobacteriaceae bacterium  ,10000,
7601,Schistonchus guangzhouensis,10000,
7602,uncultured Marinomonas sp.  ,10000,
