,phylum,read count,relative error,type
964,Candidatus Gottesmanbacteria,10000000,0.1438063701956333,Kaiju
965,Blastocladiomycota,10000000,0.0607770663743621,Kaiju
966,Candidatus Hydrothermae,10000000,0.1360827634879543,Kaiju
967,Candidatus Wolfebacteria,10000000,0.1230777798691838,Kaiju
968,Candidatus Delongbacteria,10000000,0.1117452133915404,Kaiju
969,Candidatus Doudnabacteria,10000000,0.0539395553665542,Kaiju
970,Candidatus Glassbacteria,10000000,0.174757281553398,Kaiju
971,Candidatus Harrisonbacteria,10000000,0.1530931089239486,Kaiju
972,Fornicata,10000000,0.0466898758887124,Kaiju
973,Candidatus Wallbacteria,10000000,0.178302077266209,Kaiju
974,Cercozoa,10000000,0.0815192728808867,Kaiju
975,Candidatus Andersenbacteria,10000000,0.1951800145897066,Kaiju
976,Candidatus Abyssubacteria,10000000,0.090048322673955,Kaiju
977,Candidatus Mcinerneyibacteriota,10000000,0.1242054638298132,Kaiju
978,Candidatus Firestonebacteria,10000000,0.1395348837209302,Kaiju
979,Candidatus Staskawiczbacteria,10000000,0.2347262634065101,Kaiju
980,Candidatus Altiarchaeota,10000000,0.1559023911155809,Kaiju
981,Candidatus Abawacabacteria,10000000,0.1176470588235294,Kaiju
982,Candidatus Fischerbacteria,10000000,0.0816496580927726,Kaiju
983,Candidatus Kerfeldbacteria,10000000,0.0798924278864629,Kaiju
984,Candidatus Komeilibacteria,10000000,0.1751615515548649,Kaiju
985,Candidatus Nealsonbacteria,10000000,0.1970982917874084,Kaiju
986,candidate division LCP-89,10000000,0.1772151898734177,Kaiju
987,Dictyoglomi,10000000,0.2449489742783178,Kaiju
988,Picozoa,10000000,0.2041241452319314,Kaiju
989,Candidatus Adlerbacteria,10000000,0.2664693550105965,Kaiju
990,Candidatus Azambacteria,10000000,0.3149183286488867,Kaiju
991,Candidatus Fraserbacteria,10000000,0.3157894736842105,Kaiju
993,Candidatus Spechtbacteria,10000000,0.3849001794597504,Kaiju
994,Candidatus Sungbacteria,10000000,0.0606060606060606,Kaiju
995,Candidatus Vogelbacteria,10000000,0.2015636016329133,Kaiju
996,Candidatus Wildermuthbacteria,10000000,0.2608202654786505,Kaiju
997,Candidatus Odinarchaeota,10000000,0.2721655269759086,Kaiju
998,Coprothermobacterota,10000000,0.1665090622184935,Kaiju
999,Candidatus Taylorbacteria,10000000,0.0329914439536928,Kaiju
1000,Abditibacteriota,10000000,0.1015446829007869,Kaiju
1001,candidate division CPR1,10000000,0.2945929562327194,Kaiju
1002,Candidatus Microgenomates,10000000,0.3529411764705882,Kaiju
1003,Candidatus Yonathbacteria,10000000,0.0606060606060606,Kaiju
1004,Candidatus Kuenenbacteria,10000000,0.1531883372410141,Kaiju
1005,Candidatus Tagabacteria,10000000,0.3535533905932737,Kaiju
1006,Candidatus Wirthbacteria,10000000,0.2732520204255893,Kaiju
1007,candidate division CPR3,10000000,0.4255231590028169,Kaiju
1008,Candidatus Curtissbacteria,10000000,0.3149183286488867,Kaiju
1009,Candidatus Jorgensenbacteria,10000000,0.1235389816459791,Kaiju
1010,Candidatus Edwardsbacteria,10000000,0.2309401076758503,Kaiju
1011,Candidatus Woykebacteria,10000000,0.1443375672974064,Kaiju
1012,Nanoarchaeota,10000000,0.1935483870967742,Kaiju
1013,Candidatus Diapherotrites,10000000,0.1665090622184935,Kaiju
1014,Candidatus Beckwithbacteria,10000000,0.2347262634065101,Kaiju
1016,Candidatus Colwellbacteria,10000000,0.2732520204255892,Kaiju
1017,Candidatus Collierbacteria,10000000,0.4575657233497424,Kaiju
1018,Candidatus Niyogibacteria,10000000,0.6454972243679028,Kaiju
1019,Candidatus Shapirobacteria,10000000,0.4118729394751475,Kaiju
1020,Candidatus Eremiobacteraeota,10000000,0.2721655269759086,Kaiju
1021,Candidatus Nanohaloarchaeota,10000000,0.2960719386380686,Kaiju
1022,Candidatus Chisholmbacteria,10000000,0.4,Kaiju
1023,Candidatus Gribaldobacteria,10000000,0.5471012044321932,Kaiju
1024,Candidatus Parvarchaeota,10000000,0.4,Kaiju
1030,Abditibacteriota,1000,0.8856773122343596,CZID-nr
1031,Acanthocephala,1000,0.5058623194142714,CZID-nr
1032,Acidobacteriota,1000,0.2826520755282156,CZID-nr
1033,Actinomycetota,1000,0.1456367351124506,CZID-nr
1034,Annelida,1000,1.122929925393788,CZID-nr
1035,Apicomplexa,1000,0.2359422491083318,CZID-nr
1036,Aquificota,1000,0.2074589554308912,CZID-nr
1037,Armatimonadota,1000,0.7727694569473017,CZID-nr
1038,Arthropoda,1000,0.1626598660198804,CZID-nr
1039,Artverviricota,1000,1.808887638894128,CZID-nr
1040,Ascomycota,1000,0.6111249316547522,CZID-nr
1041,Atribacterota,1000,1.0257631045288682,CZID-nr
1042,Bacillariophyta,1000,0.1932076888025288,CZID-nr
1043,Bacillota,1000,0.3434953427117204,CZID-nr
1044,Bacteroidota,1000,0.0503267647421208,CZID-nr
1045,Balneolota,1000,0.498521415535575,CZID-nr
1046,Basidiomycota,1000,0.4864750104100318,CZID-nr
1047,Bdellovibrionota,1000,0.422806899035989,CZID-nr
1048,Blastocladiomycota,1000,2.9657065988390108,CZID-nr
1049,Brachiopoda,1000,0.3865877359133403,CZID-nr
1050,Bryozoa,1000,3.163416808409292,CZID-nr
1051,Caldisericota,1000,0.6585410797836196,CZID-nr
1052,Calditrichota,1000,1.5605519696314456,CZID-nr
1053,Campylobacterota,1000,0.7454203998427625,CZID-nr
1054,Candidatus Abawacaibacteriota,1000,1.405687737488156,CZID-nr
1055,Candidatus Absconditibacteriota,1000,0.7022973593129961,CZID-nr
1056,Candidatus Adlerbacteria,1000,0.5649723182898533,CZID-nr
1057,Candidatus Aenigmatarchaeota,1000,0.4242264573036551,CZID-nr
1058,Candidatus Aerophobetes,1000,3.4631623146491264,CZID-nr
1059,Candidatus Altarchaeota,1000,0.4393055201027572,CZID-nr
1060,Candidatus Amesbacteria,1000,1.9465857574819585,CZID-nr
1061,Candidatus Aminicenantota,1000,0.6801774312318603,CZID-nr
1062,Candidatus Anderseniibacteriota,1000,0.7037962511213431,CZID-nr
1063,Candidatus Auribacterota,1000,0.658913528937654,CZID-nr
1064,Candidatus Azambacteria,1000,0.3971846347331554,CZID-nr
1065,Candidatus Bathyarchaeota,1000,1.9636638272359452,CZID-nr
1066,Candidatus Beckwithbacteria,1000,2.387244922902049,CZID-nr
1067,Candidatus Berkelbacteria,1000,0.3387317926721626,CZID-nr
1068,Candidatus Binatota,1000,0.3039212443012286,CZID-nr
1069,Candidatus Bipolaricaulota,1000,0.31018518168562,CZID-nr
1070,Candidatus Blackallbacteria,1000,1.2608042925959877,CZID-nr
1071,Candidatus Blackburniibacteriota,1000,0.3391880751474932,CZID-nr
1072,Candidatus Borrarchaeota,1000,0.4000773744110953,CZID-nr
1074,Candidatus Brockarchaeota,1000,0.3898744616768789,CZID-nr
1075,Candidatus Buchananiibacteriota,1000,1.5016343965441108,CZID-nr
1076,Candidatus Calescamantes,1000,0.7433157947440026,CZID-nr
1077,Candidatus Campbellbacteria,1000,1.943105391054327,CZID-nr
1078,Candidatus Cerribacteria,1000,0.4714678032902863,CZID-nr
1079,Candidatus Chisholmiibacteriota,1000,0.5058071891659409,CZID-nr
1080,Candidatus Cloacimonadota,1000,0.2637410003496973,CZID-nr
1081,Candidatus Coatesiibacteriota,1000,2.081315666678845,CZID-nr
1082,Candidatus Collierbacteria,1000,0.6504339144451691,CZID-nr
1083,Candidatus Colwelliibacteriota,1000,1.6404693788096425,CZID-nr
1085,Candidatus Culexarchaeota,1000,1.432994297844447,CZID-nr
1086,Candidatus Curtissbacteria,1000,0.6357071152046277,CZID-nr
1087,Candidatus Daviesbacteria,1000,2.166104111442528,CZID-nr
1088,Candidatus Deferrimicrobiota,1000,0.0024278441257946,CZID-nr
1089,Candidatus Delongiibacteriota,1000,0.9281480586954453,CZID-nr
1090,Candidatus Desantisbacteria,1000,0.8088963706896081,CZID-nr
1091,Candidatus Dormiibacterota,1000,0.469277899088601,CZID-nr
1092,Candidatus Doudnaibacteriota,1000,0.8849547200001275,CZID-nr
1093,Candidatus Edwardsiibacteriota,1000,0.5297866393677934,CZID-nr
1094,Candidatus Eiseniibacteriota,1000,2.3343686865337423,CZID-nr
1095,Candidatus Electryoneota,1000,1.5684755955760104,CZID-nr
1096,Candidatus Elulimicrobiota,1000,0.65041047938959,CZID-nr
1097,Candidatus Falkowbacteria,1000,1.0700750782174129,CZID-nr
1098,Candidatus Fermentibacterota,1000,0.642082744495461,CZID-nr
1099,Candidatus Fervidibacterota,1000,0.529783974540735,CZID-nr
1100,Candidatus Firestoneibacteriota,1000,1.3312708451015105,CZID-nr
1101,Candidatus Fischeribacteriota,1000,1.229262409133554,CZID-nr
1102,Candidatus Fraseribacteriota,1000,0.8848328489405622,CZID-nr
1103,Candidatus Geothermarchaeota,1000,0.2315114951855042,CZID-nr
1104,Candidatus Gerdarchaeota,1000,0.2653511418666153,CZID-nr
1105,Candidatus Giovannonibacteria,1000,0.967301674068094,CZID-nr
1106,Candidatus Glassiibacteriota,1000,0.3835713951216137,CZID-nr
1107,Candidatus Goldiibacteriota,1000,1.6826544011745423,CZID-nr
1108,Candidatus Gottesmanbacteria,1000,0.6617514839657758,CZID-nr
1109,Candidatus Gracilibacteria,1000,0.3285012382279992,CZID-nr
1110,Candidatus Gribaldobacteria,1000,1.288692662937486,CZID-nr
1111,Candidatus Hadarchaeota,1000,1.687671397031342,CZID-nr
1112,Candidatus Handelsmaniibacteriota,1000,0.3600986330761178,CZID-nr
1113,Candidatus Harrisoniibacteriota,1000,0.5740304996057952,CZID-nr
1114,Candidatus Heimdallarchaeota,1000,2.577939371352609,CZID-nr
1115,Candidatus Helarchaeota,1000,1.8549537804012064,CZID-nr
1116,Candidatus Hinthialibacterota,1000,0.5951633864161893,CZID-nr
1117,Candidatus Hydrogenedentota,1000,0.3837359462462077,CZID-nr
1119,Candidatus Hydrothermota,1000,1.045612670384425,CZID-nr
1120,Candidatus Iainarchaeota,1000,1.89516239335328,CZID-nr
1121,Candidatus Jacksoniibacteriota,1000,0.6301648717707712,CZID-nr
1122,Candidatus Jorgensenbacteria,1000,0.3484838193303335,CZID-nr
1123,Candidatus Kaiserbacteria,1000,0.3067938565824586,CZID-nr
1124,Candidatus Kapaibacteriota,1000,0.6173263237239293,CZID-nr
1125,Candidatus Kerfeldiibacteriota,1000,0.5443021635737887,CZID-nr
1126,Candidatus Komeiliibacteriota,1000,1.7829678008830745,CZID-nr
1127,Candidatus Krumholzibacteriota,1000,0.3314623469131292,CZID-nr
1128,Candidatus Kryptoniota,1000,0.3683960710586839,CZID-nr
1129,Candidatus Kuenenbacteria,1000,0.7370209350187703,CZID-nr
1130,Candidatus Latescibacterota,1000,0.2620061083672317,CZID-nr
1131,Candidatus Levyibacteriota,1000,1.654960705495676,CZID-nr
1132,Candidatus Lindowiibacteriota,1000,1.1818018691058685,CZID-nr
1133,Candidatus Liptoniibacteriota,1000,0.5904824837620377,CZID-nr
1134,Candidatus Lithacetigenota,1000,1.445674852446214,CZID-nr
1135,Candidatus Lloydiibacteriota,1000,0.5938381795230946,CZID-nr
1136,Candidatus Magasanikiibacteriota,1000,3.029679935210993,CZID-nr
1137,Candidatus Margulisiibacteriota,1000,2.2655312292612857,CZID-nr
1138,Candidatus Marsarchaeota,1000,0.6752445716322374,CZID-nr
1139,Candidatus Mcinerneyibacteriota,1000,0.6625851154527583,CZID-nr
1140,Candidatus Melainabacteria,1000,0.4635718715344447,CZID-nr
1141,Candidatus Methanomethylicota,1000,1.255074725495957,CZID-nr
1142,Candidatus Methylomirabilota,1000,0.3912288357437151,CZID-nr
1143,Candidatus Micrarchaeota,1000,1.789950854734341,CZID-nr
1144,Candidatus Microgenomates,1000,0.6597914741399825,CZID-nr
1145,Candidatus Moduliflexota,1000,0.6477646962309789,CZID-nr
1146,Candidatus Moraniibacteriota,1000,0.4620690223858969,CZID-nr
1147,Candidatus Muiribacteriota,1000,0.5474249918500701,CZID-nr
1148,Candidatus Nanohalarchaeota,1000,0.2645536408778955,CZID-nr
1149,Candidatus Nealsoniibacteriota,1000,0.3678122637928402,CZID-nr
1151,Candidatus Niyogiibacteriota,1000,0.690835267981386,CZID-nr
1152,Candidatus Nomurabacteria,1000,0.3126762759483061,CZID-nr
1153,Candidatus Odinarchaeota,1000,1.3314818474494514,CZID-nr
1154,Candidatus Omnitrophota,1000,1.2652803329113391,CZID-nr
1155,Candidatus Paceibacterota,1000,0.7142501643358022,CZID-nr
1156,Candidatus Parcubacteria,1000,0.6635570945593829,CZID-nr
1157,Candidatus Parvarchaeota,1000,0.6934399714866654,CZID-nr
1158,Candidatus Peregrinibacteria,1000,1.825816613611094,CZID-nr
1159,Candidatus Poribacteria,1000,0.345560589960138,CZID-nr
1160,Candidatus Portnoyibacteriota,1000,0.965606866728148,CZID-nr
1161,Candidatus Pyropristinus,1000,0.8591682153706437,CZID-nr
1162,Candidatus Ratteibacteria,1000,0.4154002419441998,CZID-nr
1163,Candidatus Raymondiibacteriota,1000,0.6985074110421697,CZID-nr
1164,Candidatus Rifleibacteriota,1000,0.952499455459892,CZID-nr
1165,Candidatus Roizmanbacteria,1000,0.5299912329127555,CZID-nr
1166,Candidatus Rokuibacteriota,1000,1.1646056854817326,CZID-nr
1167,Candidatus Ryaniibacteriota,1000,0.5270666454549269,CZID-nr
1168,Candidatus Saccharibacteria,1000,1.1952127023863328,CZID-nr
1169,Candidatus Schekmaniibacteriota,1000,1.0471925464134713,CZID-nr
1170,Candidatus Shapirobacteria,1000,0.6750366633640468,CZID-nr
1172,Candidatus Staskawicziibacteriota,1000,0.8498372895085904,CZID-nr
1173,Candidatus Sumerlaeota,1000,0.981559372127155,CZID-nr
1174,Candidatus Sungiibacteriota,1000,2.763037401350188,CZID-nr
1175,Candidatus Sysuimicrobiota,1000,1.2357286168990522,CZID-nr
1176,Candidatus Tagaibacteriota,1000,1.5241873032835098,CZID-nr
1177,Candidatus Tayloriibacteriota,1000,0.5317000105268099,CZID-nr
1178,Candidatus Tectimicrobiota,1000,1.1428723266806329,CZID-nr
1179,Candidatus Terryibacteriota,1000,0.5054157602758239,CZID-nr
1180,Candidatus Tharpellota,1000,0.5374170802871835,CZID-nr
1181,Candidatus Thorarchaeota,1000,2.390125619852026,CZID-nr
1182,Candidatus Uhrbacteria,1000,0.3026781610588511,CZID-nr
1183,Candidatus Undinarchaeota,1000,0.0007466116886153,CZID-nr
1184,Candidatus Vogeliibacteriota,1000,0.3796103391834993,CZID-nr
1185,Candidatus Walliibacteriota,1000,0.8455192817648086,CZID-nr
1186,Candidatus Wildermuthiibacteriota,1000,1.183033716343855,CZID-nr
1188,Candidatus Woesearchaeota,1000,0.6244479270854675,CZID-nr
1189,Candidatus Woesebacteria,1000,0.4146437084834757,CZID-nr
1190,Candidatus Wolfebacteria,1000,0.5172821652844887,CZID-nr
1191,Candidatus Woykeibacteriota,1000,1.3645474837222076,CZID-nr
1192,Candidatus Yanofskyibacteriota,1000,2.036649251343999,CZID-nr
1193,Candidatus Yonathiibacteriota,1000,0.9591765150620086,CZID-nr
1194,Candidatus Zambryskiibacteriota,1000,0.4062262564577535,CZID-nr
1195,Candidatus Zixiibacteriota,1000,0.9757919942811248,CZID-nr
1196,Cercozoa,1000,1.4064213693902623,CZID-nr
1197,Chaetognatha,1000,0.1900773774486752,CZID-nr
1198,Chlamydiota,1000,0.5298213004696495,CZID-nr
1199,Chlorobiota,1000,0.7991497657415443,CZID-nr
1200,Chloroflexota,1000,0.2195685805709021,CZID-nr
1201,Chlorophyta,1000,0.2400549433539755,CZID-nr
1202,Chrysiogenota,1000,0.5016365667139951,CZID-nr
1203,Chytridiomycota,1000,0.9274043913377372,CZID-nr
1204,Ciliophora,1000,0.1850432752073792,CZID-nr
1205,Cnidaria,1000,0.7075089696854784,CZID-nr
1206,Coprothermobacterota,1000,0.8004842878039357,CZID-nr
1208,Cressdnaviricota,1000,0.5483908507799502,CZID-nr
1209,Cryptomycota,1000,1.2250394775783335,CZID-nr
1210,Ctenophora,1000,0.3360888147795013,CZID-nr
1211,Cyanobacteriota,1000,0.3041007043725299,CZID-nr
1212,Deferribacterota,1000,0.8151222421218413,CZID-nr
1213,Deinococcota,1000,0.4751569861770228,CZID-nr
1214,Dictyoglomota,1000,0.5123234254416638,CZID-nr
1215,Discosea,1000,0.629387874641063,CZID-nr
1216,Duplornaviricota,1000,0.2032128354830039,CZID-nr
1217,Elusimicrobiota,1000,0.5633363603190417,CZID-nr
1218,Endomyxa,1000,0.3808679146655401,CZID-nr
1220,Euglenozoa,1000,0.5239789234731299,CZID-nr
1221,Evosea,1000,0.5211597183136345,CZID-nr
1222,Fibrobacterota,1000,0.2617288252639366,CZID-nr
1223,Fidelibacterota,1000,0.510356045217396,CZID-nr
1224,Foraminifera,1000,0.6048568839478219,CZID-nr
1225,Fornicata,1000,1.174904691390373,CZID-nr
1226,Fusobacteriota,1000,0.2547321978081676,CZID-nr
1228,Gemmatimonadota,1000,0.5498718175417735,CZID-nr
1229,Gnathostomulida,1000,0.4334413491041936,CZID-nr
1230,Haptophyta,1000,0.1799436334833557,CZID-nr
1231,Heterolobosea,1000,0.5982500980560244,CZID-nr
1232,Hofneiviricota,1000,0.8447632383137517,CZID-nr
1233,Ignavibacteriota,1000,0.2765745428406089,CZID-nr
1234,Kiritimatiellota,1000,0.5887151386639154,CZID-nr
1235,Lentisphaerota,1000,0.4035209998295069,CZID-nr
1236,Methanobacteriota,1000,0.2156423130879053,CZID-nr
1237,Microsporidia,1000,0.4480590906350566,CZID-nr
1238,Mollusca,1000,0.3398450506139272,CZID-nr
1239,Mucoromycota,1000,0.2798844671788144,CZID-nr
1240,Mycoplasmatota,1000,0.6839004488699929,CZID-nr
1241,Myxococcota,1000,0.1648260170324462,CZID-nr
1242,Nanobdellota,1000,0.5816634202130558,CZID-nr
1243,Nebulidia,1000,0.5464256583832348,CZID-nr
1245,Nematoda,1000,0.3409202936465482,CZID-nr
1248,Nitrososphaerota,1000,0.2853737835339461,CZID-nr
1249,Nitrospinota,1000,0.5307841510908222,CZID-nr
1250,Nitrospirota,1000,0.3975056888904459,CZID-nr
1251,Nucleocytoviricota,1000,0.5334990580630077,CZID-nr
1252,Olpidiomycota,1000,1.0923462724631712,CZID-nr
1254,Oomycota,1000,0.4315441636947705,CZID-nr
1255,Orthonectida,1000,2.3594071974792503,CZID-nr
1256,Parabasalia,1000,0.8363055800307029,CZID-nr
1257,Peploviricota,1000,1.4324126486578077,CZID-nr
1258,Perkinsozoa,1000,1.342971236099635,CZID-nr
1259,Phixviricota,1000,0.4899358694227478,CZID-nr
1260,Phoronida,1000,1.0711028635665043,CZID-nr
1261,Picozoa,1000,1.0874094158566934,CZID-nr
1262,Pisuviricota,1000,0.4917501492140381,CZID-nr
1263,Placozoa,1000,0.4191714429091921,CZID-nr
1264,Planctomycetota,1000,0.10262220379155,CZID-nr
1265,Platyhelminthes,1000,0.3009083950749646,CZID-nr
1266,Porifera,1000,0.5294663881524155,CZID-nr
1267,Prasinodermophyta,1000,0.2645536408778955,CZID-nr
1268,Preaxostyla,1000,0.2860200816955754,CZID-nr
1269,Preplasmiviricota,1000,1.042402977085224,CZID-nr
1270,Priapulida,1000,1.3820394482792455,CZID-nr
1271,Promethearchaeota,1000,0.3622255699219514,CZID-nr
1272,Pseudomonadota,1000,0.0203968257895005,CZID-nr
1273,Rhodophyta,1000,0.7936658890224012,CZID-nr
1274,Rhodothermota,1000,0.289405858385966,CZID-nr
1275,Rotifera,1000,0.4108701570942344,CZID-nr
1276,Spirochaetota,1000,0.4459939436384062,CZID-nr
1277,Streptophyta,1000,0.3481442922902122,CZID-nr
1278,Synergistota,1000,0.6300892600298015,CZID-nr
1279,Tardigrada,1000,0.2833572411785823,CZID-nr
1280,Thermodesulfobacteriota,1000,0.164660334946709,CZID-nr
1281,Thermodesulfobiota,1000,0.231464123684884,CZID-nr
1282,Thermomicrobiota,1000,0.2115727913025691,CZID-nr
1283,Thermoplasmatota,1000,0.8173852017117258,CZID-nr
1284,Thermoproteota,1000,0.3432319059905911,CZID-nr
1285,Thermosulfidibacterota,1000,0.8352183547632674,CZID-nr
1286,Thermotogota,1000,0.3769290013156466,CZID-nr
1287,Tubulinea,1000,0.5634957674315861,CZID-nr
1288,Uroviricota,1000,0.2981273867593899,CZID-nr
1289,Verrucomicrobiota,1000,0.1268988968719834,CZID-nr
1290,Vulcanimicrobiota,1000,0.4109775572205347,CZID-nr
1291,Xenacoelomorpha,1000,1.545946730498191,CZID-nr
1292,Zoopagomycota,1000,1.6228415222332333,CZID-nr
1293,candidate division CPR1,1000,0.8516980536511329,CZID-nr
1295,candidate division CPR3,1000,0.2649573601315947,CZID-nr
1296,candidate division CSSED10-310,1000,2.5063566086294697,CZID-nr
1297,candidate division FCPU426,1000,1.500685640775251,CZID-nr
1298,candidate division KD3-62,1000,1.1237018716599942,CZID-nr
1299,candidate division LCP-89,1000,1.3705975179410754,CZID-nr
1300,candidate division WOR-3,1000,1.2194655824944618,CZID-nr
1301,candidate division WWE3,1000,1.4834308145434556,CZID-nr
1302,Abditibacteriota,10000,0.8856773122343596,CZID-nr
1303,Acanthocephala,10000,0.5058623194142713,CZID-nr
1304,Acidobacteriota,10000,0.107971286130347,CZID-nr
1305,Actinomycetota,10000,0.0538572019857505,CZID-nr
1306,Annelida,10000,0.3254878221659487,CZID-nr
1307,Apicomplexa,10000,0.2359422491083318,CZID-nr
1308,Aquificota,10000,0.2074589554308912,CZID-nr
1309,Armatimonadota,10000,0.5535788433830229,CZID-nr
1310,Arthropoda,10000,0.1289842130762318,CZID-nr
1311,Artverviricota,10000,1.808887638894128,CZID-nr
1312,Ascomycota,10000,0.1540073067655485,CZID-nr
1313,Atribacterota,10000,1.0257631045288682,CZID-nr
1314,Bacillariophyta,10000,0.1871765590998212,CZID-nr
1315,Bacillota,10000,0.1669698425920017,CZID-nr
1316,Bacteroidota,10000,0.021553504618539,CZID-nr
1317,Balneolota,10000,0.2618275206873275,CZID-nr
1318,Basidiomycota,10000,0.41301262689919,CZID-nr
1319,Bdellovibrionota,10000,0.1869471706003852,CZID-nr
1320,Blastocladiomycota,10000,0.3642571389606849,CZID-nr
1321,Brachiopoda,10000,0.3865877359133404,CZID-nr
1322,Bryozoa,10000,0.6991563072385278,CZID-nr
1323,Caldisericota,10000,0.6585410797836195,CZID-nr
1324,Calditrichota,10000,0.235183576363209,CZID-nr
1325,Campylobacterota,10000,0.2167519385229185,CZID-nr
1326,Candidatus Abawacaibacteriota,10000,1.4056877374881562,CZID-nr
1327,Candidatus Absconditibacteriota,10000,0.702297359312996,CZID-nr
1328,Candidatus Adlerbacteria,10000,0.5649723182898533,CZID-nr
1329,Candidatus Aenigmatarchaeota,10000,0.4242264573036551,CZID-nr
1330,Candidatus Aerophobetes,10000,0.2941669896020353,CZID-nr
1331,Candidatus Altarchaeota,10000,0.4393055201027573,CZID-nr
1332,Candidatus Amesbacteria,10000,1.9465857574819585,CZID-nr
1333,Candidatus Aminicenantota,10000,0.6801774312318601,CZID-nr
1334,Candidatus Anderseniibacteriota,10000,0.7037962511213434,CZID-nr
1335,Candidatus Auribacterota,10000,0.658913528937654,CZID-nr
1336,Candidatus Azambacteria,10000,0.3971846347331554,CZID-nr
1337,Candidatus Bathyarchaeota,10000,0.3391242363367262,CZID-nr
1338,Candidatus Beckwithbacteria,10000,2.387244922902049,CZID-nr
1339,Candidatus Berkelbacteria,10000,0.3387317926721627,CZID-nr
1340,Candidatus Binatota,10000,0.3039212443012286,CZID-nr
1341,Candidatus Bipolaricaulota,10000,0.31018518168562,CZID-nr
1342,Candidatus Blackallbacteria,10000,1.2608042925959877,CZID-nr
1343,Candidatus Blackburniibacteriota,10000,0.3391880751474932,CZID-nr
1344,Candidatus Borrarchaeota,10000,0.4000773744110953,CZID-nr
1346,Candidatus Brockarchaeota,10000,0.3898744616768789,CZID-nr
1347,Candidatus Buchananiibacteriota,10000,1.5016343965441108,CZID-nr
1348,Candidatus Calescamantes,10000,0.7433157947440026,CZID-nr
1349,Candidatus Campbellbacteria,10000,1.9431053910543263,CZID-nr
1350,Candidatus Cerribacteria,10000,0.4714678032902863,CZID-nr
1351,Candidatus Chisholmiibacteriota,10000,0.5058071891659409,CZID-nr
1352,Candidatus Cloacimonadota,10000,0.2637410003496973,CZID-nr
1353,Candidatus Coatesiibacteriota,10000,2.081315666678845,CZID-nr
1354,Candidatus Collierbacteria,10000,0.6504339144451691,CZID-nr
1355,Candidatus Colwelliibacteriota,10000,1.6404693788096425,CZID-nr
1357,Candidatus Culexarchaeota,10000,1.432994297844447,CZID-nr
1358,Candidatus Curtissbacteria,10000,0.6357071152046277,CZID-nr
1359,Candidatus Daviesbacteria,10000,2.1661041114425283,CZID-nr
1360,Candidatus Deferrimicrobiota,10000,0.0024278441257946,CZID-nr
1361,Candidatus Delongiibacteriota,10000,0.9281480586954453,CZID-nr
1362,Candidatus Desantisbacteria,10000,0.808896370689608,CZID-nr
1363,Candidatus Dormiibacterota,10000,0.469277899088601,CZID-nr
1364,Candidatus Doudnaibacteriota,10000,0.8849547200001276,CZID-nr
1365,Candidatus Edwardsiibacteriota,10000,0.5297866393677934,CZID-nr
1366,Candidatus Eiseniibacteriota,10000,0.728736168551267,CZID-nr
1367,Candidatus Electryoneota,10000,1.56847559557601,CZID-nr
1368,Candidatus Elulimicrobiota,10000,0.6504104793895901,CZID-nr
1369,Candidatus Falkowbacteria,10000,1.0700750782174129,CZID-nr
1370,Candidatus Fermentibacterota,10000,0.6420827444954607,CZID-nr
1371,Candidatus Fervidibacterota,10000,0.529783974540735,CZID-nr
1372,Candidatus Firestoneibacteriota,10000,1.3312708451015098,CZID-nr
1373,Candidatus Fischeribacteriota,10000,1.229262409133554,CZID-nr
1374,Candidatus Fraseribacteriota,10000,0.8848328489405622,CZID-nr
1375,Candidatus Geothermarchaeota,10000,0.2315114951855042,CZID-nr
1376,Candidatus Gerdarchaeota,10000,0.2653511418666153,CZID-nr
1377,Candidatus Giovannonibacteria,10000,0.967301674068094,CZID-nr
1378,Candidatus Glassiibacteriota,10000,0.3835713951216137,CZID-nr
1379,Candidatus Goldiibacteriota,10000,1.6826544011745428,CZID-nr
1380,Candidatus Gottesmanbacteria,10000,0.6617514839657757,CZID-nr
1381,Candidatus Gracilibacteria,10000,0.3243350187398249,CZID-nr
1382,Candidatus Gribaldobacteria,10000,1.2886926629374855,CZID-nr
1383,Candidatus Hadarchaeota,10000,1.6876713970313422,CZID-nr
1384,Candidatus Handelsmaniibacteriota,10000,0.3600986330761179,CZID-nr
1385,Candidatus Harrisoniibacteriota,10000,0.5740304996057952,CZID-nr
1386,Candidatus Heimdallarchaeota,10000,0.626820708422405,CZID-nr
1387,Candidatus Helarchaeota,10000,1.8549537804012064,CZID-nr
1388,Candidatus Hinthialibacterota,10000,0.5951633864161893,CZID-nr
1389,Candidatus Hydrogenedentota,10000,0.3837359462462076,CZID-nr
1391,Candidatus Hydrothermota,10000,1.045612670384425,CZID-nr
1392,Candidatus Iainarchaeota,10000,1.89516239335328,CZID-nr
1393,Candidatus Jacksoniibacteriota,10000,0.6301648717707711,CZID-nr
1394,Candidatus Jorgensenbacteria,10000,0.3484838193303334,CZID-nr
1395,Candidatus Kaiserbacteria,10000,0.3067938565824585,CZID-nr
1396,Candidatus Kapaibacteriota,10000,0.6173263237239293,CZID-nr
1397,Candidatus Kerfeldiibacteriota,10000,0.5443021635737887,CZID-nr
1398,Candidatus Komeiliibacteriota,10000,1.7829678008830745,CZID-nr
1399,Candidatus Krumholzibacteriota,10000,0.3314623469131292,CZID-nr
