,order,read count,relative error
903,Thermotogales,10K,
904,Fucales,10K,
905,Dasycladales,10K,
906,Kickxellales,10K,
907,Polyporales,10K,
908,Physariida,10K,
909,Batrachospermales,10K,
910,Corallinales,10K,
911,Gracilariales,10K,
912,Aquificales,10K,
913,Spizellomycetales,10K,
914,Eugregarinorida,10K,
915,Opalinata,10K,
916,Harpellales,10K,
917,Thermoanaerobacterales,10K,
918,Glycomycetales,10K,
919,Candidatus Poseidoniales,10K,
920,Capnodiales,10K,
921,Malasseziales,10K,
922,Thaumatomonadida,10K,
923,Chrysiogenales,10K,
924,Cenarchaeales,10K,
925,Desulfurellales,10K,
926,Leucosporidiales,10K,
927,Phaeocystales,10K,
928,Botryosphaeriales,10K,
929,Acanthopleuribacterales,10K,
930,Methanophagales,10K,
931,Nitriliruptorales,10K,
932,Basidiobolales,10K,
933,Natrialbales,10K,
934,Tepidisphaerales,10K,
935,Acidaminococcales,10K,
936,Chitinispirillales,10K,
937,Umbelopsidales,10K,
938,Sessilida,10K,
939,Silvanigrellales,10K,
940,Iodidimonadales,10K,
941,Olpidiales,10K,
942,Sporichthyales,10K,
943,Candidatus Acidulodesulfobacterales,10K,
944,Acanthocystida,10K,
945,Nephroselmidales,10K,
946,Mycosphaerellales,10K,
947,Nephromycida,10K,
948,Trueperales,10K,
949,Thermosediminibacterales,10K,
950,Thermodesulfovibrionales,10K,
951,Candidatus Uabimicrobiales,10K,
952,Candidatus Sulfidibacteriales,10K,
953,Plasmodiophorida,10K,
954,Eucoccidiorida,10K,
955,Pucciniales,10K,
956,Chroococcidiopsidales,10K,
957,Methanobacteriales,10K,
958,Halobacteriales,10K,
959,Endogonales,10K,
960,Perkinsida,10K,
961,Onygenales,10K,
962,Jakobida,10K,
963,Aggregatilineales,10K,
964,Porphyridiales,10K,
965,Gymnodiniales,10K,
966,Erysiphales,10K,
967,Pezizales,10K,
968,Exobasidiales,10K,
969,Gigartinales,10K,
970,Rhodogorgonales,10K,
971,Chaetothyriales,10K,
972,Pedinellales,10K,
973,Trichomonadida,10K,
974,Ostropales,10K,
975,Gonyaulacales,10K,
976,Halanaerobiales,10K,
977,Euglenales,10K,
978,Filobasidiales,10K,
979,Microstromatales,10K,
980,Thalassiophysales,10K,
981,Cyclophorales,10K,
982,Sporidiobolales,10K,
983,Nautiliales,10K,
984,Rhopalodiales,10K,
985,Victivallales,10K,
986,Coniochaetales,10K,
987,Sebacinales,10K,
988,Corticiales,10K,
989,Rhizochromulinales,10K,
990,Magnaporthales,10K,
991,Nitrososphaerales,10K,
992,Venturiales,10K,
993,Jiangellales,10K,
994,Desulfurobacteriales,10K,
995,Nakamurellales,10K,
996,Endomicrobiales,10K,
997,Cocconeidales,10K,
998,Mastigamoebida,10K,
999,Aulographales,10K,
1000,Cladosporiales,10K,
1001,Motilibacterales,10K,
1002,Methanotrichales,10K,
1003,Melosirales,10K,
1004,Lecanorales,10K,
1005,Mixiales,10K,
1006,Florenciellales,10K,
1007,Jatrophihabitantales,10K,
1008,Syntrophorhabdales,10K,
1009,Vaucheriales,10K,
1010,Dacrymycetales,10K,
1011,Ulotrichales,10K,
1012,Oedogoniales,10K,
1013,Tilletiales,10K,
1014,Colpodida,10K,
1015,Thermomicrobiales,10K,
1016,Tabellariales,10K,
1017,Dinophysiales,10K,
1018,Methanocellales,10K,
1019,Jaapiales,10K,
1020,Parmales,10K,
1021,Chthonomonadales,10K,
1022,Chitinivibrionales,10K,
1023,Kallotenuales,10K,
1024,Eggerthellales,10K,
1025,Blastocatellales,10K,
1026,Trichosporonales,10K,
1027,Candidatus Sumerlaeales,10K,
1028,Chloroflexales,10K,
1029,Glomerellales,10K,
1030,Caulochytriales,10K,
1031,Nemaliales,10K,
1032,Blastocladiales,10K,
1033,Dothideales,10K,
1034,Bicosoecida,10K,
1035,Microthamniales,10K,
1036,Microbotryales,10K,
1037,Sphaerobacterales,10K,
1038,Balbianiales,10K,
1039,Verrucariales,10K,
1040,Orbiliales,10K,
1041,Gloeobacterales,10K,
1042,Natranaerobiales,10K,
1043,Telonemida,10K,
1044,Tritrichomonadida,10K,
1045,Candidatus Geothermincolales,10K,
1046,Archaeoglobales,10K,
1047,Thermoproteales,10K,
1048,Diplomonadida,10K,
1049,Neolectales,10K,
1050,Chaetopeltidales,10K,
1051,Euglyphida,10K,
1052,Surirellales,10K,
1053,Albuginales,10K,
1054,Trechisporales,10K,
1055,Methylacidiphilales,10K,
1056,Compsopogonales,10K,
1057,Violaceomycetales,10K,
1058,Togniniales,10K,
1059,Longimicrobiales,10K,
1060,Thermoanaerobaculales,10K,
1061,Tsukubamonadida,10K,
1062,Terrimicrobiales,10K,
1063,Entomoplasmatales,10K,
1064,Paraliales,10K,
1065,Kosmotogales,10K,
1066,Myriangiales,10K,
1067,Paraglomerales,10K,
1068,Armatimonadales,10K,
1069,Acidothermales,10K,
1070,Candidatus Mcinerneyibacteriales,10K,
1071,Prorocentrales,10K,
1072,Rhodymeniales,10K,
1073,Cercomonadida,10K,
1074,Candidatus Altiarchaeales,10K,
1075,Gloeomargaritales,10K,
1076,Auriculariales,10K,
1077,Chaetophorales,10K,
1078,Erythropeltidales,10K,
1079,Hildenbrandiales,10K,
1080,Pneumocystidales,10K,
1081,Entylomatales,10K,
1082,Myzocytiopsidales,10K,
1083,Urostylida,10K,
1084,Egibacterales,10K,
1085,Candidatus Gastranaerophilales,10K,
1086,Picocystales,10K,
1087,Neobodonida,10K,
1088,Methanococcales,10K,
1089,Sulfolobales,10K,
1090,Haplosporida,10K,
1091,Ahnfeltiales,10K,
1092,Patellariales,10K,
1093,Glaucocystales,10K,
1094,Thelephorales,10K,
1095,Phallales,10K,
1096,Cystofilobasidiales,10K,
1097,Desulfurococcales,10K,
1098,Prasiolales,10K,
1099,Endogenida,10K,
1100,Dictyoglomales,10K,
1101,Chlamydodontida,10K,
1102,Chaetosphaeriales,10K,
1103,Nassellaria,10K,
1104,Himatismenida,10K,
1105,Synhymeniida,10K,
1106,Acrosymphytales,10K,
1107,Rhabdonematales,10K,
1108,Umbilicariales,10K,
1109,Gloeophyllales,10K,
1110,Mytilinidiales,10K,
1111,Actinopolysporales,10K,
1112,Microthyriales,10K,
1113,Trypetheliales,10K,
1114,Acrospermales,10K,
1115,Thermogemmatisporales,10K,
1116,Mastogloiales,10K,
1117,Methanomassiliicoccales,10K,
1118,Caliciales,10K,
1119,Monomastigales,10K,
1120,Marsupiomonadales,10K,
1121,Phaeomoniellales,10K,
1122,Goniochloridales,10K,
1123,Acanthoecida,10K,
1124,Coprothermobacterales,10K,
1125,Metopida,10K,
1126,Thermotomaculales,10K,
1127,Labyrinthulida,10K,
1128,Lineolatales,10K,
1129,Candidatus Limnocylindrales,10K,
1130,Atribacterales,10K,
1131,Candidatus Aquicultorales,10K,
1132,Sphacelariales,10K,
1133,Dimargaritales,10K,
1134,Thermococcales,10K,
1135,Microascales,10K,
1136,Limnochordales,10K,
1137,Abditibacteriales,10K,
1138,Candidatus Termititenacales,10K,
1139,Phaeothamnales,10K,
1140,Phaeotrichales,10K,
1141,Colponemida,10K,
1142,Rotaliida,10K,
1143,Hibberdiales,10K,
1144,Plocamiales,10K,
1145,Oltmansiellopsidales,10K,
1146,Diplonemea,10K,
1147,Wallemiales,10K,
1148,Gomphales,10K,
1149,Prasinococcales,10K,
1150,Dactylopodida,10K,
1151,Elusimicrobiales,10K,
1152,Rhodellales,10K,
1153,Ceraceosorales,10K,
1154,Ralfsiales,10K,
1155,Chrysanthemodiscales,10K,
1156,Thermostichales,10K,
1157,Candidatus Anstonellales,10K,
1158,Candidatus Absconditabacterales,10K,
1159,Thermoleophilales,10K,
1160,Geastrales,10K,
1161,Xylonales,10K,
1162,Malawimonadida,10K,
1163,Trentepohliales,10K,
1164,Arthoniales,10K,
1165,Ochromonadales,10K,
1166,Mischococcales,10K,
1167,Tintinnida,10K,
1168,Ignatiales,10K,
1169,Kathablepharidacea,10K,
1170,Glissomonadida,10K,
1171,Dixoniellales,10K,
1172,Palmophyllales,10K,
1173,Dolichomastigales,10K,
1174,Mesoaciditogales,10K,
1175,Candidatus Babeliales,10K,
1176,Candidatus Methanoliparales,10K,
1177,Parabodonida,10K,
1178,Amphidiniales,10K,
1179,Tepidiformales,10K,
1180,Palmariales,10K,
1181,Haptorida,10K,
1182,Bonnemaisoniales,10K,
1183,Heteronematales,10K,
1184,Rhaponeidales,10K,
1185,Geoglossales,10K,
1186,Sticholonchida,10K,
1187,Spongomonadida,10K,
1188,Cyathomonadacea,10K,
1189,Thermofilales,10K,
1190,Desmarestiales,10K,
1191,Hysterangiales,10K,
1192,Acidilobales,10K,
1193,Candidatus Tiddalikarchaeales,10K,
1194,Cladophorales,10K,
1195,Acrochaetiales,10K,
1196,Loxodida,10K,
1197,Pedinomonadales,10K,
1198,Chlorosarcinales,10K,
1199,Euamoebida,10K,
1200,Corethrales,10K,
1201,Oxyrrhinales,10K,
1202,Candidatus Nanoperiomorbales,10K,
1203,Eremomycetales,10K,
1204,Sporolithales,10K,
1205,Stichotrichida,10K,
1206,Haloplasmatales,10K,
1207,Caldisericales,10K,
1208,Candidatus Eremiobacterales,10K,
1209,Oltmannsiellopsidales,10K,
1210,Culicoidibacterales,10K,
1211,Halymeniales,10K,
1212,Protosteliida,10K,
1213,Candidatus Nanohalobiales,10K,
1214,Thoracosphaerales,10K,
1215,Gloeochaetales,10K,
1216,Methanopyrales,10K,
1217,Sorogenida,10K,
1218,Trichonymphida,10K,
1219,Pseudoamphisiellida,10K,
1220,Candidatus Fermentibacterales,10K,
1221,Lagenidiales,10K,
1222,Vestibuliferida,10K,
1223,Entodiniomorphida,10K,
1224,Sarcinochrysidales,10K,
1225,Chrysomeridales,10K,
1226,Leptomitales,10K,
1227,Balliales,10K,
1228,Arcellinida,10K,
1229,Coccolithales,10K,
1230,Cryomonadida,10K,
1231,Fervidicoccales,10K,
1232,Amylocorticiales,10K,
1233,Pinguiochrysidales,10K,
1234,Miliolida,10K,
1235,Scotinosphaerales,10K,
1236,Hapalidiales,10K,
1237,Candidatus Peribacterales,10K,
1238,Candidatus Borkfalkiales,10K,
1239,Mycoplasmoidales,10K,
1240,Conexivisphaerales,10K,
1241,Exogenida,10K,
1242,Peltigerales,10K,
1243,Striatellales,10K,
1244,Collodaria,10K,
1245,Methanonatronarchaeales,10K,
1246,Candidatus Humimicrobiales,10K,
1247,Gelidiales,10K,
1248,Asterolamprales,10K,
1249,Candidatus Saccharimonales,10K,
1250,Orphellales,10K,
1251,Tetrasporales,10K,
1252,Alteromonadales,100K,0.016813678232614798
1253,Flavobacteriales,100K,0.021957913651952925
1254,Rhodobacterales,100K,0.012194711405419244
1255,Oceanospirillales,100K,0.015736086978868642
1256,Sphingomonadales,100K,0.03724865762683371
1257,Pelagibacterales,100K,0.07133480238228551
1258,Hyphomicrobiales,100K,0.04986252638049802
1259,Vibrionales,100K,0.09002791567732542
1260,Saprospirales,100K,0.08720288082232532
1261,Burkholderiales,100K,0.03491954048292406
1262,Moraxellales,100K,0.04855319953881821
1263,Thalassiosirales,100K,0.047775306287202064
1264,Desulfobacterales,100K,0.051238190375074474
1265,Cellvibrionales,100K,0.0227804236830748
1266,Chromatiales,100K,0.0820535679132592
1267,Pirellulales,100K,0.024231486863610978
1268,Chlorellales,100K,0.10843136065960116
1269,Verrucomicrobiales,100K,0.07530250903584827
1270,Desulfuromonadales,100K,0.1725489985476907
1271,Pseudomonadales,100K,0.046022256349348735
1272,Micrococcales,100K,0.05672136406153453
1273,Gemmatimonadales,100K,0.24660748797014545
1274,Chaetocerotales,100K,0.053498964463431525
1275,Cytophagales,100K,0.018694782573866607
1276,Synechococcales,100K,0.1798310381988509
1277,Mamiellales,100K,0.07697100416654382
1278,Bacillariales,100K,0.061652486059925994
1279,Naviculales,100K,0.018997797793071695
1280,Pelagomonadales,100K,0.3333333333333333
1281,Corynebacteriales,100K,0.12499925168296504
1282,Suessiales,100K,0.11996435874217418
1283,Enterobacterales,100K,0.036695615198862996
1284,Cymbellales,100K,0.3858612300930075
1285,Sphingobacteriales,100K,0.09105391988558542
1286,Caulobacterales,100K,0.09828870230768305
1287,Ktedonobacterales,100K,0.3849001794597505
1288,Nitrospinales,100K,0.26715811196765754
1289,Ferrovales,100K,0.2857142857142857
1290,Rhodothermales,100K,0.08498691238660407
1291,Cryptosporangiales,100K,
1292,Hyphomonadales,100K,0.08566264428076911
1293,Viruses,100K,0.04676187785645947
1294,Streptomycetales,100K,0.11048543456039808
1295,Rhodospirillales,100K,0.1018493481005492
1296,Marinilabiliales,100K,0.1275110589024922
1297,Planctomycetales,100K,0.04207250638385365
1298,Bacillales,100K,0.1500086712720828
1299,Atractiellales,100K,0.4714045207910316
1300,Aeromonadales,100K,0.4571473477307809
1301,Desulfovibrionales,100K,0.18707610767386929
1302,Acidithiobacillales,100K,0.1666666666666666
1303,Triceratiales,100K,0.27794209472665127
1304,Anaerolineales,100K,0.13462486253166292
1305,Sporadotrichida,100K,0.2802221804503746
1306,Candidatus Actinomarinales,100K,0.3931639396893579
1307,Arenicellales,100K,0.10756425616417498
1308,Emcibacterales,100K,0.39491091575184667
1309,Isosphaerales,100K,0.5638320444906122
1310,Maricaulales,100K,0.24487447834749826
1311,Pseudanabaenales,100K,0.19473092328961816
1312,Rickettsiales,100K,0.04253478214760057
1313,Bangiales,100K,
1314,Nitrosomonadales,100K,0.01931985740946853
1315,Acidimicrobiales,100K,0.12576759052987316
1316,Propionibacteriales,100K,0.13788526273323173
1317,Hymenochaetales,100K,
1318,Neisseriales,100K,0.1249949272568613
1319,Campylobacterales,100K,0.24458781180443157
1320,Cyanidiales,100K,0.34641016151377546
1321,Bacteriovoracales,100K,0.24176854432381348
1322,Myxococcales,100K,0.1176877882894626
1323,Xanthomonadales,100K,0.06734208316468099
1324,Bacteroidales,100K,0.12622026262367514
1325,Chitinophagales,100K,0.23290924551442288
1326,Oscillatoriales,100K,0.2613565127772654
1327,Agaricales,100K,0.5297284633639759
1328,Nitrosopumilales,100K,0.19249280493970433
1329,Pleurocapsales,100K,0.23233645630464403
1330,Leptomyxida,100K,
1331,Thiotrichales,100K,0.07922971267390555
1332,Pseudonocardiales,100K,0.2529860314993701
1333,Pythiales,100K,0.5
1334,Nitrospirales,100K,0.1349451655700122
1335,Chlorobiales,100K,0.534291238958381
1336,Sneathiellales,100K,0.2311103411704425
1337,Puniceicoccales,100K,0.07865128504110726
1338,Methylococcales,100K,0.1684933942125295
1339,Hypocreales,100K,0.4824734316466534
1340,Helotiales,100K,0.5
1341,Chromulinales,100K,
1342,Hydrogenophilales,100K,0.6098953339214036
1343,Eubacteriales,100K,0.11747944077625681
1344,Lactobacillales,100K,0.21872244094477256
1345,Deferribacterales,100K,0.34641016151377546
1346,Rhodocyclales,100K,0.18023776105523523
1347,Thermoflexales,100K,0.4714045207910316
1348,Balneolales,100K,0.5770069148510867
1349,Licmophorales,100K,0.46770717334674267
1350,Nostocales,100K,0.24845199749997662
1351,Actinomycetales,100K,0.07999999999999999
1352,Chlamydomonadales,100K,0.35016117320774187
1353,Bdellovibrionales,100K,0.3023392744267272
1354,Kordiimonadales,100K,0.4863590637470314
1355,Pyrenomonadales,100K,0.06762006882779834
1356,Phycisphaerales,100K,0.22236635080005226
1357,Saprolegniales,100K,0.3513641844631532
1358,Euplotida,100K,0.5
1359,Sphaeropleales,100K,0.44605149670891486
1360,Eutreptiales,100K,0.2808472386685759
1361,Syndiniales,100K,0.33333333333333337
1362,Pasteurellales,100K,0.30017595085089316
1363,Eustigmatales,100K,0.4648111258522642
1364,Erysipelotrichales,100K,0.6388765649999398
1365,Nevskiales,100K,0.3545102858566886
1366,Craspedida,100K,0.6986885432532675
1367,Chroococcales,100K,0.37872211442222065
1368,Laminariales,100K,
1369,Peridiniales,100K,0.38540102570865575
1370,Taphrinales,100K,
1371,Eurotiales,100K,0.49792959773196915
1372,Bryopsidales,100K,0.2857142857142857
1373,Eupodiscales,100K,0.3104382097715547
1374,Fragilariales,100K,0.21384973069207538
1375,Oxymonadida,100K,
1376,Isochrysidales,100K,0.6011057519272295
1377,Pavlovales,100K,0.37267799624996495
1378,Rubrobacterales,100K,0.5050762722761054
1379,Bifidobacteriales,100K,0.40824829046386296
1380,Micromonosporales,100K,0.35667763444214245
1381,Streptosporangiales,100K,0.24253562503633297
1382,Pleosporales,100K,0.5873589602654912
1383,Deinococcales,100K,0.5527707983925666
1384,Legionellales,100K,0.18372443549727793
1385,Leptocylindrales,100K,0.1044534998182488
1386,Herpetosiphonales,100K,
1387,Eunotiales,100K,0.288972919311356
1388,Acidobacteriales,100K,0.3912303982179758
1389,Coscinodiscales,100K,0.49777611944403016
1390,Fibrobacterales,100K,
1391,Opitutales,100K,0.1973268532998347
1392,Cymatosirales,100K,0.7071067811865476
1393,Biddulphiales,100K,0.6741998624632421
1394,Desulfarculales,100K,0.5471012044321931
1395,Anaulales,100K,0.5454545454545454
1396,Holophagales,100K,0.43301270189221935
1397,Kineosporiales,100K,0.38030001206094344
1398,Ignavibacteriales,100K,0.45079220333321135
1399,Geodermatophilales,100K,0.47573810334685895
1400,Petrotogales,100K,
1401,Acidiferrobacterales,100K,0.5592469952052408
1402,Micropepsales,100K,
1403,Kiritimatiellales,100K,0.28837799078513765
1404,Immundisolibacterales,100K,
1405,Phototrophicales,100K,0.8660254037844386
1406,Candidatus Cryosericales,100K,
1407,Stephanodiscales,100K,0.3045873232752801
1408,Syntrophales,100K,0.7071067811865475
1409,Ectocarpales,100K,0.44605149670891475
1410,Brachyspirales,100K,0.12782749814122837
1411,Diversisporales,100K,0.6547663768585424
1412,Parachlamydiales,100K,0.15407776014853222
1413,Spirochaetales,100K,0.15407776014853222
1414,Ceramiales,100K,0.6928203230275509
1415,Tribonematales,100K,0.6162942431211802
1416,Peronosporales,100K,0.15309310892394862
1417,Saccharomycetales,100K,0.3102481300269571
1418,Sordariales,100K,0.4
1419,Hymenostomatida,100K,0.35355339059327373
1420,Chlamydiales,100K,0.4999999999999999
1421,Boletales,100K,0.4714045207910316
1422,Zoopagales,100K,
1423,Thermodesulfobacteriales,100K,0.6928203230275509
1424,Fusobacteriales,100K,0.6435846357954428
1425,Syntrophobacterales,100K,0.5747912800388858
1426,Mortierellales,100K,0.5471012044321931
1427,Parvularculales,100K,0.27741286830649564
1428,Stylonematales,100K,
1429,Hemiaulales,100K,0.816496580927726
1430,Russulales,100K,0.4714045207910316
1431,Caldilineales,100K,0.7071067811865475
1432,Cryptomonadales,100K,0.5590169943749473
1433,Candidatus Brocadiales,100K,0.7460835241445826
1434,Archaeosporales,100K,0.686978002202548
1435,Magnetococcales,100K,0.40824829046386296
1436,Ardenticatenales,100K,0.5592469952052407
1437,Leptospirales,100K,0.3431159160632973
1438,Spirulinales,100K,0.28523840334983314
1439,Calditrichales,100K,0.3912303982179758
1440,Kangiellales,100K,0.34015067152490375
1441,Rhizosoleniales,100K,0.3699112319552182
1442,Mycoplasmatales,100K,0.40824829046386296
1443,Mucorales,100K,0.6324555320336759
1444,Cantharellales,100K,0.6928203230275509
1445,Xylariales,100K,0.5728219618694799
1446,Pyramimonadales,100K,
1447,Prymnesiales,100K,0.4
1448,Methanosarcinales,100K,0.8660254037844386
1449,Cardiobacteriales,100K,0.3849001794597505
1450,Lentisphaerales,100K,0.7468943965979539
1451,Thalassionemales,100K,0.6388765649999399
1452,Solirubrobacterales,100K,0.30618621784789724
1453,Salinisphaerales,100K,0.5592469952052407
1454,Thoreales,100K,
1455,Dehalococcoidales,100K,
1456,Rhodothalassiales,100K,
1457,Oligoflexales,100K,0.5471012044321931
1458,Veillonellales,100K,0.372677996249965
1459,Trebouxiales,100K,0.6123724356957946
1460,Miltoncostaeales,100K,1.1111111111111112
1461,Gemmatales,100K,0.30291748508477206
1462,Chytridiales,100K,0.40824829046386296
1463,Ophiostomatales,100K,
1464,Ustilaginales,100K,
1465,Heterotrichida,100K,0.5471012044321931
1466,Georgefischeriales,100K,
1467,Thermales,100K,0.848528137423857
1468,Frankiales,100K,0.5454545454545454
1469,Placidida,100K,
1470,Acholeplasmatales,100K,0.631906287004296
1471,Catenulisporales,100K,0.43301270189221935
1472,Synurales,100K,
1473,Rhizophydiales,100K,0.26306682088232825
1474,Euzebyales,100K,0.6928203230275509
1475,Candidatus Nanopelagicales,100K,0.6011057519272295
1476,Capsulimonadales,100K,
1477,Eubodonida,100K,
1478,Salsipaludibacterales,100K,0.4714045207910316
1479,Methanomicrobiales,100K,0.4714045207910316
1480,Neocallimastigales,100K,0.5590169943749473
1481,Dictyochales,100K,
1482,Synergistales,100K,0.34641016151377546
1483,Chattonellales,100K,0.4750730937913075
1484,Toxariales,100K,
1485,Bacteroidetes Order II. Incertae sedis,100K,0.26306682088232825
1486,Gaiellales,100K,
1487,Haloferacales,100K,0.6546536707079772
1488,Fimbriimonadales,100K,0.43301270189221935
1489,Egicoccales,100K,
1490,Holosporales,100K,0.45079220333321135
1491,Koleobacterales,100K,
1492,Vicinamibacterales,100K,0.4
1493,Peniculida,100K,0.30618621784789724
1494,Sedimentisphaerales,100K,0.7200822998230955
1495,Selenomonadales,100K,0.34311591606329733
1496,Dictyotales,100K,
1497,Diaporthales,100K,0.8571428571428571
1498,Monoblepharidales,100K,0.4714045207910316
1499,Haemosporida,100K,0.28284271247461895
1500,Philasterida,100K,0.4999999999999999
1501,Bryobacterales,100K,0.4750730937913075
1502,Mariprofundales,100K,0.6098953339214036
1503,Bradymonadales,100K,0.35355339059327373
1504,Chthoniobacterales,100K,0.4255231590028169
1505,Acytosteliales,100K,0.21650635094610962
1506,Dictyosteliales,100K,0.4648111258522642
1507,Chloropicales,100K,0.4255231590028169
1508,Minwuiales,100K,0.43852900965351466
1509,Pelobiontida,100K,0.4255231590028169
1510,Thraustochytrida,100K,0.2478642228476387
1511,Trypanosomatida,100K,0.4648111258522642
1512,Tichowtungiales,100K,0.5773502691896256
1513,Ulvales,100K,0.4714045207910316
1514,Entomophthorales,100K,
1515,Tremellales,100K,0.2857142857142857
1516,Piroplasmida,100K,0.4999999999999999
1517,Schizosaccharomycetales,100K,0.4714045207910316
1518,Chlorodendrales,100K,0.3849001794597505
1519,Glomerales,100K,0.4255231590028169
1520,Coriobacteriales,100K,0.2857142857142857
1521,Lithodesmiales,100K,0.29880715233359845
1522,Atheliales,100K,
1523,Orbales,100K,0.26306682088232825
1524,Longamoebia,100K,0.4999999999999999
1525,Tissierellales,100K,0.34641016151377546
1526,Synchytriales,100K,0.5590169943749473
1527,Cavosteliida,100K,
1528,Thermoplasmatales,100K,
1529,Thermotogales,100K,
1530,Fucales,100K,
1531,Dasycladales,100K,
1532,Kickxellales,100K,
1533,Polyporales,100K,
1534,Physariida,100K,
1535,Batrachospermales,100K,
1536,Corallinales,100K,
1537,Gracilariales,100K,
1538,Aquificales,100K,0.8660254037844386
1539,Spizellomycetales,100K,0.7071067811865475
1540,Eugregarinorida,100K,
1541,Opalinata,100K,
1542,Harpellales,100K,0.2857142857142857
1543,Thermoanaerobacterales,100K,0.6546536707079771
1544,Glycomycetales,100K,0.5471012044321931
1545,Candidatus Poseidoniales,100K,
1546,Capnodiales,100K,
1547,Malasseziales,100K,
1548,Thaumatomonadida,100K,
1549,Chrysiogenales,100K,0.43301270189221935
1550,Cenarchaeales,100K,
1551,Desulfurellales,100K,
1552,Leucosporidiales,100K,
1553,Phaeocystales,100K,0.43301270189221935
1554,Botryosphaeriales,100K,
1555,Acanthopleuribacterales,100K,0.6928203230275509
1556,Methanophagales,100K,
1557,Nitriliruptorales,100K,0.9897433186107869
1558,Basidiobolales,100K,
1559,Natrialbales,100K,0.43301270189221935
1560,Tepidisphaerales,100K,0.3849001794597505
1561,Acidaminococcales,100K,
1562,Chitinispirillales,100K,
1563,Umbelopsidales,100K,0.39999999999999997
1564,Sessilida,100K,
1565,Silvanigrellales,100K,0.4
1566,Iodidimonadales,100K,
1567,Olpidiales,100K,
1568,Sporichthyales,100K,
1569,Candidatus Acidulodesulfobacterales,100K,
1570,Acanthocystida,100K,
1571,Nephroselmidales,100K,0.4714045207910316
1572,Mycosphaerellales,100K,
1573,Nephromycida,100K,
1574,Trueperales,100K,0.5163977794943223
1575,Thermosediminibacterales,100K,
1576,Thermodesulfovibrionales,100K,
1577,Candidatus Uabimicrobiales,100K,
1578,Candidatus Sulfidibacteriales,100K,0.4714045207910316
1579,Plasmodiophorida,100K,0.45825756949558394
1580,Eucoccidiorida,100K,0.3355481971231444
1581,Pucciniales,100K,0.7071067811865476
1582,Chroococcidiopsidales,100K,0.28284271247461895
1583,Methanobacteriales,100K,
1584,Halobacteriales,100K,
1585,Endogonales,100K,
1586,Perkinsida,100K,0.3849001794597505
1587,Onygenales,100K,0.4714045207910316
1588,Jakobida,100K,0.43301270189221935
1589,Aggregatilineales,100K,0.3849001794597505
1590,Porphyridiales,100K,
1591,Gymnodiniales,100K,0.4
1592,Erysiphales,100K,
1593,Pezizales,100K,
1594,Exobasidiales,100K,
1595,Gigartinales,100K,0.43301270189221935
1596,Rhodogorgonales,100K,
1597,Chaetothyriales,100K,0.3849001794597505
1598,Pedinellales,100K,0.6210273191490665
1599,Trichomonadida,100K,
1600,Ostropales,100K,
1601,Gonyaulacales,100K,
1602,Halanaerobiales,100K,0.4
1603,Euglenales,100K,0.43301270189221935
1604,Filobasidiales,100K,
1605,Microstromatales,100K,
1606,Thalassiophysales,100K,0.43301270189221935
1607,Cyclophorales,100K,
1608,Sporidiobolales,100K,
1609,Nautiliales,100K,
1610,Rhopalodiales,100K,0.49487165930539345
1611,Victivallales,100K,
1612,Coniochaetales,100K,
1613,Sebacinales,100K,
1614,Corticiales,100K,
1615,Rhizochromulinales,100K,
1616,Magnaporthales,100K,
1617,Nitrososphaerales,100K,0.43301270189221935
1618,Venturiales,100K,
1619,Jiangellales,100K,0.4
1620,Desulfurobacteriales,100K,
1621,Nakamurellales,100K,0.2857142857142857
1622,Endomicrobiales,100K,
1623,Cocconeidales,100K,
1624,Mastigamoebida,100K,
1625,Aulographales,100K,
1626,Cladosporiales,100K,
1627,Motilibacterales,100K,0.4
1628,Methanotrichales,100K,0.4714045207910316
1629,Melosirales,100K,0.7071067811865475
1630,Lecanorales,100K,
1631,Mixiales,100K,0.4714045207910316
1632,Florenciellales,100K,
1633,Jatrophihabitantales,100K,
1634,Syntrophorhabdales,100K,0.28284271247461895
1635,Vaucheriales,100K,0.4714045207910316
1636,Dacrymycetales,100K,
1637,Ulotrichales,100K,
1638,Oedogoniales,100K,
1639,Tilletiales,100K,
1640,Colpodida,100K,
1641,Thermomicrobiales,100K,
1642,Tabellariales,100K,
1643,Dinophysiales,100K,
1644,Methanocellales,100K,
1645,Jaapiales,100K,
1646,Parmales,100K,0.4714045207910316
1647,Chthonomonadales,100K,
1648,Chitinivibrionales,100K,
1649,Kallotenuales,100K,
1650,Eggerthellales,100K,
1651,Blastocatellales,100K,
1652,Trichosporonales,100K,
1653,Candidatus Sumerlaeales,100K,
1654,Chloroflexales,100K,0.4714045207910316
1655,Glomerellales,100K,
1656,Caulochytriales,100K,
1657,Nemaliales,100K,
1658,Blastocladiales,100K,
1659,Dothideales,100K,
1660,Bicosoecida,100K,
1661,Microthamniales,100K,
1662,Microbotryales,100K,
1663,Sphaerobacterales,100K,
1664,Balbianiales,100K,
1665,Verrucariales,100K,
1666,Orbiliales,100K,
1667,Gloeobacterales,100K,
1668,Natranaerobiales,100K,
1669,Telonemida,100K,
1670,Tritrichomonadida,100K,
1671,Candidatus Geothermincolales,100K,
1672,Archaeoglobales,100K,
1673,Thermoproteales,100K,
1674,Diplomonadida,100K,
1675,Neolectales,100K,
1676,Chaetopeltidales,100K,
1677,Euglyphida,100K,
