,class,read count,relative error,type
1551,Thermodesulfobiia,1000,0.2317648240828714,CZID-nr
1552,Thermodesulfovibrionia,1000,1.2944213263273932,CZID-nr
1553,Thermoflexia,1000,0.9910001599628672,CZID-nr
1554,Thermoleophilia,1000,0.2086951078944697,CZID-nr
1555,Thermomicrobia,1000,0.2121230292856478,CZID-nr
1556,Thermoplasmata,1000,1.5971820863283854,CZID-nr
1557,Thermoprotei,1000,0.5117198973844395,CZID-nr
1558,Thermosulfidibacteria,1000,0.8349554060722495,CZID-nr
1559,Thermotogae,1000,0.4037429893197216,CZID-nr
1560,Tichowtungiia,1000,0.8170112826734511,CZID-nr
1561,Tissierellia,1000,2.1923601478056165,CZID-nr
1562,Trebouxiophyceae,1000,0.5373618036580593,CZID-nr
1563,Trematoda,1000,0.5583089600187017,CZID-nr
1564,Tremellomycetes,1000,0.4703375117063637,CZID-nr
1565,Trigonopsidomycetes,1000,0.5784706156120586,CZID-nr
1567,Ulvophyceae,1000,0.37435060512467,CZID-nr
1568,Umbelopsidomycetes,1000,1.540659013641284,CZID-nr
1569,Uniplacotomia,1000,0.4206758558453896,CZID-nr
1570,Ustilaginomycetes,1000,1.3179485353011826,CZID-nr
1571,Vampirovibriophyceae,1000,1.2260514952074737,CZID-nr
1572,Variosea,1000,0.7100768231498421,CZID-nr
1573,Verrucomicrobiia,1000,0.1510268191219985,CZID-nr
1574,Vicinamibacteria,1000,0.4997478003745377,CZID-nr
1575,Vulcanimicrobiia,1000,0.2752332935349287,CZID-nr
1576,Wallemiomycetes,1000,0.534057389056704,CZID-nr
1577,Xanthophyceae,1000,0.4371869199357774,CZID-nr
1578,Xylobotryomycetes,1000,0.8297877397088309,CZID-nr
1579,Xylonomycetes,1000,0.4403773135561379,CZID-nr
1580,Zetaproteobacteria,1000,0.5361063767763711,CZID-nr
1581,Zoopagomycetes,1000,0.5224408342796911,CZID-nr
1582,Zygnemophyceae,1000,0.8726725552913203,CZID-nr
1583,Abditibacteriia,10000,0.3255955477565006,CZID-nr
1584,Acantharea,10000,0.6753491847384718,CZID-nr
1585,Acidimicrobiia,10000,0.1303321159091144,CZID-nr
1586,Acidithiobacillia,10000,0.6180667404996192,CZID-nr
1587,Aconoidasida,10000,0.2866365595823152,CZID-nr
1588,Actinomycetes,10000,0.0528280638393428,CZID-nr
1590,Agaricomycetes,10000,0.5925248341453783,CZID-nr
1592,Alphaproteobacteria,10000,0.0284935334681841,CZID-nr
1593,Anaerolineae,10000,0.1416239629905543,CZID-nr
1596,Anthozoa,10000,0.269678356831953,CZID-nr
1597,Aphelidea,10000,0.3515350864559092,CZID-nr
1598,Aquificia,10000,0.2466377708477955,CZID-nr
1599,Arachnida,10000,0.4419774969634194,CZID-nr
1600,Archaeoglobi,10000,0.335936696435603,CZID-nr
1601,Ardenticatenia,10000,0.4093370811465058,CZID-nr
1602,Arfiviricetes,10000,0.5988469441412163,CZID-nr
1603,Armatimonadia,10000,1.887692844065584,CZID-nr
1604,Armophorea,10000,0.7928148108567331,CZID-nr
1605,Arthoniomycetes,10000,0.7282790739015299,CZID-nr
1607,Atractiellomycetes,10000,0.644328311235677,CZID-nr
1608,Atribacteria,10000,1.2290193742520643,CZID-nr
1609,Bacillariophyceae,10000,0.290106105807863,CZID-nr
1610,Bacilli,10000,0.3165254932507792,CZID-nr
1611,Bacteriovoracia,10000,0.2246722001419729,CZID-nr
1612,Bacteroidia,10000,0.0939222572160019,CZID-nr
1613,Balneolia,10000,0.2632905083047911,CZID-nr
1614,Bangiophyceae,10000,0.818810421610651,CZID-nr
1615,Bartheletiomycetes,10000,0.001236134171833,CZID-nr
1616,Basidiobolomycetes,10000,1.756009346553221,CZID-nr
1617,Bdellovibrionia,10000,0.3003260790056309,CZID-nr
1618,Betaproteobacteria,10000,0.0764038966757983,CZID-nr
1619,Bigyra,10000,0.2785146399057487,CZID-nr
1620,Bivalvia,10000,0.4283192559921862,CZID-nr
1621,Blastocatellia,10000,0.3496916354671477,CZID-nr
1622,Blastocladiomycetes,10000,0.2891118134998234,CZID-nr
1623,Bolidophyceae,10000,0.3438836820925353,CZID-nr
1624,Branchiopoda,10000,0.4670296766494478,CZID-nr
1626,Bryopsida,10000,0.4756520080978031,CZID-nr
1627,Calcarea,10000,0.5955286250768512,CZID-nr
1628,Caldilineae,10000,0.2097814119286146,CZID-nr
1629,Caldisericia,10000,0.5967448682036138,CZID-nr
1630,Calditrichia,10000,0.3531332829734949,CZID-nr
1631,Candelariomycetes,10000,0.4325856611738653,CZID-nr
1632,Candidatus Abyssobacteria,10000,0.6798938641026337,CZID-nr
1633,Candidatus Altiarchaeia,10000,0.3567283133135886,CZID-nr
1634,Candidatus Aminicenantia,10000,2.4998282949681694,CZID-nr
1635,Candidatus Aquicultoria,10000,0.2039964740711909,CZID-nr
1636,Candidatus Asgardarchaeia (ex Tamarit et al. 2024),10000,1.0848079034270008,CZID-nr
1637,Candidatus Auribacteria,10000,0.7404203562812264,CZID-nr
1638,Candidatus Babeliae,10000,0.7667206554652773,CZID-nr
1639,Candidatus Bathyarchaeia,10000,0.6342189222212099,CZID-nr
1640,Candidatus Binatia,10000,0.2765555759130269,CZID-nr
1641,Candidatus Bipolaricaulia,10000,0.6764294192395288,CZID-nr
1642,Candidatus Borrarchaeia,10000,0.4000732805333799,CZID-nr
1643,Candidatus Brocadiia,10000,0.3157293626403087,CZID-nr
1644,Candidatus Cloacimonadia,10000,0.3934026626335122,CZID-nr
1646,Candidatus Culexarchaeia,10000,1.433830317742347,CZID-nr
1647,Candidatus Dadabacteria,10000,0.3320624882790642,CZID-nr
1648,Candidatus Deferrimicrobia,10000,0.0013348803063406,CZID-nr
1649,Candidatus Desulfofervidia,10000,0.4924099158865139,CZID-nr
1650,Candidatus Dormibacteria,10000,1.2375029428590398,CZID-nr
1651,Candidatus Elulimicrobia,10000,0.6498395622093549,CZID-nr
1652,Candidatus Entotheonellia,10000,0.7041579454162394,CZID-nr
1653,Candidatus Fermentibacteria (class),10000,1.9705277341545144,CZID-nr
1654,Candidatus Fermentithermobacillia,10000,1.3201504735379752,CZID-nr
1655,Candidatus Geothermincolia,10000,0.6955720442743457,CZID-nr
1656,Candidatus Hadarchaeia,10000,1.689261224982766,CZID-nr
1657,Candidatus Hydrogenedentia,10000,1.5908889384515623,CZID-nr
1658,Candidatus Izimaplasma,10000,1.7985560942005512,CZID-nr
1659,Candidatus Jordarchaeia,10000,0.4878750357239343,CZID-nr
1660,Candidatus Korarchaeia,10000,0.5204717837563574,CZID-nr
1661,Candidatus Krumholzibacteriia,10000,0.3891351725637039,CZID-nr
1662,Candidatus Lambdaproteobacteria,10000,2.054060913414275,CZID-nr
1663,Candidatus Limnocylindria,10000,0.4399775078528135,CZID-nr
1664,Candidatus Marinamargulisbacteria,10000,1.1926654872239737,CZID-nr
1665,Candidatus Mcinerneyibacteria,10000,0.6633393108142324,CZID-nr
1666,Candidatus Methanofastidiosia,10000,1.0085479015620662,CZID-nr
1667,Candidatus Methanoliparia,10000,0.4910720333269028,CZID-nr
1668,Candidatus Methanomethylicia,10000,1.5139280428146265,CZID-nr
1669,Candidatus Methylomirabilia,10000,0.3169737055681629,CZID-nr
1670,Candidatus Micrarchaeia,10000,0.533280754859558,CZID-nr
1671,Candidatus Moduliflexia,10000,0.3907987586901323,CZID-nr
1672,Candidatus Muproteobacteria,10000,0.2671301575157774,CZID-nr
1673,Candidatus Nanoarchaeia,10000,0.2646670140967446,CZID-nr
1674,Candidatus Nanohaloarchaea,10000,0.231829782540465,CZID-nr
1675,Candidatus Nanosyncoccalia,10000,0.1716306560865526,CZID-nr
1676,Candidatus Odinarchaeia,10000,0.2047489685694136,CZID-nr
1677,Candidatus Ozemobacteria,10000,0.4470500563209596,CZID-nr
1678,Candidatus Paceibacteria,10000,0.1982588962361326,CZID-nr
1679,Candidatus Peribacteria,10000,1.0863757058675585,CZID-nr
1680,Candidatus Phoenicimicrobiia,10000,0.4710775418326199,CZID-nr
1681,Candidatus Polarisedimenticolia,10000,0.5119858069391926,CZID-nr
1682,Candidatus Poseidoniia,10000,0.291219638112389,CZID-nr
1683,Candidatus Saccharimonadia,10000,1.145105859316067,CZID-nr
1684,Candidatus Sericytochromatia,10000,0.3754129133564516,CZID-nr
1685,Candidatus Sumerlaeia,10000,0.2456028722594744,CZID-nr
1686,Candidatus Tariuqbacteria,10000,1.5713552906543884,CZID-nr
1687,Candidatus Termititenacia,10000,0.2324584186550172,CZID-nr
1688,Candidatus Tharpellia,10000,0.5375690875218327,CZID-nr
1689,Candidatus Thermofonsia,10000,0.3281032353848942,CZID-nr
1690,Candidatus Uabimicrobiia,10000,0.5399871349135816,CZID-nr
1691,Candidatus Undinarchaeia,10000,0.0002878053326924,CZID-nr
1692,Candidatus Vecturitrichia,10000,0.7435917630520879,CZID-nr
1693,Caudoviricetes,10000,0.1607785542479659,CZID-nr
1694,Centroplasthelida,10000,1.3847686007717852,CZID-nr
1696,Cephalopoda,10000,0.664825504808247,CZID-nr
1697,Cestoda,10000,0.8264979651808904,CZID-nr
1698,Charophyceae,10000,0.9190375009730116,CZID-nr
1699,Chilopoda,10000,0.6932284206146785,CZID-nr
1700,Chitinispirillia,10000,1.1196206368703978,CZID-nr
1701,Chitinivibrionia,10000,0.3047717777930301,CZID-nr
1702,Chitinophagia,10000,0.1263011567480089,CZID-nr
1703,Chlamydiia,10000,0.5999430009719889,CZID-nr
1704,Chlorarachniophyceae,10000,0.9069728370639408,CZID-nr
1705,Chlorobiia,10000,0.5044215562529974,CZID-nr
1706,Chlorodendrophyceae,10000,0.4904986878752707,CZID-nr
1707,Chloroflexia,10000,0.5149660593728317,CZID-nr
1708,Chlorokybophyceae,10000,0.1979573951090391,CZID-nr
1709,Chlorophyceae,10000,0.4304194002205869,CZID-nr
1710,Chloropicophyceae,10000,0.2162717802806279,CZID-nr
1711,Choanoflagellata,10000,0.90150166561302,CZID-nr
1712,Chromadorea,10000,0.3183064004434557,CZID-nr
1713,Chrymotiviricetes,10000,0.2032997852929003,CZID-nr
1714,Chrysiogenia,10000,0.5013630180499481,CZID-nr
1716,Chrysophyceae,10000,0.2918387741572781,CZID-nr
1717,Chthonomonadia,10000,0.301533631446605,CZID-nr
1718,Chytridiomycetes,10000,0.3902320176433544,CZID-nr
1719,Clitellata,10000,0.4178837084587855,CZID-nr
1720,Clostridia,10000,0.1975227204655935,CZID-nr
1721,Coleochaetophyceae,10000,0.6820924459134143,CZID-nr
1722,Collembola,10000,0.3983862307240252,CZID-nr
1723,Colpodea,10000,0.3485115825467515,CZID-nr
1724,Compsopogonophyceae,10000,0.8976194144543638,CZID-nr
1726,Coniocybomycetes,10000,0.2312389384639585,CZID-nr
1727,Conoidasida,10000,0.319450926752056,CZID-nr
1728,Coprothermobacteria,10000,0.4866373507660248,CZID-nr
1729,Coriobacteriia,10000,0.6956179663383949,CZID-nr
1730,Coscinodiscophyceae,10000,0.0378212522934724,CZID-nr
1732,Cryptophyceae,10000,0.2337229261491689,CZID-nr
1734,Culicoidibacteria,10000,1.2588200254010804,CZID-nr
1735,Cyanophyceae,10000,0.1187394551679105,CZID-nr
1736,Cystobasidiomycetes,10000,0.6084294690929578,CZID-nr
1737,Cytophagia,10000,0.0525342718467886,CZID-nr
1738,Dacrymycetes,10000,1.088845930509574,CZID-nr
1739,Deferribacteres,10000,0.8196345033263944,CZID-nr
1740,Deferrisomatia,10000,1.6512025848676986,CZID-nr
1741,Dehalococcoidia,10000,0.2727053431204302,CZID-nr
1742,Deinococci,10000,0.4631807985551043,CZID-nr
1743,Deltaproteobacteria,10000,0.1011501550570927,CZID-nr
1744,Demospongiae,10000,0.7471733721211105,CZID-nr
1745,Desulfarculia,10000,0.3451332770273911,CZID-nr
1746,Desulfobaccia,10000,0.3508295924841123,CZID-nr
1747,Desulfobacteria,10000,0.0926567193363561,CZID-nr
1748,Desulfobulbia,10000,0.1933612733979422,CZID-nr
1749,Desulfomonilia,10000,1.097619481271201,CZID-nr
1750,Desulfovibrionia,10000,0.247547237431105,CZID-nr
1751,Desulfurellia,10000,1.6490745369732682,CZID-nr
1752,Desulfuribacillia,10000,1.2932411178137926,CZID-nr
1753,Desulfuromonadia,10000,0.2170730093844328,CZID-nr
1754,Dethiobacteria,10000,1.6447051075246897,CZID-nr
1756,Dictyochophyceae,10000,0.3174931421618491,CZID-nr
1757,Dictyoglomia,10000,0.4512705603814571,CZID-nr
1758,Dimargaritomycetes,10000,0.4931301814737762,CZID-nr
1759,Dinophyceae,10000,0.197803053424469,CZID-nr
1760,Diplonemea,10000,0.5634992473045293,CZID-nr
1761,Diplopoda,10000,1.7552610571364131,CZID-nr
1762,Dipodascomycetes,10000,0.4770737963468481,CZID-nr
1763,Dissulfuribacteria,10000,1.0240747846158254,CZID-nr
1764,Dothideomycetes,10000,0.2064267126349719,CZID-nr
1765,Duplopiviricetes,10000,0.4886861761622433,CZID-nr
1766,Echinamoebida,10000,0.8180689097140634,CZID-nr
1767,Elardia,10000,0.4573849947646953,CZID-nr
1769,Elusimicrobia,10000,0.6066934148443973,CZID-nr
1770,Endogonomycetes,10000,0.4715155276870432,CZID-nr
1771,Endomicrobiia,10000,0.919445872416898,CZID-nr
1773,Enoplea,10000,1.1007378859940564,CZID-nr
1774,Entomophthoromycetes,10000,0.4855942421995992,CZID-nr
1775,Epsilonproteobacteria,10000,0.187777378788317,CZID-nr
1776,Erysipelotrichia,10000,0.4364875566515914,CZID-nr
1777,Euglenida,10000,0.6204433423580471,CZID-nr
1778,Eumycetozoa,10000,0.4721207227679241,CZID-nr
1779,Eurotatoria,10000,0.2812818436100596,CZID-nr
1780,Eurotiomycetes,10000,0.3545795126033186,CZID-nr
1781,Eustigmatophyceae,10000,0.3733154113091005,CZID-nr
1782,Eutardigrada,10000,0.2832024820652945,CZID-nr
1783,Exobasidiomycetes,10000,1.2424751964093,CZID-nr
1784,Faserviricetes,10000,0.8450401106509451,CZID-nr
1785,Fibrobacteria,10000,0.3343878888545896,CZID-nr
1786,Filasterea,10000,0.238943483941827,CZID-nr
1787,Fimbriimonadia,10000,0.6518860169513246,CZID-nr
1788,Flabellinia,10000,0.6519855522602632,CZID-nr
1789,Flavobacteriia,10000,0.0232327799448751,CZID-nr
1790,Florideophyceae,10000,0.9320817193985766,CZID-nr
1791,Fragilariophyceae,10000,0.056636938038631,CZID-nr
1792,Fusobacteriia,10000,0.2021993070723777,CZID-nr
1793,Gammaproteobacteria,10000,0.0132495974993558,CZID-nr
1794,Gastropoda,10000,0.3307041806129284,CZID-nr
1795,Gemmatimonadia,10000,0.3548942478244842,CZID-nr
1796,Geoglossomycetes,10000,0.2973156039194575,CZID-nr
1797,Glaucocystophyceae,10000,2.004653526796172,CZID-nr
1798,Glomeromycetes,10000,0.3363501465896752,CZID-nr
1799,Gnetopsida,10000,1.54179245400869,CZID-nr
1801,Gymnolaemata,10000,0.7110055602797481,CZID-nr
1802,Halobacteria,10000,0.4707679407385386,CZID-nr
1803,Haplomitriopsida,10000,0.6940828116969945,CZID-nr
1804,Harpellomycetes,10000,0.3787709626782767,CZID-nr
1805,Herviviricetes,10000,1.4335151021112844,CZID-nr
1806,Heterotrichea,10000,0.4904077213309105,CZID-nr
1807,Hexactinellida,10000,0.4427347293018256,CZID-nr
1808,Hexanauplia,10000,0.2856934954721546,CZID-nr
1809,Holophagae,10000,0.1077783441580467,CZID-nr
1811,Hydrogenophilia,10000,0.4678854766109445,CZID-nr
1812,Hydrozoa,10000,0.2638075002054788,CZID-nr
1814,Ichthyosporea,10000,0.3026372078075983,CZID-nr
1816,Ignavibacteria,10000,0.2624884747373762,CZID-nr
1817,Imbricatea,10000,2.2815895467796192,CZID-nr
1818,Insecta,10000,0.132100888050378,CZID-nr
1820,Jungermanniopsida,10000,0.7322055930648242,CZID-nr
1821,Kickxellomycetes,10000,0.5929394657618989,CZID-nr
1822,Kinetoplastea,10000,0.5873719555927015,CZID-nr
1823,Kiritimatiellia,10000,0.2268370714180592,CZID-nr
1824,Klebsormidiophyceae,10000,0.7779080086563517,CZID-nr
1825,Ktedonobacteria,10000,0.4057625198138772,CZID-nr
1827,Lecanoromycetes,10000,0.5316250494724735,CZID-nr
1828,Lentisphaeria,10000,0.312697979570586,CZID-nr
1829,Leotiomycetes,10000,0.3171279421114598,CZID-nr
1830,Lichinomycetes,10000,0.8988939815060608,CZID-nr
1831,Limnochordia,10000,0.5927705090332345,CZID-nr
1832,Lingulata,10000,0.387094869348102,CZID-nr
1833,Lipomycetes,10000,1.1808984657551662,CZID-nr
1834,Litostomatea,10000,1.7705741403069724,CZID-nr
1835,Longimicrobiia,10000,0.6190530601074061,CZID-nr
1836,Lycopodiopsida,10000,0.938289404490859,CZID-nr
1837,Magnoliopsida,10000,0.2492497207739964,CZID-nr
1838,Malacostraca,10000,0.2070726194411792,CZID-nr
1839,Malasseziomycetes,10000,1.4713581006563892,CZID-nr
1840,Malgrandaviricetes,10000,0.4894778718778229,CZID-nr
1841,Mamiellophyceae,10000,0.1055867755454588,CZID-nr
1842,Marchantiopsida,10000,1.0686770241728003,CZID-nr
1843,Maveriviricetes,10000,1.3782709534841322,CZID-nr
1844,Mediophyceae,10000,0.3443493047560458,CZID-nr
1845,Megaviricetes,10000,0.2675724851987535,CZID-nr
1846,Merostomata,10000,1.108313050208512,CZID-nr
1847,Mesostigmatophyceae,10000,0.7976073567533234,CZID-nr
1848,Methanobacteria,10000,0.6758695111554668,CZID-nr
1849,Methanococci,10000,0.7372634772815554,CZID-nr
1850,Methanomicrobia,10000,0.4673110200759096,CZID-nr
1851,Methanonatronarchaeia,10000,1.843449751922685,CZID-nr
1852,Methanopyri,10000,1.4239128871487732,CZID-nr
1853,Methylacidiphilae,10000,0.4238717775372893,CZID-nr
1854,Microbotryomycetes,10000,1.1033849874357191,CZID-nr
1855,Mixiomycetes,10000,1.69099896113243,CZID-nr
1856,Mollicutes,10000,0.623455798331879,CZID-nr
1858,Monoblepharidomycetes,10000,0.2983844995152999,CZID-nr
1859,Monogenea,10000,1.1057512337980904,CZID-nr
1860,Mortierellomycetes,10000,0.6365837611315451,CZID-nr
1861,Mucoromycetes,10000,0.603073815335336,CZID-nr
1862,Myxococcia,10000,0.039404441606449,CZID-nr
1863,Myxozoa,10000,0.7218705225605332,CZID-nr
1864,Naldaviricetes,10000,2.744457517806987,CZID-nr
1866,Nassophorea,10000,1.426557172564367,CZID-nr
1867,Nebulidea,10000,0.5462847144157436,CZID-nr
1868,Negativicutes,10000,0.4996706084855833,CZID-nr
1869,Neocallimastigomycetes,10000,0.2706928340921591,CZID-nr
1870,Neolectomycetes,10000,1.5611924006800262,CZID-nr
1871,Nephroselmidophyceae,10000,0.5374086073466784,CZID-nr
1872,Nitriliruptoria,10000,0.4493881843091512,CZID-nr
1873,Nitrososphaeria,10000,0.2776845817055181,CZID-nr
1874,Nitrospinia,10000,0.3929502399063687,CZID-nr
1875,Nitrospiria,10000,0.218253406643565,CZID-nr
1876,Oligoflexia,10000,0.317805478719865,CZID-nr
1877,Oligohymenophorea,10000,0.2229077318607017,CZID-nr
1878,Oligosphaeria,10000,0.3534106804120259,CZID-nr
1879,Olisthodiscophyceae,10000,2.2699054799026213,CZID-nr
1880,Olpidiomycetes,10000,1.0950134248898666,CZID-nr
1881,Opitutia,10000,0.0843418016647931,CZID-nr
1882,Orbiliomycetes,10000,0.594042541349553,CZID-nr
1883,Ostracoda,10000,0.9323327245857298,CZID-nr
1884,Palaeacanthocephala,10000,0.5062401189512288,CZID-nr
1885,Palmophyllophyceae,10000,1.245467793358435,CZID-nr
1887,Pararotatoria,10000,2.0008536295587054,CZID-nr
1888,Pauropoda,10000,0.2648926945760846,CZID-nr
1889,Pedinophyceae,10000,0.7229135482957069,CZID-nr
1890,Pelagophyceae,10000,0.2495920520493492,CZID-nr
1891,Pezizomycetes,10000,0.7501309663397323,CZID-nr
1892,Phaeophyceae,10000,0.4397677045662095,CZID-nr
1893,Phaeosacciophyceae,10000,1.4336117560985366,CZID-nr
1894,Phaeothamniophyceae,10000,1.3933097528728202,CZID-nr
1895,Phycisphaerae,10000,0.1975441657053,CZID-nr
1897,Phyllopharyngea,10000,0.4715409241429591,CZID-nr
1898,Physodermatomycetes,10000,0.853293906032535,CZID-nr
1899,Phytomyxea,10000,0.3814029646086618,CZID-nr
1900,Pichiomycetes,10000,0.5416507057689582,CZID-nr
1901,Picocystophyceae,10000,1.1285252854996823,CZID-nr
1905,Pinopsida,10000,1.1099322138821897,CZID-nr
1906,Pisoniviricetes,10000,0.2648926945760846,CZID-nr
1907,Planctomycetia,10000,0.086634430465131,CZID-nr
1908,Pneumocystomycetes,10000,1.0539041790036183,CZID-nr
1909,Pokkesviricetes,10000,0.6652272902271321,CZID-nr
1910,Polintoviricetes,10000,1.9232639056576095,CZID-nr
1911,Polychaeta,10000,0.3421076237578456,CZID-nr
1912,Polycystinea,10000,0.2637628850034496,CZID-nr
1914,Polypodiopsida,10000,0.4088153006446261,CZID-nr
1915,Polytrichopsida,10000,0.4714922931623579,CZID-nr
1916,Prasinodermophyceae,10000,0.2654074757403103,CZID-nr
1917,Priapulimorpha,10000,1.3872381448567692,CZID-nr
1918,Promethearchaeia,10000,0.7050132723392749,CZID-nr
1919,Prostomatea,10000,0.2057763234601384,CZID-nr
1920,Protura,10000,0.0003532319732845,CZID-nr
1921,Pucciniomycetes,10000,0.5904426217002386,CZID-nr
1922,Pycnogonida,10000,0.7351077039060705,CZID-nr
1923,Pyramimonadophyceae,10000,1.2028066716099295,CZID-nr
1925,Raphidophyceae,10000,0.2458531753753547,CZID-nr
1928,Revtraviricetes,10000,1.809285357236956,CZID-nr
1929,Rhabditophora,10000,0.4014832509776732,CZID-nr
1930,Rhodellophyceae,10000,0.95223833632699,CZID-nr
1931,Rhodothermia,10000,0.1539631681594953,CZID-nr
1932,Rhynchonellata,10000,0.0011707075752563,CZID-nr
1933,Rubrobacteria,10000,0.245195258804685,CZID-nr
1934,Saccharomycetes,10000,0.6695004160813675,CZID-nr
1935,Sagittoidea,10000,0.1892379799324401,CZID-nr
1936,Saprospiria,10000,0.0797039705532133,CZID-nr
1937,Sareomycetes,10000,1.2359063365366454,CZID-nr
1938,Schizosaccharomycetes,10000,0.4224400662103165,CZID-nr
1939,Scyphozoa,10000,0.5602444825018024,CZID-nr
1941,Sordariomycetes,10000,0.3627865694243727,CZID-nr
1942,Spartobacteria,10000,0.5333526676070525,CZID-nr
1943,Sphagnopsida,10000,0.950915370597515,CZID-nr
1944,Sphingobacteriia,10000,0.1868998328172252,CZID-nr
1945,Spirochaetia,10000,0.2309268866459045,CZID-nr
1946,Spirotrichea,10000,0.1311944074406752,CZID-nr
1949,Stylonematophyceae,10000,0.7601255461578522,CZID-nr
1950,Symphyla,10000,0.0011707075752563,CZID-nr
1951,Synergistia,10000,0.7301312599132287,CZID-nr
1952,Syntrophia,10000,0.6142052216506868,CZID-nr
1953,Syntrophobacteria,10000,0.2714569916334313,CZID-nr
1954,Syntrophorhabdia,10000,0.3732898225188271,CZID-nr
1955,Synurophyceae,10000,0.3893255522684786,CZID-nr
1956,Taphrinomycetes,10000,0.6183280227628608,CZID-nr
1957,Tectiliviricetes,10000,0.9815036182377388,CZID-nr
1958,Tentaculata,10000,0.336146527080833,CZID-nr
1959,Tepidiformia,10000,0.9004390971418947,CZID-nr
1960,Terriglobia,10000,0.2056345122920131,CZID-nr
1961,Terrimicrobiia,10000,0.6758375530141013,CZID-nr
1963,Thecofilosea,10000,0.2076553867080005,CZID-nr
1964,Thecostraca,10000,0.4543534842645544,CZID-nr
1965,Theionarchaea,10000,1.3339260484093232,CZID-nr
1966,Thermoanaerobaculia,10000,0.3271897049154454,CZID-nr
1967,Thermococci,10000,1.0580638079779527,CZID-nr
1968,Thermodesulfobacteria,10000,0.7221536256535879,CZID-nr
1969,Thermodesulfobiia,10000,0.2317648240828714,CZID-nr
1970,Thermodesulfovibrionia,10000,1.2944213263273932,CZID-nr
1971,Thermoflexia,10000,0.9910001599628676,CZID-nr
1972,Thermoleophilia,10000,0.2086951078944698,CZID-nr
1973,Thermomicrobia,10000,0.2121230292856478,CZID-nr
1974,Thermoplasmata,10000,1.067198046819304,CZID-nr
1975,Thermoprotei,10000,0.5117198973844393,CZID-nr
1976,Thermosulfidibacteria,10000,0.8349554060722495,CZID-nr
1977,Thermotogae,10000,0.4037429893197216,CZID-nr
1978,Tichowtungiia,10000,0.8170112826734511,CZID-nr
1979,Tissierellia,10000,0.5338142213408531,CZID-nr
1980,Trebouxiophyceae,10000,0.1960752173678252,CZID-nr
1981,Trematoda,10000,0.5583089600187016,CZID-nr
1982,Tremellomycetes,10000,0.4703375117063635,CZID-nr
1983,Trigonopsidomycetes,10000,0.5784706156120586,CZID-nr
1985,Ulvophyceae,10000,0.3743506051246701,CZID-nr
1986,Umbelopsidomycetes,10000,1.540659013641284,CZID-nr
1987,Uniplacotomia,10000,0.4206758558453897,CZID-nr
1988,Ustilaginomycetes,10000,1.3179485353011826,CZID-nr
1989,Vampirovibriophyceae,10000,1.226051495207473,CZID-nr
1990,Variosea,10000,0.710076823149842,CZID-nr
1991,Verrucomicrobiia,10000,0.06552592930848,CZID-nr
1992,Vicinamibacteria,10000,0.4997478003745377,CZID-nr
1993,Vulcanimicrobiia,10000,0.2752332935349287,CZID-nr
1994,Wallemiomycetes,10000,0.534057389056704,CZID-nr
1995,Xanthophyceae,10000,0.4371869199357773,CZID-nr
1996,Xylobotryomycetes,10000,0.8297877397088309,CZID-nr
1997,Xylonomycetes,10000,0.4403773135561379,CZID-nr
1998,Zetaproteobacteria,10000,0.5361063767763711,CZID-nr
1999,Zoopagomycetes,10000,0.5224408342796912,CZID-nr
2000,Zygnemophyceae,10000,0.8726725552913203,CZID-nr
2001,Abditibacteriia,100000,0.3255955477565007,CZID-nr
2002,Acantharea,100000,0.6753491847384718,CZID-nr
2003,Acidimicrobiia,100000,0.0393821979966723,CZID-nr
2004,Acidithiobacillia,100000,0.4014352372389804,CZID-nr
2005,Aconoidasida,100000,0.2866365595823152,CZID-nr
2006,Actinomycetes,100000,0.0556313414486651,CZID-nr
2008,Agaricomycetes,100000,0.1533371652238208,CZID-nr
2010,Alphaproteobacteria,100000,0.0169306634384837,CZID-nr
2011,Anaerolineae,100000,0.0495192320830441,CZID-nr
2014,Anthozoa,100000,0.1672019856777516,CZID-nr
2015,Aphelidea,100000,0.3515350864559092,CZID-nr
2016,Aquificia,100000,0.2466377708477955,CZID-nr
2017,Arachnida,100000,0.0954207617265359,CZID-nr
2018,Archaeoglobi,100000,0.335936696435603,CZID-nr
2019,Ardenticatenia,100000,0.1176601489592735,CZID-nr
2020,Arfiviricetes,100000,0.5988469441412163,CZID-nr
2021,Armatimonadia,100000,0.4498850660343242,CZID-nr
2022,Armophorea,100000,0.7928148108567333,CZID-nr
2023,Arthoniomycetes,100000,0.7282790739015299,CZID-nr
2025,Atractiellomycetes,100000,0.6443283112356768,CZID-nr
2026,Atribacteria,100000,0.2673892190011756,CZID-nr
2027,Bacillariophyceae,100000,0.1987006632117557,CZID-nr
2028,Bacilli,100000,0.3332634316205809,CZID-nr
2029,Bacteriovoracia,100000,0.0912832709452771,CZID-nr
2030,Bacteroidia,100000,0.0536726566694238,CZID-nr
2031,Balneolia,100000,0.176201004337017,CZID-nr
2032,Bangiophyceae,100000,0.316826928026947,CZID-nr
2033,Bartheletiomycetes,100000,0.001236134171833,CZID-nr
2034,Basidiobolomycetes,100000,0.5591475046106348,CZID-nr
2035,Bdellovibrionia,100000,0.1265725144362678,CZID-nr
2036,Betaproteobacteria,100000,0.0672577926867804,CZID-nr
2037,Bigyra,100000,0.1461909584632016,CZID-nr
