,Order,read count,relative error
1744,Nitrococcales,10000,
1745,Nannocystales,10000,
1746,Thermales,10000,
1747,Subgroup 22,10000,
1748,Synchytriales,10000,
1749,Aquificales,10000,
1750,Thaumatomonadida,10000,
1751,Streptosporangiales,10000,
1752,Calditrichales,10000,
1753,PAUC43f marine benthic group,10000,
1754,Gymnodiniales,10000,
1755,Gymnodiniphycidae,10000,
1756,Cypriniformes,10000,
1757,Marinimicrobia (SAR406 clade),10000,
1758,Gracilariales,10000,
1759,Capsasporidae,10000,
1760,Agaricomycetes,10000,
1761,UBA10353 marine group,10000,
1762,Terriglobales,10000,
1763,EC3,10000,
1764,Woesearchaeales,10000,
1765,uncultured bacterium,10000,
1766,Sphaeropleales,10000,
1767,Desulfatiglandales,10000,
1768,Gloeophyllales,10000,
1769,Brassicales,10000,
1770,Saccharomycetes,10000,
1771,Chlorophyta symbiont of Lubomirskia sp.,10000,
1772,Subgroup 10,10000,
1773,uncultured marine bacterium,10000,
1774,MAST-3,10000,
1775,EPR3968-O8a-Bc78,10000,
1776,MBAE14,10000,
1777,WCHB1-41,10000,
1778,Ignavibacteriales,10000,
1779,Trechisporales,10000,
1780,uncultured Acidobacteria bacterium ,10000,
1781,Candidatus Poseidoniales,10000,
1782,Pinophyta,10000,
1783,Araneae,10000,
1784,Harpacticoida,10000,
1785,pItb-vmat-80,10000,
1786,RCP2-54,10000,
1787,Subgroup 26,10000,
1788,SubsectionIV,10000,
1789,Abeoformidae,10000,
1790,PAUC26f,10000,
1791,Phoroniformea,10000,
1792,Dacrymycetes,10000,
1793,uncultured sponge,10000,
1794,Pedinellales,10000,
1795,Desulfurococcales,10000,
1796,Bacteroidia Draconibacteriaceae,10000,
1797,CCM11a,10000,
1798,aaa34a10,10000,
1799,Sporichthyales,10000,
1800,Marsupiomonadales,10000,
1801,Hymenochaetales,10000,
1802,X35,10000,
1803,JG30-KF-CM66,10000,
1804,Prasiolales,10000,
1805,Subgroup 21,10000,
1806,Petrotogales,10000,
1807,uncultured Bacteroidetes bacterium ,10000,
1808,Heterotrichida,10000,
1809,SBR1031,10000,
1810,Tubulaniformes,10000,
1811,Anthozoa,10000,
1812,Psocoptera,10000,
1813,Protosteliida,10000,
1814,Diaporthales,10000,
1815,Spirulinales,10000,
1816,MAST-12,10000,
1817,Neogastropoda,10000,
1818,Thermoproteales,10000,
1819,Stemonitida,10000,
1820,Caedibacterales,10000,
1821,H67,10000,
1822,uncultured archaeon  ,10000,
1823,Synergistales,10000,
1824,Deferrisomatales,10000,
1825,Nevskiales,10000,
1826,Myzostomida,10000,
1827,Jakobida,10000,
1828,uncultured marine archaeon,10000,
1829,uncultured prokaryote ,10000,
1830,Vicinamibacterales,10000,
1831,KCLunmb-38-53,10000,
1832,uncultured Chloroflexi bacterium  ,10000,
1833,Arecales,10000,
1834,Dadabacteriales,10000,
1835,Chlorobiales,10000,
1836,Rhizophydiales,10000,
1837,Plasmodiophorida,10000,
1838,Omnitrophales,10000,
1839,Mecoptera,10000,
1840,Chitonida,10000,
1841,Nitrosococcales,10000,
1842,Diplorickettsiales,10000,
1843,Subgroup 17,10000,
1844,PLTA13,10000,
1845,Verrucomicrobia bacterium SCGC,10000,
1846,Phthiraptera,10000,
1847,Amphitremida,10000,
1848,Sulfolobales,10000,
1849,Ophiostomatales,10000,
1850,Halanaerobiales,10000,
1851,Longimicrobiales,10000,
1852,Polycladida,10000,
1853,Chloroflexales,10000,
1854,Gromiida,10000,
1855,Pseudanabaenales,10000,
1856,Leptocylindrales,10000,
1857,Helotiales,10000,
1858,Cupressales,10000,
1859,Mariprofundales,10000,
1860,vadinHA49,10000,
1861,Ardenticatenales,10000,
1862,Rs-M47,10000,
1863,uncultured Banisveld eukaryote  ,10000,
1864,Flosculariaceae,10000,
1865,uncultured organism  ,10000,
1866,Nitrospinales,10000,
1867,Pseudoamphisiellida,10000,
1868,Glomerellales,10000,
1869,Ustilaginales,10000,
1870,Blastodiniales,10000,
1871,Proteales,10000,
1872,UASB-TL25,10000,
1873,Mollicutes RF9,10000,
1874,Chattonellales,10000,
1875,Trueperales,10000,
1876,Watanabeales,10000,
1877,Desulfarculales,10000,
1878,Orbales,10000,
1879,Lepetellida,10000,
1880,Euzebyales,10000,
1881,Limnochordia,10000,
1882,Ericales,10000,
1883,Fimbriimonadales,10000,
1884,Isochrysidales,10000,
1885,Arguloida,10000,
1886,Saccharimonadales,10000,
1887,Pla3 lineage,10000,
1888,EM3,10000,
1889,Pleuronematida,10000,
1890,Monoblepharidales,10000,
1891,AT-s3-28,10000,
1892,unidentified eubacterium clone BSV85 ,10000,
1893,Defferrisomatales,10000,
1894,Priapulimorphida,10000,
1895,uncultured phototrophic eukaryote  ,10000,
1896,Dipodascales,10000,
1897,Plagiopylida,10000,
1898,AT-s16,10000,
1899,Corticiales,10000,
1900,Holophagales,10000,
1901,Isopoda,10000,
1902,Teuthida,10000,
1903,Latescibacterales,10000,
1904,Biddulphiales,10000,
1905,Trichonosema,10000,
1906,Cheilostomatida,10000,
1907,Parabasalia,10000,
1908,Bryopsidales,10000,
1909,Myrtales,10000,
1910,Candidatus Giovannonibacteria bacterium GW2011_GWB1_43_13,10000,
1911,Aphelidium aff. melosirae P-1,10000,
1912,Candidatus Pelagibacterales,10000,
1913,Sporadotrichida,10000,
1914,Liliales,10000,
1915,Onygenales,10000,
1916,Kineosporiales,10000,
1917,Acidaminococcales,10000,
1918,Pyrenomonadales,10000,
1919,Ctenostomatida,10000,
1920,uncultured euryarchaeote,10000,
1921,Phaffomycetales,10000,
1922,Nudibranchia,10000,
1923,Crocodylia,10000,
1924,Candidatus Curtissbacteria bacterium GW2011_GWA1_40_47,10000,
1925,uncultured Thermomicrobia bacterium  ,10000,
1926,Ichthyophonida,10000,
1927,Thalassobaculales,10000,
1928,Leptomyxida,10000,
1929,uncultured eukaryote  ,10000,
1930,Batrachospermales,10000,
1931,Oligosphaerales,10000,
1932,Thermomicrobiales,10000,
1933,Leotiomycetes,10000,
1934,Geraniales,10000,
1935,uncultured Verrucomicrobia subdivision 5 bacterium,10000,
1936,Entomobryomorpha,10000,
1937,Desertifilales,10000,
1938,uncultured diatom   ,10000,
1939,Parachela,10000,
1940,Scleractinia,10000,
1941,Cardiobacteriales,10000,
1942,Deferribacterales,10000,
1943,S-BQ2-57 soil group,10000,
1944,Cristamonadida,10000,
1945,Cladosporiales,10000,
1946,Bryobacterales,10000,
1947,Abditibacteriales,10000,
1948,Wallemiales,10000,
1949,JG30-KF-CM45,10000,
1950,JG30-KF-AS9,10000,
1951,uncultured euryarchaeote   ,10000,
1952,uncultured freshwater eukaryote  ,10000,
1953,Dicranales,10000,
1954,Fornicata,10000,
1955,Pirsoniales,10000,
1956,Suessiales,10000,
1957,Galdieriales,10000,
1958,Dermaptera,10000,
1959,Umbelopsidales,10000,
1960,Charales,10000,
1961,Mucorales,10000,
1962,Thysanoptera,10000,
1963,Trichoptera,10000,
1964,Urocystidales,10000,
1965,Nitriliruptorales,10000,
1966,Seguenziida,10000,
1967,Ascoideales,10000,
1968,AKYG1722,10000,
1969,Thermotogales,10000,
1970,Picea glauca (white spruce) ,10000,
1971,Endogenida,10000,
1972,unidentified archaeon ,10000,
1973,Coelacanthiformes,10000,
1974,Prorocentrales,10000,
1975,Thermogemmatisporales,10000,
1976,Saccharomycodales,10000,
1977,WPS-2,10000,
1978,uncultured sediment,10000,
1979,Peronosporales,10000,
1980,Exobasidiales,10000,
1981,Chromulinales,10000,
1982,Acidiferrobacterales,10000,
1983,Kapabacteriales,10000,
1984,Zoraptera,10000,
1985,uncultured freshwater cryptophyte  ,10000,
1986,Acidobacteriae,10000,
1987,Oegopsida,10000,
1988,Neobodonida,10000,
1989,Lulworthiales,10000,
1990,Kallotenuales,10000,
1991,Trentepohliales,10000,
1992,Noctilucales,10000,
1993,Venturiales,10000,
1994,Tremellales,10000,
1995,RM2-SGM51,10000,
1996,Boraginales,10000,
1997,uncultured anaerobic bacterium ,10000,
1998,Mamiellales,10000,
1999,MAST-12C,10000,
2000,Taphrinales,10000,
2001,MAST-1,10000,
2002,Obscuribacterales,10000,
2003,Cyathomonadacea,10000,
2004,Littorinimorpha,10000,
2005,uncultured Chytridiomycota   ,10000,
2006,Pneumocystales,10000,
2007,mle1-8,10000,
2008,Cycloneritida,10000,
2009,Tsukubamonadida,10000,
2010,C86,10000,
2011,Glomerales,10000,
2012,Sumerlaeales,10000,
2013,Neocallimastigales,10000,
2014,Vestibuliferida,10000,
2015,Camarodonta,10000,
2016,Sh765B-AG-111,10000,
2017,Tissierellales,10000,
2018,GIF9,10000,
2019,uncultured Verrucomicrobia bacterium,10000,
2020,Neuroptera,10000,
2021,S15A-MN16,10000,
2022,Nitrosopumilales,10000,
2023,Eubodonida,10000,
2024,Septobasidiales,10000,
2025,Hemiaulales,10000,
2026,Cyanophora paradoxa   ,10000,
2027,Peronosporomycetes,10000,
2028,Gastranaerophilales,10000,
2029,062DZ93 hypersaline microbial mat group,10000,
2030,Subgroup 7,10000,
2031,Eustigmatales,10000,
2032,Isosphaerales,10000,
2033,Homosclerophorida,10000,
2034,unidentified archaeon,10000,
2035,Chaetothyriales,10000,
2036,Parvibaculales,10000,
2037,WWE3,10000,
2038,Celastrales,10000,
2039,uncultured proteobacterium  ,10000,
2040,Pleurobranchida,10000,
2041,uncultured marine group,10000,
2042,Mysida,10000,
2043,Podocopida,10000,
2044,028H05-P-BN-P5,10000,
2045,SZB50,10000,
2046,Dilleniales,10000,
2047,Armatimonadales,10000,
2048,Tenderiales,10000,
2049,Pezizales,10000,
2050,Artiodactyla,10000,
2051,Microascales,10000,
2052,Heteronemertea,10000,
2053,Actinopolysporales,10000,
2054,Cucurbitales,10000,
2055,Acidilobales,10000,
2056,Heterobranchia,10000,
2057,Teloschistales,10000,
2058,Gomphales,10000,
2059,Chroococcidiopsidales,10000,
2060,Tetraphidales,10000,
2061,Pucciniomycetes,10000,
2062,070125-BRIC7-5,10000,
2063,Chlamydodontida,10000,
2064,Solemyida,10000,
2065,Pirsonia,10000,
2066,Poecilostomatoida,10000,
2067,Bangiales,10000,
2068,uncultured microorganism  ,10000,
2069,D8A-2,10000,
2070,Amphipoda,10000,
2071,Sebdeniales,10000,
2072,Mesoaciditogales,10000,
2073,FS117-23B-02,10000,
2074,Monogononta,10000,
2075,Peptostreptococcales-Tissierellales,10000,
2076,Gelidiales,10000,
2077,Limnochordales,10000,
2078,uncultured Nitrosopumilales,10000,
2079,Surirellales,10000,
2080,OLI11255,10000,
2081,Laurales,10000,
2082,Francisellales,10000,
2083,Cystobasidiales,10000,
2084,Thelebolales,10000,
2085,Anaeroplasmatales,10000,
2086,Capilloventrida,10000,
2087,Gossypium hirsutum (upland cotton) ,10000,
2088,Blfdi19,10000,
2089,Rhinebothriidea,10000,
2090,Trichinellida,10000,
2091,Acorales,10000,
2092,Rhabdocoela,10000,
2093,Candidatus Moranbacteria,10000,
2094,uncultured Acidobacteria bacterium  ,10000,
2095,Bursovaginoidea,10000,
2096,Acytosteliales,10000,
2097,Trichonymphida,10000,
2098,UA11,10000,
2099,Gregarinasina,10000,
2100,Limisphaerales,10000,
2101,uncultured planctomycete  ,10000,
2102,Pseudonosema,10000,
2103,Tetramerocerata,10000,
2104,Chlorocystidales,10000,
2105,Candidatus Moranbacteria bacterium GW2011_GWD2_37_9,10000,
2106,Savoryellales,10000,
2107,MBNT15,10000,
2108,Blattodea,10000,
2109,SAR202 clade,10000,
2110,Paracaedibacterales,10000,
2111,Nautiliales,10000,
2112,Ploimida,10000,
2113,Defluviicoccales,10000,
2114,Lichinales,10000,
2115,Schekmanbacteria,10000,
2116,Candidatus Nomurabacteria bacterium GW2011_GWC2_42_20,10000,
2117,Phyllodocida,10000,
2118,NB1-n,10000,
2119,Porphyridiales,10000,
2120,Archaeoglobales,10000,
2121,Bacillariophyceae,10000,
2122,Mastigamoebida,10000,
2123,Mycosphaerellales,10000,
2124,Ranunculales,10000,
2125,Cephalaspidea,10000,
2126,Laminariales,10000,
2127,SHBZ1548,10000,
2128,Choreotrichida,10000,
2129,Candidatus Azambacteria,10000,
2130,Margulisbacteria,10000,
2131,Milano-WF1B-44,10000,
2132,Ulvales,10000,
2133,Acidithiobacillales,10000,
2134,Solanum lycopersicum (tomato)  ,10000,
2135,Methylomirabilales,10000,
2136,Cyanidiales,10000,
2137,Physariida,10000,
2138,Nucleophaga,10000,
2139,Chondrillida,10000,
2140,Izemoplasmatales,10000,
2141,Rhizomastix,10000,
2142,Apusomonadida,10000,
2143,Eunotiales,10000,
2144,TRA3-20,10000,
2145,Calanoida,10000,
2146,EV818SWSAP88,10000,
2147,CK-1C2-67,10000,
2148,Odonata,10000,
2149,Leptostraca,10000,
2150,Apiales,10000,
2151,JTB23,10000,
2152,Acoelomorpha,10000,
2153,wastewater metagenome  ,10000,
2154,Eunicida,10000,
2155,Coxiellales,10000,
2156,Methanococcales,10000,
2157,SC-I-84,10000,
2158,Candidatus Sumerlaeales,10000,
2159,Terrestrial Miscellaneous Gp(TMCG),10000,
2160,0319-6G20,10000,
2161,Enoplida,10000,
2162,unidentified marine bacterioplankton ,10000,
2163,Veillonellales-Selenomonadales,10000,
2164,Candidatus Berkiellales,10000,
2165,Chaetophorales,10000,
2166,Priapulida,10000,
2167,uncultured marine bacterium ,10000,
2168,MSB-3A7 sediment group,10000,
2169,Candidatus Aminicenantales,10000,
2170,Haloplasmatales,10000,
2171,uncultured gamma proteobacterium  ,10000,
2172,Veillonellales,10000,
2173,Steroidobacterales,10000,
2174,uncultured Chloroflexi bacterium ,10000,
2175,Selaginellales,10000,
2176,Barbatosporales,10000,
2177,Hildenbrandiales,10000,
2178,Pla1 lineage,10000,
2179,Lineage IIb,10000,
2180,Gloeochaetales,10000,
2181,vadinBA26,10000,
2182,Chromadorea,10000,
2183,Zygnematales,10000,
2184,Parcubacteria,10000,
2185,Dactylogyridea,10000,
2186,Opitutae vadinHA64,10000,
2187,Diphyllobothriidea,10000,
2188,ANME-1,10000,
2189,uncultured Acidobacteriales bacterium ,10000,
2190,Longamoebia,10000,
2191,Brocadiales,10000,
2192,Agaricostilbales,10000,
2193,ADurb.Bin180,10000,
2194,MB-A2-108,10000,
2195,Candidatus Magasanikbacteria bacterium GW2011_GWC2_40_17,10000,
2196,Saprolegniales,10000,
2197,Glycomycetales,10000,
2198,Candidatus Peregrinibacteria,10000,
2199,Malawimonadida,10000,
2200,Plectida,10000,
2201,Lineage I,10000,
2202,Gammaproteobacteria Unknown Family,10000,
2203,Mediophyceae,10000,
2204,Geobacterales,10000,
2205,Solanum melongena (eggplant)  ,10000,
2206,Nephroselmidales,10000,
2207,Candidatus Obscuribacterales,10000,
2208,Subgroup 23,10000,
2209,Pertusariales,10000,
2210,Caliciales,10000,
2211,Candidatus Daviesbacteria bacterium GW2011_GWA1_41_61,10000,
2212,MAST-8,10000,
2213,IMCC26256,10000,
2214,Chlorokybales,10000,
2215,Anaerosomatales,10000,
2216,Peptococcales,10000,
2217,R7C24,10000,
2218,Textulariida,10000,
2219,Tintinnida,10000,
2220,SCM37C52,10000,
2221,Dehalococcoidales,10000,
2222,Perissodactyla,10000,
2223,WCHB1-81,10000,
2224,Subgroup 18,10000,
2225,Ectothiorhodospirales,10000,
2226,Archaeosporales,10000,
2227,Zixibacteria,10000,
2228,unidentified marine bacterioplankton  ,10000,
2229,FW22,10000,
2230,Notothyladales,10000,
2231,Chitinivibrionales,10000,
2232,Parcubacteria bacterium C7867-005 ,10000,
2233,HTA4,10000,
2234,Dolichomastigales,10000,
2235,Ancyromonadida,10000,
2236,Nymphaeales,10000,
2237,Licnophorida,10000,
2238,Rhodymeniales,10000,
2239,Mobilida,10000,
2240,Candidatus Izemoplasmatales,10000,
2241,Terrimicrobiales,10000,
2242,Peltigerales,10000,
2243,Fervidicoccales,10000,
2244,RBG-16-55-12,10000,
2245,Oedogoniales,10000,
2246,Polypodiales,10000,
2247,uncultured thaumarchaeote ,10000,
2248,Ahnfeltiales,10000,
2249,Nephromycida,10000,
2250,ST-12K10A,10000,
2251,BD72BR169,10000,
2252,Micropepsales,10000,
2253,PS-B29,10000,
2254,Candidatus Nomurabacteria,10000,
2255,Thermococcales,10000,
2256,Umbilicariales,10000,
2257,Dorylaimia,10000,
2258,uncultured crenarchaeote   ,10000,
2259,Catenulisporales,10000,
2260,Corallinales,10000,
2261,Bonnemaisoniales,10000,
2262,Parcubacteria group bacterium GW2011_GWF2_40_69,10000,
2263,Picochlorum eukaryotum   ,10000,
2264,Lineage IIc,10000,
2265,Clostridia vadinBB60 group,10000,
2266,Caenarcaniphilales,10000,
2267,Synurales,10000,
2268,Orthonectida,10000,
2269,Hot Creek 32,10000,
2270,Diplomonadida,10000,
2271,Moduliflexales,10000,
2272,Petalomonadida,10000,
2273,uncultured Thermotogae bacterium  ,10000,
2274,Candidatus Yonathbacteria,10000,
2275,Gomontiellales,10000,
2276,Ochromonadales,10000,
2277,Cavosteliida,10000,
2278,LCP-89,10000,
2279,Dendrochirotida,10000,
2280,Lithobiomorpha,10000,
2281,Dipsacales,10000,
2282,Aminicenantales,10000,
2283,Thermoactinomycetales,10000,
2284,Peniculida,10000,
2285,Austrobaileyales,10000,
2286,43F-1404R,10000,
2287,Dendrogastrida,10000,
2288,Hyocrinida,10000,
2289,Asterales,10000,
2290,Rhabdomonadales,10000,
2291,Mantophasmatodea,10000,
2292,Run-SP154,10000,
2293,Halymeniales,10000,
2294,Dictyosteliales,10000,
2295,Embioptera,10000,
2296,Kryptoniales,10000,
2297,Protostomatida,10000,
2298,Ostropales,10000,
2299,Katablepharis,10000,
2300,Bacillariophyta sp. GSL075  ,10000,
2301,Rhizophlyctidales,10000,
2302,Isolaimida,10000,
2303,SJA-28,10000,
2304,uncultured prokaryote   ,10000,
2305,Diversisporales,10000,
2306,Pichiales,10000,
2307,Testudines,10000,
2308,Cloacimonadales,10000,
2309,Phaeomoniellales,10000,
2310,Candidatus Lloydbacteria,10000,
2311,SL56 marine group,10000,
2312,Leptospirales,10000,
2313,Venerida,10000,
2314,hypersaline lake,10000,
2315,Picomonadidae,10000,
2316,TX1A-33,10000,
2317,Rhynchonelliformea,10000,
2318,4-Org1-14,10000,
2319,uncultured soil bacterium  ,10000,
2320,PYR10d3,10000,
2321,Urostylida,10000,
2322,Nicotiana tabacum (common tobacco) ,10000,
2323,bacterium SH3-11 ,10000,
2324,uncultured Armatimonadetes bacterium  ,10000,
2325,Catenulida,10000,
2326,Ellobiida,10000,
2327,Hymenostomatida,10000,
2328,Gigartinales,10000,
2329,Nemastomatales,10000,
2330,Verongiida,10000,
2331,Pyrenulales,10000,
2332,Thermodesulfobacteriales,10000,
2333,ML-A-10,10000,
2334,Sphacelariales,10000,
2335,MAST-9,10000,
2336,Cephalodiscida,10000,
2337,Lyrellales,10000,
2338,Dictyochales,10000,
2339,OPB41,10000,
2340,Basidiobolales,10000,
2341,Buxales,10000,
2342,Oxyrrhinales,10000,
2343,Elsterales,10000,
2344,SJA-15,10000,
2345,Fractovitellida,10000,
2346,Nanoarchaeales,10000,
2347,Protosporangiidae,10000,
2348,Rhodellales,10000,
2349,Palmophyllales,10000,
2350,Preaxostyla,10000,
2351,Fucales,10000,
2352,Halocyprida,10000,
2353,uncultured deep-sea bacterium  ,10000,
2354,Anopla,10000,
2355,Acipenseriformes,10000,
2356,Mazocraeidea,10000,
2357,Candidatus Wolfebacteria bacterium GW2011_GWC1_37_10,10000,
2358,Berkelbacteria,10000,
2359,Mesostigmatales,10000,
2360,Orbiliales,10000,
2361,Desmidiales,10000,
2362,Polychytriales,10000,
2363,Moorellales,10000,
2364,Monstrilloida,10000,
2365,Paenibacillales,10000,
2366,Heterogastridiales,10000,
2367,LD1-PA32,10000,
2368,Holtermanniales,10000,
2369,Nicotiana sylvestris (wood tobacco) ,10000,
2370,Nassellaria,10000,
2371,Bubarida,10000,
2372,Echinorhynchida,10000,
2373,Ectocarpales,10000,
2374,Gentianales,10000,
2375,Strepsiptera,10000,
2376,Spionida,10000,
2377,Dictyoglomales,10000,
2378,MSBL5,10000,
2379,Monostilifera,10000,
2380,Arcellinida,10000,
2381,MBA03,10000,
2382,B1-7BS,10000,
2383,BOLA914,10000,
2384,Architaenioglossa,10000,
2385,Kosmotogales,10000,
2386,Candidatus Komeilibacteria,10000,
2387,Senoma,10000,
2388,Cephalopoda,10000,
2389,Castanea mollissima (Chinese chestnut) ,10000,
2390,NIF-4C10,10000,
2391,Aplysiida,10000,
2392,Geoglossales,10000,
2393,Peyssonneliales,10000,
2394,S085,10000,
2395,Candidatus Magasanikbacteria bacterium GW2011_GWC2_45_8,10000,
2396,Chiroptera,10000,
2397,Pedinomonadales,10000,
2398,Sulfobacillales,10000,
2399,Clevelandellida,10000,
2400,Phasmatodea,10000,
2401,Funariales,10000,
2402,uncultured Microgenomates group bacterium,10000,
2403,Bathyarchaeia,10000,
2404,Lecithoepitheliata,10000,
2405,Hyperamoeba sp. 2 EJC ,10000,
2406,Imbricatea,10000,
2407,Oscillospirales,10000,
2408,Palmariales,10000,
2409,Oryza sativa Indica Group (long-grained,10000,
2410,wastewater metagenome   ,10000,
2411,Triticum aestivum (bread wheat) ,10000,
2412,Coccolithales,10000,
2413,Acrosymphytales,10000,
2414,Cryptomonas,10000,
2415,Chthonomonadales,10000,
2416,Nephridiophaga,10000,
2417,Amphioxiformes,10000,
2418,BMS9AB35,10000,
2419,MVP-15,10000,
2420,Ceramiales,10000,
2421,Flamella,10000,
2422,Euglenophyceae,10000,
2423,MVP-21,10000,
2424,Amoeboaphelidium protococcarum  ,10000,
2425,FCPU453,10000,
2426,Arthracanthida,10000,
2427,Ferrovales,10000,
2428,Dothideales,10000,
2429,Hypnales,10000,
2430,Aphragmophora,10000,
2431,Megaloptera,10000,
2432,uncultured prokaryote  ,10000,
2433,Trochida,10000,
2434,D226,10000,
2435,AA5F1,10000,
2436,UCT N117,10000,
2437,SGUH624,10000,
2438,Nanaloricida,10000,
2439,Nemertodermatida,10000,
2440,Crossosomatales,10000,
2441,Marchantiales,10000,
2442,BC-COM435,10000,
2443,DG-20,10000,
2444,Squamata,10000,
2445,Sporolithales,10000,
2446,Agaricostilbomycetes,10000,
2447,Haplosclerida,10000,
2448,Axinellida,10000,
2449,Baeomycetales,10000,
2450,uncultured dinoflagellate   ,10000,
2451,Thoracosphaerales,10000,
2452,Thiohalomonadales,10000,
2453,Candidatus Pacebacteria bacterium GW2011_GWF1_36_5,10000,
2454,Adinetida,10000,
2455,uncultured delta proteobacterium  ,10000,
2456,Limifossorida,10000,
2457,Cephalothecales,10000,
2458,Candidatus Magasanikbacteria,10000,
2459,Parcubacteria group bacterium GW2011_GWE1_40_20,10000,
2460,Chromadorida,10000,
2461,Pinguiochrysidales,10000,
2462,Schizosaccharomycetales,10000,
2463,Schizosaccharomycetes,10000,
2464,Chaetopeltidales,10000,
2465,Candidatus Magasanikbacteria bacterium GW2011_GWA2_56_11,10000,
2466,Stylommatophora,10000,
2467,Zygodiscales,10000,
2468,Dstr-E11,10000,
2469,Synhymeniida,10000,
2470,Botryosphaeriales,10000,
2471,Tanaidacea,10000,
2472,Mantodea,10000,
2473,Teleostei,10000,
2474,Sorogenida,10000,
2475,Amborellales,10000,
2476,Protoheterotrichida,10000,
2477,Stichotrichida,10000,
2478,Parcubacteria group bacterium GW2011_GWA2_39_18,10000,
2479,Cladophorales,10000,
2480,AK4AB2-03B,10000,
2481,uncultured Cenarchaeum sp.,10000,
2482,Carybdeida,10000,
2483,Paramicrosporidium,10000,
2484,Grylloblattodea,10000,
2485,Crenarchaeote enrichment culture,10000,
2486,Proseriata,10000,
2487,Lycopodiales,10000,
2488,Fossombroniales,10000,
2489,Jungermanniales,10000,
2490,Desmoscolecida,10000,
2491,Sakaguchia oryzae   ,10000,
2492,Boliniales,10000,
2493,uncultured Bacteroidetes bacterium  ,10000,
2494,Cyclostomatida,10000,
2495,Mycoplasmoidales,10000,
2496,Coccidiniales,10000,
2497,Saxifragales,10000,
2498,MAST-16,10000,
2499,Trebouxiales,10000,
2500,Ustilaginomycetes,10000,
2501,Phaeoconchia,10000,
2502,Rhodochaetales,10000,
2503,Candidatus Moranbacteria bacterium GW2011_GWE1_49_15,10000,
2504,Andreaeales,10000,
2505,Enteropneusta,10000,
2506,Oryza sativa Japonica Group (Japanese,10000,
2507,Kirschsteiniotheliales,10000,
2508,C178B,10000,
2509,Coronophorales,10000,
2510,Cocconeidales,10000,
2511,Blastocystis,10000,
2512,Archaeognatha,10000,
2513,Mortierellales,10000,
2514,uncultured actinobacterium   ,10000,
2515,Candidatus Yanofskybacteria,10000,
2516,Goniochloridales,10000,
2517,AK5,10000,
2518,Zygentoma,10000,
2519,uncultured gamma proteobacterium ,10000,
2520,uncultured organism ,10000,
2521,Monophragmophora,10000,
2522,Ephedrales,10000,
2523,uncultured forest soil bacterium,10000,
2524,Araeolaimida,10000,
2525,uncultured marine euryarchaeote  ,10000,
2526,uncultured marine thaumarchaeote  ,10000,
2527,Alloascoideales,10000,
2528,Amblyospora,10000,
2529,NED5E9,10000,
2530,Candidatus Shapirobacteria bacterium GW2011_GWE1_38_10,10000,
2531,Neogregarinorida,10000,
2532,Magnetococcales,10000,
2533,Pezizomycetes,10000,
2534,Phacus sp. 4 JIK-2013 ,10000,
2535,Candidatus Woesebacteria bacterium GW2011_GWB1_39_10b,10000,
2536,Ptychomniales,10000,
2537,Punica granatum (pomegranate)  ,10000,
2538,Thermoflexales,10000,
2539,Catharanthus roseus (Madagascar periwinkle) ,10000,
2540,MAT-CR-P4-C12,10000,
2541,uncultured archaeon 19a-27,10000,
2542,uncultured bacterium AD248-D7-1A ,10000,
2543,Acanthoecidae,10000,
2544,Thalassionemales,10000,
2545,Cenarchaeales,10000,
2546,Sebacinales,10000,
2547,Dimargaritales,10000,
2548,Diphyllidea,10000,
2549,Tubuliporida,10000,
2550,Candidatus Kuenenbacteria bacterium GW2011_GWA2_42_15,10000,
2551,Medicago truncatula (barrel medic) ,10000,
2552,Parcubacteria group bacterium GW2011_GWA1_40_21,10000,
2553,Parcubacteria group bacterium GW2011_GWA2_47_8b,10000,
2554,Kriegeriales,10000,
2555,Pleurotheciales,10000,
2556,Lituolida,10000,
2557,Lotharella oceanica   ,10000,
2558,Placidida,10000,
2559,Leotiales,10000,
2560,Terebratulida,10000,
2561,Tetractinellida,10000,
2562,Tetraphyllidea,10000,
2563,Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9,10000,
2564,Candidatus Amesbacteria bacterium GW2011_GWA2_42_12,10000,
2565,Microbotryales,10000,
2566,Palaeacanthocephala,10000,
2567,Salpingoecidae,10000,
2568,Salviniales,10000,
2569,EUB33-2,10000,
2570,Echinothurioida,10000,
2571,Rhizostomeae,10000,
2572,Fraxinus excelsior (European ash) ,10000,
2573,Phaeosphaerida,10000,
2574,Philodinida,10000,
2575,Phytodiniales,10000,
2576,Bursariomorphida,10000,
2577,Vitales,10000,
2578,Vigna radiata var. radiata (mung,10000,
2579,Buxbaumiales,10000,
2580,Opisthorchiida,10000,
2581,SubsectionV,10000,
2582,Biemnida,10000,
2583,C0119,10000,
2584,Kiitrichida,10000,
2585,Porocephalida,10000,
2586,T2WK15B57,10000,
2587,TSCOR001-H18,10000,
2588,TV001-27,10000,
2589,Telonemida,10000,
2590,Syndiniales,10000,
2591,Monomastigales,10000,
2592,Colpodida,10000,
2593,Commelinales,10000,
2594,Copelata,10000,
2595,Compsopogonales,10000,
2596,Coprothermobacterales,10000,
2597,Coccomyxa viridis   ,10000,
2598,Coleochaetales,10000,
2599,Zoopagales,10000,
2600,Bathynellacea,10000,
2601,Bdelloidea,10000,
2602,environmental clone OCS54  ,10000,
