,family,read count,relative error,type
7216,Braconidae,1000,0.636774956647097,CZID-nr
7217,Bracteacoccaceae,1000,0.7168201715516348,CZID-nr
7218,Bradymonadaceae,1000,0.3191161722405615,CZID-nr
7220,Brassicaceae,1000,0.756250260813854,CZID-nr
7222,Brevibacteriaceae,1000,1.2808261110293009,CZID-nr
7223,Breznakiellaceae,1000,1.4038895385351569,CZID-nr
7225,Bromeliaceae,1000,1.849280895573577,CZID-nr
7226,Brucellaceae,1000,0.4753270754869754,CZID-nr
7227,Bruguierivoracaceae,1000,0.608895882852638,CZID-nr
7229,Bryobacteraceae,1000,0.5617161774923694,CZID-nr
7230,Bryopsidaceae,1000,1.0641595256614915,CZID-nr
7231,Budviciaceae,1000,0.6615106389843434,CZID-nr
7232,Bugulidae,1000,3.2055986798679323,CZID-nr
7234,Bulleribasidiaceae,1000,1.8732637449645173,CZID-nr
7235,Buprestidae,1000,0.5052156436685983,CZID-nr
7236,Burkholderiaceae,1000,0.3273360936032611,CZID-nr
7238,Buthidae,1000,0.3895118585876317,CZID-nr
7239,Butyricicoccaceae,1000,1.1707789101659425,CZID-nr
7241,Buxbaumiaceae,1000,1.4159080727909212,CZID-nr
7244,Cactaceae,1000,1.2777065909265732,CZID-nr
7246,Caedimonadaceae,1000,1.15957005173042,CZID-nr
7247,Cafeteriaceae,1000,1.691231311464955,CZID-nr
7248,Calanidae,1000,0.2310132713412943,CZID-nr
7249,Calcarinidae,1000,0.3855599062001661,CZID-nr
7250,Calderihabitantaceae,1000,0.2315411846412991,CZID-nr
7251,Caldicellulosiruptoraceae,1000,1.4062381386593863,CZID-nr
7252,Caldicoprobacteraceae,1000,1.0121564791688622,CZID-nr
7253,Caldilineaceae,1000,0.2473268539531895,CZID-nr
7254,Caldisericaceae,1000,0.7638193644319827,CZID-nr
7255,Caldisphaeraceae,1000,0.2997569265251324,CZID-nr
7256,Calditerrivibrionaceae,1000,0.4844166835365608,CZID-nr
7257,Calditrichaceae,1000,3.2042832120765485,CZID-nr
7258,Caligidae,1000,0.4950802998372517,CZID-nr
7260,Callipallenidae,1000,0.2304975287775224,CZID-nr
7261,Calliphoridae,1000,1.5959728897446404,CZID-nr
7263,Callithamniaceae,1000,0.529760744436973,CZID-nr
7265,Calopterygidae,1000,0.2675899098776628,CZID-nr
7267,Calotrichaceae,1000,1.0803412769385292,CZID-nr
7269,Calyptraeidae,1000,0.0016609691428528,CZID-nr
7272,Cambaridae,1000,1.9947522193695428,CZID-nr
7273,Caminicellaceae,1000,1.658083970500235,CZID-nr
7274,Camisiidae,1000,1.3656518184640698,CZID-nr
7275,Campanulaceae,1000,0.6933420015433494,CZID-nr
7278,Campylobacteraceae,1000,0.5173516451592475,CZID-nr
7280,Candelariaceae,1000,0.4321281465474382,CZID-nr
7281,Candidatus Absconditicoccaceae,1000,0.424614098820692,CZID-nr
7282,Candidatus Actinomarinaceae,1000,1.3597095636818242,CZID-nr
7284,Candidatus Aeolococcaceae,1000,1.2377732422785086,CZID-nr
7285,Candidatus Altarchaeaceae,1000,0.5962592095806171,CZID-nr
7286,Candidatus Anaeroferrophillacea,1000,0.9764568766550396,CZID-nr
7287,Candidatus Anstonellaceae,1000,0.2624196343629259,CZID-nr
7288,Candidatus Aquicultoraceae,1000,0.2029281386973717,CZID-nr
7289,Candidatus Asgardarchaeaceae,1000,1.0909343740538295,CZID-nr
7290,Candidatus Auribacteraceae,1000,0.7412434540625059,CZID-nr
7292,Candidatus Babeliaceae,1000,0.4505445205135809,CZID-nr
7293,Candidatus Bathyanammoxibiaceae,1000,2.52305450044943,CZID-nr
7294,Candidatus Bathyarchaeaceae,1000,0.934392777823396,CZID-nr
7295,Candidatus Bathycorpusculaceae,1000,0.6832692057685387,CZID-nr
7296,Candidatus Berkiellaceae,1000,0.3359208946769037,CZID-nr
7297,Candidatus Binataceae,1000,1.1337277104251862,CZID-nr
7298,Candidatus Bipolaricaulaceae,1000,0.6767255861664948,CZID-nr
7299,Candidatus Borrarchaeaceae,1000,0.4010842360173284,CZID-nr
7300,Candidatus Brocadiaceae,1000,0.3361778897673412,CZID-nr
7301,Candidatus Burarchaeaceae,1000,0.0013381058454372,CZID-nr
7302,Candidatus Caldatribacteriaceae,1000,0.2164008022743181,CZID-nr
7303,Candidatus Calditenuaceae,1000,1.3877502840312654,CZID-nr
7304,Candidatus Cenarchaeaceae,1000,1.2237728902608307,CZID-nr
7306,Candidatus Chloroheliaceae,1000,0.0021284612882127,CZID-nr
7307,Candidatus Chromulinivoraceae,1000,0.2298930417481534,CZID-nr
7308,Candidatus Cloacimonadaceae,1000,0.3959201622213165,CZID-nr
7309,Candidatus Comchoanobacteraceae,1000,2.4856662811905923,CZID-nr
7310,Candidatus Competibacteraceae,1000,0.8511699310128801,CZID-nr
7312,Candidatus Culexmicrobiaceae,1000,1.4382481371145133,CZID-nr
7313,Candidatus Deferrimicrobiaceae,1000,0.0034665621970808,CZID-nr
7314,Candidatus Deianiraeaceae,1000,0.637455970273492,CZID-nr
7315,Candidatus Desulfofervidaceae,1000,0.4915449425410442,CZID-nr
7316,Candidatus Elulimicrobiaceae,1000,0.6578244925139378,CZID-nr
7317,Candidatus Entotheonellaceae,1000,0.7107879669703717,CZID-nr
7318,Candidatus Fermentibacteraceae,1000,1.9778118418590287,CZID-nr
7319,Candidatus Fermentithermobacillaceae,1000,1.3271057464510856,CZID-nr
7320,Candidatus Geothermincolaceae,1000,0.694204884751633,CZID-nr
7322,Candidatus Hakubellaceae,1000,1.2400823624242672,CZID-nr
7323,Candidatus Hepatoplasmataceae,1000,1.718446819100125,CZID-nr
7324,Candidatus Hydrogenedentaceae,1000,1.5985511942249018,CZID-nr
7325,Candidatus Izemoplasmataceae,1000,0.4740480740596088,CZID-nr
7326,Candidatus Jingweiarchaeaceae,1000,0.7819381659110868,CZID-nr
7327,Candidatus Korarchaeaceae,1000,0.2328956542242602,CZID-nr
7328,Candidatus Korobacteraceae,1000,0.6437848743116035,CZID-nr
7329,Candidatus Limnocylindraceae,1000,0.2221700192594125,CZID-nr
7330,Candidatus Lucifugimonadaceae,1000,0.4629838072641328,CZID-nr
7331,Candidatus Magnetaquicoccaceae,1000,1.0769903622723307,CZID-nr
7332,Candidatus Magnetobacteriaceae,1000,1.2173954659032906,CZID-nr
7333,Candidatus Magnetomoraceae,1000,0.5134440460805523,CZID-nr
7334,Candidatus Manganitrophaceae,1000,0.3724065967653001,CZID-nr
7335,Candidatus Mcinerneyibacteriaceae,1000,0.6641674803767817,CZID-nr
7336,Candidatus Methanofastidiosaceae,1000,1.2167190860072332,CZID-nr
7337,Candidatus Methanogasteraceae,1000,0.5288855669741853,CZID-nr
7339,Candidatus Methanollivieraceae,1000,0.4911754727427096,CZID-nr
7340,Candidatus Methanomethylicaceae,1000,0.2042060155713897,CZID-nr
7341,Candidatus Methanoperedenaceae,1000,0.3463729670682123,CZID-nr
7342,Candidatus Methanophagaceae,1000,1.8579189092555903,CZID-nr
7343,Candidatus Methanospirareceae,1000,0.4407175453051697,CZID-nr
7344,Candidatus Methylarchaceae,1000,0.3898973117182437,CZID-nr
7345,Candidatus Methylomirabilaceae,1000,0.3203396427697153,CZID-nr
7346,Candidatus Midichloriaceae,1000,0.6964640208409377,CZID-nr
7348,Candidatus Moduliflexaceae,1000,0.394310136365867,CZID-nr
7349,Candidatus Mycalebacteriaceae,1000,0.6930780422841182,CZID-nr
7350,Candidatus Nanogingivalaceae,1000,0.1709978729851721,CZID-nr
7351,Candidatus Nanopelagicaceae,1000,1.7437780247324115,CZID-nr
7353,Candidatus Nitrosocaldaceae,1000,0.0015139823820006,CZID-nr
7354,Candidatus Obscuribacteraceae,1000,0.5769276011979735,CZID-nr
7355,Candidatus Odinarchaeaceae,1000,0.206057480282981,CZID-nr
7356,Candidatus Ozemobacteraceae,1000,0.446497207892797,CZID-nr
7357,Candidatus Paceibacteraceae,1000,0.1984954230754934,CZID-nr
7358,Candidatus Palauibacteraceae,1000,1.2732560015099492,CZID-nr
7359,Candidatus Paracaedibacteraceae,1000,0.3659867633776852,CZID-nr
7360,Candidatus Parilichlamydiaceae,1000,0.3191289938422756,CZID-nr
7361,Candidatus Pelagibacteraceae,1000,0.1849532430798558,CZID-nr
7362,Candidatus Persebacteraceae,1000,0.417649558001492,CZID-nr
7363,Candidatus Phoenicimicrobiaceae,1000,0.4697428236238841,CZID-nr
7364,Candidatus Polarisedimenticolaceae,1000,0.5151811429497168,CZID-nr
7365,Candidatus Poseidoniaceae,1000,0.2853647310152417,CZID-nr
7366,Candidatus Promineifilaceae,1000,2.49801729606413,CZID-nr
7367,Candidatus Puniceispirillaceae,1000,0.1357947681253512,CZID-nr
7368,Candidatus Rhabdochlamydiaceae,1000,0.4543118702252497,CZID-nr
7369,Candidatus Saccharicenantaceae,1000,2.5067781717395885,CZID-nr
7370,Candidatus Saccharimonadaceae,1000,1.1983308462594593,CZID-nr
7371,Candidatus Scalinduaceae,1000,0.3898385277245736,CZID-nr
7373,Candidatus Sulfomarinibacteraceae,1000,1.2271451391509856,CZID-nr
7374,Candidatus Sumerlaeaceae,1000,0.5165375944397974,CZID-nr
7376,Candidatus Tariuqbacteraceae,1000,1.5838933336304248,CZID-nr
7377,Candidatus Termititenacaceae,1000,0.232577696737707,CZID-nr
7378,Candidatus Tethybacteraceae,1000,0.4493663707279925,CZID-nr
7379,Candidatus Thalassarchaeaceae,1000,1.1677500646226722,CZID-nr
7380,Candidatus Tharpellaceae,1000,0.5387519818447397,CZID-nr
7381,Candidatus Thermochlorobacteriaceae,1000,0.2658048695107707,CZID-nr
7382,Candidatus Uabimicrobiaceae,1000,0.5410153139285265,CZID-nr
7383,Candidatus Undinarchaeaceae,1000,0.4723607078456973,CZID-nr
7384,Candidatus Vecturitrichaceae,1000,0.7521390862185409,CZID-nr
7385,Candidatus Wolframiiraptoraceae,1000,0.2856985507565092,CZID-nr
7386,Candidatus Zymogenaceae,1000,0.7417190779839402,CZID-nr
7388,Cannabaceae,1000,0.5424998619429447,CZID-nr
7389,Cantharellaceae,1000,0.8499106963428056,CZID-nr
7392,Capillimicrobiaceae,1000,1.0207580962206704,CZID-nr
7393,Capitellidae,1000,1.7514598799570047,CZID-nr
7395,Capnodiaceae,1000,0.4295395201049126,CZID-nr
7396,Caprifoliaceae,1000,1.2519963603721975,CZID-nr
7397,Capsalidae,1000,0.2645068222702243,CZID-nr
7398,Capsulimonadaceae,1000,2.561123592333615,CZID-nr
7401,Carbonactinosporaceae,1000,1.0997788455628297,CZID-nr
7402,Carcinidae,1000,1.3960836608360452,CZID-nr
7404,Cardiobacteriaceae,1000,2.948758608661509,CZID-nr
7406,Caricaceae,1000,1.3263578313673592,CZID-nr
7407,Carnobacteriaceae,1000,1.6634089553834224,CZID-nr
7410,Caryophanaceae,1000,0.9399807678150716,CZID-nr
7411,Caryophyllaceae,1000,2.553599736172292,CZID-nr
7412,Caryophylliidae,1000,0.325183229019769,CZID-nr
7413,Casimicrobiaceae,1000,2.498118520866703,CZID-nr
7414,Casjensviridae,1000,0.4826430203089177,CZID-nr
7417,Catalimonadaceae,1000,1.1754974835689864,CZID-nr
7418,Catenariaceae,1000,0.5958385355990142,CZID-nr
7419,Catenulaceae,1000,2.287342672282379,CZID-nr
7420,Catenulisporaceae,1000,0.9297292453087236,CZID-nr
7422,Caulacanthaceae,1000,0.5654154961071265,CZID-nr
7423,Caulerpaceae,1000,0.9287996980954772,CZID-nr
7424,Caulimoviridae,1000,1.439865492717732,CZID-nr
7425,Caulobacteraceae,1000,0.2711638489279123,CZID-nr
7426,Caulochytriaceae,1000,0.907057993667627,CZID-nr
7427,Cavenderiaceae,1000,0.5383634510838463,CZID-nr
7428,Cavernulicolaceae,1000,0.1975687070853685,CZID-nr
7429,Cavosteliaceae,1000,0.7196457077210133,CZID-nr
7430,Cecidomyiidae,1000,1.5264030251671326,CZID-nr
7431,Celastraceae,1000,0.9221612582892776,CZID-nr
7432,Celerinatantimonadaceae,1000,0.4433976741870228,CZID-nr
7433,Cellulomonadaceae,1000,2.821945442027738,CZID-nr
7434,Cellulosilyticaceae,1000,0.3338923121957132,CZID-nr
7435,Cellvibrionaceae,1000,0.2758375344308771,CZID-nr
7438,Cephalotaceae,1000,0.4014001324010877,CZID-nr
7440,Cephidae,1000,1.1971111766926052,CZID-nr
7441,Ceraceosoraceae,1000,0.412613464602627,CZID-nr
7442,Cerambycidae,1000,0.9653385123305314,CZID-nr
7443,Ceramiaceae,1000,0.7775389197520803,CZID-nr
7444,Cerasicoccaceae,1000,0.549708614567026,CZID-nr
7445,Ceratiaceae,1000,0.2320394492741212,CZID-nr
7446,Ceratobasidiaceae,1000,0.4540927320313513,CZID-nr
7447,Ceratocystidaceae,1000,0.4178234050455461,CZID-nr
7449,Ceratopogonidae,1000,1.000983938884676,CZID-nr
7450,Cercomonadidae,1000,1.0802289687154143,CZID-nr
7455,Cesiribacteraceae,1000,2.1266424994566298,CZID-nr
7457,Chaetocerotaceae,1000,0.3357042602005712,CZID-nr
7458,Chaetomiaceae,1000,0.3678754695772459,CZID-nr
7459,Chaetopeltidaceae,1000,1.1748202723455476,CZID-nr
7460,Chaetophoraceae,1000,2.1363198457369483,CZID-nr
7462,Chaetosphaeriaceae,1000,1.3104689885916447,CZID-nr
7465,Chamaesiphonaceae,1000,0.7971895785836127,CZID-nr
7467,Champiaceae,1000,0.3488446195180509,CZID-nr
7468,Characeae,1000,0.9252964394927906,CZID-nr
7471,Chaseviridae,1000,0.552164406483696,CZID-nr
7472,Chattonellaceae,1000,0.2829461435724683,CZID-nr
7473,Chelatococcaceae,1000,1.3145923795446857,CZID-nr
7474,Chenopodiaceae,1000,0.973590661916713,CZID-nr
7477,Chilodonellidae,1000,0.4655104254591948,CZID-nr
7478,Chironomidae,1000,0.4146521075217926,CZID-nr
7481,Chitinibacteraceae,1000,1.6727823669716748,CZID-nr
7482,Chitinispirillaceae,1000,1.1928967866975717,CZID-nr
7483,Chitinivibrionaceae,1000,0.5394785216427231,CZID-nr
7484,Chitinophagaceae,1000,0.317862532411354,CZID-nr
7486,Chlamydiaceae,1000,1.778689953930949,CZID-nr
7487,Chlamydodontidae,1000,0.5292391405231408,CZID-nr
7488,Chlamydomonadaceae,1000,0.4918892034822958,CZID-nr
7489,Chlorellaceae,1000,0.465125682102629,CZID-nr
7490,Chlorobiaceae,1000,0.3588333461721343,CZID-nr
7491,Chlorobotryaceae,1000,0.8704536043757098,CZID-nr
7492,Chlorociboriaceae,1000,0.5171715300127421,CZID-nr
7493,Chlorococcaceae,1000,0.4848337790083923,CZID-nr
7494,Chlorocystidaceae,1000,0.2663300949725157,CZID-nr
7495,Chlorodendraceae,1000,0.4950885073535454,CZID-nr
7496,Chloroflexaceae,1000,0.2956575705527322,CZID-nr
7497,Chlorogloeopsidaceae,1000,0.4886497350009918,CZID-nr
7498,Chloroherpetonaceae,1000,1.9232079283124184,CZID-nr
7499,Chlorokybaceae,1000,0.1982739207247548,CZID-nr
7500,Chloropicaceae,1000,0.2197072909986688,CZID-nr
7503,Choanephoraceae,1000,0.463213769253518,CZID-nr
7508,Chordariaceae,1000,0.9586035551476024,CZID-nr
7511,Chortoglyphidae,1000,0.5859070469450288,CZID-nr
7512,Christensenellaceae,1000,0.638627415940532,CZID-nr
7514,Chromatiaceae,1000,0.2179460167059521,CZID-nr
7515,Chromeraceae,1000,0.4112913428888283,CZID-nr
7516,Chromobacteriaceae,1000,0.352802399402806,CZID-nr
7517,Chromochloridaceae,1000,0.7082416605021061,CZID-nr
7518,Chromulinaceae,1000,0.3181653937770824,CZID-nr
7519,Chroococcaceae,1000,0.9116868373812056,CZID-nr
7520,Chroococcidiopsidaceae,1000,1.5899965402639031,CZID-nr
7521,Chroomonadaceae,1000,1.1065021943661204,CZID-nr
7522,Chrysanthemodiscaceae,1000,1.9418215477428007,CZID-nr
7523,Chryseotaleaceae,1000,0.6700501779086134,CZID-nr
7524,Chrysiogenaceae,1000,0.7464035856843723,CZID-nr
7527,Chrysochromulinaceae,1000,0.3754075500090506,CZID-nr
7530,Chrysolepidomonadaceae,1000,0.2659880510709795,CZID-nr
7531,Chrysomelidae,1000,2.045804090165628,CZID-nr
7534,Chrysopidae,1000,3.2055556267574974,CZID-nr
7535,Chrysotrichaceae,1000,0.5830036029119056,CZID-nr
7536,Chrysozymaceae,1000,1.5480295536609634,CZID-nr
7538,Chthoniobacteraceae,1000,0.7946631759220613,CZID-nr
7539,Chthonomonadaceae,1000,0.3298632275632137,CZID-nr
7540,Chydoridae,1000,0.3340352260265286,CZID-nr
7541,Chytridiaceae,1000,2.695117357535913,CZID-nr
7542,Chytriomycetaceae,1000,0.5390165338332659,CZID-nr
7543,Cicadellidae,1000,0.402444281387352,CZID-nr
7546,Cimicidae,1000,1.925438309042084,CZID-nr
7547,Circaeasteraceae,1000,1.3674046213304496,CZID-nr
7548,Circoviridae,1000,0.6081247847295556,CZID-nr
7549,Cirrosporiaceae,1000,0.8354651095472587,CZID-nr
7551,Cladochytriaceae,1000,0.471499140711794,CZID-nr
7552,Cladoniaceae,1000,0.4265872747733265,CZID-nr
7553,Cladophoraceae,1000,0.4689701059403511,CZID-nr
7554,Cladosporiaceae,1000,0.4913220722438933,CZID-nr
7555,Clambidae,1000,1.0012648706991094,CZID-nr
7557,Clathraceae,1000,0.4916721661777332,CZID-nr
7561,Clavicipitaceae,1000,1.900650975492685,CZID-nr
7563,Cleomaceae,1000,1.1331668560499466,CZID-nr
7566,Clitocybaceae,1000,0.5031490426335115,CZID-nr
7567,Closteriaceae,1000,0.9341237351829944,CZID-nr
7568,Clostridiaceae,1000,0.8165308110728008,CZID-nr
7569,Clostridiales Family XVI. Incertae Sedis,1000,1.239381364950313,CZID-nr
7570,Clostridiales Family XVII. Incertae Sedis,1000,0.7310874317315319,CZID-nr
7572,Coccinellidae,1000,0.570518696887673,CZID-nr
7573,Coccomyxaceae,1000,3.2303865341732294,CZID-nr
7574,Cocconeidaceae,1000,1.7914693429775426,CZID-nr
7575,Cochliopodiidae,1000,0.0034665621970808,CZID-nr
7576,Codiaceae,1000,0.6882688880036673,CZID-nr
7578,Coelomomycetaceae,1000,0.9226464403952118,CZID-nr
7580,Coelosphaeriaceae,1000,0.6227913227311025,CZID-nr
7581,Coenagrionidae,1000,0.7433510241758111,CZID-nr
7582,Cohaesibacteraceae,1000,0.3296923848891436,CZID-nr
7583,Colaconemataceae,1000,0.0029990716554929,CZID-nr
7584,Coleochaetaceae,1000,0.681804967304049,CZID-nr
7585,Coleofasciculaceae,1000,0.7937846589795667,CZID-nr
7587,Coleosporiaceae,1000,0.2038415385907008,CZID-nr
7589,Colletidae,1000,1.86935598433374,CZID-nr
7590,Collodictyonidae,1000,0.0021249994504557,CZID-nr
7592,Colpodidae,1000,0.347003864667176,CZID-nr
7593,Colponemidia,1000,0.6704552988122916,CZID-nr
7594,Colwelliaceae,1000,0.1769977416423231,CZID-nr
7595,Comamonadaceae,1000,0.2259778914905189,CZID-nr
7597,Compsopogonaceae,1000,1.2419834715552702,CZID-nr
7598,Conexibacteraceae,1000,0.4264735492749738,CZID-nr
7601,Coniochaetaceae,1000,1.0932097646294148,CZID-nr
7602,Coniocybaceae,1000,0.2313311317989497,CZID-nr
7603,Coniophoraceae,1000,0.7694316213624198,CZID-nr
7606,Convolvulaceae,1000,0.798552348688354,CZID-nr
7607,Coprobacillaceae,1000,0.5176561367944547,CZID-nr
7608,Coprothermobacteraceae,1000,0.4861663886182485,CZID-nr
7609,Coraliomargaritaceae,1000,0.1820028231980857,CZID-nr
7610,Corallinaceae,1000,0.589601455468269,CZID-nr
7611,Cordycipitaceae,1000,1.195574122432134,CZID-nr
7613,Corethraceae,1000,0.6609354938789196,CZID-nr
7616,Coriobacteriaceae,1000,0.7628860179311803,CZID-nr
7618,Corticoviridae,1000,0.8713299178717074,CZID-nr
7619,Cortinariaceae,1000,0.3114238527866825,CZID-nr
7622,Corynebacteriaceae,1000,0.7153376610223032,CZID-nr
7623,Corynesporascaceae,1000,0.4952134404576215,CZID-nr
7624,Coscinodiscaceae,1000,0.39515118998361,CZID-nr
7625,Cosmopterigidae,1000,0.8688323868979541,CZID-nr
7626,Cossidae,1000,0.2645068222702243,CZID-nr
7628,Coxiellaceae,1000,1.1057811995134708,CZID-nr
7630,Crambidae,1000,3.209830629801507,CZID-nr
7631,Crangonidae,1000,0.2624196343629259,CZID-nr
7636,Crenotrichaceae,1000,0.6330969645859298,CZID-nr
7637,Crepidotaceae,1000,1.9434455048431116,CZID-nr
7639,Criblamydiaceae,1000,0.4457195417746597,CZID-nr
7640,Crocinitomicaceae,1000,0.2440335150960694,CZID-nr
7643,Cryomorphaceae,1000,0.5792974579257606,CZID-nr
7644,Cryphonectriaceae,1000,1.5612309532820725,CZID-nr
7645,Crypthecodiniaceae,1000,1.3675251432387578,CZID-nr
7646,Cryptobasidiaceae,1000,1.2443361674834703,CZID-nr
7648,Cryptococcaceae,1000,1.2103247426030574,CZID-nr
7650,Cryptomonadaceae,1000,2.7598306799968566,CZID-nr
7652,Cryptosporangiaceae,1000,0.6847080255818828,CZID-nr
7653,Cryptosporidiidae,1000,0.665455840996131,CZID-nr
7657,Cucurbitaceae,1000,1.2203602868773156,CZID-nr
7658,Cucurbitariaceae,1000,0.7763415301488792,CZID-nr
7659,Culicidae,1000,0.9193158386218708,CZID-nr
7660,Culicoidibacteraceae,1000,1.2645214731654848,CZID-nr
7661,Culicosporidae,1000,0.267930807184279,CZID-nr
7663,Cuniculitremaceae,1000,1.6068197073641235,CZID-nr
7664,Cunninghamellaceae,1000,1.233331143339735,CZID-nr
7665,Cupressaceae,1000,1.3207490765139265,CZID-nr
7666,Curculionidae,1000,0.6388141464991678,CZID-nr
7668,Cyanidiaceae,1000,0.719153223908878,CZID-nr
7669,Cyanomargaritaceae,1000,0.3493080967652073,CZID-nr
7670,Cyanophoraceae,1000,2.3429434876309663,CZID-nr
7671,Cyanothecaceae,1000,0.4480159774782752,CZID-nr
7673,Cyclestheriidae,1000,0.2761917548785552,CZID-nr
7674,Cyclidiidae,1000,0.7500145292825764,CZID-nr
7675,Cyclobacteriaceae,1000,0.2917767708564895,CZID-nr
7676,Cyclonatronaceae,1000,3.3781426670476877,CZID-nr
7677,Cyclopettidae,1000,0.7849526972276338,CZID-nr
7678,Cyclophoraceae,1000,1.1522493254478918,CZID-nr
7679,Cyclopidae,1000,0.4095185812494684,CZID-nr
7680,Cylindrobullidae,1000,0.0010759832492341,CZID-nr
7681,Cylindrosympodiaceae,1000,0.2509215336070396,CZID-nr
7682,Cymatolegaceae,1000,1.0176898191149706,CZID-nr
7683,Cymatosiraceae,1000,0.5910522858254398,CZID-nr
7684,Cymbellaceae,1000,1.648366239667067,CZID-nr
7685,Cynipidae,1000,0.6057982412877136,CZID-nr
7687,Cyperaceae,1000,0.7061313592230554,CZID-nr
7688,Cyphellophoraceae,1000,0.902720523358034,CZID-nr
7689,Cyprididae,1000,1.7440014764343623,CZID-nr
7695,Cytherideidae,1000,1.3928813002059903,CZID-nr
7696,Cytophagaceae,1000,0.2247598597579044,CZID-nr
7697,Dacrymycetaceae,1000,1.1004358519686397,CZID-nr
7699,Daphniidae,1000,0.5464817007871214,CZID-nr
7701,Darwinulidae,1000,1.0900467806998089,CZID-nr
7703,Dasyaceae,1000,0.2171976913210858,CZID-nr
7704,Dasycladaceae,1000,0.9655368672203836,CZID-nr
7706,Datiscaceae,1000,1.174160653350793,CZID-nr
7707,Debaryomycetaceae,1000,1.2085459473038669,CZID-nr
7708,Deferribacteraceae,1000,1.6568821551483672,CZID-nr
7709,Deferrisomataceae,1000,0.6834277704241062,CZID-nr
7710,Deferrivibrionaceae,1000,0.0003546040888035,CZID-nr
7711,Defluviitaleaceae,1000,0.3906717590078731,CZID-nr
7712,Dehalococcoidaceae,1000,1.1980389083908798,CZID-nr
7713,Deinococcaceae,1000,0.5823259873748327,CZID-nr
7715,Delesseriaceae,1000,0.5044881435970403,CZID-nr
7716,Delitschiaceae,1000,0.2074731339699473,CZID-nr
7717,Delphacidae,1000,1.1627881871947698,CZID-nr
7718,Demequinaceae,1000,0.2935911703105371,CZID-nr
7719,Demerecviridae,1000,0.8087970004708489,CZID-nr
7720,Dennstaedtiaceae,1000,0.4709962524520943,CZID-nr
7722,Derbesiaceae,1000,0.4341773393106146,CZID-nr
7723,Dermabacteraceae,1000,3.308212086879983,CZID-nr
7724,Dermacoccaceae,1000,0.6560880270035853,CZID-nr
7725,Dermateaceae,1000,1.2214173733798692,CZID-nr
7726,Dermatophilaceae,1000,0.4530642042557775,CZID-nr
7728,Dermocarpellaceae,1000,0.5587189464450943,CZID-nr
7729,Derodontidae,1000,0.7749128637451825,CZID-nr
7730,Desertifilaceae,1000,0.3104732182038787,CZID-nr
7731,Desmarestiaceae,1000,0.3451949263883699,CZID-nr
7732,Desmidiaceae,1000,1.305153290556458,CZID-nr
7733,Desulfallaceae,1000,1.213968656717347,CZID-nr
7734,Desulfarculaceae,1000,0.3456504936601782,CZID-nr
7735,Desulfatibacillaceae,1000,0.4697741747289609,CZID-nr
7736,Desulfatiglandaceae,1000,0.5278690835783532,CZID-nr
7737,Desulfatirhabdiaceae,1000,0.9820438460146624,CZID-nr
7738,Desulfitibacteraceae,1000,1.0452019922300697,CZID-nr
7739,Desulfitobacteriaceae,1000,1.645858459777518,CZID-nr
7740,Desulfoarculaceae,1000,1.853251410289653,CZID-nr
7741,Desulfobaccaceae,1000,0.3528521643999066,CZID-nr
7742,Desulfobacteraceae,1000,0.4517478972363009,CZID-nr
7743,Desulfobacteriaceae,1000,1.9497142321440517,CZID-nr
7744,Desulfobulbaceae,1000,0.4221389046155251,CZID-nr
7745,Desulfocapsaceae,1000,0.3073036989049253,CZID-nr
7746,Desulfococcaceae,1000,0.2798525841387269,CZID-nr
7747,Desulfocucumaceae,1000,0.4808476883332671,CZID-nr
7748,Desulfohalobiaceae,1000,1.5572803851329309,CZID-nr
7749,Desulfolunaceae,1000,1.0934658428344854,CZID-nr
7750,Desulfomicrobiaceae,1000,0.3543827037913973,CZID-nr
7751,Desulfomonilaceae,1000,1.1054650845168272,CZID-nr
7752,Desulfonatronaceae,1000,0.5217540706964563,CZID-nr
7753,Desulfonatronovibrionaceae,1000,3.065376603688259,CZID-nr
7754,Desulfonauticaceae,1000,0.7929655793808575,CZID-nr
7755,Desulfoplanaceae,1000,0.6456639382892799,CZID-nr
7756,Desulforegulaceae,1000,0.7997929548635265,CZID-nr
7757,Desulfosalsimonadaceae,1000,0.7465745987722044,CZID-nr
7758,Desulfosarcinaceae,1000,0.2606754955369993,CZID-nr
7759,Desulfosudaceae,1000,0.5762799733409922,CZID-nr
7760,Desulfotomaculaceae,1000,1.6476024981024342,CZID-nr
7761,Desulfovibrionaceae,1000,0.999921980678504,CZID-nr
7762,Desulfurellaceae,1000,2.131771410866439,CZID-nr
7763,Desulfuribacillaceae,1000,1.2996429722706544,CZID-nr
7764,Desulfurisporaceae,1000,0.2658791539681996,CZID-nr
7765,Desulfurobacteriaceae,1000,1.2204125909029775,CZID-nr
7766,Desulfurococcaceae,1000,0.7218798071979271,CZID-nr
7767,Desulfuromonadaceae,1000,0.3037569722428194,CZID-nr
7768,Dethiobacteraceae,1000,1.6524076214758752,CZID-nr
7769,Dethiosulfovibrionaceae,1000,0.7494864114580195,CZID-nr
7771,Devosiaceae,1000,0.524749186407747,CZID-nr
7772,Diademaceae,1000,0.5914377051410225,CZID-nr
7776,Diaporthaceae,1000,0.5116569853560896,CZID-nr
7777,Diaptomidae,1000,0.1824530003484062,CZID-nr
7779,Diatrypaceae,1000,1.5820702158660311,CZID-nr
