,genus,read count,relative error
9613,Acrochaetium,10K,
9614,Streptobacillus,10K,
9615,Cladophora,10K,
9616,Stylonema,10K,
9617,Arthonia,10K,
9618,Melanomma,10K,
9619,Corethron,10K,
9620,Atractomorpha,10K,
9621,Melanopsichium,10K,
9622,Sporisorium,10K,
9623,Pilaira,10K,
9624,Detonula,10K,
9625,Colacium,10K,
9626,Aphanochaete,10K,
9627,Alectoria,10K,
9628,Candidatus Carsonella,10K,
9629,Halorhabdus,10K,
9630,Karenia,10K,
9631,Membranoptera,10K,
9632,Chlorosarcina,10K,
9633,Geminella,10K,
9634,Thuretia,10K,
9635,Rhodoglobus,10K,
9636,Homoeostrichus,10K,
9637,Seculamonas,10K,
9638,Neogoniolithon,10K,
9639,Balnearium,10K,
9640,Eremomyces,10K,
9641,Leachiella,10K,
9642,Candidatus Hepatoplasma,10K,
9643,Lobosporangium,10K,
9644,Alkalibacillus,10K,
9645,Pilibacter,10K,
9646,Sappinia,10K,
9647,Pseudolithoderma,10K,
9648,Elliptochloris,10K,
9649,Tabellaria,10K,
9650,Gordonibacter,10K,
9651,Dipterocladia,10K,
9652,Negativicoccus,10K,
9653,Titanophycus,10K,
9654,Campylosira,10K,
9655,Ovalopodium,10K,
9656,Rasamsonia,10K,
9657,Salinarchaeum,10K,
9658,Kroppenstedtia,10K,
9659,Eggerthia,10K,
9660,Glutinoglossum,10K,
9661,Wangella,10K,
9662,Chromochloris,10K,
9663,Sporosalibacterium,10K,
9664,Saliterribacillus,10K,
9665,Nusuttodinium,10K,
9666,Simonsenia,10K,
9667,Aliicoccus,10K,
9668,Psammosa,10K,
9669,Candidatus Tachikawaea,10K,
9670,Cnuibacter,10K,
9671,Bariatricus,10K,
9672,Numidum,10K,
9673,Criibacterium,10K,
9674,Halodesulfurarchaeum,10K,
9675,Phoenicibacter,10K,
9676,Merdimonas,10K,
9677,Agathobaculum,10K,
9678,Candidatus Nanoperiomorbus,10K,
9679,Lympha,10K,
9680,Candidatus Galacturonibacter,10K,
9681,Metalysinibacillus,10K,
9682,Sulfuracidifex,10K,
9683,Pterocladiophila,10K,
9684,Amedibacillus,10K,
9685,Oecophyllibacter,10K,
9686,Anaerophilus,10K,
9687,Kapraunia,10K,
9688,Porcincola,10K,
9689,Scrofimicrobium,10K,
9690,Butyribacter,10K,
9691,Entomospira,10K,
9692,Candidatus Bilamarchaeum,10K,
9693,Candidatus Solincola,10K,
9694,Changpingibacter,10K,
9695,Diplocloster,10K,
9696,Anaerotignum,10K,
9697,Cetraspora,10K,
9698,Jongsikchunia,10K,
9699,Gymnopilus,10K,
9700,Thyridium,10K,
9701,Pullulanibacillus,10K,
9702,Franklinella,10K,
9703,Metarhizium,10K,
9704,Paecilomyces,10K,
9705,Fibularhizoctonia,10K,
9706,Halogeometricum,10K,
9707,Calycina,10K,
9708,Methanocaldococcus,10K,
9709,Atopostipes,10K,
9710,Atlantibacter,10K,
9711,Tropheryma,10K,
9712,Trichosporon,10K,
9713,Sporolithon,10K,
9714,Phaeosphaeria,10K,
9715,Succinispira,10K,
9716,Sporanaerobacter,10K,
9717,Rudaeicoccus,10K,
9718,Rhizodiscina,10K,
9719,Diaminobutyricibacter,10K,
9720,Salinigranum,10K,
9721,Bullifex,10K,
9722,Archaeoglobus,10K,
9723,Paraurostyla,10K,
9724,Sebaldella,10K,
9725,Halothermothrix,10K,
9726,Desulfurella,10K,
9727,Oltmannsiellopsis,10K,
9728,Thermosyntropha,10K,
9729,Schwartzia,10K,
9730,Natronomonas,10K,
9731,Spongospora,10K,
9732,Coniophora,10K,
9733,Telotrochidium,10K,
9734,Vannella,10K,
9735,Pseudotulostoma,10K,
9736,Vararia,10K,
9737,Flammula,10K,
9738,Lactovum,10K,
9739,Frustulia,10K,
9740,Coleophoma,10K,
9741,Haloplasma,10K,
9742,Caldisericum,10K,
9743,Hymenopellis,10K,
9744,Verticillium,10K,
9745,Halovenus,10K,
9746,Halosiccatus,10K,
9747,Risungbinella,10K,
9748,Ursidibacter,10K,
9749,Nissabacter,10K,
9750,Miniphocaeibacter,10K,
9751,Candidatus Eremiobacter,10K,
9752,Culicoidibacter,10K,
9753,Streptoalloteichus,10K,
9754,Fucus,10K,
9755,Spermatozopsis,10K,
9756,Rhaphoneis,10K,
9757,Macrolepiota,10K,
9758,Cortinarius,10K,
9759,Proteromonas,10K,
9760,Rhynchobodo,10K,
9761,Holdemania,10K,
9762,Ramaria,10K,
9763,Wolfiporia,10K,
9764,Natrinema,10K,
9765,Bisgaardia,10K,
9766,Protoceratium,10K,
9767,Heliocybe,10K,
9768,Piedraia,10K,
9769,Grammatophora,10K,
9770,Achnanthes,10K,
9771,Candidatus Riesia,10K,
9772,Palisada,10K,
9773,Protostelium,10K,
9774,Clostridiisalibacter,10K,
9775,Follicularia,10K,
9776,Labedaea,10K,
9777,Candidatus Hartigia,10K,
9778,Pseudogracilibacillus,10K,
9779,Ezakiella,10K,
9780,Sanghuangporus,10K,
9781,Kalmanozyma,10K,
9782,Oceanivirga,10K,
9783,Krasilnikoviella,10K,
9784,Crassisporium,10K,
9785,Mordavella,10K,
9786,Bacilliculturomica,10K,
9787,Komarekiella,10K,
9788,Parolsenella,10K,
9789,Catenibacillus,10K,
9790,Candidatus Amulumruptor,10K,
9791,Candidatus Methanolliviera,10K,
9792,Dysosmobacter,10K,
9793,Neoactinobaculum,10K,
9794,Metasolibacillus,10K,
9795,Xylanivirga,10K,
9796,Paenactinomyces,10K,
9797,Candolleomyces,10K,
9798,Candidatus Nanohalobium,10K,
9799,Qaidamihabitans,10K,
9800,Massiliimalia,10K,
9801,Caecibacteroides,10K,
9802,Acididesulfobacillus,10K,
9803,Methanopyrus,10K,
9804,Arthromyces,10K,
9805,Lenzites,10K,
9806,Opisthonecta,10K,
9807,Pholiota,10K,
9808,Callithamnion,10K,
9809,Prionitis,10K,
9810,Rhodogorgon,10K,
9811,Acetitomaculum,10K,
9812,Microsporum,10K,
9813,Cantharellus,10K,
9814,Gloeochaete,10K,
9815,Choiromyces,10K,
9816,Cercomonas,10K,
9817,Picrophilus,10K,
9818,Dactylella,10K,
9819,Lyophyllum,10K,
9820,Sphaceloma,10K,
9821,Hafniomonas,10K,
9822,Urostyla,10K,
9823,Stachyamoeba,10K,
9824,Trichonympha,10K,
9825,Emmonsia,10K,
9826,Yamagishiella,10K,
9827,Mastigamoeba,10K,
9828,Thermicanus,10K,
9829,Phalansterium,10K,
9830,Phialocephala,10K,
9831,Methanothermococcus,10K,
9832,Hapalosiphon,10K,
9833,Sorogena,10K,
9834,Artomyces,10K,
9835,Synedropsis,10K,
9836,Parascardovia,10K,
9837,Rhexocercosporidium,10K,
9838,Capsosiphon,10K,
9839,Codosiga,10K,
9840,Phellinidium,10K,
9841,Moniliophthora,10K,
9842,Hespellia,10K,
9843,Virgulinella,10K,
9844,Marvinbryantia,10K,
9845,Ethanoligenens,10K,
9846,Kerstersia,10K,
9847,Anaerofustis,10K,
9848,Seinonella,10K,
9849,Monomorphina,10K,
9850,Saccharina,10K,
9851,Pseudokeronopsis,10K,
9852,Salinibacillus,10K,
9853,Gambierdiscus,10K,
9854,Lophium,10K,
9855,Pleurostomum,10K,
9856,Neofusicoccum,10K,
9857,Caloneis,10K,
9858,Parietichytrium,10K,
9859,Cristinia,10K,
9860,Cholamonas,10K,
9861,Moelleriella,10K,
9862,Paraeggerthella,10K,
9863,Porphyropsis,10K,
9864,Palpitomonas,10K,
9865,Ctenophora,10K,
9866,Lemnicola,10K,
9867,Candidatus Nanosalinarum,10K,
9868,Magnusiomyces,10K,
9869,Lachnoanaerobaculum,10K,
9870,Vermamoeba,10K,
9871,Pseudosolenia,10K,
9872,Acavomonas,10K,
9873,Levanderina,10K,
9874,Halocalculus,10K,
9875,Cratericulifera,10K,
9876,Haloprofundus,10K,
9877,Hemiarma,10K,
9878,Acutalibacter,10K,
9879,Phocea,10K,
9880,Prevotellamassilia,10K,
9881,Juglanconis,10K,
9882,Caviibacterium,10K,
9883,Tripos,10K,
9884,Apocalathium,10K,
9885,Candidatus Fermentibacter,10K,
9886,Lottiidibacillus,10K,
9887,Intestinibaculum,10K,
9888,Segeticoccus,10K,
9889,Apilactobacillus,10K,
9890,Holzapfelia,10K,
9891,Neowallackia,10K,
9892,Specibacter,10K,
9893,Sporofaciens,10K,
9894,Suipraeoptans,10K,
9895,Margalitia,10K,
9896,Alkalicella,10K,
9897,Capillidium,10K,
9898,Sporohalobacter,10K,
9899,Prochloron,10K,
9900,Atopobium,10K,
9901,Natronobacterium,10K,
9902,Desulfurococcus,10K,
9903,Pyrobaculum,10K,
9904,Thermoplasma,10K,
9905,Peptococcus,10K,
9906,Palmaria,10K,
9907,Petalonia,10K,
9908,Gymnodinium,10K,
9909,Pediastrum,10K,
9910,Bryopsis,10K,
9911,Schizochytrium,10K,
9912,Lagenidium,10K,
9913,Capniomyces,10K,
9914,Nectria,10K,
9915,Ganoderma,10K,
9916,Rhizopogon,10K,
9917,Cladosporium,10K,
9918,Monocercomonas,10K,
9919,Blepharisma,10K,
9920,Isotricha,10K,
9921,Acidianus,10K,
9922,Chalara,10K,
9923,Mantoniella,10K,
9924,Asperococcus,10K,
9925,Blastocrithidia,10K,
9926,Diaphanoeca,10K,
9927,Furcellaria,10K,
9928,Ammonia,10K,
9929,Stichococcus,10K,
9930,Laccaria,10K,
9931,Paralemanea,10K,
9932,Caryophanon,10K,
9933,Marasmius,10K,
9934,Fomitopsis,10K,
9935,Prymnesium,10K,
9936,Erythrotrichia,10K,
9937,Rhodomela,10K,
9938,Nemalion,10K,
9939,Vavraia,10K,
9940,Bornetella,10K,
9941,Scopulariopsis,10K,
9942,Antrodia,10K,
9943,Auriscalpium,10K,
9944,Entodinium,10K,
9945,Pseudoscourfieldia,10K,
9946,Metallosphaera,10K,
9947,Crouania,10K,
9948,Halymenia,10K,
9949,Eustigmatos,10K,
9950,Westerdykella,10K,
9951,Lachnum,10K,
9952,Lithothamnion,10K,
9953,Aulacoseira,10K,
9954,Cymatosira,10K,
9955,Spraguea,10K,
9956,Stephanosphaera,10K,
9957,Chloromonas,10K,
9958,Treubaria,10K,
9959,Fritschiella,10K,
9960,Rhizophydium,10K,
9961,Galaxaura,10K,
9962,Lasiodiplodia,10K,
9963,Lepocinclis,10K,
9964,Crucibulum,10K,
9965,Penicilliopsis,10K,
9966,Hypholoma,10K,
9967,Coccophora,10K,
9968,Coelastrella,10K,
9969,Denitrobacterium,10K,
9970,Stephanoeca,10K,
9971,Pilobolus,10K,
9972,Postia,10K,
9973,Usnea,10K,
9974,Myrionema,10K,
9975,Xiphophora,10K,
9976,Bryoria,10K,
9977,Arthothelium,10K,
9978,Apodachlya,10K,
9979,Silvetia,10K,
9980,Osmundea,10K,
9981,Madurella,10K,
9982,Harpochytrium,10K,
9983,Ballia,10K,
9984,Massisteria,10K,
9985,Cryptopleura,10K,
9986,Pseudoschroederia,10K,
9987,Prasiola,10K,
9988,Rosenvingiella,10K,
9989,Plicaturopsis,10K,
9990,Isobaculum,10K,
9991,Akanthomyces,10K,
9992,Escovopsis,10K,
9993,Padina,10K,
9994,Apoglossum,10K,
9995,Sneathia,10K,
9996,Glossomastix,10K,
9997,Tricholomella,10K,
9998,Hyaloperonospora,10K,
9999,Perofascia,10K,
10000,Platysiphonia,10K,
10001,Halydictyon,10K,
10002,Retortamonas,10K,
10003,Lobochlamys,10K,
10004,Boodlea,10K,
10005,Candidatus Nardonella,10K,
10006,Golenkinia,10K,
10007,Allisonella,10K,
10008,Taenioma,10K,
10009,Planothidium,10K,
10010,Hydrolithon,10K,
10011,Pochonia,10K,
10012,Rhopalodia,10K,
10013,Pleurocladia,10K,
10014,Digenea,10K,
10015,Stauroneis,10K,
10016,Asterococcus,10K,
10017,Trypethelium,10K,
10018,Haloquadratum,10K,
10019,Cardiostomatella,10K,
10020,Ignisphaera,10K,
10021,Erythrolobus,10K,
10022,Aciduliprofundum,10K,
10023,Pseudoamphisiella,10K,
10024,Spathaspora,10K,
10025,Hymenomonas,10K,
10026,Bacteriastrum,10K,
10027,Aquisalibacillus,10K,
10028,Cymbopleura,10K,
10029,Canistrocarpus,10K,
10030,Acidiplasma,10K,
10031,Riquetophycus,10K,
10032,Pteroncola,10K,
10033,Sharpea,10K,
10034,Verdigellas,10K,
10035,Robinsoniella,10K,
10036,Discocephalus,10K,
10037,Phaselicystis,10K,
10038,Thermovorax,10K,
10039,Fervidicoccus,10K,
10040,Leptoamphisiella,10K,
10041,Capsellina,10K,
10042,Cerataulus,10K,
10043,Denticula,10K,
10044,Alyxoria,10K,
10045,Jenufa,10K,
10046,Neoizziella,10K,
10047,Chrysowaernella,10K,
10048,Amphidoma,10K,
10049,Poropsis,10K,
10050,Scotinosphaera,10K,
10051,Perideraion,10K,
10052,Parlibellus,10K,
10053,Ophidocladus,10K,
10054,Leptochlorella,10K,
10055,Ponturostyla,10K,
10056,Endictya,10K,
10057,Leiotrametes,10K,
10058,Youngiibacter,10K,
10059,Candidatus Acetothermum,10K,
10060,Senegalimassilia,10K,
10061,Sheathia,10K,
10062,Craspedostauros,10K,
10063,Butyriboletus,10K,
10064,Amorphochlora,10K,
10065,Rhoicosphenia,10K,
10066,Lanmaoa,10K,
10067,Aminicella,10K,
10068,Helicocarpus,10K,
10069,Catenisphaera,10K,
10070,Garicola,10K,
10071,Candidatus Fokinia,10K,
10072,Candidatus Peribacter,10K,
10073,Moramonas,10K,
10074,Haloparvum,10K,
10075,Candidatus Rubidus,10K,
10076,Symbiochloris,10K,
10077,Lipingzhangella,10K,
10078,Falcatimonas,10K,
10079,Candidatus Desulfofervidus,10K,
10080,Frisingicoccus,10K,
10081,Beduini,10K,
10082,Lascolabacillus,10K,
10083,Raoultibacter,10K,
10084,Bittarella,10K,
10085,Candidatus Walczuchella,10K,
10086,Edaphochlorella,10K,
10087,Candidatus Roseilinea,10K,
10088,Colidextribacter,10K,
10089,Inediibacterium,10K,
10090,Arabiibacter,10K,
10091,Leiomenia,10K,
10092,Bryothamnion,10K,
10093,Sulfodiicoccus,10K,
10094,Brevefilum,10K,
10095,Salinirussus,10K,
10096,Saliphagus,10K,
10097,Coremiostelium,10K,
10098,Pelagospilus,10K,
10099,Enteroscipio,10K,
10100,Cymatoneis,10K,
10101,Rhoicosigma,10K,
10102,Lawsonibacter,10K,
10103,Divergita,10K,
10104,Sodalinema,10K,
10105,Candidatus Borkfalkia,10K,
10106,Candidatus Endohaliclona,10K,
10107,Candidatus Huberarchaeum,10K,
10108,Lacrimia,10K,
10109,Conexivisphaera,10K,
10110,Corticimicrobacter,10K,
10111,Fushitsunagia,10K,
10112,Torularia,10K,
10113,Ambo,10K,
10114,Natrarchaeobaculum,10K,
10115,Furfurilactobacillus,10K,
10116,Malacoplasma,10K,
10117,Neopyropia,10K,
10118,Infirmifilum,10K,
10119,Hutsoniella,10K,
10120,Parasynechococcus,10K,
10121,Gallibacter,10K,
10122,Vescimonas,10K,
10123,Iocasia,10K,
10124,Williamsoniiplasma,10K,
10125,Gaillona,10K,
10126,Laminaria,10K,
10127,Massilioclostridium,10K,
10128,Pyrobotrys,10K,
10129,Hexamita,10K,
10130,Pseudochorda,10K,
10131,Ephelota,10K,
10132,Leyanella,10K,
10133,Terpsinoe,10K,
10134,Halopenitus,10K,
10135,Anaerosphaera,10K,
10136,Lihuaxuella,10K,
10137,Mesogloia,10K,
10138,Candidatus Syntrophoarchaeum,10K,
10139,Bilifractor,10K,
10140,Candidatus Azoamicus,10K,
10141,Pavlova,10K,
10142,Nannochloris,10K,
10143,Crithidia,10K,
10144,Herpetomonas,10K,
10145,Scutellospora,10K,
10146,Stephanodiscus,10K,
10147,Ceramium,10K,
10148,Caulacanthus,10K,
10149,Liagora,10K,
10150,Dientamoeba,10K,
10151,Ulothrix,10K,
10152,Onygena,10K,
10153,Peltigera,10K,
10154,Ascophyllum,10K,
10155,Ferroglobus,10K,
10156,Pharyngomonas,10K,
10157,Boldia,10K,
10158,Haemoproteus,10K,
10159,Tylopilus,10K,
10160,Ignavigranum,10K,
10161,Opalina,10K,
10162,Pseudotrichonympha,10K,
10163,Clavaria,10K,
10164,Dichomitus,10K,
10165,Inkyuleea,10K,
10166,Haliphthoros,10K,
10167,Gliocladiopsis,10K,
10168,Pinguiococcus,10K,
10169,Candidatus Tremblaya,10K,
10170,Caldisphaera,10K,
10171,Biddulphiopsis,10K,
10172,Striatella,10K,
10173,Peronosclerospora,10K,
10174,Neobodo,10K,
10175,Prasiolopsis,10K,
10176,Cochliopodium,10K,
10177,Chroogloeocystis,10K,
10178,Hyalosynedra,10K,
10179,Enteromonas,10K,
10180,Candidatus Korarchaeum,10K,
10181,Compsothamnion,10K,
10182,Flabellula,10K,
10183,Fibroporia,10K,
10184,Endostelium,10K,
10185,Endarachne,10K,
10186,Madagascaria,10K,
10187,Sporolituus,10K,
10188,Natronoarchaeum,10K,
10189,Aulacodiscus,10K,
10190,Euglenaria,10K,
10191,Psaromenia,10K,
10192,Bombiscardovia,10K,
10193,Eisenbergiella,10K,
10194,Paratrypanosoma,10K,
10195,Neopestalotiopsis,10K,
10196,Paradevosia,10K,
10197,Saundersella,10K,
10198,Pellucidodinium,10K,
10199,Candidatus Westeberhardia,10K,
10200,Pelagirhabdus,10K,
10201,Testudinibacter,10K,
10202,Coetzeea,10K,
10203,Extibacter,10K,
10204,Marseilla,10K,
10205,Neoagarum,10K,
10206,Methanonatronarchaeum,10K,
10207,Urinicoccus,10K,
10208,Tupiella,10K,
10209,Evtepia,10K,
10210,Candidatus Methanodesulfokores,10K,
10211,Crassiphycus,10K,
10212,Salinadaptatus,10K,
10213,Litoribacterium,10K,
10214,Acarposporophycos,10K,
10215,Tulosesus,10K,
10216,Candidatus Hydromicrobium,10K,
10217,Miamiensis,10K,
10218,Acephala,10K,
10219,Pseudellipsoidion,10K,
10220,Gelidium,10K,
10221,Pandorina,10K,
10222,Valonia,10K,
10223,Polytoma,10K,
10224,Eufolliculina,10K,
10225,Sphaerozoum,10K,
10226,Dichotomosiphon,10K,
10227,Chlorosarcinopsis,10K,
10228,Neorhodomela,10K,
10229,Oogamochlamys,10K,
10230,Orphella,10K,
10231,Infundibulicybe,10K,
10232,Asterolampra,10K,
10233,Pseudoderbesia,10K,
10234,Lomentospora,10K,
10235,Sellimonas,10K,
10236,Caviibacter,10K,
10237,Chiua,10K,
10238,Dubosiella,10K,
10239,Faecalimonas,10K,
10240,Hapterophycus,10K,
10241,Candidatus Nanosynsacchari,10K,
10242,Aulosira,10K,
10243,Myagropsis,10K,
10244,Cryptobacterium,10K,
10245,Udotea,10K,
10246,Platyamoeba,10K,
10247,Palmellopsis,10K,
10248,Achnanthidium,10K,
10249,Ankylochrysis,10K,
10250,Casaltella,10K,
10251,Duodenibacillus,10K,
10252,Candidatus Mycosynbacter,10K,
10253,Parafannyhessea,10K,
10254,Pseudoalteromonas,100K,0.040066139119505385
10255,Oleispira,100K,0.024167354064773303
10256,Sulfitobacter,100K,0.0861195070704591
10257,Psychrosphaera,100K,0.0430177962227936
10258,Polaribacter,100K,0.029220742198239464
10259,Glaciecola,100K,0.040046047765854034
10260,Alteromonas,100K,0.03441377790501092
10261,Colwellia,100K,0.07220076587174046
10262,Dokdonia,100K,0.05525281977427323
10263,Shewanella,100K,0.03000783615743451
10264,Psychrobacter,100K,0.06214206624886506
10265,Vibrio,100K,0.12872452812595844
10266,Lewinella,100K,0.05678289798956215
10267,Candidatus Pelagibacter,100K,0.04836152640496097
10268,Lentibacter,100K,0.047699703981558046
10269,Erythrobacter,100K,0.06801727688212289
10270,Thalassiosira,100K,0.05263495479471407
10271,Oceanobacter,100K,0.0630934287066089
10272,Pseudomonas,100K,0.0607104929512963
10273,Synechococcus,100K,0.20052048822746174
10274,Chaetoceros,100K,0.05322365479973085
10275,Salegentibacter,100K,0.15407776014853217
10276,Algoriphagus,100K,0.046366293058640665
10277,Maribacter,100K,0.06797751110027128
10278,Lutibacter,100K,0.11999237103325269
10279,Nonlabens,100K,0.07462962383106256
10280,Aquiluna,100K,0.14250711111566725
10281,Bermanella,100K,0.046968374017444456
10282,Marivita,100K,0.10666035275614681
10283,Halioglobus,100K,0.08429447704604766
10284,Planktomarina,100K,0.06668718117820321
10285,Aliiglaciecola,100K,0.14019030035098726
10286,Paraglaciecola,100K,0.04719880285660869
10287,Flavobacterium,100K,0.09138028730557378
10288,Agrobacterium,100K,0.8122328620674136
10289,Methylobacterium,100K,0.3992926026255752
10290,Acinetobacter,100K,0.13594210943126037
10291,Nitrobacter,100K,
10292,Oceanospirillum,100K,0.2802221804503746
10293,Mycobacterium,100K,0.2019188547382238
10294,Desulfosarcina,100K,0.12692955176439852
10295,Hirschia,100K,0.39999999999999997
10296,Skeletonema,100K,0.13284604482386503
10297,Nitzschia,100K,0.05673949099674783
10298,Chlorella,100K,0.1274432847739756
10299,Variovorax,100K,0.2498101826191084
10300,Nitrospina,100K,0.14142135623730948
10301,Micromonas,100K,0.10993126888407251
10302,Brevundimonas,100K,0.3090082702956526
10303,Aureococcus,100K,0.5773502691896256
10304,Devosia,100K,0.3156629050132874
10305,Octadecabacter,100K,0.1766791825811677
10306,Cryptosporangium,100K,
10307,Haslea,100K,0.029726817266786124
10308,Polarella,100K,0.48038446141526125
10309,Aquabacterium,100K,0.2833047711233618
10310,Tenacibaculum,100K,0.12493245027391835
10311,Trichlorobacter,100K,
10312,Micractinium,100K,0.52322111060097
10313,Limnobacter,100K,0.12879006819722844
10314,Gemmatimonas,100K,0.42406005880954584
10315,Leisingera,100K,0.14044168141158112
10316,Kordia,100K,0.09197783204302384
10317,Reinekea,100K,0.18469399194267858
10318,Gillisia,100K,0.13576846010954258
10319,Grimontia,100K,0.4575657233497424
10320,Rhodopirellula,100K,0.07967217989988727
10321,Hoeflea,100K,0.3300577707981552
10322,Citreicella,100K,0.43301270189221935
10323,Bizionia,100K,0.1906724631976565
10324,Thioclava,100K,0.17653168243419395
10325,Lacinutrix,100K,0.13186841733491475
10326,Tateyamaria,100K,0.12322376137513512
10327,Dinoroseobacter,100K,0.10647942749998994
10328,Fluviicola,100K,0.18671889453997767
10329,Olleya,100K,0.18617773543953858
10330,Marixanthomonas,100K,0.5516977863382926
10331,Salinicola,100K,0.35355339059327373
10332,Ferrovum,100K,0.2857142857142857
10333,Simiduia,100K,0.6183964358929295
10334,Neptuniibacter,100K,0.23291820838114308
10335,Haloferula,100K,0.10865714630312676
10336,Litoreibacter,100K,0.11338355717496791
10337,Gomphoneis,100K,0.4898979485566356
10338,Imtechella,100K,0.2484519974999766
10339,Planktotalea,100K,0.13363062095621217
10340,Sphingomicrobium,100K,0.4049665836637605
10341,Snuella,100K,0.408248290463863
10342,Euzebyella,100K,0.42127085800286396
10343,Rubrivirga,100K,0.17530393559901766
10344,Sinomicrobium,100K,0.5544038028317859
10345,Thalassotalea,100K,0.1017613110090904
10346,Seonamhaeicola,100K,0.24100319692352642
10347,Pseudorhodoplanes,100K,0.3849001794597505
10348,Nioella,100K,0.6
10349,Paraburkholderia,100K,0.48852619683139625
10350,Qipengyuania,100K,0.0700023444371194
10351,Aliikangiella,100K,0.3423265984407288
10352,Halofilum,100K,0.8385254915624211
10353,Dictyobacter,100K,
10354,Croceivirga,100K,0.48591265790377497
10355,Cognatishimia,100K,0.23177361425421747
10356,Cognatiyoonia,100K,0.27272727272727265
10357,Pseudaestuariivita,100K,0.49215295678475035
10358,Yoonia,100K,0.10184923589972097
10359,Croceibacterium,100K,0.43241254539881535
10360,Rhodophyticola,100K,0.1992047682223989
10361,Novosphingopyxis,100K,0.2608202654786505
10362,Ningiella,100K,0.16207570321539017
10363,Alteripontixanthobacter,100K,0.2861104235623672
10364,Pontixanthobacter,100K,0.07313067295911858
10365,Novipirellula,100K,0.14803835613569813
10366,Aurantiacibacter,100K,0.1349376166546629
10367,Tsuneonella,100K,0.4629100498862759
10368,Roseiconus,100K,0.3555527659520896
10369,Acidiluteibacter,100K,0.19543398999264283
10370,Antarcticimicrobium,100K,0.5590169943749473
10371,Aliiruegeria,100K,0.31868871959954903
10372,Pelovirga,100K,
10373,Viruses,100K,0.04676187785645947
10374,Streptomyces,100K,0.0719549497456527
10375,Winogradskyella,100K,0.058421205837605544
10376,Candidatus Puniceispirillum,100K,0.07299808027053446
10377,Pseudo-nitzschia,100K,0.17499257997724196
10378,Ruegeria,100K,0.07302967433402215
10379,Loktanella,100K,0.050840424090373204
10380,Aestuariibacter,100K,0.11321958324065293
10381,Fistulifera,100K,0.15419510598541844
10382,Paraperlucidibaca,100K,0.06977254140962079
10383,Bernardetia,100K,0.1527533972930022
10384,Hyphomonas,100K,0.13664826271521632
10385,Bordetella,100K,0.2960719386380686
10386,Desulfobulbus,100K,0.5303300858899106
10387,Haliscomenobacter,100K,0.46770717334674267
10388,Teredinibacter,100K,0.3217384419058438
10389,Roseobacter,100K,0.050641069011626495
10390,Phaeodactylum,100K,0.05490222904517067
10391,Symbiodinium,100K,0.12354644154251865
10392,Atractiella,100K,0.4714045207910316
10393,Stylonychia,100K,0.2770252264083495
10394,Sphingomonas,100K,0.2438398197863035
10395,Rhodoferax,100K,0.23299372307109803
10396,Rhodovulum,100K,0.1912909595036842
10397,Marinobacterium,100K,0.04095626299223037
10398,Desulfonatronum,100K,
10399,Rheinheimera,100K,0.21251178605121793
10400,Ostreococcus,100K,0.09121793188260069
10401,Halochromatium,100K,0.8592392047732015
10402,Hymenobacter,100K,0.12264306875665489
10403,Cellulophaga,100K,0.13428788455643104
10404,Aequorivita,100K,0.18446435864246247
10405,Oceanobacillus,100K,0.8660254037844388
10406,Microvirga,100K,0.45079220333321135
10407,Oceanisphaera,100K,0.4999999999999999
10408,Oceanicola,100K,0.5134898976610932
10409,Blastopirellula,100K,0.18951066637804168
10410,Curvibacter,100K,0.13257853780222537
10411,Leeuwenhoekiella,100K,0.11564083883426286
10412,Salinimonas,100K,0.21797848490858204
10413,Aquimarina,100K,0.13565931260275876
10414,Roseivirga,100K,0.1578613931313063
10415,Rubellimicrobium,100K,0.3912303982179758
10416,Gaetbulibacter,100K,0.10203171055293603
10417,Pseudoruegeria,100K,0.05892556509887892
10418,Sedimenticola,100K,0.3948063796325343
10419,Sediminitomix,100K,0.45756572334974244
10420,Donghicola,100K,0.5797213274999454
10421,Undibacterium,100K,0.8671523078444754
10422,Celerinatantimonas,100K,
10423,Lentimonas,100K,0.08202549279745838
10424,Eudoraea,100K,0.22106644552624033
10425,Seohaeicola,100K,0.5458332972714095
10426,Thalassobaculum,100K,0.2222222222222223
10427,Psammoneis,100K,0.4516559039308084
10428,Kriegella,100K,0.52322111060097
10429,Spongiibacter,100K,0.09421114395319911
10430,Aliagarivorans,100K,0.4714045207910316
10431,Arenicella,100K,0.10756425616417498
10432,Rubricoccus,100K,0.11007882148158889
10433,Phormidesmis,100K,0.2614562582918986
10434,Primorskyibacter,100K,0.29220042986278266
10435,Defluviimonas,100K,0.6394924685122966
10436,Mangrovimonas,100K,0.13784955189904383
10437,Portibacter,100K,0.348637951450646
10438,Ferrovibrio,100K,
10439,Halamphora,100K,0.3061668897401958
10440,Algimonas,100K,0.20327890704543547
10441,Luminiphilus,100K,0.1828140994547644
10442,Draconibacterium,100K,0.5144592961031405
10443,Methyloceanibacter,100K,0.12067833650088411
10444,Emcibacter,100K,0.4
10445,Rubinisphaera,100K,0.5137011669140813
10446,Marinirhabdus,100K,0.46420443344101814
10447,Marimonas,100K,0.5414885747116092
10448,Saonia,100K,0.7126096406869612
10449,Rhodosalinus,100K,0.34815531191139565
10450,Arcticibacterium,100K,0.23307342872560266
10451,Maribellus,100K,0.2102968517807306
10452,Tautonia,100K,0.5163977794943222
10453,Aurantibacter,100K,0.10851399101583963
