,order,read count,relative error,type
3318,Candidatus Methylomirabilales,1000,0.319087407613022,CZID-nr
3320,Candidatus Moduliflexales,1000,0.3928974390004211,CZID-nr
3322,Candidatus Nanogingivales,1000,0.1713117558191221,CZID-nr
3323,Candidatus Nanopelagicales,1000,0.4334701149786673,CZID-nr
3325,Candidatus Nemesobacterales,1000,0.6931730532918453,CZID-nr
3326,Candidatus Nitrosocaldales,1000,0.0011583520821284,CZID-nr
3327,Candidatus Obscuribacterales,1000,0.2970664401938686,CZID-nr
3328,Candidatus Odinarchaeales,1000,0.2057321567974897,CZID-nr
3329,Candidatus Paceibacterales,1000,0.1986471762278291,CZID-nr
3330,Candidatus Palauibacterales,1000,1.2710562611230931,CZID-nr
3331,Candidatus Pelagibacterales,1000,0.1731807694118758,CZID-nr
3332,Candidatus Peribacterales,1000,2.8806184154915138,CZID-nr
3333,Candidatus Pheonicimicrobiales,1000,0.4695880857550248,CZID-nr
3334,Candidatus Polarisedimenticolales,1000,0.5143553920719022,CZID-nr
3335,Candidatus Poseidoniales,1000,0.3066254664022194,CZID-nr
3336,Candidatus Promineifilales,1000,2.5002952841436152,CZID-nr
3338,Candidatus Puniceispirillales,1000,0.1349120890097281,CZID-nr
3339,Candidatus Saccharimonadales,1000,1.194241308703296,CZID-nr
3340,Candidatus Sulfidibacteriales,1000,0.2812562300011797,CZID-nr
3341,Candidatus Sumerlaeales,1000,0.5026501490830186,CZID-nr
3343,Candidatus Tariuqbacterales,1000,1.579763703044594,CZID-nr
3344,Candidatus Termititenacales,1000,0.2324358062019837,CZID-nr
3345,Candidatus Tethybacterales,1000,0.5647065142851382,CZID-nr
3346,Candidatus Tharpellales,1000,0.5387002303994516,CZID-nr
3347,Candidatus Thermoprofundales,1000,0.2375289369314585,CZID-nr
3348,Candidatus Troglogloeales,1000,0.3334707368860621,CZID-nr
3349,Candidatus Uabimicrobiales,1000,0.541257318209167,CZID-nr
3350,Candidatus Undinarchaeales,1000,0.4720915337738917,CZID-nr
3351,Candidatus Vecturitrichales,1000,0.7493817641378604,CZID-nr
3352,Candidatus Zymogeniales,1000,0.7387075922337261,CZID-nr
3353,Cantharellales,1000,0.6807104181177124,CZID-nr
3354,Capnodiales,1000,0.5164515305006789,CZID-nr
3355,Capsalidea,1000,0.2640486924323068,CZID-nr
3356,Capsulimonadales,1000,2.5588046113444047,CZID-nr
3357,Cardiida,1000,0.4877807998515089,CZID-nr
3358,Cardiobacteriales,1000,2.6940154076504728,CZID-nr
3360,Caryophyllales,1000,1.1760495410289231,CZID-nr
3361,Catenulisporales,1000,0.5708741894153618,CZID-nr
3362,Caulobacterales,1000,0.2952192066093106,CZID-nr
3363,Caulochytriales,1000,0.904312673025732,CZID-nr
3364,Cavernulicolales,1000,0.1976321896934116,CZID-nr
3365,Cavosteliida,1000,0.7166496725989082,CZID-nr
3366,Celastrales,1000,0.9186670006891048,CZID-nr
3367,Cellvibrionales,1000,0.1984609042152617,CZID-nr
3368,Cephalaspidea,1000,0.2960088817363587,CZID-nr
3369,Ceraceosorales,1000,0.4125853398242367,CZID-nr
3370,Ceramiales,1000,0.5744708844046852,CZID-nr
3371,Cercomonadida,1000,1.046273432148297,CZID-nr
3372,Chaetocerotales,1000,0.3665399129730067,CZID-nr
3373,Chaetopeltidales,1000,1.1748262470005475,CZID-nr
3374,Chaetophorales,1000,2.448251573581069,CZID-nr
3375,Chaetosphaeriales,1000,1.3063359143719204,CZID-nr
3376,Chaetothyriales,1000,0.7862207475748016,CZID-nr
3377,Charales,1000,0.920589129482896,CZID-nr
3378,Chattonellales,1000,0.2529447806437352,CZID-nr
3379,Cheilostomatida,1000,3.16443118734984,CZID-nr
3381,Chitinispirillales,1000,1.1527046992381351,CZID-nr
3382,Chitinivibrionales,1000,0.2479301801529832,CZID-nr
3383,Chitinophagales,1000,0.181816032802767,CZID-nr
3385,Chitovirales,1000,1.2591005109686575,CZID-nr
3386,Chlamydiales,1000,0.9236269559921108,CZID-nr
3387,Chlamydodontida,1000,0.4720008210567389,CZID-nr
3388,Chlamydomonadales,1000,0.4833770265634221,CZID-nr
3389,Chlorellales,1000,0.4552587740788308,CZID-nr
3390,Chlorobiales,1000,0.5062411989406027,CZID-nr
3391,Chlorocystidales,1000,0.267136392937932,CZID-nr
3392,Chlorodendrales,1000,0.4932860837268808,CZID-nr
3393,Chloroflexales,1000,0.3837973994201633,CZID-nr
3394,Chlorokybales,1000,0.1984856706330267,CZID-nr
3395,Chloropicales,1000,0.2187526123294856,CZID-nr
3397,Chondrillida,1000,1.3436227820404294,CZID-nr
3400,Christensenellales,1000,0.637666670870827,CZID-nr
3402,Chromatiales,1000,0.1241747579593675,CZID-nr
3403,Chromulinales,1000,0.2869284027365912,CZID-nr
3404,Chroococcales,1000,0.4274838477809869,CZID-nr
3405,Chroococcidiopsidales,1000,1.308325550914463,CZID-nr
3406,Chrysanthemodiscales,1000,1.9416082097712697,CZID-nr
3407,Chrysiogenales,1000,0.5705196999297432,CZID-nr
3409,Chthoniobacterales,1000,0.6598975670950394,CZID-nr
3410,Chthonomonadales,1000,0.3199047997705296,CZID-nr
3411,Chytridiales,1000,1.6531973900933323,CZID-nr
3412,Cirlivirales,1000,0.6064664820158794,CZID-nr
3413,Cladochytriales,1000,1.1802163997493882,CZID-nr
3414,Cladophorales,1000,0.4315429855373864,CZID-nr
3415,Cladosporiales,1000,0.4900784815927858,CZID-nr
3417,Clevelandellida,1000,0.7920189404636399,CZID-nr
3418,Coccolithales,1000,1.229650957247555,CZID-nr
3419,Cocconeidales,1000,1.7899061131343397,CZID-nr
3420,Colaconematales,1000,0.0017812074257889,CZID-nr
3421,Coleochaetales,1000,0.6824861036853384,CZID-nr
3422,Coleofasciculales,1000,0.7914780225455287,CZID-nr
3423,Coleoptera,1000,0.8976511748118178,CZID-nr
3424,Colpodida,1000,0.3474697096776575,CZID-nr
3425,Colponemida,1000,0.6701943429380116,CZID-nr
3427,Compsopogonales,1000,1.2187846321111089,CZID-nr
3429,Coniochaetales,1000,1.090666330304382,CZID-nr
3430,Coniocybales,1000,0.2327495991831851,CZID-nr
3431,Coprothermobacterales,1000,0.4866492880434019,CZID-nr
3433,Corallinales,1000,0.8058554810827531,CZID-nr
3434,Corethrales,1000,0.6595849494006508,CZID-nr
3435,Coriobacteriales,1000,1.204571195191597,CZID-nr
3436,Cornales,1000,0.2079029750862601,CZID-nr
3439,Corticiales,1000,0.8011053933166724,CZID-nr
3440,Coscinodiscales,1000,0.3030042320839028,CZID-nr
3442,Craspedida,1000,1.5830023871647292,CZID-nr
3444,Crassvirales,1000,0.682145484195527,CZID-nr
3447,Cryomonadida,1000,0.2654884301746308,CZID-nr
3448,Cryptomonadales,1000,2.636245662728816,CZID-nr
3449,Cryptosporangiales,1000,0.6825600401706918,CZID-nr
3450,Cucurbitales,1000,1.1909775205955275,CZID-nr
3451,Culicoidibacterales,1000,1.2618461246734074,CZID-nr
3452,Cumacea,1000,0.9019982256689896,CZID-nr
3453,Cupressales,1000,1.0202186485005902,CZID-nr
3454,Cyanidiales,1000,0.7167348380330694,CZID-nr
3456,Cyathomonadacea,1000,0.4749762628813456,CZID-nr
3458,Cyclophorales,1000,1.1507336537827075,CZID-nr
3459,Cyclophyllidea,1000,0.6977273638269805,CZID-nr
3460,Cyclopoida,1000,0.7550641794916967,CZID-nr
3461,Cyclotrichida,1000,1.836390124759088,CZID-nr
3462,Cydippida,1000,0.2179940470897428,CZID-nr
3463,Cymatosirales,1000,0.5891365844266743,CZID-nr
3464,Cymbellales,1000,0.7793113917905444,CZID-nr
3465,Cyphobasidiales,1000,0.6079656648116654,CZID-nr
3467,Cystofilobasidiales,1000,0.3771132934786431,CZID-nr
3468,Cytophagales,1000,0.1071665097080303,CZID-nr
3469,Dacrymycetales,1000,1.096624654047703,CZID-nr
3470,Dactylopodida,1000,0.9205582101329168,CZID-nr
3471,Dasycladales,1000,1.3151610970461716,CZID-nr
3472,Decapoda,1000,0.7342295707061766,CZID-nr
3473,Deferribacterales,1000,0.9158005155556276,CZID-nr
3474,Deferrisomatales,1000,1.6567272386044745,CZID-nr
3475,Dehalococcoidales,1000,2.8581839056349483,CZID-nr
3476,Deinococcales,1000,0.5678939715909648,CZID-nr
3479,Dermocystida,1000,0.003194971081132,CZID-nr
3480,Desertifilales,1000,0.3096731011035818,CZID-nr
3481,Desmarestiales,1000,0.3451341206519348,CZID-nr
3482,Desmidiales,1000,0.9099229215804414,CZID-nr
3483,Desulfarculales,1000,0.3458070422007707,CZID-nr
3484,Desulfatiglandales,1000,0.5282826676626844,CZID-nr
3485,Desulfobaccales,1000,0.3520941964999936,CZID-nr
3486,Desulfobacterales,1000,0.185364061031287,CZID-nr
3487,Desulfobulbales,1000,0.219999094838414,CZID-nr
3488,Desulfomonilales,1000,1.101113702498466,CZID-nr
3489,Desulfovibrionales,1000,1.4383772294537849,CZID-nr
3490,Desulfurellales,1000,1.6513227027824755,CZID-nr
3491,Desulfuribacillales,1000,1.2968430328128344,CZID-nr
3492,Desulfurobacteriales,1000,1.2183364592539416,CZID-nr
3493,Desulfurococcales,1000,0.6695447038920708,CZID-nr
3494,Desulfuromonadales,1000,0.4030324224202362,CZID-nr
3495,Dethiobacterales,1000,1.6488672609872028,CZID-nr
3496,Diaporthales,1000,0.8720874947350515,CZID-nr
3497,Dicranales,1000,0.2030977628803503,CZID-nr
3499,Dictyochales,1000,0.922006292740435,CZID-nr
3500,Dictyoglomales,1000,0.4512178643241841,CZID-nr
3501,Dictyosteliales,1000,0.9963596135515734,CZID-nr
3502,Dictyotales,1000,1.200641632094782,CZID-nr
3503,Dimargaritales,1000,0.4946098511055357,CZID-nr
3504,Dinophysales,1000,0.3914951565654568,CZID-nr
3505,Dioctophymatida,1000,1.0925611861837885,CZID-nr
3506,Dioscoreales,1000,0.9376541788989906,CZID-nr
3507,Diphyllobothriidea,1000,1.465388650009696,CZID-nr
3508,Diplomonadida,1000,0.4233896095722028,CZID-nr
3509,Diplostraca,1000,0.5215375218014493,CZID-nr
3510,Dipodascales,1000,0.4826219999701964,CZID-nr
3511,Dipsacales,1000,1.251988200806588,CZID-nr
3512,Diptera,1000,0.7058010217499131,CZID-nr
3513,Dissulfuribacterales,1000,1.0271125088293964,CZID-nr
3514,Diversisporales,1000,1.2336825282816315,CZID-nr
3515,Dixoniellales,1000,0.7125400762017098,CZID-nr
3516,Dolichomastigales,1000,0.2174506376567693,CZID-nr
3517,Dothideales,1000,0.300662016078068,CZID-nr
3518,Durnavirales,1000,0.4894523330005157,CZID-nr
3520,Echinorhynchida,1000,0.5078103816200391,CZID-nr
3523,Ectocarpales,1000,2.130309443399777,CZID-nr
3524,Eggerthellales,1000,3.205917321717544,CZID-nr
3525,Egibacterales,1000,0.4365906750326711,CZID-nr
3526,Egicoccales,1000,2.3390598037859327,CZID-nr
3527,Elusimicrobiales,1000,0.5466139805643038,CZID-nr
3528,Emcibacterales,1000,0.6719957495362844,CZID-nr
3529,Enchytraeida,1000,0.2651662283103025,CZID-nr
3531,Endogonales,1000,0.4711543301828306,CZID-nr
3532,Endomicrobiales,1000,1.314573879874326,CZID-nr
3534,Enterobacterales,1000,0.1619446792324493,CZID-nr
3536,Entomobryomorpha,1000,0.2230385007640645,CZID-nr
3537,Entomophthorales,1000,0.4871283199211351,CZID-nr
3538,Entomoplasmatales,1000,0.6688563790630156,CZID-nr
3539,Entrophosporales,1000,0.6033960540092705,CZID-nr
3541,Entylomatales,1000,1.2556592859906757,CZID-nr
3543,Ephemeroptera,1000,1.2638482155674005,CZID-nr
3545,Eremomycetales,1000,0.7468983657274156,CZID-nr
3546,Ericales,1000,1.0139405084453494,CZID-nr
3547,Erysipelotrichales,1000,0.5111790203272002,CZID-nr
3548,Erysiphales,1000,0.4141174104793617,CZID-nr
3549,Erythropeltidales,1000,0.3436598304310097,CZID-nr
3550,Euamoebida,1000,0.2316480314905065,CZID-nr
3551,Eubacteriales,1000,0.8047701586444023,CZID-nr
3552,Eubodonida,1000,0.9349988364848903,CZID-nr
3553,Eucoccidiorida,1000,0.3893671369779473,CZID-nr
3554,Euglenales,1000,0.5246256621161458,CZID-nr
3555,Euglyphida,1000,2.378300267309113,CZID-nr
3556,Eugregarinorida,1000,0.4984010837160999,CZID-nr
3558,Eunotiales,1000,0.5009248291094135,CZID-nr
3560,Euplotida,1000,0.4044395742672839,CZID-nr
3561,Eupodiscales,1000,2.2070141853148275,CZID-nr
3562,Eurotiales,1000,0.1655448147144102,CZID-nr
3563,Eustigmatales,1000,0.3815006578796208,CZID-nr
3564,Eutreptiales,1000,0.7024370924949618,CZID-nr
3565,Euzebyales,1000,0.3076098751753904,CZID-nr
3567,Exobasidiales,1000,1.0569376386557237,CZID-nr
3570,Fabales,1000,0.5895604493733235,CZID-nr
3571,Fagales,1000,0.8075704490567833,CZID-nr
3572,Ferrovales,1000,0.5571248256460131,CZID-nr
3573,Fervidicoccales,1000,0.2294783271206752,CZID-nr
3574,Fibrobacterales,1000,0.3441769989634164,CZID-nr
3575,Filobasidiales,1000,0.5531934417849457,CZID-nr
3576,Fimbriimonadales,1000,0.6749728432314163,CZID-nr
3577,Flavobacteriales,1000,0.0514596806313613,CZID-nr
3578,Florenciellales,1000,0.4308084187382803,CZID-nr
3580,Fragilariales,1000,0.1294560755754289,CZID-nr
3581,Frankiales,1000,0.5568942049835492,CZID-nr
3582,Fucales,1000,0.7917888767813909,CZID-nr
3583,Funariales,1000,0.6844611117333684,CZID-nr
3584,Fusobacteriales,1000,0.2082807808830107,CZID-nr
3585,Futianiales,1000,1.7071689904951146,CZID-nr
3586,Gaiellales,1000,1.1731707047477948,CZID-nr
3587,Galdieriales,1000,0.5382881098307977,CZID-nr
3588,Geastrales,1000,0.848937710379795,CZID-nr
3589,Geitlerinematales,1000,0.4321630020208974,CZID-nr
3590,Gelidiales,1000,0.5000577644687039,CZID-nr
3591,Geminicoccales,1000,0.5597258931948659,CZID-nr
3592,Gemmatales,1000,0.2681002571781926,CZID-nr
3593,Gemmatimonadales,1000,0.6675031450947745,CZID-nr
3594,Gentianales,1000,0.8859302107943999,CZID-nr
3595,Geobacterales,1000,0.4456130116410373,CZID-nr
3596,Geodermatophilales,1000,0.2982122701074244,CZID-nr
3597,Geoglossales,1000,0.2972730763511519,CZID-nr
3599,Georgefischeriales,1000,0.4250675229506323,CZID-nr
3601,Geraniales,1000,0.6968614586838175,CZID-nr
3602,Ghabrivirales,1000,0.204302714541614,CZID-nr
3603,Gigartinales,1000,2.01630759818716,CZID-nr
3604,Glaucocystales,1000,1.066012028736024,CZID-nr
3606,Gleicheniales,1000,1.1621516780705432,CZID-nr
3607,Glissomonadida,1000,2.349276760258863,CZID-nr
3608,Gloeobacterales,1000,0.9512633654934048,CZID-nr
3610,Gloeomargaritales,1000,1.5258528034177528,CZID-nr
3611,Gloeophyllales,1000,0.771476980016475,CZID-nr
3612,Glomerales,1000,0.5432178294514421,CZID-nr
3613,Glomerellales,1000,1.68329451328078,CZID-nr
3614,Glycomycetales,1000,1.6531550670975943,CZID-nr
3615,Gnetales,1000,1.4989258928101743,CZID-nr
3617,Gomontiellales,1000,0.4544257222410393,CZID-nr
3618,Gomphales,1000,1.154964410617208,CZID-nr
3619,Goniochloridales,1000,0.8264955519007952,CZID-nr
3620,Gonyaulacales,1000,0.5215689643049968,CZID-nr
3621,Gracilariales,1000,0.4329338621170175,CZID-nr
3626,Gymnodiniales,1000,0.5531586098681686,CZID-nr
3628,Haemosporida,1000,0.3504689700370078,CZID-nr
3629,Halanaerobiales,1000,0.9283098693926064,CZID-nr
3630,Haliangiales,1000,0.3024897947422895,CZID-nr
3631,Halobacteriales,1000,0.2280483553450427,CZID-nr
3632,Haloplasmatales,1000,0.7187059013488131,CZID-nr
3634,Halymeniales,1000,1.385440593677263,CZID-nr
3635,Hapalidiales,1000,0.2177877656445985,CZID-nr
3637,Haplosclerida,1000,0.4267488781765162,CZID-nr
3640,Harpacticoida,1000,0.7348346655765908,CZID-nr
3641,Harpellales,1000,0.3802742925080142,CZID-nr
3642,Helotiales,1000,2.6425231983970976,CZID-nr
3643,Hemiaulales,1000,1.684067638737036,CZID-nr
3644,Hemiptera,1000,0.2272372169817672,CZID-nr
3645,Herpesvirales,1000,1.436761231705329,CZID-nr
3646,Herpetosiphonales,1000,0.6363801860364963,CZID-nr
3647,Heteronematales,1000,0.7504222586536257,CZID-nr
3649,Heterotrichida,1000,2.0096566675023797,CZID-nr
3650,Hibberdiales,1000,0.2654884301746308,CZID-nr
3651,Hildenbrandiales,1000,0.5750543893409475,CZID-nr
3652,Himatismenida,1000,0.0010622031563845,CZID-nr
3653,Hirudinida,1000,0.267136392937932,CZID-nr
3654,Holophagales,1000,0.1487143991191505,CZID-nr
3655,Holosporales,1000,1.6217335272160691,CZID-nr
3658,Hydrogenophilales,1000,0.486649548562631,CZID-nr
3659,Hymenochaetales,1000,1.8197321188544149,CZID-nr
3660,Hymenophyllales,1000,1.333527868547439,CZID-nr
3661,Hymenoptera,1000,0.241861880853446,CZID-nr
3662,Hymenostomatida,1000,1.0328517772957662,CZID-nr
3663,Hyphomicrobiales,1000,0.2070164926209199,CZID-nr
3664,Hyphomonadales,1000,0.4688533524742471,CZID-nr
3665,Hypnales,1000,0.213636033057296,CZID-nr
3666,Hypocreales,1000,0.3283469454982718,CZID-nr
3668,Hysterangiales,1000,0.542829042306677,CZID-nr
3669,Ichthyophonida,1000,0.3125579141838795,CZID-nr
3670,Ignatiales,1000,1.236888100647941,CZID-nr
3671,Ignavibacteriales,1000,0.1844230377088785,CZID-nr
3672,Imitervirales,1000,0.803114010867225,CZID-nr
3673,Immundisolibacterales,1000,0.7403561735586727,CZID-nr
3674,Iodidimonadales,1000,1.70097979225061,CZID-nr
3675,Isochrysidales,1000,0.1974822415364643,CZID-nr
3676,Isoetales,1000,0.2036384759475903,CZID-nr
3677,Isopoda,1000,0.180860041493068,CZID-nr
3678,Isosphaerales,1000,1.6085545565217874,CZID-nr
3679,Ixodida,1000,2.1511045559090296,CZID-nr
3680,Jaapiales,1000,0.4404831622507059,CZID-nr
3681,Jakobida,1000,1.3652110792954215,CZID-nr
3682,Jatrophihabitantales,1000,1.7215262638367097,CZID-nr
3683,Jiangellales,1000,2.778522556261859,CZID-nr
3684,Jungermanniales,1000,0.682700922980316,CZID-nr
3685,Kalamavirales,1000,0.0017812074257889,CZID-nr
3686,Kallotenuales,1000,0.5699574553469258,CZID-nr
3687,Kangiellales,1000,0.5855336057907421,CZID-nr
3688,Kathablepharidacea,1000,0.2680013351374606,CZID-nr
3689,Kickxellales,1000,2.425184428623896,CZID-nr
3691,Kineosporiales,1000,1.0317458839517355,CZID-nr
3692,Kiritimatiellales,1000,0.5907236464657026,CZID-nr
3693,Kitasatosporales,1000,0.8435207007932228,CZID-nr
3694,Klebsormidiales,1000,0.7788329042273167,CZID-nr
3696,Kordiimonadales,1000,0.2663445333592064,CZID-nr
3697,Kosmotogales,1000,0.6512998030383195,CZID-nr
3699,Ktedonobacterales,1000,0.4391075998150838,CZID-nr
3701,Labyrinthulida,1000,0.2771303162339411,CZID-nr
3702,Lachnospirales,1000,0.6859177478062033,CZID-nr
3703,Lactobacillales,1000,0.495754085853328,CZID-nr
3704,Lagenidiales,1000,2.139374914688166,CZID-nr
3705,Lamiales,1000,1.2724618058860675,CZID-nr
3706,Laminariales,1000,3.027815314840264,CZID-nr
3707,Laurales,1000,1.9302814898081453,CZID-nr
3708,Lecanorales,1000,1.1409908109149007,CZID-nr
3710,Lefavirales,1000,0.3321123181807938,CZID-nr
3711,Legionellales,1000,0.5055987881313531,CZID-nr
3712,Lentisphaerales,1000,0.6182640783026342,CZID-nr
3713,Leotiales,1000,0.1729383665202069,CZID-nr
3714,Lepetellida,1000,1.0953543268255188,CZID-nr
3715,Lepidoptera,1000,1.0574924572187034,CZID-nr
3716,Leptocylindrales,1000,0.5721116582177818,CZID-nr
3717,Leptolyngbyales,1000,0.4867205726299596,CZID-nr
3719,Leptospirales,1000,0.2302815618682435,CZID-nr
3720,Leptothecata,1000,1.2435648552145964,CZID-nr
3721,Leucosolenida,1000,0.4602464304660851,CZID-nr
3722,Leucosporidiales,1000,1.5550255236323165,CZID-nr
3724,Lichinales,1000,0.9064875046349484,CZID-nr
3725,Licmophorales,1000,0.7849033719536155,CZID-nr
3727,Limisphaerales,1000,0.3919750842724595,CZID-nr
3728,Limnochordales,1000,0.5839609581664684,CZID-nr
3729,Limnomedusae,1000,0.0016798463088109,CZID-nr
3730,Lineolatales,1000,0.7379171494521514,CZID-nr
3731,Lingulida,1000,0.3876475213237828,CZID-nr
3732,Lipomycetales,1000,1.1856608436988654,CZID-nr
3733,Lithodesmiales,1000,1.0271015854498386,CZID-nr
3734,Littorinimorpha,1000,0.00169059772526,CZID-nr
3736,Lobulomycetales,1000,0.6347365678655642,CZID-nr
3737,Longamoebia,1000,0.66185398791345,CZID-nr
3738,Longimicrobiales,1000,0.6221479200616475,CZID-nr
3741,Lulworthiales,1000,0.5013087536166104,CZID-nr
3742,Lumbriculida,1000,1.4447512426269042,CZID-nr
3744,Lutisporales,1000,2.513153178247579,CZID-nr
3745,Lycopodiales,1000,0.4335631657220016,CZID-nr
3746,Lysobacterales,1000,0.1902433506328179,CZID-nr
3747,Lyssacinosida,1000,0.4458130909618599,CZID-nr
3749,Macrostomida,1000,0.4399822889722046,CZID-nr
3750,Magnaporthales,1000,1.1479504005996275,CZID-nr
3751,Magnetococcales,1000,0.6045034959294783,CZID-nr
3752,Magnoliales,1000,0.6330717091881443,CZID-nr
3753,Malacalcyonacea,1000,1.660248225468289,CZID-nr
3754,Malasseziales,1000,1.4799976197782791,CZID-nr
3755,Malawimonadida,1000,0.3495754158124725,CZID-nr
3756,Malpighiales,1000,0.4812643262330329,CZID-nr
3757,Malvales,1000,0.6665296617336975,CZID-nr
3758,Mamiellales,1000,0.1882608286758074,CZID-nr
3761,Marchantiales,1000,1.0745836419355446,CZID-nr
3762,Maricaulales,1000,0.185234954376483,CZID-nr
3764,Marinilabiliales,1000,0.57250284716875,CZID-nr
3765,Mariprofundales,1000,0.7989005857007303,CZID-nr
3766,Marsupiomonadales,1000,0.4125247187602855,CZID-nr
3767,Mastigamoebida,1000,0.3556716882994939,CZID-nr
3768,Mastogloiales,1000,0.9783430776026024,CZID-nr
3770,Melosirales,1000,0.8838806807358498,CZID-nr
3771,Mesoaciditogales,1000,0.498523336336141,CZID-nr
3772,Mesostigmata,1000,0.3094991658322222,CZID-nr
3773,Mesostigmatales,1000,0.7989330915483317,CZID-nr
3774,Methanobacteriales,1000,0.678474675720595,CZID-nr
3776,Methanocellales,1000,0.7421573772577466,CZID-nr
3777,Methanococcales,1000,0.7841321522355006,CZID-nr
3778,Methanomassiliicoccales,1000,3.156382008288733,CZID-nr
3779,Methanomicrobiales,1000,0.953350252814538,CZID-nr
3780,Methanonatronarchaeales,1000,1.7203280834845407,CZID-nr
3781,Methanosarcinales,1000,0.5575704902360777,CZID-nr
3782,Methanotrichales,1000,1.2742910840469628,CZID-nr
3783,Methylacidiphilales,1000,0.4247130563600891,CZID-nr
3784,Methylococcales,1000,0.465661402215422,CZID-nr
3785,Methylohalomonadales,1000,1.0775601417032423,CZID-nr
3786,Microascales,1000,1.0500964600451883,CZID-nr
3787,Microbotryales,1000,0.6039551260263264,CZID-nr
3788,Micrococcales,1000,0.1306594868132092,CZID-nr
3789,Micromonosporales,1000,0.2913321149214992,CZID-nr
3790,Micropepsales,1000,0.3825766521004712,CZID-nr
3791,Microstromatales,1000,2.4628750155569152,CZID-nr
3792,Microthamniales,1000,1.025983456063929,CZID-nr
3793,Microthoracida,1000,1.4272153969137724,CZID-nr
3794,Microthyriales,1000,0.6528093822586318,CZID-nr
3796,Miltoncostaeales,1000,0.9267242125417904,CZID-nr
3797,Minwuiales,1000,0.7709174760386837,CZID-nr
3799,Mixiales,1000,1.6963366500412251,CZID-nr
3804,Monoblepharidales,1000,0.2997999181255953,CZID-nr
3806,Monomastigales,1000,0.4959468161935027,CZID-nr
3808,Moorellales,1000,0.6666075811530626,CZID-nr
3809,Moraxellales,1000,0.1131157302730175,CZID-nr
3811,Mortierellales,1000,0.6383807636389278,CZID-nr
3812,Motilibacterales,1000,0.5413947479635857,CZID-nr
3813,Mucorales,1000,0.6033040017031258,CZID-nr
3814,Mycobacteriales,1000,0.9172306644254123,CZID-nr
3815,Mycoplasmatales,1000,0.5946268672649175,CZID-nr
3816,Mycoplasmoidales,1000,1.684751272494095,CZID-nr
3817,Mycosphaerellales,1000,1.898035236245612,CZID-nr
3818,Myida,1000,1.1109651413039938,CZID-nr
3819,Myopsida,1000,0.7101617153380582,CZID-nr
3820,Myriangiales,1000,0.9717333792455448,CZID-nr
3821,Myrtales,1000,1.077867170218947,CZID-nr
3822,Mysida,1000,1.2843514208705027,CZID-nr
3823,Mytilida,1000,1.0834649455882408,CZID-nr
3824,Mytilinidiales,1000,1.921811139854118,CZID-nr
3825,Myxococcales,1000,0.4302246275343009,CZID-nr
3826,Myzocytiopsidales,1000,0.1694158398752656,CZID-nr
3827,Nakamurellales,1000,0.5915969094828587,CZID-nr
3828,Nannocystales,1000,0.4202082816059667,CZID-nr
3829,Nanoarchaeales,1000,0.586178286124001,CZID-nr
3831,Nassellaria,1000,0.2624543447899586,CZID-nr
3833,Natranaerobiales,1000,2.514061058624496,CZID-nr
3834,Natronospirales,1000,0.4151093854913295,CZID-nr
3835,Nautiliales,1000,0.4986475579873752,CZID-nr
3836,Nautilida,1000,1.3960203320293387,CZID-nr
3837,Naviculales,1000,0.4184345622518683,CZID-nr
3838,Nebulidida,1000,0.5460961424458493,CZID-nr
3840,Neisseriales,1000,0.5591383107095147,CZID-nr
3841,Nemaliales,1000,0.4947270143422336,CZID-nr
3843,Nemertodermatida,1000,0.2640486924323068,CZID-nr
3844,Neobodonida,1000,0.4355336076356547,CZID-nr
3845,Neocallimastigales,1000,0.2713564557714505,CZID-nr
3846,Neogastropoda,1000,0.00407911991579,CZID-nr
3847,Neolectales,1000,1.5676538508924285,CZID-nr
3848,Neomphalida,1000,0.7149627542410067,CZID-nr
3849,Nephromycida,1000,0.9719153926406868,CZID-nr
3850,Nephroselmidales,1000,0.5411300492155748,CZID-nr
3851,Neuroptera,1000,3.201780483031127,CZID-nr
3852,Nevskiales,1000,0.3449473411560337,CZID-nr
3853,Nitriliruptorales,1000,0.8151303737803988,CZID-nr
3854,Nitrosomonadales,1000,0.6010211722473977,CZID-nr
3855,Nitrosopumilales,1000,0.3590513610066195,CZID-nr
3856,Nitrososphaerales,1000,0.6410202278469623,CZID-nr
3857,Nitrosotaleales,1000,1.2564912644166517,CZID-nr
3858,Nitrospinales,1000,1.5484666034848749,CZID-nr
3859,Nitrospirales,1000,0.846736067054882,CZID-nr
3861,Nodosilineales,1000,0.4216474673859131,CZID-nr
3862,Nostocales,1000,0.2765371638362078,CZID-nr
3863,Notostraca,1000,0.35686962374173,CZID-nr
3864,Nuculanida,1000,1.4342838470498245,CZID-nr
3867,Nymphaeales,1000,0.5842521115499295,CZID-nr
3869,Oceanospirillales,1000,0.0614333315769833,CZID-nr
3870,Ochromonadales,1000,0.4068280925571345,CZID-nr
3871,Octopoda,1000,0.7958678043776755,CZID-nr
3872,Oculatellales,1000,0.8229143590099133,CZID-nr
3873,Odonata,1000,0.5504673619988889,CZID-nr
3874,Oedogoniales,1000,1.1983359596004357,CZID-nr
3876,Oligoflexales,1000,0.259839950077995,CZID-nr
3877,Oligosphaerales,1000,0.3528237049636471,CZID-nr
3878,Olpidiales,1000,1.099455471942182,CZID-nr
3879,Olpidiopsidales,1000,0.204679264370166,CZID-nr
