,1K,10K,100K,1M,10M
Defluviicoccus sp.,,0.0001,,1.32e-05,1.0225e-05
Muricauda sp. TY007,,0.0001,1.3333333333333335e-05,3.7500000000000005e-06,4.075e-06
Rhodobacteraceae bacterium 9Alg 56,,0.0001,1.4000000000000001e-05,2.08e-05,2.1025e-05
Aestuariibaculum marinum,,0.0001,1.7500000000000002e-05,1.8e-05,1.9575e-05
Terricaulis silvestris,,0.0001,1e-05,2e-06,1.675e-06
Paraglaciecola sp. L1A13,,0.00013333333333333334,3.2000000000000005e-05,2.7800000000000005e-05,3.1525e-05
Polaribacter sp. L3A8,,0.0001,2.8000000000000003e-05,3.74e-05,3.7675e-05
Cellulophaga sp. L1A9,,0.0001,1.3333333333333335e-05,9.4e-06,1.0175e-05
Sunxiuqinia indica,,0.0001,1e-05,8.000000000000001e-06,7.5500000000000006e-06
Microcoleus sp. FACHB-68,,0.0001,1e-05,2.25e-06,1.6999999999999998e-06
Winogradskyella helgolandensis,,0.0001,3.4e-05,2.38e-05,2.4700000000000004e-05
Draconibacterium mangrovi,,0.0001,1e-05,6.2e-06,4.5500000000000005e-06
Mangrovimonas sp. CR14,,0.0001,1e-05,3.8e-06,3.2999999999999997e-06
Loktanella sp. SALINAS62,,0.0001,3.4e-05,4.84e-05,4.8275e-05
Oceanipulchritudo coccoides,,0.0001,1.5000000000000002e-05,7.400000000000001e-06,7.05e-06
Mesoflavibacter profundi,,0.0001,3e-05,2.9999999999999997e-06,1.975e-06
Tabrizicola oligotrophica,,0.0001,1e-05,8.6e-06,1.0575e-05
Phototrophicus methaneseepsis,,0.0001,1.6000000000000003e-05,1.2e-05,1.1575e-05
Nordella sp. HKS 07,,0.0001,1e-05,6.8e-06,5.8e-06
Aquisphaera sp. JC669,,0.0001,1e-05,5.6e-06,6.100000000000001e-06
Rubinisphaera sp. JC658,,0.0001,2.2e-05,3.3400000000000005e-05,3.3175e-05
Mangrovivirga cuniculi,,0.0001,2.8000000000000003e-05,2.14e-05,1.8825000000000004e-05
Sulfurimicrobium lacus,,0.0001,1.3333333333333335e-05,5.6e-06,6.025000000000001e-06
Cochlodiniinecator piscidefendens,,0.0001,2.2e-05,1.8200000000000002e-05,2.24e-05
Parahaliea maris,,0.000125,7.599999999999999e-05,7.500000000000001e-05,7.702499999999999e-05
Flavihumibacter profundi,,0.0001,1e-05,5.599999999999999e-06,5.724999999999999e-06
Fluviibacterium sp. MJW13,,0.0001,2.2e-05,1.7e-05,1.7575e-05
Okeania sp. KiyG1,,0.0001,1e-05,3e-06,2.55e-06
Vibrio sp. S9_S30,,0.0001,,2.25e-06,2.125e-06
Pseudoalteromonas sp. S16_S37,,0.0001,2e-05,7.2000000000000005e-06,7.825e-06
Arenibacter sp. 6A1,,0.0001,1e-05,8e-06,9.075e-06
Hedophyllum nigripes,,0.0001,,,1e-07
Lutibacter sp. B1,,0.0001,3.0000000000000004e-05,2.9e-05,2.95e-05
Azohydromonas caseinilytica,,0.0001,1e-05,1.7999999999999997e-06,2.6250000000000003e-06
Flavivirga algicola,,0.0001,1.3333333333333335e-05,3.44e-05,3.4325e-05
Kineosporiaceae bacterium SCSIO 59966,,0.0001,,3.25e-06,1.6999999999999998e-06
Prevotella sp. PMUR,,0.0001,1e-05,1e-06,7.249999999999999e-07
Scenedesmus sp. PABB004,,0.0001,1.666666666666667e-05,6.8e-06,9.05e-06
Altererythrobacter lutimaris,,0.0001,4.5e-05,3.96e-05,3.8874999999999996e-05
Flavobacteriaceae bacterium RR4-40,,0.00015000000000000001,0.00012000000000000002,9.439999999999999e-05,9.549999999999999e-05
Mesorhizobium sp. L-8-10,,0.0001,1e-05,1.3333333333333332e-06,1.0500000000000001e-06
Pikeienuella piscinae,,0.00015000000000000001,4.6e-05,5.099999999999999e-05,5.1875e-05
Oceaniferula marina,,0.00017999999999999998,0.000122,0.0001258,0.000125125
Pseudictyota dubia,,0.0001,1.7500000000000002e-05,1.32e-05,1.5425e-05
Variimorphobacter saccharofermentans,,0.0001,1e-05,2e-06,5.75e-07
Stappia albiluteola,,0.0001,2e-05,5.199999999999999e-06,5.05e-06
Aequorivita sp. 609,,0.0001,1e-05,1.6666666666666665e-06,2.025e-06
Pseudoalteromonas sp. SR41-7,,0.0001,1.5000000000000002e-05,5.6e-06,4.4e-06
Vibrio sp. SG41-7,,0.0001,1.3333333333333335e-05,6.2e-06,5.674999999999999e-06
Ochrobactrum sp. Marseille-Q0166,,0.0001,,1e-06,5.25e-07
Teredinibacter franksiae,,0.0001,3.5999999999999994e-05,3.06e-05,3.4949999999999996e-05
Pontibacter sp. Tf4,,0.0001,1e-05,4.5e-06,2.175e-06
Tamlana sp. I1,,0.0001,2.75e-05,2.42e-05,2.5274999999999998e-05
Hyunsoonleella aquatilis,,0.0001,3.0000000000000004e-05,4.08e-05,3.4525e-05
Oceaniglobus trochenteri,,0.0001,3.2000000000000005e-05,1.9999999999999998e-05,2.105e-05
Sideroxydans sp. MIZ01,,0.0001,1e-05,1.5e-06,1.7499999999999998e-06
Taishania pollutisoli,,0.00013333333333333334,5.4e-05,6.0599999999999996e-05,6.0524999999999994e-05
Rubrivivax sp. A210,,0.0001,1e-05,5.4e-06,7.375e-06
Desulfomarina profundi,,0.0001,2.2e-05,1.82e-05,1.74e-05
Halomonas sp. ML-15,,0.0001,,1.2e-06,1.85e-06
Marinomonas algicola,,0.000125,5.6000000000000006e-05,5.7600000000000004e-05,5.9250000000000004e-05
Pseudo-nitzschia sp. XChen-2010a,,0.0001,3.6666666666666666e-05,1.84e-05,1.74e-05
Luteolibacter sp. NBU1238,,0.00015000000000000001,4.4e-05,6.38e-05,5.6775e-05
Alteromonas sp. IB21,,0.00015000000000000001,3.5000000000000004e-05,3.24e-05,3.6725e-05
Roseobacter sp. MH60115,,0.0001,6.8e-05,4.92e-05,5.6525000000000005e-05
Aliikangiella sp. G2MR2-5,,0.0001,2.666666666666667e-05,2.9999999999999997e-05,3.075e-05
Pontivivens ytuae,,0.0001,2.2e-05,1.6e-05,1.4775e-05
Pontibacter sp. 172403-2,,0.0001,,3.8e-06,4.725e-06
Aurantiacibacter sp. JGD-13,,0.0001,3.5000000000000004e-05,3.679999999999999e-05,3.56e-05
Pedobacter sp. ASV19,,0.0001,1.7500000000000002e-05,1.02e-05,1.1975e-05
Pedobacter sp. ASV28,,0.0001,3.0000000000000004e-05,2.22e-05,1.8800000000000003e-05
Alteromonas antoniana,,0.0002,0.0001,9.84e-05,9.9325e-05
Polaribacter sp. Q13,,0.0001,5.2000000000000004e-05,4.02e-05,4.245e-05
Pedobacter sp. SYSU D00535,,0.0001,,2.9999999999999992e-06,3.175e-06
Muricauda sp. CAU 1631,,0.0001,2e-05,3.6000000000000007e-06,3.45e-06
Roseibium limicola,,0.0001,1.3333333333333335e-05,3.2000000000000007e-06,4.9249999999999994e-06
Salegentibacter sp. BDJ18,,0.0001,,2e-06,1.45e-06
Shewanella sp. 4t3-1-2LB,,0.0001,,1.3333333333333332e-06,1.1249999999999998e-06
Alteromonas sp. 5E99-2,,0.00013333333333333334,5.599999999999999e-05,5.18e-05,4.99e-05
Polaribacter sp. SM13,,0.00015000000000000001,9.8e-05,8.400000000000001e-05,8.28e-05
Pleurosigma inscriptura,,0.00015000000000000001,7.2e-05,6.400000000000001e-05,6.6725e-05
Winogradskyella sp. DF17,,0.00016666666666666666,7.800000000000001e-05,5.58e-05,5.725e-05
Sagittula sp. M10.9X,,0.0001,3.6e-05,3.98e-05,3.9699999999999996e-05
Shimia sp. R10_1,,0.0001,1.7500000000000002e-05,8.8e-06,9.375e-06
Roseovarius sp. SHN287,,0.0001,1.6666666666666667e-05,1.2399999999999998e-05,1.1475000000000001e-05
Erythrobacter sp. WH158,,0.00015000000000000001,5.2000000000000004e-05,4.9800000000000004e-05,4.9225e-05
Phycicoccus sp. BSK3Z-2,,0.0001,1e-05,1.8000000000000001e-06,1.75e-06
Flavobacterium sp. KK2020170,,0.00013333333333333334,2.4e-05,2.68e-05,2.6674999999999998e-05
Pseudomonas nanhaiensis,,0.0001,1e-05,3.8e-06,3.625e-06
Flavobacterium sp. CYK-55,,0.0001,1e-05,7.199999999999999e-06,5.950000000000001e-06
Chelatococcus sp. HY11,,0.0001,1e-05,1.2499999999999999e-06,1.15e-06
Pseudoalteromonas sp. C2R02,,0.0001,3e-05,1.8599999999999998e-05,1.7175e-05
Colwellia sp. C2M11,,0.0001,2e-05,2.2800000000000002e-05,2.6575e-05
Aestuariibacter sp. A3R04,,0.0001,6.8e-05,6.180000000000001e-05,5.4675e-05
Rheinheimera sp. SM2107,,0.0001,2.75e-05,1.68e-05,1.93e-05
Leucobacter sp. NC76-1,,0.0001,1e-05,2.4e-06,1.7499999999999998e-06
Rhodobacter amnigenus,,0.0001,2.5e-05,1.16e-05,1.015e-05
Aureisphaera sp. CAU 1614,,0.00016000000000000004,6.6e-05,7.66e-05,7.949999999999998e-05
Alteriqipengyuania sp. NZ-12B,,0.0001,1e-05,1.4999999999999998e-06,1.35e-06
Methylococcus sp. Mc7,,0.0001,1.5000000000000002e-05,2.4e-06,1.775e-06
Sulfitobacter sp. CW3,,0.00014,0.000108,0.0001214,0.00013250000000000002
Marinobacterium sp. CAU 1594,,0.00016666666666666666,2.4e-05,2.04e-05,2.245e-05
Shewanella sp. FJAT-53681,,0.0001,,1e-06,6.75e-07
Salipiger mangrovisoli,,0.0001,1.6666666666666667e-05,5.400000000000001e-06,5.050000000000001e-06
Opitutus sp. WL0086,,0.0001,1.7500000000000002e-05,1.08e-05,1.145e-05
Qipengyuania sp. 1XM1-15A,,0.0001,4.2000000000000004e-05,3.08e-05,3.145e-05
Qipengyuania sp. YG27,,0.0001,3.5000000000000004e-05,2.2e-05,2.3925000000000002e-05
Nocardioides sp. R-C-SC26,,0.0001,1e-05,1.6666666666666665e-06,1.1e-06
Muricauda sp. NBU2970,,0.0001,1.7500000000000002e-05,1.64e-05,1.3899999999999999e-05
Winogradskyella sp. 2Y89,,0.0001,2.8000000000000003e-05,3.28e-05,3.195e-05
Alteromonas sp. McT4-15,,0.0001,2.2e-05,2.3599999999999998e-05,2.345e-05
Loktanella sp. TSTF-M6,,0.0001,1e-05,6.5999999999999995e-06,6.425e-06
Hymenobacter sp. 15J16-1T3B,,0.0001,,1e-06,1.15e-06
Flavobacterium salilacus,,0.0001,1e-05,1e-06,7.25e-07
Rhabdothermincola sp. EGI L10124,,0.0001,2.25e-05,1.38e-05,1.56e-05
Gramella sp. YB25,,0.0001,1e-05,7.2000000000000005e-06,1.15e-05
Microbulbifer sp. TT37,,0.0001,1e-05,5.999999999999999e-06,5.475e-06
Tabrizicola sp. J26,,0.0001,3e-05,1.1400000000000001e-05,1.315e-05
Octadecabacter sp. G9-8,,0.00019999999999999998,0.00011800000000000001,9.74e-05,0.0001032
Gillisia sp. M10.2A,,0.0001,2.8000000000000003e-05,2.16e-05,2.0625000000000003e-05
Solitalea sp. S2-8,,0.0001,1.2e-05,3.4e-06,4.6499999999999995e-06
Sabulilitoribacter sp. BrNp1-15,,0.0001,6.6e-05,6.719999999999998e-05,6.38e-05
Yoonia maricola,,0.00023333333333333336,0.00011199999999999998,0.00014879999999999998,0.00014355
Pseudooctadecabacter jejudonensis,,0.0003,4.6e-05,5.8399999999999997e-05,5.4499999999999997e-05
Brachyspira aalborgi,,0.00019999999999999998,9.6e-05,8.7e-05,9.2e-05
Nanofrustulum shiloi,,0.0002,9.8e-05,7.62e-05,8.219999999999999e-05
Ulvibacter antarcticus,,0.00019999999999999998,4.6e-05,4.18e-05,4.4425e-05
Rhodoluna lacicola,,0.00019999999999999998,2.2500000000000005e-05,2.22e-05,1.8375e-05
Oceanicola sp. 22II-s10i,,0.0003,2e-05,1.4799999999999999e-05,1.4075e-05
Dokdonia pacifica,,0.00027499999999999996,0.00032199999999999997,0.0003186,0.000320325
Winogradskyella sp.,,0.00019999999999999998,0.00020600000000000002,0.000163,0.000165675
Maribacter sp. 4G9,,0.00019999999999999998,2.8000000000000003e-05,2.36e-05,2.4625000000000002e-05
Alteromonas aestuariivivens,,0.00019999999999999998,7.2e-05,6.66e-05,6.4975e-05
Hyphobacterium sp. CCMP332,,0.00016666666666666666,4.8e-05,4.4e-05,4.4974999999999995e-05
Qipengyuania sp. GH29,,0.00016666666666666666,4.8e-05,5.14e-05,5.017500000000001e-05
Pirellula staleyi,,0.0002,3.9999999999999996e-05,2.72e-05,2.98e-05
Klebsiella pneumoniae,,0.0002,3.9999999999999996e-05,3.2200000000000003e-05,3.4125e-05
Desulfobacter hydrogenophilus,,0.0002,2e-05,5.8e-06,6.35e-06
Ectocarpus siliculosus,,0.0002,1.5e-05,1.34e-05,1.395e-05
Prosthecobacter fusiformis,,0.0002,1e-05,5.8e-06,5.95e-06
uncultured marine gamma proteobacterium EBAC31A08,,0.00015000000000000001,1.7500000000000002e-05,1.12e-05,1.0824999999999999e-05
Roseicyclus mahoneyensis,,0.00015000000000000001,2.6e-05,2.8599999999999997e-05,3.1575e-05
Fluviicola taffensis,,0.0002,2e-05,2.1600000000000003e-05,2.31e-05
Amphritea atlantica,,0.00015000000000000001,2.8000000000000003e-05,2.3599999999999998e-05,2.215e-05
Rhodobacteraceae bacterium HTCC2150,,0.00017500000000000003,6.000000000000001e-05,4.84e-05,5.2025e-05
Amphritea balenae,,0.0002,3.6e-05,3.12e-05,3.1475000000000006e-05
Psychroflexus lacisalsi,,0.0002,2e-05,4.8e-06,6.175e-06
Tahibacter aquaticus,,0.00015000000000000001,1e-05,3.6000000000000003e-06,4.725e-06
Desulfosarcina alkanivorans,,0.00016666666666666666,0.00011199999999999998,0.000113,0.000110325
Olleya aquimaris,,0.00015000000000000001,0.00010200000000000001,8.139999999999999e-05,8.1275e-05
Nonlabens ulvanivorans,,0.00015000000000000001,7e-05,7.02e-05,6.777500000000001e-05
Polaribacter sejongensis,,0.0002,1.6666666666666667e-05,6e-06,6.9e-06
Didymosphenia geminata,,0.0002,8.8e-05,8.38e-05,8.39e-05
Lacinutrix sp. Hel_I_90,,0.0002,6.000000000000001e-05,6.12e-05,6.5125e-05
Polaribacter sp. SA4-12,,0.00030000000000000003,0.00010199999999999999,8.519999999999998e-05,8.33e-05
Yoonia maritima,,0.00016666666666666666,7.800000000000001e-05,6.840000000000001e-05,7.56e-05
Maribacter caenipelagi,,0.0002,1.7500000000000002e-05,1.8200000000000002e-05,1.835e-05
Zhongshania aliphaticivorans,,0.00015000000000000001,7e-05,6.060000000000001e-05,6.1175e-05
Planktotalea arctica,,0.00013333333333333334,8e-05,8.16e-05,8.575e-05
Cognatiyoonia sediminum,,0.00015000000000000001,5e-05,4.74e-05,4.5875000000000004e-05
Myxococcales bacterium SG8_38_1,,0.000225,0.00011,0.0001326,0.00013317499999999997
Nitrospira bacterium SG8_3,,0.00015000000000000001,2e-05,1.78e-05,2.2175e-05
Cryomorphaceae bacterium,,0.00023333333333333333,0.000106,0.0001126,0.000112425
Seonamhaeicola marinus,,0.00016666666666666666,5e-05,2.82e-05,2.85e-05
Salibaculum halophilum,,0.0002,2e-05,1.32e-05,1.4075e-05
Pseudohongiella sp.,,0.00025,7.199999999999999e-05,0.00010499999999999999,0.00010865000000000001
Pelagibacterales bacterium MED-G42,,0.00015000000000000001,5.2000000000000004e-05,4.46e-05,4.542499999999999e-05
Rhodopirellula sp. TMED283,,0.0002,3.7500000000000003e-05,3.88e-05,3.8774999999999994e-05
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-4,,0.0002,1e-05,6.6e-06,7.499999999999999e-06
Haslea tsukamotoi,,0.0002,2.2e-05,1.28e-05,1.5875e-05
Winogradskyella tangerina,,0.00015000000000000001,7.199999999999999e-05,6.000000000000001e-05,5.81e-05
Pelagibacterales bacterium,,0.00015000000000000001,5e-05,5.28e-05,5.38e-05
Leptolyngbya sp. BC1307,,0.00015000000000000001,1.25e-05,1.4399999999999998e-05,1.44e-05
Adhaeribacter arboris,,0.0002,2e-05,4e-06,3.2999999999999997e-06
Roseovarius sp. EL26,,0.0002,2.75e-05,2.0199999999999996e-05,1.8275e-05
Psychromonas sp. B3M02,,0.0002,1.5000000000000002e-05,1.8200000000000002e-05,1.655e-05
Aquirhabdus parva,,0.00025,0.00022,0.00019940000000000002,0.00020857500000000001
Nodosilinea sp. LEGE 07088,,0.0002,2e-05,4.25e-06,4.075e-06
Dyella sp. ASV24,,0.00017500000000000003,0.000132,0.0001624,0.000152025
Stieleria maiorica,,0.00015000000000000001,6.400000000000001e-05,4.28e-05,4.955e-05
Polaribacter sp. G4M1,,0.000125,8.400000000000001e-05,8.34e-05,8.61e-05
Lacinutrix sp. C3R15,,0.000175,3.6e-05,3.2000000000000005e-05,3.5425e-05
Novosphingobium sp. G106,,0.0002,1e-05,8.000000000000001e-06,8.524999999999999e-06
Erythrobacter sp. SDW2,,0.00015000000000000001,4.4e-05,3.880000000000001e-05,3.455e-05
Treponema zuelzerae,,0.0001,1e-05,1e-06,4.75e-07
Pseudomonas stutzeri,,0.0001,3.666666666666667e-05,2.2599999999999997e-05,2.5325e-05
Pseudomonas syringae,,0.0001,1e-05,1.4599999999999999e-05,1.215e-05
Ralstonia pickettii,,0.0001,2e-05,1.6e-06,2.3500000000000004e-06
Brucella anthropi,,0.0001,,2e-06,1.325e-06
Polaribacter irgensii,,0.0001,4.4e-05,4.800000000000001e-05,4.99e-05
Aeromonas schubertii,,0.0001,1e-05,1.8000000000000001e-06,1.6250000000000001e-06
Chlamydia trachomatis,,0.0001,1e-05,2.4e-06,3e-06
Cytophaga hutchinsonii,,0.0001,1e-05,4.8e-06,5.2500000000000006e-06
Flexibacter flexilis,,0.0001,1.3333333333333335e-05,9.999999999999999e-06,8.125000000000001e-06
Erythrobacter longus,,0.0001,5.6000000000000006e-05,5.8200000000000005e-05,5.425e-05
Thiocapsa roseopersicina,,0.0001,1e-05,5e-06,4.9249999999999994e-06
Pararhodospirillum photometricum,,0.00015000000000000001,3.4e-05,3.08e-05,2.7275e-05
Streptococcus criceti,,0.0001,1e-05,3.25e-06,2.175e-06
Clostridium tyrobutyricum,,0.0001,,2e-06,1.55e-06
Clostridium beijerinckii,,0.0001,1e-05,2e-06,2.25e-06
Xylella fastidiosa,,0.0001,1e-05,5.999999999999999e-06,7.35e-06
Bacillaria paxillifer,,0.000175,0.000134,0.0001268,0.00013215000000000001
Auxenochlorella protothecoides,,0.0001,4.6e-05,3.34e-05,3.075e-05
Neurospora crassa,,0.0001,1e-05,,1.6666666666666665e-07
Ichthyophthirius multifiliis,,0.0001,1.7500000000000002e-05,1.64e-05,1.5700000000000002e-05
Euplotes aediculatus,,0.0001,1e-05,4.2e-06,3.525e-06
Acidovorax facilis,,0.0001,,2.4e-06,1.325e-06
Metschnikowia bicuspidata,,0.0001,1e-05,3.4e-06,3.8e-06
Francisella philomiragia,,0.0001,3.6e-05,2.54e-05,2.4775e-05
Porphyromonas levii,,0.0001,,1e-06,1.2e-06
Salmonella enterica,,0.0001,2.4e-05,1.94e-05,2.3250000000000003e-05
Corynebacterium otitidis,,0.0001,,1e-06,3.75e-07
Asterionellopsis glacialis,,0.0001,3.9999999999999996e-05,6.0400000000000004e-05,6.16e-05
Erythrobacter ramosus,,0.0001,1e-05,5.999999999999999e-06,7.049999999999999e-06
Stereum hirsutum,,0.0001,1e-05,1e-06,6.75e-07
Cryobacterium psychrophilum,,0.0001,,1.75e-06,1.325e-06
Pseudoalteromonas undina,,0.0001,1.5000000000000002e-05,1.54e-05,1.6899999999999997e-05
Geothrix fermentans,,0.0001,,1.3333333333333332e-06,1.3e-06
Geobacter sp.,,0.0001,2e-05,9.999999999999999e-06,7.925e-06
Gelidibacter algens,,0.0001,4.2000000000000004e-05,3.74e-05,4.1574999999999994e-05
Geosiphon pyriformis,,0.0001,2.6000000000000002e-05,2.4399999999999997e-05,2.615e-05
Polytomella parva,,0.0001,1e-05,1.2499999999999999e-06,1.6e-06
Nitrosomonas mobilis,,0.0001,1.3333333333333335e-05,4.4e-06,4.774999999999999e-06
Thiorhodococcus minor,,0.0001,1.5000000000000002e-05,1.28e-05,1.23e-05
Rickettsiella grylli,,0.0001,1e-05,2.4999999999999998e-06,1.9e-06
Monilinia laxa,,0.0001,1.3333333333333335e-05,3.8e-06,3.3250000000000004e-06
Hydrogenophaga flava,,0.0001,1e-05,5.600000000000001e-06,5.125e-06
Moritella yayanosii,,0.0001,1.2500000000000002e-05,4.8e-06,5.925e-06
Brevundimonas poindexterae,,0.0001,,1.5e-06,3.7499999999999996e-07
Sulfitobacter brevis,,0.0001,5.8e-05,8.640000000000001e-05,7.505e-05
Mannheimia haemolytica,,0.0001,1e-05,2e-06,1.6999999999999998e-06
Cellulophaga baltica,,0.00019999999999999998,3.8e-05,4.24e-05,4.0575e-05
Pseudoalteromonas distincta,,0.00015000000000000001,2e-05,2.7800000000000005e-05,2.3650000000000002e-05
Aliivibrio wodanis,,0.0001,1e-05,4.4e-06,4.125e-06
Moritella viscosa,,0.0001,2e-05,1.66e-05,1.835e-05
Stigmatella erecta,,0.0001,,1e-06,2e-07
Alkalispirillum mobile,,0.0001,1e-05,6.6e-06,5.15e-06
Cryomorpha ignava,,0.0001,1.5000000000000002e-05,2.42e-05,2.4449999999999998e-05
Leptolyngbya sp. PCC 7376,,0.0001,3.7500000000000003e-05,2.94e-05,3.6325e-05
Sphingobium cloacae,,0.0001,1e-05,1.3333333333333332e-06,6.249999999999999e-07
Chromohalobacter canadensis,,0.0001,,6.6e-06,8.275e-06
Zobellia uliginosa,,0.0001,1.6000000000000003e-05,1.9600000000000002e-05,1.9675e-05
Xenophilus azovorans,,0.0001,2e-05,7.000000000000001e-06,4.675e-06
Pseudoalteromonas issachenkonii,,0.0001,1.6000000000000003e-05,1.0399999999999999e-05,8.5e-06
Desulforegula conservatrix,,0.0001,1e-05,3.8e-06,4.25e-06
Thiorhodospira sibirica,,0.0001,1.5000000000000002e-05,6.999999999999999e-06,5.425e-06
Microbacterium resistens,,0.0001,,1e-06,3.2499999999999996e-07
Collimonas fungivorans,,0.0001,,1e-06,5e-07
Roseibacterium elongatum,,0.0001,2.25e-05,1.4200000000000001e-05,1.3325000000000002e-05
Desulfogranum mediterraneum,,0.0001,1e-05,1.08e-05,9.975e-06
Paenibacillus borealis,,0.0001,,1e-06,4e-07
Saccharospirillum impatiens,,0.0001,2e-05,1.66e-05,1.65e-05
Sporotomaculum syntrophicum,,0.0001,1.2500000000000002e-05,1.1400000000000001e-05,9.625e-06
Crocinitomix catalasitica,,0.0001,2.8000000000000003e-05,2.9199999999999998e-05,3.0249999999999997e-05
Nonlabens xylanidelens,,0.0001,8.4e-05,0.0001,9.727499999999999e-05
Brumimicrobium glaciale,,0.0001,2.3333333333333336e-05,1.94e-05,1.9025e-05
Neobacillus vireti,,0.0001,,1e-06,4e-07
Halobacillus locisalis,,0.0001,,1e-06,2.25e-07
Glutamicibacter ardleyensis,,0.0001,,1e-06,1e-07
Algoriphagus mannitolivorans,,0.0001,1.3333333333333335e-05,1.08e-05,1.305e-05
Arenibacter certesii,,0.0001,1.7500000000000002e-05,1.36e-05,1.265e-05
Flavobacterium frigoris,,0.0001,2.5e-05,1.4799999999999999e-05,1.4499999999999998e-05
Allochromatium palmeri,,0.0001,1e-05,4.2000000000000004e-06,5.600000000000001e-06
Halomonas alkaliantarctica,,0.0001,1e-05,3e-06,1.8749999999999998e-06
Alteromonas stellipolaris,,0.000125,3.6e-05,3.5600000000000005e-05,3.595e-05
Algoriphagus antarcticus,,0.0001,2.25e-05,2.02e-05,2.5475000000000003e-05
Pseudonocardia dioxanivorans,,0.0001,,2e-06,9.249999999999999e-07
Ichthyobacterium seriolicida,,0.0001,1e-05,3.7999999999999996e-06,4.225e-06
Maridesulfovibrio ferrireducens,,0.0001,2e-05,3e-06,1.45e-06
marine gamma proteobacterium HTCC2143,,0.0001,6.400000000000001e-05,7.04e-05,7.2525e-05
Roseibaca ekhonensis,,0.0001,2.4e-05,1.6000000000000003e-05,1.735e-05
Olavius algarvensis Gamma 3 endosymbiont,,0.0001,8.400000000000001e-05,8.060000000000001e-05,8.912500000000001e-05
Winogradskyella thalassocola,,0.0001,2.2e-05,2.1799999999999998e-05,2.145e-05
Winogradskyella eximia,,0.0001,3.4e-05,4.22e-05,3.69e-05
Mariniflexile fucanivorans,,0.0001,3.2000000000000005e-05,4.38e-05,4.225e-05
Coscinodiscus granii,,0.0001,2.8000000000000003e-05,3.5999999999999994e-05,3.09e-05
Navicula ramosissima,,0.0001,5e-05,3.62e-05,3.5999999999999994e-05
Flavobacterium weaverense,,0.0001,,4.2e-06,3.85e-06
Dictyocoela muelleri,,0.0001,1e-05,3.4000000000000005e-06,4.35e-06
Methylophaga muralis,,0.0001,1e-05,1.2499999999999999e-06,1.6250000000000001e-06
Gillisia hiemivivida,,0.0001,3.2000000000000005e-05,4.28e-05,4.0925e-05
Tribonema minus,,0.0001,4.2e-05,4.24e-05,4.095e-05
Yangia pacifica,,0.0001,2e-05,1.66e-05,1.575e-05
Maribacter sp. HTCC2170,,0.0001,4.4e-05,4.28e-05,4.415e-05
Roseovarius nubinhibens,,0.0001,3.0000000000000004e-05,2.14e-05,2.0774999999999997e-05
Massilia albidiflava,,0.0001,,3e-06,9.25e-07
Pseudoalteromonas byunsanensis,,0.0001,2e-05,5.399999999999999e-06,4.6e-06
Lacinutrix algicola,,0.0001,5.5e-05,3.64e-05,3.6374999999999996e-05
Croceitalea dokdonensis,,0.0001,3.2000000000000005e-05,3.8e-05,3.35e-05
uncultured Campylobacterales bacterium,,0.0001,,2e-06,1.4250000000000001e-06
uncultured bacterium pES01019D12,,0.0001,1e-05,2.6e-06,3.275e-06
Schlesneria paludicola,,0.0001,1e-05,8.8e-06,9.800000000000001e-06
Thalassococcus halodurans,,0.0001,2.75e-05,2.04e-05,1.7275e-05
Wenxinia marina,,0.0001,1.5e-05,1.8399999999999997e-05,1.6800000000000002e-05
Desulfocurvus vexinensis,,0.0001,,1.6e-06,1.4e-06
Aquisalimonas asiatica,,0.0001,1e-05,9.8e-06,6.175e-06
Rubritalea squalenifaciens,,0.00015000000000000001,5.399999999999999e-05,5.7600000000000004e-05,6.252500000000002e-05
Gramella forsetii,,0.0001,2.6e-05,2.34e-05,2.0575e-05
Pelagicoccus mobilis,,0.0001,1.7500000000000002e-05,1.52e-05,1.74e-05
Flavobacterium terrae,,0.0001,1.5000000000000002e-05,6.2e-06,7.049999999999999e-06
Ferrovum myxofaciens,,0.0001,1e-05,2.9999999999999997e-06,3.874999999999999e-06
Saccharospirillum salsuginis,,0.0001,2.6000000000000002e-05,2.6599999999999996e-05,2.3525e-05
Tranquillimonas alkanivorans,,0.0001,1.4000000000000001e-05,9.8e-06,1.495e-05
Psychromonas ossibalaenae,,0.0001,2e-05,1.32e-05,1.715e-05
Candidatus Magnetococcus massalia,,0.0001,1e-05,4.2e-06,5.35e-06
Amphritea japonica,,0.0001,1.6000000000000003e-05,1.96e-05,2.045e-05
Hemiselmis andersenii,,0.0001,1.6666666666666667e-05,9e-06,1.1025e-05
Alteromonas genovensis,,0.00015000000000000001,7.400000000000001e-05,6.979999999999999e-05,6.7e-05
Halopseudomonas sabulinigri,,0.0001,2e-05,1.1199999999999998e-05,1.16e-05
Jannaschia seohaensis,,0.0001,3.6e-05,2.3e-05,2.835e-05
Algoriphagus aquaeductus,,0.0001,1.7500000000000002e-05,1.34e-05,1.3075e-05
Modestobacter marinus,,0.0001,,5.2500000000000006e-06,2.475e-06
Lewinella agarilytica,,0.00016666666666666666,0.00012399999999999998,0.000127,0.0001273
Tamlana agarivorans,,0.0001,3.4e-05,2.14e-05,2.2825e-05
Maritalea mobilis,,0.0001,2e-05,2.22e-05,1.8125e-05
