,genus,read count,relative error,type
16814,Aquiflexum,1000000,0.1171413107978566,Kaiju
16815,Candidatus Protochlamydia,1000000,0.4648111258522642,Kaiju
16816,Mariprofundus,1000000,0.2402398419515374,Kaiju
16817,Singulisphaera,1000000,0.1781524101717403,Kaiju
16818,Steroidobacter,1000000,0.1804375076008058,Kaiju
16819,Sediminimonas,1000000,0.1825741858350553,Kaiju
16820,Geminocystis,1000000,0.34881407373398,Kaiju
16821,Hyella,1000000,0.1576830744276895,Kaiju
16822,Methylovirgula,1000000,0.1357351696546593,Kaiju
16823,Chryseolinea,1000000,0.0286527406347286,Kaiju
16824,Mangrovibacterium,1000000,0.1499711621644937,Kaiju
16825,Permianibacter,1000000,0.2760362071437749,Kaiju
16826,Paludisphaera,1000000,0.4579853348016987,Kaiju
16827,Labilibacter,1000000,0.3118047822311617,Kaiju
16828,Cysteiniphilum,1000000,0.2825970826302195,Kaiju
16829,Kandeliimicrobium,1000000,0.3216489544311022,Kaiju
16830,Chloropicon,1000000,0.3301053070331019,Kaiju
16831,Hondaea,1000000,0.1449658461816468,Kaiju
16832,Sedimentisphaera,1000000,0.3431159160632974,Kaiju
16833,Minwuia,1000000,0.1540777601485321,Kaiju
16834,Geomonas,1000000,0.2798565466828552,Kaiju
16835,Leptothoe,1000000,0.692820323027551,Kaiju
16836,Paenimaribius,1000000,0.1906100205414076,Kaiju
16837,Maioricimonas,1000000,0.158113883008419,Kaiju
16838,Vannielia,1000000,0.2315869392052797,Kaiju
16839,Fuscibacter,1000000,0.2808472386685759,Kaiju
16840,Tichowtungia,1000000,0.4062019202317979,Kaiju
16841,Haloflavibacter,1000000,0.2204792759220492,Kaiju
16842,Sulfuriroseicoccus,1000000,0.0821313711694716,Kaiju
16843,Spirochaeta,1000000,0.3391864972435441,Kaiju
16844,Xanthobacter,1000000,0.3565370164061462,Kaiju
16845,Edwardsiella,1000000,0.2614562582918986,Kaiju
16846,Arsenophonus,1000000,0.4707511531578505,Kaiju
16847,Pasteurella,1000000,0.4332261663872621,Kaiju
16848,Desulfococcus,1000000,0.2859655671129754,Kaiju
16849,Wolbachia,1000000,0.2345778544106261,Kaiju
16850,Rhodomicrobium,1000000,0.2445878118044314,Kaiju
16851,Pseudanabaena,1000000,0.2115492529406641,Kaiju
16852,Oscillatoria,1000000,0.1980253335321676,Kaiju
16853,Aphanizomenon,1000000,0.2102968517807305,Kaiju
16854,Micrococcus,1000000,0.25,Kaiju
16855,Aerococcus,1000000,0.4507922033332112,Kaiju
16856,Gemella,1000000,0.3464101615137754,Kaiju
16857,Methanolobus,1000000,0.5832981110808885,Kaiju
16858,Sporomusa,1000000,0.2201736911931777,Kaiju
16859,Dunaliella,1000000,0.1781054079784383,Kaiju
16860,Neocallimastix,1000000,0.6236095644623235,Kaiju
16861,Gigaspora,1000000,0.542940678618637,Kaiju
16862,Schizosaccharomyces,1000000,0.4714045207910318,Kaiju
16863,Talaromyces,1000000,0.7692307692307693,Kaiju
16864,Trichoderma,1000000,0.3296902366978935,Kaiju
16865,Trypanosoma,1000000,0.2522406514826423,Kaiju
16866,Nannochloropsis,1000000,0.245048545479429,Kaiju
16867,Acanthamoeba,1000000,0.4690888814480949,Kaiju
16868,Theileria,1000000,0.4412601696008092,Kaiju
16869,Polysphondylium,1000000,0.95831484749991,Kaiju
16870,Taylorella,1000000,0.4750730937913075,Kaiju
16871,Aminobacter,1000000,0.3066420507303271,Kaiju
16872,Liberibacter,1000000,0.1393868410266039,Kaiju
16873,Nitrococcus,1000000,0.1892281471310932,Kaiju
16874,Desulfuromusa,1000000,0.3349967509508821,Kaiju
16876,Desulfofustis,1000000,0.2252154797481802,Kaiju
16877,Nesterenkonia,1000000,0.2721655269759087,Kaiju
16878,Lithodesmium,1000000,0.2551410451271751,Kaiju
16879,Candidatus Endobugula,1000000,0.1205816344040648,Kaiju
16880,Planoprotostelium,1000000,0.2223196356783702,Kaiju
16881,Mitsuaria,1000000,0.3513641844631532,Kaiju
16882,Tessaracoccus,1000000,0.2675079067013492,Kaiju
16883,Prosthecomicrobium,1000000,0.4462820381222339,Kaiju
16884,Corallococcus,1000000,0.2547546779093796,Kaiju
16885,Collinsella,1000000,0.523918377992373,Kaiju
16886,Desulfotignum,1000000,0.1610948698544605,Kaiju
16887,Rhodobaca,1000000,0.529728463363976,Kaiju
16888,Acidithiobacillus,1000000,0.3586827472532276,Kaiju
16889,Crossiella,1000000,0.4714045207910316,Kaiju
16890,Alkalilimnicola,1000000,0.2537525549984512,Kaiju
16891,Salinibacter,1000000,0.3912303982179758,Kaiju
16892,Blastomonas,1000000,0.2595073127459417,Kaiju
16893,Gallibacterium,1000000,0.316227766016838,Kaiju
16894,Thioflavicoccus,1000000,0.3877722391536281,Kaiju
16895,Anaeromyxobacter,1000000,0.3648532340892179,Kaiju
16896,Halomicronema,1000000,0.8471083712209393,Kaiju
16897,Anaerophaga,1000000,0.2449489742783178,Kaiju
16898,Salinibacterium,1000000,0.3863337046431278,Kaiju
16899,Akkermansia,1000000,0.2003863015262803,Kaiju
16900,Isoptericola,1000000,0.34881407373398,Kaiju
16901,Parvibaculum,1000000,0.218282289791839,Kaiju
16902,Agarivorans,1000000,0.1073997508152727,Kaiju
16903,Malikia,1000000,0.3787221144222206,Kaiju
16904,Geopsychrobacter,1000000,0.2389423060187047,Kaiju
16905,Candidatus Amoebophilus,1000000,0.3162277660168379,Kaiju
16906,Odoribacter,1000000,0.3440104580768907,Kaiju
16907,Synchytrium,1000000,0.4914936562772365,Kaiju
16908,Advenella,1000000,0.3555527659520898,Kaiju
16909,Chthoniobacter,1000000,0.2032789070454354,Kaiju
16910,Algicola,1000000,0.2193589678905895,Kaiju
16911,Silvimonas,1000000,0.3741657386773941,Kaiju
16912,Prolixibacter,1000000,0.2591307784316222,Kaiju
16913,Paucibacter,1000000,0.2162607395783922,Kaiju
16914,Pelomonas,1000000,0.3400000401772597,Kaiju
16915,Yonghaparkia,1000000,0.2049425795689608,Kaiju
16916,Ktedonobacter,1000000,0.3431159160632974,Kaiju
16917,Rivularia,1000000,0.6144320579726021,Kaiju
16918,Desulfosalsimonas,1000000,0.2635231383473649,Kaiju
16919,Candidatus Brocadia,1000000,0.3061862178478973,Kaiju
16920,Panacagrimonas,1000000,0.6928203230275508,Kaiju
16921,Maribius,1000000,0.2468639873591278,Kaiju
16922,Paludibacterium,1000000,0.1995493537908302,Kaiju
16923,Durinskia,1000000,0.2630668208823281,Kaiju
16924,Candidatus Magnetoglobus,1000000,0.3677985242255284,Kaiju
16925,Rhodocytophaga,1000000,0.1939477783856797,Kaiju
16926,Cerasicoccus,1000000,0.7071067811865476,Kaiju
16927,Geminicoccus,1000000,0.2816528703304358,Kaiju
16928,Kushneria,1000000,0.2082482819587607,Kaiju
16929,Plagiogramma,1000000,0.2517301244498869,Kaiju
16930,Amorphus,1000000,0.4759858191164943,Kaiju
16931,Inhella,1000000,0.1714985851425088,Kaiju
16932,Lacibacter,1000000,0.5479899348984432,Kaiju
16933,Gracilimonas,1000000,0.2278032578456511,Kaiju
16934,Candidatus Anadelfobacter,1000000,0.5527707983925666,Kaiju
16935,Acidipila,1000000,0.52704627669473,Kaiju
16936,Lamprobacter,1000000,0.1825361614285542,Kaiju
16937,Candidatus Magnetomorum,1000000,0.2036027544819889,Kaiju
16938,Litoribacter,1000000,0.4595474068638238,Kaiju
16939,Desulfamplus,1000000,0.3244244825952532,Kaiju
16940,Berkeleya,1000000,0.2719918966379966,Kaiju
16941,Tistlia,1000000,0.187492390885292,Kaiju
16942,Aliifodinibius,1000000,0.2037706832433973,Kaiju
16943,Plasticicumulans,1000000,0.2213790593162884,Kaiju
16944,Thermophagus,1000000,0.2309401076758503,Kaiju
16945,Pleionea,1000000,0.1879170993938323,Kaiju
16946,Candidatus Paracaedibacter,1000000,0.1954339899926429,Kaiju
16947,Desulfatiglans,1000000,0.4648111258522641,Kaiju
16948,Moheibacter,1000000,0.0942111439531991,Kaiju
16949,Mitosporidium,1000000,0.1818181818181817,Kaiju
16950,Hwangdonia,1000000,0.2351042388361695,Kaiju
16951,Nibribacter,1000000,0.5590169943749473,Kaiju
16952,Paludibaculum,1000000,0.2449489742783178,Kaiju
16953,Youngimonas,1000000,0.2106625221173715,Kaiju
16954,Oleiagrimonas,1000000,0.1571348402636772,Kaiju
16955,Crenobacter,1000000,0.2728479125437857,Kaiju
16956,Candidatus Methylopumilus,1000000,0.2149188041567902,Kaiju
16957,Sulfurifustis,1000000,0.3579094488187186,Kaiju
16958,Tepidicaulis,1000000,0.3011039359538722,Kaiju
16959,Rhabdobacter,1000000,0.5150787536377128,Kaiju
16960,Sinirhodobacter,1000000,0.2746146812180585,Kaiju
16961,Candidatus Finniella,1000000,0.4074501503251655,Kaiju
16962,Aquisalinus,1000000,0.5061943174124038,Kaiju
16963,Maliponia,1000000,0.1293832813004329,Kaiju
16964,Varunaivibrio,1000000,0.3873593408957708,Kaiju
16965,Marispirochaeta,1000000,0.9980449639169569,Kaiju
16966,Silicimonas,1000000,0.1255987033912086,Kaiju
16967,Rodentibacter,1000000,0.3104382097715547,Kaiju
16968,Marivibrio,1000000,0.2370044927387069,Kaiju
16969,Puia,1000000,0.4082482904638631,Kaiju
16970,Labilibaculum,1000000,0.1141088661469096,Kaiju
16971,Zhengella,1000000,0.4685652431914265,Kaiju
16972,Ferruginivarius,1000000,0.2670191574044921,Kaiju
16973,Pseudomethylobacillus,1000000,0.522956927175969,Kaiju
16974,Aquisediminimonas,1000000,0.1756820922315766,Kaiju
16975,Chryseotalea,1000000,0.10748113749414,Kaiju
16976,Limihaloglobus,1000000,0.6394924685122965,Kaiju
16977,Hypericibacter,1000000,0.2874797872880344,Kaiju
16978,Xanthovirga,1000000,0.1964808803118639,Kaiju
16979,Frigoriglobus,1000000,0.3440104580768907,Kaiju
16980,Thiosulfativibrio,1000000,0.5473452081269226,Kaiju
16981,Thermogemmata,1000000,0.4460514967089147,Kaiju
16982,Pelagovum,1000000,0.3298292233558517,Kaiju
16983,Botrimarina,1000000,0.2249364707015277,Kaiju
16984,Algihabitans,1000000,0.2256871232231513,Kaiju
16985,Pukyongiella,1000000,0.2605786533235239,Kaiju
16986,Pararhodonellum,1000000,0.3299727718741752,Kaiju
16987,Meridianimarinicoccus,1000000,0.223619724119198,Kaiju
16988,Azorhizobium,1000000,0.4174896485659608,Kaiju
16989,Pelobacter,1000000,0.2370351773013931,Kaiju
16990,Myxococcus,1000000,0.5065886542260318,Kaiju
16991,Planctomyces,1000000,0.1634727493688574,Kaiju
16992,Helicobacter,1000000,0.1057981701700394,Kaiju
16993,Zoogloea,1000000,0.3462628469583092,Kaiju
16994,Methylobacillus,1000000,0.152707615763617,Kaiju
16995,Alcaligenes,1000000,0.1428571428571428,Kaiju
16996,Erwinia,1000000,0.1558925497248495,Kaiju
16997,Kluyvera,1000000,0.7243558228002943,Kaiju
16998,Shigella,1000000,0.4460514967089147,Kaiju
16999,Bartonella,1000000,0.1489684970076022,Kaiju
17000,Selenomonas,1000000,0.3949109157518468,Kaiju
17001,Afipia,1000000,0.1414213562373094,Kaiju
17002,Rhodocyclus,1000000,0.3651150293542243,Kaiju
17003,Rhodopila,1000000,0.6085806194501847,Kaiju
17004,Rhodospirillum,1000000,0.3661735175879039,Kaiju
17005,Aphanocapsa,1000000,0.4128614119223852,Kaiju
17006,Plectonema,1000000,0.4074501503251656,Kaiju
17007,Fischerella,1000000,0.1610948698544605,Kaiju
17008,Nitrosococcus,1000000,0.1414737030141865,Kaiju
17009,Nitrosovibrio,1000000,0.4977761194440302,Kaiju
17010,Ruminococcus,1000000,0.2716334335501104,Kaiju
17011,Planococcus,1000000,0.1944406936956339,Kaiju
17012,Listeria,1000000,0.4008755938970629,Kaiju
17013,Actinomyces,1000000,0.1502412995713423,Kaiju
17014,Propionibacterium,1000000,0.2474358296526968,Kaiju
17015,Streptosporangium,1000000,0.2003863015262802,Kaiju
17016,Microbispora,1000000,0.4635124054434789,Kaiju
17017,Thermomonospora,1000000,0.4212708580028639,Kaiju
17018,Tsukamurella,1000000,0.1521451548625461,Kaiju
17019,Acholeplasma,1000000,0.63887656499994,Kaiju
17020,Methanococcoides,1000000,0.2988071523335984,Kaiju
17022,Thermotoga,1000000,0.465657314657332,Kaiju
17023,Cyanophora,1000000,0.3265986323710905,Kaiju
17024,Gracilariopsis,1000000,0.75,Kaiju
17025,Dictyota,1000000,0.2857142857142857,Kaiju
17026,Heterocapsa,1000000,0.2848854019600743,Kaiju
17027,Ulva,1000000,0.8413197549333739,Kaiju
17028,Codium,1000000,0.5000000000000001,Kaiju
17030,Tetraselmis,1000000,0.4082482904638631,Kaiju
17031,Scherffelia,1000000,0.372677996249965,Kaiju
17032,Plasmopara,1000000,0.5672262001443318,Kaiju
17033,Spizellomyces,1000000,0.33185074629602,Kaiju
17034,Absidia,1000000,0.4973890160963884,Kaiju
17035,Phycomyces,1000000,0.4635124054434789,Kaiju
17036,Mortierella,1000000,0.5590169943749473,Kaiju
17037,Basidiobolus,1000000,0.3510981290092154,Kaiju
17038,Coemansia,1000000,0.3912303982179758,Kaiju
17039,Smittium,1000000,0.2780915670973507,Kaiju
17040,Chaetomium,1000000,0.692820323027551,Kaiju
17041,Cryptococcus,1000000,0.5471012044321932,Kaiju
17044,Pleurotus,1000000,0.2165063509461096,Kaiju
17046,Naegleria,1000000,0.3090082702956526,Kaiju
17047,Dictyostelium,1000000,0.3045873232752801,Kaiju
17050,Blastocystis,1000000,0.4459849843997147,Kaiju
17052,Brettanomyces,1000000,0.3726779962499649,Kaiju
17053,Acaulospora,1000000,0.52704627669473,Kaiju
17054,Thermodesulfovibrio,1000000,0.4128614119223852,Kaiju
17055,Natronococcus,1000000,0.4330127018922193,Kaiju
17056,Rhodoplanes,1000000,0.2240384613439675,Kaiju
17057,Nephroselmis,1000000,0.2961494610647111,Kaiju
17058,Chondria,1000000,0.3849001794597506,Kaiju
17059,Leptonema,1000000,0.6546536707079772,Kaiju
17060,Phascolarctobacterium,1000000,0.4750730937913075,Kaiju
17061,Eremothecium,1000000,0.4,Kaiju
17063,Riemerella,1000000,0.409046856390166,Kaiju
17064,Blattabacterium,1000000,0.3677985242255285,Kaiju
17065,Lactarius,1000000,0.3912303982179758,Kaiju
17066,Entomophthora,1000000,0.6011057519272296,Kaiju
17067,Gregarina,1000000,0.3535533905932738,Kaiju
17068,Pelagomonas,1000000,0.3270382451332612,Kaiju
17069,Parasitella,1000000,0.3849001794597506,Kaiju
17070,Sporichthya,1000000,0.6774838558962125,Kaiju
17071,Roseococcus,1000000,0.3167153958608716,Kaiju
17072,Cymbomonas,1000000,0.9428090415820636,Kaiju
17073,Botryococcus,1000000,0.57282196186948,Kaiju
17074,Methylomicrobium,1000000,0.187492390885292,Kaiju
17075,Actinokineospora,1000000,0.2740682007909842,Kaiju
17076,Candidatus Magnetobacterium,1000000,0.4648111258522643,Kaiju
17078,Sutterella,1000000,0.3557547929618361,Kaiju
17079,Thioploca,1000000,0.3090082702956526,Kaiju
17080,Syntrophus,1000000,0.3489156237299403,Kaiju
17081,Pseudoneochloris,1000000,0.6546536707079772,Kaiju
17082,Haematococcus,1000000,0.4851180332381383,Kaiju
17083,Holospora,1000000,0.5704500180914152,Kaiju
17084,Thaumatomonas,1000000,0.4714045207910316,Kaiju
17085,Geovibrio,1000000,0.8660254037844386,Kaiju
17086,Agrococcus,1000000,0.3391164991562633,Kaiju
17087,Reticulomyxa,1000000,0.2125439547909685,Kaiju
17089,Desulfobotulus,1000000,0.2931509849889643,Kaiju
17090,Rhabdochromatium,1000000,0.3886961676474333,Kaiju
17092,Bracteacoccus,1000000,0.4330127018922193,Kaiju
17093,Tetragenococcus,1000000,0.9897433186107868,Kaiju
17094,Myxosarcina,1000000,0.1040031617441763,Kaiju
17095,Friedmanniella,1000000,0.4789191780248785,Kaiju
17096,Lamprocystis,1000000,0.3318507462960201,Kaiju
17097,Aneurinibacillus,1000000,0.52322111060097,Kaiju
17098,Malassezia,1000000,0.3090082702956526,Kaiju
17099,Sandaracinobacter,1000000,0.2931509849889643,Kaiju
17101,Malonomonas,1000000,0.1552568297872666,Kaiju
17102,Kocuria,1000000,0.2449120092174752,Kaiju
17103,Sulfurospirillum,1000000,0.1992047682223989,Kaiju
17104,Vogesella,1000000,0.3112569796364425,Kaiju
17105,Empedobacter,1000000,0.4285714285714286,Kaiju
17106,Umbelopsis,1000000,0.211143597240581,Kaiju
17107,Virgisporangium,1000000,0.2369648576266109,Kaiju
17108,Olpidium,1000000,0.6666666666666666,Kaiju
17109,Frateuria,1000000,0.1190701211967753,Kaiju
17110,Pfiesteria,1000000,0.4656573146573319,Kaiju
17111,Citromicrobium,1000000,0.1900667095581302,Kaiju
17112,Methylocaldum,1000000,0.2278225497769068,Kaiju
17113,Balneatrix,1000000,0.2743147627980575,Kaiju
17114,Halothece,1000000,0.9897433186107868,Kaiju
17115,Mycetocola,1000000,0.3539184432363053,Kaiju
17116,Syncephalis,1000000,0.7126096406869611,Kaiju
17117,Thamnocephalis,1000000,0.7071067811865475,Kaiju
17118,Desulfosporosinus,1000000,0.1818986083625238,Kaiju
17120,Delftia,1000000,0.2201736911931777,Kaiju
17121,Methylovorus,1000000,0.2370044927387069,Kaiju
17122,Budvicia,1000000,0.3952847075210475,Kaiju
17124,Roseospirillum,1000000,0.5590169943749473,Kaiju
17125,Succinivibrio,1000000,0.3353457132644524,Kaiju
17126,Candidatus Odyssella,1000000,0.2507385540462558,Kaiju
17127,Marichromatium,1000000,0.2588194602561486,Kaiju
17128,Thiococcus,1000000,0.2557309823136435,Kaiju
17129,Halorhodospira,1000000,0.2759068094013782,Kaiju
17130,Gluconacetobacter,1000000,0.2671581119676575,Kaiju
17131,Thiomargarita,1000000,0.3010091508172794,Kaiju
17132,Acrocarpospora,1000000,0.7319250547114,Kaiju
17133,Asaia,1000000,0.5590169943749475,Kaiju
17134,Marvania,1000000,0.3535533905932738,Kaiju
17135,Periconia,1000000,0.4714045207910316,Kaiju
17136,Alkalibacterium,1000000,0.2988071523335984,Kaiju
17137,Coprobacillus,1000000,0.3854010257086557,Kaiju
17138,Gloeocapsa,1000000,0.2988071523335983,Kaiju
17140,Actinopolymorpha,1000000,0.2484519974999766,Kaiju
17141,Denitrovibrio,1000000,0.4579853348016986,Kaiju
17142,Methylocella,1000000,0.3952847075210474,Kaiju
17143,Pectobacterium,1000000,0.287430980555453,Kaiju
17144,Acytostelium,1000000,0.6811673213444623,Kaiju
17145,Moneuplotes,1000000,0.450151884090248,Kaiju
17146,Jeotgalibacillus,1000000,0.2857142857142857,Kaiju
17147,Methylosarcina,1000000,0.5969921136555403,Kaiju
17148,Laribacter,1000000,0.1892281471310932,Kaiju
17149,Rhodoblastus,1000000,0.2091214442032571,Kaiju
17150,Tistrella,1000000,0.3131121455425747,Kaiju
17151,Methylocapsa,1000000,0.2770165440555372,Kaiju
17153,Pelotomaculum,1000000,0.6000923289995463,Kaiju
17154,Conexibacter,1000000,0.3095564493149836,Kaiju
17155,Plesiocystis,1000000,0.3636434628817441,Kaiju
17156,Tannerella,1000000,0.2988071523335983,Kaiju
17157,Asanoa,1000000,0.3364055948997213,Kaiju
17158,Pseudospirillum,1000000,0.2338535866733713,Kaiju
17159,Alicycliphilus,1000000,0.4898979485566356,Kaiju
17160,Angulomicrobium,1000000,0.4714045207910316,Kaiju
17161,Swaminathania,1000000,0.4330127018922193,Kaiju
17162,Pinnularia,1000000,0.4,Kaiju
17163,Streblomastix,1000000,0.4949591578112628,Kaiju
17165,Anaerotruncus,1000000,0.2309401076758503,Kaiju
17166,Volucribacter,1000000,0.9521904571390468,Kaiju
17167,Alkalimonas,1000000,0.4514064483616212,Kaiju
17168,Stackebrandtia,1000000,0.408248290463863,Kaiju
17169,Alkaliflexus,1000000,0.5443310539518175,Kaiju
17170,Pontibacillus,1000000,0.7071067811865475,Kaiju
17171,Thermoflavimicrobium,1000000,0.2857142857142857,Kaiju
17172,Lachancea,1000000,0.7071067811865475,Kaiju
17173,Halospina,1000000,0.5172976267606766,Kaiju
17174,Microcella,1000000,0.4437419157067563,Kaiju
17175,Paludibacter,1000000,0.2595073127459418,Kaiju
17176,Giesbergeria,1000000,0.463512405443479,Kaiju
17177,Niastella,1000000,0.3597145135381668,Kaiju
17178,Neomegalonema,1000000,0.686978002202548,Kaiju
17179,Sulfurivirga,1000000,0.3903262361629296,Kaiju
17180,Verminephrobacter,1000000,0.3349967509508821,Kaiju
17181,Pelosinus,1000000,0.5342912389583809,Kaiju
17182,Belnapia,1000000,0.3343084694975252,Kaiju
17183,Gonyostomum,1000000,0.3053414020077928,Kaiju
17184,Olivibacter,1000000,0.10647942749999,Kaiju
17185,Candidatus Kuenenia,1000000,0.6771096725424316,Kaiju
17186,Brasilonema,1000000,0.2484519974999766,Kaiju
17187,Puniceicoccus,1000000,0.0878410461157883,Kaiju
17188,Terriglobus,1000000,1.3528737494590071e-16,Kaiju
17189,Uliginosibacterium,1000000,0.5335133441069605,Kaiju
17190,Barnesiella,1000000,0.2630668208823282,Kaiju
17191,Deefgea,1000000,0.3854010257086558,Kaiju
17192,Actinomycetospora,1000000,0.3946002313234922,Kaiju
17193,Candidatus Midichloria,1000000,0.3423265984407288,Kaiju
17194,Caenispirillum,1000000,0.4541115475629749,Kaiju
17195,Aggregatibacter,1000000,0.5873589602654912,Kaiju
17196,Desulfurivibrio,1000000,0.1825361614285543,Kaiju
17197,Rudanella,1000000,0.4231587892051194,Kaiju
17198,Candidatus Nitrotoga,1000000,0.220507728208324,Kaiju
17199,Elioraea,1000000,0.3090082702956526,Kaiju
17201,Iamia,1000000,0.2345207879911715,Kaiju
17202,Schumannella,1000000,0.5000000000000001,Kaiju
17203,Cardiosporidium,1000000,0.6388765649999398,Kaiju
17204,Fangia,1000000,0.2282177322938192,Kaiju
17205,Desulfonatronospira,1000000,0.4648111258522642,Kaiju
17206,Spirobacillus,1000000,0.5000000000000001,Kaiju
17207,Rhodovastum,1000000,0.5000000000000001,Kaiju
17209,Parvimonas,1000000,0.4714045207910316,Kaiju
17211,Blautia,1000000,0.2857142857142857,Kaiju
17212,Parasutterella,1000000,0.2132007163556104,Kaiju
17213,Demequina,1000000,0.167925473043971,Kaiju
17215,Nitriliruptor,1000000,0.1075637193489752,Kaiju
17216,Ruania,1000000,0.5187458165828639,Kaiju
17218,Kumanoa,1000000,0.4714045207910316,Kaiju
17219,Indibacter,1000000,0.6286481707778567,Kaiju
17221,Leeia,1000000,0.4527692569068708,Kaiju
17222,Plantactinospora,1000000,0.2868876552746235,Kaiju
17223,Georgfuchsia,1000000,0.6162942431211802,Kaiju
17224,Polychaeton,1000000,0.1732050807568877,Kaiju
17225,Caldicoprobacter,1000000,0.5000000000000001,Kaiju
17226,Luteipulveratus,1000000,0.3440104580768907,Kaiju
17227,Gallaecimonas,1000000,0.1467717619754517,Kaiju
17229,Sulfuricella,1000000,0.2096313728906052,Kaiju
17230,Racocetra,1000000,0.4648111258522643,Kaiju
17232,Romeria,1000000,0.2282177322938192,Kaiju
17233,Polymorphum,1000000,0.4475624814681164,Kaiju
17234,Candidatus Magnetoovum,1000000,0.4714045207910316,Kaiju
17235,Mastigocoleus,1000000,0.2605786533235238,Kaiju
17236,Ferruginibacter,1000000,0.3807886552931953,Kaiju
17238,Desulfurispira,1000000,0.2474358296526968,Kaiju
17239,Pseudoflavonifractor,1000000,0.3531523089093174,Kaiju
17240,Amnibacterium,1000000,0.2740682007909843,Kaiju
17241,Zymoseptoria,1000000,0.2165063509461097,Kaiju
17242,Halobellus,1000000,0.63887656499994,Kaiju
17243,Thermanaerothrix,1000000,0.6085806194501846,Kaiju
17244,Enterospora,1000000,0.631906287004296,Kaiju
17245,Elstera,1000000,0.3597145135381668,Kaiju
17246,Cucumibacter,1000000,0.3908679799852856,Kaiju
17247,Stakelama,1000000,0.3539184432363054,Kaiju
17248,Rhizophagus,1000000,0.1856591037616344,Kaiju
17249,Claroideoglomus,1000000,0.5590169943749475,Kaiju
17250,Allokutzneria,1000000,0.4082482904638631,Kaiju
17251,Bauldia,1000000,0.0808209414355938,Kaiju
17252,Magnetospira,1000000,0.34881407373398,Kaiju
17253,Gilliamella,1000000,0.0734277077930263,Kaiju
17254,Humitalea,1000000,0.6546536707079772,Kaiju
17255,Glaciimonas,1000000,0.3102481300269571,Kaiju
17256,Gayadomonas,1000000,0.3280836614171588,Kaiju
17257,Oculatella,1000000,0.4714045207910317,Kaiju
17258,Caldibacillus,1000000,0.4082482904638631,Kaiju
17259,Rhizoctonia,1000000,0.8592392047732014,Kaiju
17260,Chryseoglobus,1000000,0.5868455973269638,Kaiju
17261,Schleiferia,1000000,0.3952847075210474,Kaiju
17262,Candidatus Profftella,1000000,0.4330127018922193,Kaiju
17263,Aidingimonas,1000000,0.2635231383473649,Kaiju
17265,Methyloglobulus,1000000,0.476280484787101,Kaiju
17266,Haloechinothrix,1000000,0.6123724356957945,Kaiju
17268,Candidatus Symbiobacter,1000000,0.5134898976610933,Kaiju
17270,Globisporangium,1000000,0.3053414020077928,Kaiju
17272,Paenirhodobacter,1000000,0.6290548936075433,Kaiju
17273,Magnetofaba,1000000,0.3431159160632974,Kaiju
17274,Sulfurisoma,1000000,0.5705127207547053,Kaiju
17276,Tyzzerella,1000000,0.5163977794943223,Kaiju
17277,Polymorphobacter,1000000,0.133044947044952,Kaiju
17278,Ruminiclostridium,1000000,0.3090082702956526,Kaiju
17279,Flaviflexus,1000000,0.4750730937913075,Kaiju
17280,Trieres,1000000,0.0666666666666666,Kaiju
17281,Mizugakiibacter,1000000,0.9521904571390468,Kaiju
17282,Microbacter,1000000,0.3535533905932738,Kaiju
17283,Hartmannibacter,1000000,0.3061862178478973,Kaiju
17284,Conticribra,1000000,0.1900863290718194,Kaiju
17285,Roholtiella,1000000,0.4330127018922193,Kaiju
17286,Alkalinema,1000000,0.3333333333333333,Kaiju
17287,Roseiarcus,1000000,0.5590169943749475,Kaiju
17288,Acetobacteroides,1000000,0.6388765649999399,Kaiju
17289,Brockia,1000000,0.4,Kaiju
17290,Conyzicola,1000000,0.3726779962499649,Kaiju
17291,Epibacterium,1000000,0.1228350500945791,Kaiju
17292,Melaminivora,1000000,0.2213627775619488,Kaiju
17293,Pseudodonghicola,1000000,0.2060055135304351,Kaiju
17294,Rhizorhabdus,1000000,0.2838422206966398,Kaiju
17295,Cucumispora,1000000,0.4648111258522642,Kaiju
17296,Desulfoprunum,1000000,0.5590169943749475,Kaiju
17297,Thermogutta,1000000,0.15935001863671,Kaiju
17298,Aurantimicrobium,1000000,0.4459849843997147,Kaiju
17299,Paeniglutamicibacter,1000000,0.7496555682941202,Kaiju
17301,Pseudarthrobacter,1000000,0.4648111258522642,Kaiju
17302,Candidatus Berkiella,1000000,0.2795084971874736,Kaiju
17303,Corticibacter,1000000,0.4074501503251656,Kaiju
17304,Inmirania,1000000,0.2112314200533133,Kaiju
17305,Vermiphilus,1000000,0.4330127018922193,Kaiju
17306,Corallincola,1000000,0.0651281935194112,Kaiju
17307,Dethiosulfatarculus,1000000,0.2248000829380223,Kaiju
17308,Bradymonas,1000000,0.8385254915624212,Kaiju
17309,Planctomicrobium,1000000,0.3232256983456079,Kaiju
17310,Anaerosolibacter,1000000,0.4,Kaiju
17311,Tenggerimyces,1000000,0.3803000120609434,Kaiju
17312,Candidatus Methylospira,1000000,0.2988071523335985,Kaiju
17313,Enterobacillus,1000000,0.2165063509461097,Kaiju
17314,Lawsonella,1000000,0.7071067811865475,Kaiju
17315,Limibacillus,1000000,0.1096322524133786,Kaiju
17316,Salinivenus,1000000,0.6666666666666667,Kaiju
17317,Brevirhabdus,1000000,0.2106625221173716,Kaiju
