Species,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5,meta_mean,pam_mean,meta_std,pam_std
Chloromyxum sp. RJG-2011a ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.847770087744308e-08,0.0,5.695540175488616e-09,0.0,1.2735615000973627e-08
Cladococcus,0.0,0.0,0.0,0.0,0.0,4.2677798000744167e-08,4.274827560625091e-08,0.0,4.2790040468675215e-08,0.0,0.0,2.5643222815134055e-08,0.0,2.3408987008615477e-08
Clostridia bacterium UC5.1-1E11  ,0.0,0.0,0.0,0.0,0.0,0.00010341995274947078,0.00010206734599942934,0.00011555939080693228,9.759242059668576e-05,9.89470745534911e-05,0.0,0.00010351723694120185,0.0,7.1259201274153355e-06
Clostridium sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.082073200364857e-06,0.0,0.0,0.0,1.2164146400729713e-06,0.0,2.7199858240291037e-06
Clostridium sp. YIT 12070 ,0.0,0.0,0.0,0.0,0.0,1.3687934922724074e-05,1.5233932238720797e-05,1.3684664700820926e-05,0.0,0.0,0.0,8.521306372453159e-06,0.0,7.80446971950219e-06
Colacogloea,0.0,0.0,0.0,0.0,0.0,1.0555642038850724e-05,1.081531372838148e-05,1.0354004686845216e-05,1.0169766284721808e-05,1.0152300362808456e-05,0.0,1.0409405420321538e-05,0.0,2.796184321224376e-07
Conidiobolus osmodes  ,0.0,0.0,0.0,0.0,0.0,8.67781892681798e-07,7.552195357104327e-07,8.391295007195987e-07,8.415374625506126e-07,8.68569876762014e-07,0.0,8.344476536848911e-07,0.0,4.64348397122554e-08
Continenticola,0.0,0.0,0.0,0.0,0.0,7.539744313464802e-07,6.697229844979309e-07,4.408985512255518e-07,4.992171388012108e-07,6.265094193037477e-07,0.0,5.980645050349842e-07,0.0,1.272044562872478e-07
Cryptococcus,0.0,0.0,0.0,0.0,0.0,4.196650136739843e-06,4.4743195134542625e-06,4.835661529570568e-06,4.67837775790849e-06,5.197180410133362e-06,0.0,4.676437869561305e-06,0.0,3.766884750945923e-07
Dactylosporangium roseum   ,0.0,0.0,0.0,0.0,0.0,3.9542923110091766e-05,2.7421078029697433e-05,3.1930884301915494e-05,2.2873223577348224e-05,3.196751639420482e-05,0.0,3.074712508265155e-05,0.0,6.191074577480695e-06
Dendrodoa grossularia  ,0.0,0.0,0.0,0.0,0.0,1.123848680686263e-06,1.1257045909646073e-06,1.3653632554081605e-06,1.1125410521855555e-06,1.1960634368526094e-06,0.0,1.184704203219439e-06,0.0,1.0625275827314508e-07
Dendrothele,0.0,0.0,0.0,0.0,0.0,8.393300273479686e-06,8.521156270846015e-06,0.0,8.615061481026609e-06,0.0,0.0,5.105903605070462e-06,0.0,4.6616955036092616e-06
Denitrobacterium sp. CCUG 45665 ,0.0,0.0,0.0,0.0,0.0,0.0016166972025395212,0.0016208903901998928,0.0016892958314013388,0.001709392242013824,0.0016272988107335691,0.0,0.0016527148953776293,0.0,4.332013731485684e-05
Desulfurococcus fermentans   ,0.0,0.0,0.0,0.0,0.0,0.0,4.570179671616239e-06,6.082073200364857e-06,0.0,0.0,0.0,2.130450574396219e-06,0.0,2.965807579552525e-06
Dickeya phage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6025915004560704e-06,0.0,6.089050741753299e-06,0.0,2.738328448441874e-06,0.0,3.787602242868266e-06
Dictyococcus,0.0,0.0,0.0,0.0,0.0,0.0,1.1399540161666911e-07,0.0,0.0,0.0,0.0,2.279908032333382e-08,0.0,5.0980293427452306e-08
Dictyopteris,0.0,0.0,0.0,0.0,0.0,2.8451865333829448e-08,0.0,0.0,0.0,0.0,0.0,5.6903730667658895e-09,0.0,1.2724060994622479e-08
Diplonema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8526693645783477e-08,2.847770087744308e-08,0.0,1.140087890464531e-08,0.0,1.5611305988237927e-08
Dokdonia pacifica   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6025915004560704e-06,6.09952628729286e-06,0.0,0.0,2.740423557549786e-06,0.0,3.7899212418701516e-06
Echinococcus vogeli  ,0.0,0.0,0.0,0.0,0.0,2.8451865333829448e-08,2.8498850404167278e-08,0.0,0.0,0.0,0.0,1.1390143147599346e-08,0.0,1.559660468434917e-08
Ectopleura wrighti  ,0.0,0.0,0.0,0.0,0.0,5.6903730667658895e-08,9.974597641458546e-08,1.1378027128401337e-07,8.558008093735043e-08,5.695540175488616e-08,0.0,8.259309221169887e-08,0.0,2.546084319653005e-08
Eggerthella sp. HGA1  ,0.0,0.0,0.0,0.0,0.0,0.0020182099602727606,0.0018935777772729951,0.002008604674420494,0.0019686221092237704,0.0019987309059805204,0.0,0.001977549085434108,0.0,5.0490834242822846e-05
Eimeriorina,0.0,0.0,0.0,0.0,0.0,3.7556462240654863e-06,3.975589631381335e-06,3.5983010793569224e-06,3.6799434803060685e-06,3.9299227210871444e-06,0.0,3.7878806272393913e-06,0.0,1.612765606590268e-07
Embryophyta,0.0,0.0,0.0,0.0,0.0,8.966605359956349e-05,6.0574306534057536e-05,6.149823662900922e-05,6.116123117655978e-05,8.946269730648743e-05,0.0,7.247250504913548e-05,0.0,1.5606339710028936e-05
Ensifer meliloti   ,0.0,0.0,0.0,0.0,0.0,6.08352663232181e-06,1.2187145790976638e-05,1.06436281006385e-05,1.219905257458572e-05,1.0655838798068274e-05,0.0,1.0353838379318189e-05,0.0,2.5088132774332766e-06
Enterococcus durans   ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,4.570179671616239e-06,0.0,0.0,0.0,0.0,1.5223885975554288e-06,0.0,2.153516374012662e-06
Enterococcus faecium   ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,0.0,0.0,0.0,0.0,0.0,6.08352663232181e-07,0.0,1.3603179092801938e-06
Enterococcus raffinosus cftri2200  ,0.0,0.0,0.0,0.0,0.0,6.08352663232181e-06,0.0,0.0,0.0,0.0,0.0,1.216705326464362e-06,0.0,2.7206358185603876e-06
Eocronartium,0.0,0.0,0.0,0.0,0.0,1.8493712466989137e-07,0.0,0.0,1.7116016187470086e-07,3.1325470965187387e-07,0.0,1.3387039923929322e-07,0.0,1.3418237146769853e-07
Erythrobacter sp. REDSEA-S41_B1  ,0.0,0.0,0.0,0.0,0.0,0.0,9.140359343232478e-06,0.0,6.09952628729286e-06,0.0,0.0,3.0479771261050674e-06,0.0,4.309859830855736e-06
Escherichia coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09952628729286e-06,3.0445253708766496e-06,0.0,1.828810331633902e-06,0.0,2.727206424064454e-06
Escherichia coli   ,0.0,0.0,0.0,0.0,0.0,5.170997637473539e-05,0.0,0.00010643628100638499,2.134834200552501e-05,3.0445253708766496e-06,0.0,3.650782495150441e-05,0.0,4.416876158218661e-05
Euglenophyceae,0.0,0.0,0.0,0.0,0.0,2.987445860052092e-07,2.992379292437564e-07,3.6978588167304345e-07,3.565836705722935e-07,7.11942521936077e-08,0.0,2.791092639375821e-07,0.0,1.2066885869555163e-07
Euglyphida,0.0,0.0,0.0,0.0,0.0,2.8451865333829448e-08,2.8498850404167278e-08,4.2667601731505016e-08,0.0,0.0,0.0,1.9923663493900348e-08,0.0,1.9088317878750566e-08
Euplotia,0.0,0.0,0.0,0.0,0.0,3.5564831667286806e-07,4.132333308604255e-07,4.693436190465551e-07,3.565836705722935e-07,3.559712609680385e-07,0.0,3.9015603962403614e-07,0.0,5.071912879867766e-08
Faecalimonas umbilicata,0.0,0.0,0.0,0.0,0.0,0.0,2.1327505134209117e-05,2.4328292801459427e-05,0.0,2.283394028157487e-05,0.0,1.3697947643448682e-05,0.0,1.2549385308178243e-05
Faecalitalea cylindroides   ,0.0,0.0,0.0,0.0,0.0,0.0028744663337720556,0.002967570000102811,0.002990859496279418,0.0029399716704751585,0.00295318960975035,0.0,0.0029452114220759585,0.0,4.3816739621976446e-05
Fasciola hepatica (liver fluke),0.0,0.0,0.0,0.0,0.0,0.0,2.8498850404167278e-08,0.0,4.2790040468675215e-08,0.0,0.0,1.4257778174568497e-08,0.0,2.0166499729092547e-08
Fragilariales,0.0,0.0,0.0,0.0,0.0,0.0,2.8498850404167278e-08,2.8445067821003343e-08,0.0,0.0,0.0,1.1388783645034125e-08,0.0,1.5594745855043625e-08
Geobacillus sp. 1P03TB  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04976314364643e-06,0.0,0.0,6.09952628729286e-07,0.0,1.3638955408933749e-06
Gonyaulacales,0.0,0.0,0.0,0.0,0.0,2.8451865333829448e-08,0.0,2.8445067821003343e-08,5.7053387291566954e-08,2.847770087744308e-08,0.0,2.8485604264768567e-08,0.0,2.0171457070434306e-08
Halobacteriaceae archaeon SHRA6  ,0.0,0.0,0.0,0.0,0.0,0.0,4.570179671616239e-06,7.6025915004560704e-06,9.14928943093929e-06,7.611313427191624e-06,0.0,5.786674806040644e-06,0.0,3.636602204578418e-06
Halocyprida,0.0,0.0,0.0,0.0,0.0,7.112966333457362e-08,1.2824482681875274e-07,1.1378027128401337e-07,9.984342776024216e-08,9.967195307105077e-08,0.0,1.0253402845372653e-07,0.0,2.114939766571248e-08
Haloferax sp. BAB-2234  ,0.0,0.0,0.0,0.0,0.0,3.193851481968951e-05,3.351465092518575e-05,2.1287256201277e-05,2.2873223577348224e-05,2.892299102332817e-05,0.0,2.770732730936573e-05,0.0,5.42428948150463e-06
Halomonas sp. VKRKNi8  ,0.0,0.0,0.0,0.0,0.0,7.604408290402263e-06,1.9804111910337034e-05,1.824621960109457e-05,1.829857886187858e-05,1.8267152225259897e-05,0.0,1.644409417779447e-05,0.0,4.985982247260739e-06
Harpacticoida,0.0,0.0,0.0,0.0,0.0,7.112966333457362e-08,5.6997700808334555e-08,2.8445067821003343e-08,2.8526693645783477e-08,4.271655131616462e-08,0.0,4.556313538517192e-08,0.0,1.8545675122094285e-08
Helicobasidium,0.0,0.0,0.0,0.0,0.0,2.7029272067137974e-07,3.847344804562582e-07,2.560056103890301e-07,2.8526693645783477e-07,2.7053815833570925e-07,0.0,2.933675812620424e-07,0.0,5.2113048568841295e-08
Hypotrichia,0.0,0.0,0.0,0.0,0.0,0.0,4.274827560625091e-08,0.0,4.2790040468675215e-08,0.0,0.0,1.7107663214985226e-08,0.0,2.342563727645449e-08
Hypoxylon fragiforme,0.0,0.0,0.0,0.0,0.0,2.8451865333829448e-08,0.0,0.0,0.0,0.0,0.0,5.6903730667658895e-09,0.0,1.2724060994622479e-08
Kazachstania,0.0,0.0,0.0,0.0,0.0,7.2409997274595935e-06,6.825474671798063e-06,7.025931751787825e-06,6.575402885353091e-06,0.0,0.0,5.533561807279715e-06,0.0,3.1031149776874676e-06
Klebsiella oxytoca   ,0.0,0.0,0.0,0.0,0.0,2.1292343213126338e-05,1.6757325462592876e-05,1.9766737901185782e-05,1.219905257458572e-05,1.6744889539821574e-05,0.0,1.735206973826246e-05,0.0,3.486844986148613e-06
Klebsiella sp. A4-1  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04976314364643e-06,3.0445253708766496e-06,0.0,1.218857702904616e-06,0.0,1.668990673027127e-06
Klebsormidium,0.0,0.0,0.0,0.0,0.0,1.9631787080342315e-06,1.9379218274833744e-06,1.7493716709917056e-06,1.8399717401530342e-06,1.7798563048401925e-06,0.0,1.8540600503005077e-06,0.0,9.434512735607046e-08
Kluyvera georgiana   ,0.0,0.0,0.0,0.0,0.0,6.235614798129856e-05,7.159948152198775e-05,7.146436010428707e-05,6.252014444475182e-05,8.981349844086117e-05,0.0,7.155072649863728e-05,0.0,1.1176206440061849e-05
Kluyveromyces,0.0,0.0,0.0,0.0,0.0,7.12150189305751e-05,6.908121337970147e-05,7.055799072999878e-05,5.1219678441004235e-05,6.92008131321867e-05,0.0,6.625494292269326e-05,0.0,8.453456518750181e-06
Lactobacillus casei   ,0.0,0.0,0.0,0.0,0.0,0.00026463340850599873,0.00031229561089377635,0.0003846911299230772,0.00028210309078729475,0.00029684122366047333,0.0,0.0003081128927541241,0.0,4.63026657222174e-05
Lactobacillus gasseri   ,0.0,0.0,0.0,0.0,0.0,1.216705326464362e-05,1.2187145790976638e-05,1.2164146400729714e-05,1.219905257458572e-05,1.2178101483506598e-05,0.0,1.2179099902888459e-05,0.0,1.442715308075237e-08
Lactobacillus pentosus   ,0.0,0.0,0.0,0.0,0.0,1.825057989696543e-05,1.8280718686464955e-05,1.6725701301003354e-05,0.0,7.611313427191624e-06,0.0,1.2173662662325073e-05,0.0,8.123410695115731e-06
Lactobacillus rhamnosus   ,0.0,0.0,0.0,0.0,0.0,9.581554445906852e-05,6.398251540262734e-05,0.0,0.0,5.327919399034137e-05,0.0,4.261545077040744e-05,0.0,4.193050836703064e-05
Leuconostoc mesenteroides   ,0.0,0.0,0.0,0.0,0.0,0.0,7.616966119360399e-06,0.0,0.0,0.0,0.0,1.5233932238720797e-06,0.0,3.4064108050405257e-06
Lutimonas saemankumensis   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.584881110155064e-05,2.744786829281787e-05,0.0,0.0,1.0659335878873702e-05,0.0,1.4606841738465432e-05
Magnusiomyces,0.0,0.0,0.0,0.0,0.0,0.0,2.8498850404167278e-08,0.0,0.0,0.0,0.0,5.699770080833455e-09,0.0,1.2745073356863077e-08
Marinococcus halophilus   ,0.0,0.0,0.0,0.0,0.0,2.433410652928724e-05,2.8944471253569516e-05,2.1287256201277e-05,2.8972749864641084e-05,2.131167759613655e-05,0.0,2.4970052288982273e-05,0.0,3.846060107902666e-06
Marinomonas sp. H1611  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,4.570179671616239e-06,4.5615549002736424e-06,6.09952628729286e-06,0.0,0.0,3.654604835068729e-06,0.0,2.311395024516846e-06
Mediophyceae,0.0,0.0,0.0,0.0,0.0,1.5648525933606193e-06,1.3964436698041964e-06,1.3938083232291638e-06,1.5832314973409828e-06,1.5235569969432046e-06,0.0,1.4923786161356335e-06,0.0,9.137618863684612e-08
Megasphaera paucivorans   ,0.0,0.0,0.0,0.0,0.0,7.604408290402263e-06,0.0,0.0,0.0,0.0,0.0,1.5208816580804528e-06,0.0,3.4007947732004848e-06
Meloidoderita salina,0.0,0.0,0.0,0.0,0.0,6.828447680119067e-07,7.837183861146001e-07,7.680168311670902e-07,7.844840752590456e-07,8.116144750071278e-07,0.0,7.66135707111954e-07,0.0,4.913005879223276e-08
Melosirids,0.0,0.0,0.0,0.0,0.0,1.123848680686263e-06,8.97713787731269e-07,1.1378027128401335e-06,1.026960971248205e-06,9.967195307105078e-07,0.0,1.0366091366432758e-06,0.0,9.852292070209833e-08
Mercenaria mercenaria  ,0.0,0.0,0.0,0.0,0.0,8.535559600148833e-08,0.0,0.0,0.0,0.0,0.0,1.7071119200297665e-08,0.0,3.8172182983867425e-08
Mesodiniidae,0.0,0.0,0.0,0.0,0.0,8.251040946810538e-07,8.97713787731269e-07,6.969041616145819e-07,7.416940347903703e-07,8.97047577639457e-07,0.0,8.116927312913465e-07,0.0,9.074851218393869e-08
Mesorhizobium sp. C-13-Coimbra  ,0.0,0.0,0.0,0.0,0.0,0.0,1.0663752567104558e-05,1.5205183000912141e-05,1.219905257458572e-05,9.133576112629948e-06,0.0,9.440312851046474e-06,0.0,5.734866423862928e-06
Metakinetoplastina,0.0,0.0,0.0,0.0,0.0,1.1380746133531779e-07,1.2824482681875274e-07,5.6890135642006685e-08,2.8526693645783477e-08,5.695540175488616e-08,0.0,7.688490383934937e-08,0.0,4.22392271538511e-08
Metalistrophorus pagenstecheri  ,0.0,0.0,0.0,0.0,0.0,7.112966333457362e-08,7.124712601041818e-08,5.6890135642006685e-08,5.7053387291566954e-08,4.271655131616462e-08,0.0,5.9807372718946e-08,0.0,1.1908537948395822e-08
Methanobacterium sp. IM1  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,0.0,3.0410366001824284e-06,3.04976314364643e-06,3.0445253708766496e-06,0.0,2.4354176861732826e-06,0.0,1.3614441882445013e-06
Methanobrevibacter cuticularis   ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,3.0410366001824284e-06,0.0,0.0,0.0,1.2175646095853176e-06,0.0,1.6672202440914445e-06
Methanosarcina lacustris   ,0.0,0.0,0.0,0.0,0.0,0.0,4.570179671616239e-06,4.5615549002736424e-06,3.04976314364643e-06,4.566788056314974e-06,0.0,3.3496571543702577e-06,0.0,1.9843083469808068e-06
Micromegistus bakeri  ,0.0,0.0,0.0,0.0,0.0,9.958152866840305e-08,1.2824482681875274e-07,1.5644787301551837e-07,9.984342776024216e-08,9.967195307105077e-08,0.0,1.1675792186679343e-07,0.0,2.5398327363425334e-08
Micromonas,0.0,0.0,0.0,0.0,0.0,0.0,4.274827560625091e-08,0.0,0.0,0.0,0.0,8.549655121250182e-09,0.0,1.9117610035294613e-08
Moniliella suaveolens  ,0.0,0.0,0.0,0.0,0.0,0.0,3.5623563005209093e-07,5.546788225095652e-07,3.565836705722935e-07,0.0,0.0,2.5349962462678993e-07,0.0,2.451601700666326e-07
Mycobacterium sp. IMCC13008  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0410366001824284e-06,0.0,0.0,0.0,6.082073200364857e-07,0.0,1.3599929120145518e-06
Myroides odoratus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09952628729286e-06,0.0,0.0,1.219905257458572e-06,0.0,2.7277910817867497e-06
Nassophorea,0.0,0.0,0.0,0.0,0.0,0.0,2.8498850404167278e-08,0.0,0.0,0.0,0.0,5.699770080833455e-09,0.0,1.2745073356863077e-08
Nematoda environmental sample ,0.0,0.0,0.0,0.0,0.0,1.1793298180872304e-05,1.2254505673791929e-05,1.2302491832583946e-05,1.1838577863000143e-05,1.174705161194527e-05,0.0,1.1987185032438719e-05,0.0,2.6843014229407974e-07
Neoptera,0.0,0.0,0.0,0.0,0.0,3.442675705393363e-06,3.1918712452667346e-06,3.2285151976838796e-06,3.465993277962692e-06,3.317652152222119e-06,0.0,3.3293415157057576e-06,0.0,1.2320613373443652e-07
Neosiphonia paniculata   ,0.0,0.0,0.0,0.0,0.0,5.6903730667658895e-08,0.0,9.95577373735117e-08,0.0,8.543310263232924e-08,0.0,4.837891413469997e-08,0.0,4.6760014959239826e-08
Nerita polita,0.0,0.0,0.0,0.0,0.0,2.8451865333829448e-08,0.0,2.8445067821003343e-08,2.8526693645783477e-08,0.0,0.0,1.7084725360123253e-08,0.0,1.5596181996902607e-08
Neurospora,0.0,0.0,0.0,0.0,0.0,1.7782415833643404e-06,1.6956815990479528e-06,1.692481535349699e-06,1.8114450465072508e-06,1.5235569969432046e-06,0.0,1.7002813522424896e-06,0.0,1.1152203502909338e-07
Nothrus silvestris  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8445067821003343e-08,0.0,2.847770087744308e-08,0.0,1.1384553739689285e-08,0.0,1.5588946495411708e-08
Oceanococcus atlanticus   ,0.0,0.0,0.0,0.0,0.0,0.0,1.2187145790976638e-05,1.06436281006385e-05,0.0,9.133576112629948e-06,0.0,6.3928700008490165e-06,0.0,5.934888795117582e-06
Ochrobactrum sp. c260  ,0.0,0.0,0.0,0.0,0.0,3.345939647776996e-05,4.113161704454615e-05,3.0410366001824282e-05,3.354739458011073e-05,3.805656713595812e-05,0.0,3.532106824804185e-05,0.0,4.2418206024623e-06
Oleibacter marinus   ,0.0,0.0,0.0,0.0,0.0,1.5208816580804527e-05,1.5233932238720797e-05,1.2164146400729714e-05,1.6773697290055364e-05,1.6744889539821574e-05,0.0,1.5225096410026397e-05,0.0,1.8760126536833838e-06
Oligohymenophorea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7053387291566954e-08,0.0,0.0,1.1410677458313391e-08,0.0,2.5515050466113264e-08
Paenibacillus sp. M10-6  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,0.0,0.0,3.04976314364643e-06,0.0,0.0,1.218305291961467e-06,0.0,1.6682356234791717e-06
Paenibacillus validus   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0410366001824284e-06,0.0,0.0,0.0,6.082073200364857e-07,0.0,1.3599929120145518e-06
Paracraurococcus ruber   ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,0.0,0.0,0.0,0.0,6.093572895488318e-07,0.0,1.3625643220162101e-06
Phormidium sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09952628729286e-06,0.0,0.0,1.219905257458572e-06,0.0,2.7277910817867497e-06
Plasmodium,0.0,0.0,0.0,0.0,0.0,1.4652710646922163e-06,1.7811781502604547e-06,1.7067040692602006e-06,1.7401283123927921e-06,1.580512398698091e-06,0.0,1.654758799060751e-06,0.0,1.2979430525193526e-07
Poduridae environmental sample ,0.0,0.0,0.0,0.0,0.0,7.65355177480012e-06,7.566444782306411e-06,7.338827497818862e-06,7.5310471224868364e-06,7.446918779451365e-06,0.0,7.507357991372719e-06,0.0,1.1987542669765823e-07
Polaribacter sp. Hel_I_88 ,0.0,0.0,0.0,0.0,0.0,0.0,2.4374291581953275e-05,0.0,0.0,2.131167759613655e-05,0.0,9.137193835617966e-06,0.0,1.2558385008983759e-05
Propionibacteriaceae bacterium SK081  ,0.0,0.0,0.0,0.0,0.0,0.0,2.1327505134209117e-05,1.3684664700820926e-05,1.9823460433701796e-05,1.8267152225259897e-05,0.0,1.4620556498798348e-05,0.0,8.660074993009527e-06
Prostomatea,0.0,0.0,0.0,0.0,0.0,1.991630573368061e-07,1.4249425202083637e-07,8.533520346301003e-08,1.854235086975926e-07,1.8510505570338e-07,0.0,1.59504215444325e-07,0.0,4.661120498046637e-08
Proteus mirabilis   ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,6.093572895488319e-06,4.5615549002736424e-06,0.0,0.0,0.0,2.7393782223845737e-06,0.0,2.723544225178299e-06
Pseudoalteromonas sp. 7032  ,0.0,0.0,0.0,0.0,0.0,4.562644974241358e-06,3.0467864477441594e-06,4.5615549002736424e-06,6.09952628729286e-06,3.0445253708766496e-06,0.0,4.263007596085734e-06,0.0,1.2762843305081707e-06
Pseudochrobactrum sp. IR17  ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,0.0,3.04976314364643e-06,0.0,0.0,1.2193099182781179e-06,0.0,1.6696091987681337e-06
Pseudomonas monteilii   ,0.0,0.0,0.0,0.0,0.0,2.88967515035286e-05,4.570179671616239e-05,2.584881110155064e-05,4.727132872651967e-05,2.7400728337889845e-05,0.0,3.5023883277130236e-05,0.0,1.0533920683594881e-05
Pseudomonas sp. BR 9109 ,0.0,0.0,0.0,0.0,0.0,1.825057989696543e-05,1.0663752567104558e-05,1.5205183000912141e-05,1.829857886187858e-05,0.0,0.0,1.2483618865372142e-05,0.0,7.642499001704034e-06
Pseudomonas sp. MsC-01-4CH2-05  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0410366001824284e-06,0.0,0.0,0.0,6.082073200364857e-07,0.0,1.3599929120145518e-06
Remanella sp. 2 WS-2012 ,0.0,0.0,0.0,0.0,0.0,0.00012467607389284063,0.00012679138544814022,0.0001268650024816749,0.00012557450542873886,0.00012654066384891832,0.0,0.00012608952622006258,0.0,9.434761344830605e-07
Rhizobium leguminosarum   ,0.0,0.0,0.0,0.0,0.0,6.08352663232181e-06,0.0,0.0,4.574644715469645e-06,0.0,0.0,2.131634269558291e-06,0.0,2.967210274953839e-06
Rhizosolenids,0.0,0.0,0.0,0.0,0.0,2.8451865333829448e-08,0.0,0.0,0.0,0.0,0.0,5.6903730667658895e-09,0.0,1.2724060994622479e-08
Rhodobacter sphaeroides   ,0.0,0.0,0.0,0.0,0.0,1.672969823888498e-05,1.6757325462592876e-05,1.6725701301003354e-05,1.0674171002762506e-05,1.0655838798068274e-05,0.0,1.4308546960662398e-05,0.0,3.3261122310073715e-06
Rotaliida,0.0,0.0,0.0,0.0,0.0,1.5506266606937048e-05,1.5845360824717003e-05,1.4236756444412172e-05,1.486240738945319e-05,1.5477630426890312e-05,0.0,1.5185684338481947e-05,0.0,6.379950450029439e-07
Ruminococcaceae bacterium GD6 ,0.0,0.0,0.0,0.0,0.0,8.516937285250535e-05,8.378662731296438e-05,7.60259150045607e-05,7.16694338756911e-05,9.133576112629948e-05,0.0,8.15974220344042e-05,0.0,7.77806756415898e-06
SCM38C39 marine group,0.0,0.0,0.0,0.0,0.0,2.56066788004465e-07,0.0,0.0,0.0,0.0,0.0,5.1213357600893e-08,0.0,1.1451654895160231e-07
Saccharomycodes,0.0,0.0,0.0,0.0,0.0,2.32878517757394e-05,2.2941574575354657e-05,2.2002259959546084e-05,2.1238123419285797e-05,2.3380192420380766e-05,0.0,2.2570000430061344e-05,0.0,9.227695507022995e-07
Schizochytrium aggregatum   ,0.0,0.0,0.0,0.0,0.0,4.2677798000744167e-08,0.0,4.2667601731505016e-08,2.8526693645783477e-08,2.847770087744308e-08,0.0,2.8469958851095145e-08,0.0,1.742109061181951e-08
Serinthea sp.,0.0,0.0,0.0,0.0,0.0,2.2619232940394407e-06,2.365404583545884e-06,2.4747209004272906e-06,2.4105056130687037e-06,2.292454920634168e-06,0.0,2.3610018623430976e-06,0.0,8.648304866769606e-08
Serratia sp. PTSe-1  ,0.0,0.0,0.0,0.0,0.0,0.0,4.570179671616239e-06,0.0,0.0,0.0,0.0,9.140359343232477e-07,0.0,2.043846483024315e-06
Sphingomonas sp. FI401  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0445253708766496e-06,0.0,6.089050741753299e-07,0.0,1.3615531377005892e-06
Sphingomonas sp. OSG-47  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,0.0,0.0,6.09952628729286e-06,0.0,0.0,1.828257920690753e-06,0.0,2.7268988740910633e-06
Spirochaeta thermophila DSM 6192,0.0,0.0,0.0,0.0,0.0,0.0005703306217801697,0.0005788894250713903,0.0006523023507391309,0.000567255944718236,0.0006241277010297132,0.0,0.000598581208667728,0.0,3.776810340637533e-05
Spirosoma sp. KSM4-2  ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,6.082073200364857e-06,0.0,4.566788056314974e-06,0.0,2.739129540884798e-06,0.0,2.7210256345409613e-06
Spirotrichonympha leidyi   ,0.0,0.0,0.0,0.0,0.0,6.970707006788214e-07,7.837183861146001e-07,7.822393650775919e-07,8.272741157277208e-07,5.837928679875831e-07,0.0,7.348190871172635e-07,0.0,9.67233374927406e-08
Stenotrophomonas maltophilia   ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,0.0,0.0,0.0,0.0,6.093572895488318e-07,0.0,1.3625643220162101e-06
Streptococcus caballi   ,0.0,0.0,0.0,0.0,0.0,3.345939647776996e-05,3.199125770131367e-05,2.7369329401641853e-05,3.04976314364643e-05,2.7400728337889845e-05,0.0,3.0143668671015926e-05,0.0,2.7273432954692014e-06
Streptococcus pneumoniae   ,0.0,0.0,0.0,0.0,0.0,0.0,4.570179671616239e-06,3.0410366001824284e-06,0.0,0.0,0.0,1.5222432543597336e-06,0.0,2.153388214377801e-06
Streptococcus salivarius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.123109800547285e-06,0.0,0.0,0.0,1.8246219601094569e-06,0.0,4.079978736043655e-06
Streptococcus salivarius subsp. thermophilus ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5222626854383248e-05,0.0,3.0445253708766496e-06,0.0,6.807765688502947e-06
