Species,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5
Oceanococcus atlanticus   ,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,6.0
Ochrobactrum sp. c260  ,0.0,0.0,0.0,0.0,0.0,22.0,27.0,20.0,22.0,25.0
Oleibacter marinus   ,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,11.0,11.0
Oligohymenophorea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037414962804850106,0.0
Paenibacillus sp. M10-6  ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
Paenibacillus validus   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Paracraurococcus ruber   ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Phormidium sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Plasmodium,0.0,0.0,0.0,0.0,0.0,0.9634352922248901,1.1692175876515658,1.1224488841455031,1.1411563655479282,1.0382652178345904
Poduridae environmental sample ,0.0,0.0,0.0,0.0,0.0,5.032312497252339,4.966836312343851,4.826530201825664,4.938775090240213,4.892006386734151
Polaribacter sp. Hel_I_88 ,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0
Propionibacteriaceae bacterium SK081  ,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,13.0,12.0
Prostomatea,0.0,0.0,0.0,0.0,0.0,0.13095236981697536,0.09353740701212526,0.056122444207275156,0.12159862911576283,0.12159862911576283
Proteus mirabilis   ,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0
Pseudoalteromonas sp. 7032  ,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,2.0
Pseudochrobactrum sp. IR17  ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Pseudomonas monteilii   ,0.0,0.0,0.0,0.0,0.0,19.0,30.0,17.0,31.0,18.0
Pseudomonas sp. BR 9109 ,0.0,0.0,0.0,0.0,0.0,12.0,7.0,10.0,12.0,0.0
Pseudomonas sp. MsC-01-4CH2-05  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Remanella sp. 2 WS-2012 ,0.0,0.0,0.0,0.0,0.0,81.97618350542658,83.22958475938906,83.43536705481573,82.35033313347508,83.12669361167572
Rhizobium leguminosarum   ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0
Rhizosolenids,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.0,0.0,0.0
Rhodobacter sphaeroides   ,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,7.0,7.0
Rotaliida,0.0,0.0,0.0,0.0,0.0,10.195577364321654,10.401359659748328,9.363094441913738,9.746597810663452,10.167516142218016
Ruminococcaceae bacterium GD6 ,0.0,0.0,0.0,0.0,0.0,56.0,55.0,50.0,47.0,60.0
SCM38C39 marine group,0.0,0.0,0.0,0.0,0.0,0.16836733262182546,0.0,0.0,0.0,0.0
Saccharomycodes,0.0,0.0,0.0,0.0,0.0,15.312073527884905,15.059522528952167,14.470236864775778,13.927719904105452,15.358842231390968
Schizochytrium aggregatum   ,0.0,0.0,0.0,0.0,0.0,0.028061222103637578,0.0,0.028061222103637578,0.018707481402425053,0.018707481402425053
Serinthea sp.,0.0,0.0,0.0,0.0,0.0,1.4872447714927917,1.5527209564012794,1.6275508820109794,1.5807821785049168,1.5059522528952167
Serratia sp. PTSe-1  ,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Sphingomonas sp. FI401  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Sphingomonas sp. OSG-47  ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
Spirochaeta thermophila DSM 6192,0.0,0.0,0.0,0.0,0.0,375.0,380.0,429.0,372.0,410.0
Spirosoma sp. KSM4-2  ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0
Spirotrichonympha leidyi   ,0.0,0.0,0.0,0.0,0.0,0.4583332943594138,0.5144557385666889,0.5144557385666889,0.5425169606703265,0.3835033687497136
Stenotrophomonas maltophilia   ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Streptococcus caballi   ,0.0,0.0,0.0,0.0,0.0,22.0,21.0,18.0,20.0,18.0
Streptococcus pneumoniae   ,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
Streptococcus salivarius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Streptococcus salivarius subsp. thermophilus ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Streptococcus sobrinus   ,0.0,0.0,0.0,0.0,0.0,1613.0,1635.0,1587.0,1605.0,1618.0
Streptococcus thermophilus TH1435  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Streptomyces griseus   ,0.0,0.0,0.0,0.0,0.0,11.0,10.0,11.0,10.0,11.0
Streptomyces radiopugnans   ,0.0,0.0,0.0,0.0,0.0,7775.0,7827.0,7768.0,7642.0,7839.0
Streptomyces sp.,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0
Streptomyces sp. AMJ7  ,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
Streptomyces sp. SD 576 ,0.0,0.0,0.0,0.0,0.0,108.0,98.0,98.0,99.0,96.0
Streptomyces sp. TH-11  ,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,7.0,3.0
Streptomyces thermodiastaticus   ,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,9.0,5.0
Talaromyces,0.0,0.0,0.0,0.0,0.0,23.318875568122827,23.10373953199494,23.215984420409487,22.95407968077554,23.075678309891302
Temnosewellia minor  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.0
Tetrapoda,0.0,0.0,0.0,0.0,0.0,0.19642855472546306,0.24319725823152566,0.177721073323038,0.21513603612788812,0.18707481402425052
Thaumatomonadida environmental sample  ,0.0,0.0,0.0,0.0,0.0,0.16836733262182546,0.10289114771333778,0.16836733262182546,0.16836733262182546,0.177721073323038
Thorsellia anophelis   ,0.0,0.0,0.0,0.0,0.0,30.0,17.0,24.0,25.0,24.0
Trichinella nelsoni  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028061222103637578,0.0,0.0
Trichodorus sparsus  ,0.0,0.0,0.0,0.0,0.0,1.8613943995412927,1.8707481402425052,2.0765304356691807,2.0765304356691807,2.0578229542667557
Turicibacter sp. H121  ,0.0,0.0,0.0,0.0,0.0,5488.0,5573.0,5456.0,5530.0,5474.0
Ulkenia aff. visurgensis BAFCcult 3529,0.0,0.0,0.0,0.0,0.0,0.028061222103637578,0.0,0.037414962804850106,0.028061222103637578,0.0
Vibrio fluvialis   ,0.0,0.0,0.0,0.0,0.0,73.0,55.0,51.0,56.0,62.0
Vibrio rumoiensis 1S-45  ,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,2.0
Xenasma,0.0,0.0,0.0,0.0,0.0,2.0858841763703935,2.188775324083731,2.310373953199494,2.0204079914619055,2.0484692135655433
Xylariaceae sp.,0.0,0.0,0.0,0.0,0.0,11.093536471638055,5.883502901062679,12.693026131545398,7.688774856396696,7.3988088946591075
Yersinia kristensenii   ,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0
[Clostridium] leptum  ,0.0,0.0,0.0,0.0,0.0,26.0,22.0,16.0,25.0,15.0
[Clostridium] scindens ATCC 35704 ,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
[Eubacterium] eligens ,0.0,0.0,0.0,0.0,0.0,61.0,66.0,50.0,58.0,54.0
archaeon RC2   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
bacterium 14W135   ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
bacterium 14W231   ,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,7.0
bacterium B0056   ,0.0,0.0,0.0,0.0,0.0,23.0,17.0,21.0,14.0,19.0
bacterium NLAE-zl-G146 ,0.0,0.0,0.0,0.0,0.0,108.0,115.0,118.0,127.0,119.0
bacterium NLAE-zl-G256   ,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,5.0
bacterium NLAE-zl-P127   ,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0
bacterium NLAE-zl-P343   ,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,19.0,0.0
bacterium NLAE-zl-P353   ,0.0,0.0,0.0,0.0,0.0,4367.0,4319.0,4326.0,4295.0,4327.0
bacterium mpn-isolate,0.0,0.0,0.0,0.0,0.0,16.0,17.0,17.0,16.0,17.0
denitrifying bacterium enrichment culture clone,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
gut metagenome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
gut metagenome   ,0.0,0.0,0.0,0.0,0.0,48.0,50.0,52.0,50.0,60.0
human gut metagenome  ,0.0,0.0,0.0,0.0,0.0,2572.0,2554.0,2518.0,2468.0,2562.0
iron-reducing bacterium enrichment culture clone,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
marine bacterium IVA010  ,0.0,0.0,0.0,0.0,0.0,13.0,7.0,7.0,9.0,11.0
metagenome,0.0,0.0,0.0,0.0,0.0,8.0,5.0,14.0,0.0,11.0
swine,0.0,0.0,0.0,0.0,0.0,10.0,7.0,7.0,9.0,9.0
uncultured,0.0,0.0,0.0,0.0,0.0,3690.356292401676,3749.178571328353,3755.272108735365,3704.30952369817,3803.1130951434443
uncultured Aliihoeflea sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
uncultured Bacillus sp.  ,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0
uncultured Bacteroidetes bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,19.0,18.0
uncultured Brevundimonas sp.  ,0.0,0.0,0.0,0.0,0.0,6.0,9.0,6.0,4.0,5.0
uncultured Brumimicrobium,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,4.0,6.0
uncultured Chloroflexi bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
uncultured Clostridium,0.0,0.0,0.0,0.0,0.0,10.0,10.0,13.0,7.0,13.0
uncultured Comamonadaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,3.0
uncultured Epsilonproteobacteria bacterium  ,0.0,0.0,0.0,0.0,0.0,10.0,17.0,13.0,13.0,10.0
uncultured Fibrobacteres bacterium,0.0,0.0,0.0,0.0,0.0,10.0,11.0,9.0,10.0,3.0
uncultured Flavobacteriales bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,7.0
uncultured Fusobacterium sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
uncultured Gemmatimonas sp.  ,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0
uncultured Halomonas sp.  ,0.0,0.0,0.0,0.0,0.0,18.0,22.0,10.0,9.0,16.0
uncultured Hymenobacter sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
uncultured Hyphomicrobiaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,18.0,18.0,19.0,21.0,16.0
uncultured Hyphomonadaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,5.0
uncultured Lachnospiraceae bacterium ,0.0,0.0,0.0,0.0,0.0,5367.0,5208.0,5249.0,5354.0,5338.0
uncultured Lactobacillaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,3.0,3.0
uncultured Marinilabiliaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
uncultured Methanobrevibacter sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
uncultured Methanococcoides sp.  ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0
uncultured Methanoplanus sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0
uncultured Methanosaeta sp.  ,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0
uncultured Methanosarcinales archaeon  ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
uncultured Neisseria sp.  ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0
uncultured Nitrospirae bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
uncultured Novosphingobium sp.  ,0.0,0.0,0.0,0.0,0.0,218.0,209.0,223.0,243.0,228.0
uncultured Ochrobactrum sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,53.0,59.0
uncultured Olsenella sp.  ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
uncultured Paenibacillus sp.  ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0
uncultured Pedobacter sp.  ,0.0,0.0,0.0,0.0,0.0,70.0,66.0,74.0,64.0,74.0
uncultured Peptostreptococcaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
uncultured Planctomycetales bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
uncultured Rhizobiales bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
uncultured Selenomonas sp. ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
uncultured Spirochaetes bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
uncultured Streptococcus sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
uncultured Turicibacter sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0
uncultured Veillonellaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,3.0,6.0
uncultured Verrucomicrobiaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
uncultured alpha proteobacterium  ,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,8.0,3.0
uncultured archaeon ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
uncultured archaeon   ,0.0,0.0,0.0,0.0,0.0,425.0,383.0,407.0,399.0,332.0
uncultured archaeon SYA-130  ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
uncultured bacterium,0.0,0.0,0.0,0.0,0.0,17.0,16.0,0.0,2.0,18.0
uncultured bacterium ,0.0,0.0,0.0,0.0,0.0,11529.0,10937.0,11591.0,11480.0,11537.0
uncultured bacterium  ,0.0,0.0,0.0,0.0,0.0,70393.0,69688.0,70746.0,69414.0,69407.0
uncultured bacterium   ,0.0,0.0,0.0,0.0,0.0,161786.0,162494.0,161952.0,161782.0,163371.0
uncultured bacterium (human infant) L14D,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0
uncultured bacterium BC13  ,0.0,0.0,0.0,0.0,0.0,45.0,39.0,45.0,52.0,40.0
uncultured beta,0.0,0.0,0.0,0.0,0.0,25.0,27.0,24.0,22.0,34.0
uncultured ciliate,0.0,0.0,0.0,0.0,0.0,0.13095236981697536,0.11224488841455031,0.177721073323038,0.1403061105181879,0.16836733262182546
uncultured ciliate   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151360361278881,0.2525509989327382,0.29931970243880085
uncultured delta proteobacterium  ,0.0,0.0,0.0,0.0,0.0,183.0,165.0,173.0,159.0,187.0
uncultured eukaryote ,0.0,0.0,0.0,0.0,0.0,1.1224488841455031,1.0382652178345904,1.0289114771333778,0.8698978852127649,1.0756801806394405
uncultured eukaryote   ,0.0,0.0,0.0,0.0,0.0,0.09353740701212526,0.15901359192061293,0.16836733262182546,0.15901359192061293,0.15901359192061293
uncultured euryarchaeote   ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
uncultured fungus,0.0,0.0,0.0,0.0,0.0,0.0,0.12159862911576283,0.0,0.08418366631091273,0.0
uncultured fungus  ,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.037414962804850106,0.0,0.0
uncultured gamma proteobacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
uncultured haloarchaeon   ,0.0,0.0,0.0,0.0,0.0,41.0,42.0,46.0,44.0,38.0
uncultured marine Syndiniales,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.0,0.018707481402425053,0.0
uncultured methanogenic archaeon  ,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,6.0,8.0
uncultured organism ,0.0,0.0,0.0,0.0,0.0,9.0,13.0,18.0,0.0,0.0
uncultured organism  ,0.0,0.0,0.0,0.0,0.0,79.0,94.0,80.0,92.0,91.0
uncultured organism   ,0.0,0.0,0.0,0.0,0.0,11818.0,11918.0,11917.0,11749.0,11609.0
uncultured prokaryote   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
uncultured proteobacterium   ,0.0,0.0,0.0,0.0,0.0,54.0,58.0,46.0,76.0,62.0
uncultured rumen,0.0,0.0,0.0,0.0,0.0,9.0,12.0,7.0,11.0,10.0
uncultured rumen archaeon  ,0.0,0.0,0.0,0.0,0.0,12.0,13.0,11.0,4.0,8.0
uncultured rumen bacterium ,0.0,0.0,0.0,0.0,0.0,51.0,49.0,54.0,46.0,52.0
uncultured rumen bacterium  ,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
uncultured rumen methanogen  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
unidentified    ,0.0,0.0,0.0,0.0,0.0,3394.0,3738.0,3431.0,3754.0,3353.0
unidentified rumen bacterium,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0
unknown,0.0,0.0,0.0,0.0,0.0,272856.3579573675,271871.44469086354,272218.7287041047,272092.6581263896,271761.5883998649
