Family,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5
Seriata,0.0,0.0,0.0,0.0,0.0,0.570578182773964,0.5425169606703265,0.37414962804850105,0.3273809245424384,0.5144557385666889
Sordariales,0.0,0.0,0.0,0.0,0.0,1.1692175876515658,1.1130951434442906,1.1130951434442906,1.1879250690539909,1.0008502550297402
Sphingobacteriaceae,0.0,0.0,0.0,0.0,0.0,70.0,66.0,74.0,64.0,74.0
Sphingomonadaceae,0.0,0.0,0.0,0.0,0.0,229.0,213.0,230.0,247.0,242.0
Spirochaetaceae,0.0,0.0,0.0,0.0,0.0,393.0,418.0,455.0,398.0,442.0
Spirosomaceae,0.0,0.0,0.0,0.0,0.0,10.0,5.0,4.0,6.0,5.0
Spirotrichonymphea,0.0,0.0,0.0,0.0,0.0,0.4583332943594138,0.5144557385666889,0.5144557385666889,0.5425169606703265,0.3835033687497136
Sporidiobolales,0.0,0.0,0.0,0.0,0.0,272.7083101438512,273.4753168813506,274.4106909514719,273.9055889536064,271.1555891874499
Staphylococcaceae,0.0,0.0,0.0,0.0,0.0,14.0,17.0,14.0,10.0,10.0
Streptomycetaceae,0.0,0.0,0.0,0.0,0.0,7907.0,7948.0,7889.0,7767.0,7954.0
Succinivibrionaceae,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0
Surface 1,0.0,0.0,0.0,0.0,0.0,26.0,25.0,17.0,22.0,16.0
Sutterellaceae,0.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,4.0,0.0
Syndiniales,0.0,0.0,0.0,0.0,0.0,1.0569726992370154,1.1972788097552032,1.1972788097552032,1.047618958535803,1.2346937725600535
TM146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
TTA-B1,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0
Terrestrial Miscellaneous Gp(TMEG),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Thermococcaceae,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,7.0,6.0
Thermoplasmatales Candidatus Methanomethylophilus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Thermoplasmatales uncultured,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Thraustochytriaceae,0.0,0.0,0.0,0.0,0.0,0.056122444207275156,0.0,0.0654761849084877,0.04676870350606263,0.018707481402425053
Trebouxiophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.037414962804850106,0.0,0.037414962804850106,0.028061222103637578
Tremellales,0.0,0.0,0.0,0.0,0.0,2.7593535068576953,2.937074580180733,3.1802718384122586,3.0680269499977086,3.414115355942572
Trichostomatia,0.0,0.0,0.0,0.0,0.0,0.0,0.1403061105181879,0.04676870350606263,0.11224488841455031,0.0
Trueperaceae,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,5.0
Tylenchida,0.0,0.0,0.0,0.0,0.0,0.44897955365820125,0.5144557385666889,0.5051019978654764,0.533163219969114,0.551870701371539
Unknown Family,0.0,0.0,0.0,0.0,0.0,15.0,19.0,15.0,17.0,15.0
Verrucomicrobiaceae,0.0,0.0,0.0,0.0,0.0,54.0,61.0,59.0,63.0,68.0
Vibrionaceae,0.0,0.0,0.0,0.0,0.0,76.0,57.0,55.0,56.0,64.0
Violaceomyces palustris   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.359693421794777,0.0,5.238094792679014
Weeksellaceae,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5.0,3.0,8.0
Woeseiaceae,0.0,0.0,0.0,0.0,0.0,18.0,14.0,12.0,14.0,12.0
Xanthobacteraceae,0.0,0.0,0.0,0.0,0.0,7518.0,7573.0,7552.0,7404.0,7569.0
Xanthomonadaceae,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,9.0,0.0
Xylariaceae,0.0,0.0,0.0,0.0,0.0,11.11224395304048,5.883502901062679,12.693026131545398,7.688774856396696,7.3988088946591075
Yersiniaceae,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0
[Eubacterium] coprostanoligenes group,0.0,0.0,0.0,0.0,0.0,11921.0,11925.0,11891.0,11849.0,11945.0
pItb-vmat-80,0.0,0.0,0.0,0.0,0.0,7.0,10.0,6.0,15.0,6.0
uncultured,0.0,0.0,0.0,0.0,0.0,16.0,75.0,5.0,40.01870748140242,29.0
uncultured Actinomycetales bacterium  ,0.0,0.0,0.0,0.0,0.0,9.0,10.0,13.0,13.0,8.0
uncultured Chytridiomycota  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.0
uncultured Firmicutes bacterium ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
uncultured bacterium  ,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0
uncultured bacterium   ,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,5.0,4.0
uncultured eukaryote,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.0,0.0,0.0
uncultured eukaryote   ,0.0,0.0,0.0,0.0,0.0,0.037414962804850106,0.0,0.04676870350606263,0.0,0.0
uncultured fungus  ,0.0,0.0,0.0,0.0,0.0,0.056122444207275156,0.04676870350606263,0.056122444207275156,0.07482992560970021,0.056122444207275156
uncultured glomeraceous AM fungus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037414962804850106,0.028061222103637578,0.0
uncultured soil fungus  ,0.0,0.0,0.0,0.0,0.0,7.426870116762745,0.0,0.0,0.0,0.0
unknown,0.0,0.0,0.0,0.0,0.0,1013.3656452070029,1005.7865635385575,1009.5527200210272,995.3562914663017,964.1505091708751
